------Generation 0------
Rule  1: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 0006c2d050320, Class:  9, CF:0.791832, Len:  7, Fitness_tra: 6
Rule  4: 0004000820e03, Class:  8, CF:0.567584, Len:  5, Fitness_tra: 4
Rule  5: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 3
Rule  7: f6f3835521556, Class:  9, CF:  1, Len: 13, Fitness_tra: 3
Rule  8: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule  9: 6600e80032112, Class:  7, CF:0.922763, Len:  9, Fitness_tra: 2
Rule 10: 000d5050a000d, Class:  3, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 13: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
Rule 15: 000d30d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 2d395d51498c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000880000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 020bf000c0050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 21: 4131255311411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 28112d16515c1, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 19b1d551831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a97ce18211ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0009096004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12f595c18e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 217e825d8d5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f3bd15155d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a1213111221, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00080060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f3751ce915948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1aa5d53d2821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 71219154d9c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000ed0000060, Class:  8, CF:0.682647, Len:  3, Fitness_tra: 0
Rule 35: 000070d96e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1868115651111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03000c0030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3921e12288111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00009308000c0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0c008008c30d5, Class: 10, CF:0.201408, Len:  7, Fitness_tra: 0
Rule 44: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 46: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000e0000c2000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4bb85d311e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0300ed0080209, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 51: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb29125295555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 54: 42f1113355111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000dcd000d000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13151315d8555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a3b1513111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: fe7112528111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0008e0c0000c0, Class:  7, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: f121e21531158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3e39119dc8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 69: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000e00800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6618982531112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 13b29518511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 81: 31f1551951218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42192c1111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 030b9f6200039, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4d68151912151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000800e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b74558ec51118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000020, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 66199895c8112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: f101020000058, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0c000d082e0f0, Class:  8, CF:0.370577, Len:  6, Fitness_tra: 1
Rule 94: b008e0c0000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 40b0e0011c505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: aeb1a43113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1aa1d13181235, Class:  9, CF:0.969727, Len: 13, Fitness_tra: 1
Rule 98: 600de8b0920d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000de090900d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000470d860604, Class:  2, CF:0.376958, Len:  7, Fitness_tra: -3
------Current------
Miss_rate(tra)	:79.9102
------Result------
Miss_rate(tra)	:79.9102
Miss_rate(tst)	:84.8485
ARL				:6.26923

------Generation 7------
Rule  1: 0000a0d000000, Class:  0, CF:0.93429, Len:  2, Fitness_tra: 49
Rule  2: 0000e0000200c, Class:  7, CF:0.509208, Len:  3, Fitness_tra: 27
Rule  3: 0006c2d050320, Class:  9, CF:0.791832, Len:  7, Fitness_tra: 6
Rule  4: 0004000820e03, Class:  8, CF:0.567584, Len:  5, Fitness_tra: 4
Rule  5: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 3
Rule  7: f6f3835521556, Class:  9, CF:  1, Len: 13, Fitness_tra: 3
Rule  8: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule  9: 6600e80032112, Class:  7, CF:0.922763, Len:  9, Fitness_tra: 2
Rule 10: 000d5050a000d, Class:  3, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 13: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
Rule 15: 000d30d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 2d395d51498c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000880000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 020bf000c0050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 21: 4131255311411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 28112d16515c1, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 19b1d551831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a97ce18211ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0009096004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12f595c18e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 217e825d8d5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f3bd15155d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a1213111221, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00080060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f3751ce915948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1aa5d53d2821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 71219154d9c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000ed0000060, Class:  8, CF:0.682647, Len:  3, Fitness_tra: 0
Rule 35: 000070d96e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1868115651111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03000c0030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3921e12288111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00009308000c0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0c008008c30d5, Class: 10, CF:0.201408, Len:  7, Fitness_tra: 0
Rule 44: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 46: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000e0000c2000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4bb85d311e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0300ed0080209, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 51: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb29125295555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 54: 42f1113355111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000dcd000d000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13151315d8555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a3b1513111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: fe7112528111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0008e0c0000c0, Class:  7, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: f121e21531158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3e39119dc8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 69: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000e00800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6618982531112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 13b29518511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 81: 31f1551951218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42192c1111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 030b9f6200039, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4d68151912151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000800e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b74558ec51118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000020, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 66199895c8112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: f101020000058, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0c000d082e0f0, Class:  8, CF:0.370577, Len:  6, Fitness_tra: 1
Rule 94: b008e0c0000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 40b0e0011c505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: aeb1a43113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1aa1d13181235, Class:  9, CF:0.969727, Len: 13, Fitness_tra: 1
Rule 98: 600de8b0920d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000de090900d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000470d860604, Class:  2, CF:0.376958, Len:  7, Fitness_tra: -3
------Current------
Miss_rate(tra)	:79.9102
------Result------
Miss_rate(tra)	:79.9102
Miss_rate(tst)	:84.8485
ARL				:6.26923

------Generation 8------
Rule  1: 0000a0d000000, Class:  0, CF:0.93429, Len:  2, Fitness_tra: 49
Rule  2: 0000e0000200c, Class:  7, CF:0.509208, Len:  3, Fitness_tra: 27
Rule  3: 0006c2d050320, Class:  9, CF:0.791832, Len:  7, Fitness_tra: 6
Rule  4: 0004000820e03, Class:  8, CF:0.567584, Len:  5, Fitness_tra: 4
Rule  5: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 3
Rule  7: f6f3835521556, Class:  9, CF:  1, Len: 13, Fitness_tra: 3
Rule  8: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule  9: 6600e80032112, Class:  7, CF:0.922763, Len:  9, Fitness_tra: 2
Rule 10: 000d5050a000d, Class:  3, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 13: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
Rule 15: 000d30d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 2d395d51498c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000880000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 020bf000c0050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 21: 4131255311411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 28112d16515c1, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 19b1d551831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a97ce18211ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0009096004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12f595c18e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 217e825d8d5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f3bd15155d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a1213111221, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00080060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f3751ce915948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1aa5d53d2821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 71219154d9c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000ed0000060, Class:  8, CF:0.682647, Len:  3, Fitness_tra: 0
Rule 35: 000070d96e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1868115651111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03000c0030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3921e12288111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00009308000c0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0c008008c30d5, Class: 10, CF:0.201408, Len:  7, Fitness_tra: 0
Rule 44: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 46: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000e0000c2000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4bb85d311e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0300ed0080209, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 51: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb29125295555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 54: 42f1113355111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000dcd000d000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13151315d8555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a3b1513111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: fe7112528111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0008e0c0000c0, Class:  7, CF:  1, Len:  4, Fitness_tra: 0
Rule 61: f121e21531158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3e39119dc8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 69: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000e00800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6618982531112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 13b29518511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 81: 31f1551951218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42192c1111551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 030b9f6200039, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4d68151912151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000800e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b74558ec51118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000020, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 66199895c8112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: f101020000058, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0c000d082e0f0, Class:  8, CF:0.370577, Len:  6, Fitness_tra: 1
Rule 94: b008e0c0000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 40b0e0011c505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: aeb1a43113d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1aa1d13181235, Class:  9, CF:0.969727, Len: 13, Fitness_tra: 1
Rule 98: 600de8b0920d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000de090900d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000470d860604, Class:  2, CF:0.376958, Len:  7, Fitness_tra: -3
------Current------
Miss_rate(tra)	:79.9102
------Result------
Miss_rate(tra)	:79.9102
Miss_rate(tst)	:84.8485
ARL				:6.26923

------Generation 9------
Rule  1: 0000a0d000000, Class:  0, CF:0.93429, Len:  2, Fitness_tra: 49
Rule  2: 0000e0000200c, Class:  7, CF:0.509208, Len:  3, Fitness_tra: 27
Rule  3: 0006c2d050320, Class:  9, CF:0.791832, Len:  7, Fitness_tra: 6
Rule  4: 0004000820e03, Class:  8, CF:0.567584, Len:  5, Fitness_tra: 4
Rule  5: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 3
Rule  7: f6f3835521556, Class:  9, CF:  1, Len: 13, Fitness_tra: 3
Rule  8: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule  9: 6600e80032112, Class:  7, CF:0.922763, Len:  9, Fitness_tra: 2
Rule 10: 000d5050a000d, Class:  3, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 13: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
