------Generation 0------
Rule  1: ffa5893d2112a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7c1c4185511d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21bdc2350d18c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 13
Rule 96: 43231c11a72b1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 050103091000d, Class:  0, CF:0.578275, Len:  6, Fitness_tra: 0
Rule 98: 7111111111e38, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: b162073133211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6a252111211d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:64.4444
------Result------
Miss_rate(tra)	:64.4444
Miss_rate(tst)	:35.3535
ARL				:11.5128

------Generation 8------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 525
Rule  2: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 140
Rule  3: 000d00002000d, Class:  0, CF:0.603438, Len:  3, Fitness_tra: 85
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 55
Rule  5: 28f2230111113, Class:  0, CF:0.620614, Len: 12, Fitness_tra: 0
Rule  6: 6823117d21112, Class:  0, CF:0.905944, Len: 13, Fitness_tra: 10
Rule  7: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 8
Rule  8: 1131119311411, Class:  0, CF:0.611256, Len: 13, Fitness_tra: 0
Rule  9: 1421133c82118, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 10: fa65211121151, Class:  0, CF:0.960564, Len: 13, Fitness_tra: 0
Rule 11: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 13
Rule 12: 36f2155111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 13: 1131213311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 21622431512d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 63231c11a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1365c11113111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2462251158188, Class:  0, CF:0.993626, Len: 13, Fitness_tra: 0
Rule 21: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 0
Rule 22: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 29a3c22163c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4b213d315919d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a311511211138, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 83: 7c2e42913e315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6af1136112826, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 2215296191c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 191d159d1551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16f8c31351423, Class:  0, CF:0.999948, Len: 13, Fitness_tra: 0
Rule 88: 7831135315425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1211833e39225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0002000000000, Class:  0, CF:0.00369077, Len:  1, Fitness_tra: 215
Rule 91: 47b1cbd8f332c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 88f1233615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 23e5c23515d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 010c21590e061, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: a8ba2b3552e8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1178c218818c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c2153d81e131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 23221c1111411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 21cac115e3528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2c01118d521d3, Class:  0, CF:0.32725, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8272
------Result------
Miss_rate(tra)	:53.8272
Miss_rate(tst)	:24.2424
ARL				:11.2105

------Generation 9------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 525
Rule  2: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 140
Rule  3: 000d00002000d, Class:  0, CF:0.603438, Len:  3, Fitness_tra: 85
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 55
Rule  5: 28f2230111113, Class:  0, CF:0.620614, Len: 12, Fitness_tra: 0
Rule  6: 6823117d21112, Class:  0, CF:0.905944, Len: 13, Fitness_tra: 10
Rule  7: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 8
Rule  8: 1131119311411, Class:  0, CF:0.611256, Len: 13, Fitness_tra: 0
Rule  9: 1421133c82118, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 10: fa65211121151, Class:  0, CF:0.960564, Len: 13, Fitness_tra: 0
Rule 11: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 13
Rule 12: 36f2155111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 13: 1131213311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 21622431512d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 63231c11a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1365c11113111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2462251158188, Class:  0, CF:0.993626, Len: 13, Fitness_tra: 0
Rule 21: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 0
Rule 22: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 29a3c22163c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4b213d315919d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a311511211138, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 83: 7c2e42913e315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6af1136112826, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 2215296191c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 191d159d1551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16f8c31351423, Class:  0, CF:0.999948, Len: 13, Fitness_tra: 0
Rule 88: 7831135315425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1211833e39225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0002000000000, Class:  0, CF:0.00369077, Len:  1, Fitness_tra: 215
Rule 91: 47b1cbd8f332c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 88f1233615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 23e5c23515d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 010c21590e061, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: a8ba2b3552e8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1178c218818c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c2153d81e131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 23221c1111411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 21cac115e3528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2c01118d521d3, Class:  0, CF:0.32725, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8272
------Result------
Miss_rate(tra)	:53.8272
Miss_rate(tst)	:24.2424
ARL				:11.2105

------Generation 10------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 525
Rule  2: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 140
Rule  3: 000d00002000d, Class:  0, CF:0.603438, Len:  3, Fitness_tra: 85
Rule  4: 0009800000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 55
Rule  5: 28f2230111113, Class:  0, CF:0.620614, Len: 12, Fitness_tra: 0
Rule  6: 6823117d21112, Class:  0, CF:0.905944, Len: 13, Fitness_tra: 10
Rule  7: 61211881111d1, Class:  1, CF:0.0733886, Len: 13, Fitness_tra: 8
Rule  8: 1131119311411, Class:  0, CF:0.611256, Len: 13, Fitness_tra: 0
Rule  9: 1421133c82118, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 10: fa65211121151, Class:  0, CF:0.960564, Len: 13, Fitness_tra: 0
Rule 11: 000900002000d, Class:  0, CF:0.698923, Len:  3, Fitness_tra: 13
Rule 12: 36f2155111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 8
Rule 13: 1131213311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 21622431512d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 63231c1111911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 2232113d2c113, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 63231c11a1211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 28f2113111b11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1365c11113111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2462251158188, Class:  0, CF:0.993626, Len: 13, Fitness_tra: 0
Rule 21: 2562111151158, Class:  0, CF:0.988362, Len: 13, Fitness_tra: 0
Rule 22: 3112153133151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 29a3c22163c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 11f1451351123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: ae112519111b5, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: 11212435111d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 317942e111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6165a1855551d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 214ac111a354c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: f12948196151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b478c5ede8188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 24b8c83511d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2118299139825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1162566d11199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7148d59835311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 742342386512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1512198911182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1b115e939528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1131395181811, Class:  1, CF:0.925358, Len: 13, Fitness_tra: 0
Rule 40: b11525939828e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2cb3721169152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 412153d815191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 216249115e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 72b1181111e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3325d19385d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2525e2e1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b3f736e8228d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f37955231912c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2c49de5111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 717e18213191d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b411133c82316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 694511c135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 33152115e3128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1365921515c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6915485363542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7c111185511d8, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 71b153d191911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 27b81535e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212e8212e53c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 16f21319d84cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3945225915d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 411121591e1cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1161133512859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: a94d219131311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 6371111d13552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1478c218351c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13f1151511d8d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b42e121121151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 4c7371d165942, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 78f1d81813c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b562c1e615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 28a51569621c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1c75d3e1519d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 221535c116885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 13f113e311283, Class:  0, CF:0.797095, Len: 13, Fitness_tra: 0
Rule 76: 7561c39911421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 14b515341e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 317111e191dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b21541335e215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b1be222d13938, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4b213d315919d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: a311511211138, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 83: 7c2e42913e315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6af1136112826, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 2215296191c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 191d159d1551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16f8c31351423, Class:  0, CF:0.999948, Len: 13, Fitness_tra: 0
Rule 88: 7831135315425, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1211833e39225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0002000000000, Class:  0, CF:0.00369077, Len:  1, Fitness_tra: 215
Rule 91: 47b1cbd8f332c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 88f1233615213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 23e5c23515d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 010c21590e061, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: a8ba2b3552e8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1178c218818c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c2153d81e131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 23221c1111411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 21cac115e3528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2c01118d521d3, Class:  0, CF:0.32725, Len: 12, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.8272
------Result------
Miss_rate(tra)	:53.8272
Miss_rate(tst)	:24.2424
ARL				:11.2105

------Generation 20------
Rule  1: 0001314000001, Class:  1, CF:0.702044, Len:  5, Fitness_tra: 508
Rule  2: 0000500000840, Class:  0, CF:0.972689, Len:  3, Fitness_tra: 226
Rule  3: 0062040001200, Class:  0, CF:0.278653, Len:  5, Fitness_tra: 147
Rule  4: 0e00500000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 111
