------Generation 0------
Rule  1: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 57
Rule  2: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  3: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 46
Rule  4: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule  5: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 29
Rule  6: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 9
Rule  7: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 050c400000000, Class:  0, CF:0.509479, Len:  3, Fitness_tra: -106
Rule  9: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 10: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 14
Rule 11: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 10
Rule 12: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 1
Rule 14: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 11682911d1121, Class:  0, CF:0.82292, Len: 13, Fitness_tra: 0
Rule 16: 21a1c19151c89, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 200d0010d000d, Class:  0, CF:0.233752, Len:  5, Fitness_tra: 1
Rule 18: 3945c1313551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 313d9c1515221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f3fc861911813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1818b69191483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: aaf1951915d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 71182e131d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: af1bd3e91c153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13f81e5551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a3758c3d111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 35b1d91211931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b17344dd69e25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414a279d1e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 24432c1115652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 714c115e338c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7221458191391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3af511119c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6e49553189852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15f1c11e19243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7c3181131994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18a119e651c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c4111583d651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 414f773561941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112d185111925, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: a941551281315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1eb312d583151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bda151612c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3162c13912213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: b2ac11138151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0d0000200de3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11112131d125a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 69212295e3352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41a1251119189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7d3111d585126, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 724585e1e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4c15853111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b21291d119213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a5232ce96d948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 44212415ae312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3175159d31542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112d915e429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1343113135948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 45f1113911145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 28118919115cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b276829515183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1c19155811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 242e25c1599dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61b1d8d21d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f371483539528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f638c16121c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 41ad453196249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48654dee33225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6eb548edf5145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 784e115181151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 6118cd1933587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a119d8118d318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33792c196dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11ba711d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 41b15851e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8f1c51a9511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4c11c1d152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211162cc1128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b53223e1111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 29f45615b85e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f612166322111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111113e111281, Class:  0, CF:0.805108, Len: 13, Fitness_tra: -9
Rule 83: a6a1111318181, Class:  0, CF:0.999019, Len: 13, Fitness_tra: 11
Rule 84: 0000800000840, Class:  0, CF:0.942497, Len:  3, Fitness_tra: 388
Rule 85: 41f11eef31129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1112291691251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b7b11412a5945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b1342395111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4c4111d1151d1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: b2a12111d5711, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 2cad200071c80, Class:  0, CF:0.999646, Len:  9, Fitness_tra: 0
Rule 92: 7a45d5e9ec558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 39452111d111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2171819511183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2191c59351189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12a6423931211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 17f8815e11253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 31f8c61119412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 61f1cd1935187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b27145d169e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.8765
------Result------
Miss_rate(tra)	:29.8765
Miss_rate(tst)	:15.1515
ARL				:11.2667

------Generation 8------
Rule  1: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 53
Rule  2: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  3: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 46
Rule  4: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule  5: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 29
Rule  6: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 9
Rule  7: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 050c400000000, Class:  0, CF:0.509479, Len:  3, Fitness_tra: -106
Rule  9: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 10: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 14
Rule 11: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 10
Rule 12: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 1
Rule 14: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 11682911d1121, Class:  0, CF:0.82292, Len: 13, Fitness_tra: 0
Rule 16: 21a1c19151c89, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 200d0010d000d, Class:  0, CF:0.233752, Len:  5, Fitness_tra: 1
Rule 18: 3945c1313551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 313d9c1515221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f3fc861911813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1818b69191483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: aaf1951915d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 71182e131d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: af1bd3e91c153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13f81e5551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a3758c3d111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 35b1d91211931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b17344dd69e25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414a279d1e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 24432c1115652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 714c115e338c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7221458191391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3af511119c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6e49553189852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15f1c11e19243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7c3181131994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18a119e651c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c4111583d651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 414f773561941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112d185111925, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: a941551281315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1eb312d583151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bda151612c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3162c13912213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: b2ac11138151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0d0000200de3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11112131d125a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 69212295e3352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41a1251119189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7d3111d585126, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 724585e1e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4c15853111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b21291d119213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a5232ce96d948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 44212415ae312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3175159d31542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112d915e429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1343113135948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 45f1113911145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 28118919115cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b276829515183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1c19155811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 242e25c1599dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61b1d8d21d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f371483539528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f638c16121c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 41ad453196249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48654dee33225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6eb548edf5145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 784e115181151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 6118cd1933587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a119d8118d318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33792c196dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11ba711d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 41b15851e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8f1c51a9511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4c11c1d152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211162cc1128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b53223e1111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 29f45615b85e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f612166322111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111113e111281, Class:  0, CF:0.805108, Len: 13, Fitness_tra: -9
Rule 83: a6a1111318181, Class:  0, CF:0.999019, Len: 13, Fitness_tra: 11
Rule 84: 0000800000840, Class:  0, CF:0.942497, Len:  3, Fitness_tra: 388
Rule 85: 41f11eef31129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1112291691251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b7b11412a5945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b1342395111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4c4111d1151d1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: b2a12111d5711, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 2cad200071c80, Class:  0, CF:0.999646, Len:  9, Fitness_tra: 0
Rule 92: 7a45d5e9ec558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 39452111d111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2171819511183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2191c59351189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12a6423931211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 17f8815e11253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 31f8c61119412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 61f1cd1935187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b27145d169e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.8765
------Result------
Miss_rate(tra)	:29.8765
Miss_rate(tst)	:15.1515
ARL				:11.2667

------Generation 9------
Rule  1: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 53
Rule  2: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  3: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 46
Rule  4: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule  5: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 29
Rule  6: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 9
Rule  7: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 050c400000000, Class:  0, CF:0.509479, Len:  3, Fitness_tra: -106
Rule  9: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 10: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 14
Rule 11: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 10
Rule 12: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 1
Rule 14: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 11682911d1121, Class:  0, CF:0.82292, Len: 13, Fitness_tra: 0
Rule 16: 21a1c19151c89, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 200d0010d000d, Class:  0, CF:0.233752, Len:  5, Fitness_tra: 1
Rule 18: 3945c1313551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 313d9c1515221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f3fc861911813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1818b69191483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: aaf1951915d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 71182e131d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: af1bd3e91c153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13f81e5551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a3758c3d111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 35b1d91211931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b17344dd69e25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414a279d1e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 24432c1115652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 714c115e338c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7221458191391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3af511119c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6e49553189852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15f1c11e19243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7c3181131994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18a119e651c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c4111583d651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 414f773561941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112d185111925, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: a941551281315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1eb312d583151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bda151612c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3162c13912213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: b2ac11138151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0d0000200de3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11112131d125a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 69212295e3352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41a1251119189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7d3111d585126, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 724585e1e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4c15853111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b21291d119213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a5232ce96d948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 44212415ae312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3175159d31542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112d915e429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1343113135948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 45f1113911145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 28118919115cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b276829515183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1c19155811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 242e25c1599dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61b1d8d21d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f371483539528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f638c16121c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 41ad453196249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48654dee33225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6eb548edf5145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 784e115181151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 6118cd1933587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a119d8118d318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33792c196dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11ba711d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 41b15851e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8f1c51a9511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4c11c1d152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211162cc1128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b53223e1111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 29f45615b85e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f612166322111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111113e111281, Class:  0, CF:0.805108, Len: 13, Fitness_tra: -9
Rule 83: a6a1111318181, Class:  0, CF:0.999019, Len: 13, Fitness_tra: 11
Rule 84: 0000800000840, Class:  0, CF:0.942497, Len:  3, Fitness_tra: 388
Rule 85: 41f11eef31129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1112291691251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b7b11412a5945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b1342395111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4c4111d1151d1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: b2a12111d5711, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 2cad200071c80, Class:  0, CF:0.999646, Len:  9, Fitness_tra: 0
Rule 92: 7a45d5e9ec558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 39452111d111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2171819511183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2191c59351189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12a6423931211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 17f8815e11253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 31f8c61119412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 61f1cd1935187, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b27145d169e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:29.8765
------Result------
Miss_rate(tra)	:29.8765
Miss_rate(tst)	:15.1515
ARL				:11.2667

------Generation 10------
Rule  1: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 53
Rule  2: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  3: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 46
Rule  4: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule  5: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 29
Rule  6: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 9
Rule  7: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  8: 050c400000000, Class:  0, CF:0.509479, Len:  3, Fitness_tra: -106
Rule  9: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 10: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 14
Rule 11: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 10
Rule 12: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 1
Rule 14: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
