------Generation 0------
Rule  1: 12f12981215c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 221188985d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: fe72215153118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7111131e98c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 74217b1daee75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f541181115511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 137511c51115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71bd21681793a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b41c2d1138181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4bbcc351395c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 45143a12721ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2473c411f51bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1921811311d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e11315d1d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 18f5dd5181815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b831491351115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1635191158151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 144ac18193918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7968552111549, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3162119e15211, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 25f1131919411, Class:  0, CF:0.132605, Len: 13, Fitness_tra: -5
Rule 85: 22231c58e1321, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 86: a37512a511811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2775c13212d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7c41421131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 89: 7c7ed151d591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 6911131851111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 79211b15aee71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 22f117981d119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 24e1c4111d1b1, Class:  0, CF:0.984511, Len: 13, Fitness_tra: 0
Rule 94: 451a482d321ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 281d88905d7c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 317f711135221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0801cb3d00300, Class:  0, CF:  1, Len:  7, Fitness_tra: 4
Rule 98: f3722e1633118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3838115c3924e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2c70410130310, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:55.9877
------Result------
Miss_rate(tra)	:55.9877
Miss_rate(tst)	:38.3838
ARL				:11.775

------Generation 7------
Rule  1: 0000000e00000, Class:  1, CF:0.914576, Len:  1, Fitness_tra: 181
Rule  2: 080ccc0d00000, Class:  0, CF:0.99791, Len:  5, Fitness_tra: 76
Rule  3: 13a1151111811, Class:  0, CF:0.651293, Len: 13, Fitness_tra: 69
Rule  4: 3660311151221, Class:  1, CF:0.311581, Len: 12, Fitness_tra: 66
Rule  5: 0e00400000000, Class:  0, CF:0.34141, Len:  2, Fitness_tra: 33
Rule  6: 253dc281cc121, Class:  0, CF:  1, Len: 13, Fitness_tra: 28
Rule  7: 0800403d0510c, Class:  0, CF:  1, Len:  7, Fitness_tra: 27
Rule  8: 3a61311131221, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 21
Rule  9: 16321d1d11223, Class:  1, CF:0.870841, Len: 13, Fitness_tra: 14
Rule 10: 25f2131131213, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 11: 1c15111111171, Class:  1, CF:  1, Len: 13, Fitness_tra: 10
Rule 12: 2df1d11175131, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 13: 33ac2e1631855, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 14: 3635311158225, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 15: 22f819e311119, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 16: 11f1c1e51c821, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 17: 4452111119125, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 18: 11f811e311283, Class:  0, CF:0.983428, Len: 13, Fitness_tra: 4
Rule 19: 0801cb3d00300, Class:  0, CF:  1, Len:  7, Fitness_tra: 4
Rule 20: 253d111111b71, Class:  0, CF:0.906948, Len: 13, Fitness_tra: 1
Rule 21: 7c41421131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 22: 253d2151517c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 23: 3611c45d1d1b1, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 24: 12f13181215c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 25: a3f1111215119, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 26: a1b1328591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 27: 2211103311311, Class:  0, CF:  1, Len: 12, Fitness_tra: 2
Rule 28: 367e711151218, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 29: 253db281911c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 2c3d411113371, Class:  0, CF:0.996093, Len: 13, Fitness_tra: 0
Rule 31: b532499311729, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11f8119151119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18a12996991d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1a614de911719, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 334e185321d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 13f1111911515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f945d91111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b11341dd69e28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3a31121c591de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 71bed1e231311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e7d1155159c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 281dcd3535c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f5188dad31112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1b88d1983121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21197cd963318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 123841ef93259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b17f7412a1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 39191155e1951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1175211182dea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: bc11413313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f1411122883e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1175ee8151631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aa15d51151121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f37e725139518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1661c93151121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 63792c1d11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 181125569d415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f628e2115e11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2138551551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 71a2299133155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18a541135512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 78217c3331ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 78a1111631443, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d1d369e221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 221188985d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: fe72215153118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7111131e98c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 74217b1daee75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f541181115511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 137511c51115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71bd21681793a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b41c2d1138181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4bbcc351395c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 45143a12721ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2473c411f51bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1921811311d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e11315d1d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 18f5dd5181815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b831491351115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1635191158151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 22a253131518c, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 82: 7442269311871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1b1d983251115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4221441d35322, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 85: 7c1d3d5211218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b421815e51115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a51118399111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 651128933e118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1fab8f6311211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2143225d39e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 13a1118193818, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 92: 363e281631812, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: 2d91d13311331, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 79271b1540e71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: cdf1d11d251c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4806118d10105, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 97: 1106c1351ce21, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: 91b1328591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 13f1499311715, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule100: 36ac211651253, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
------Current------
Miss_rate(tra)	:54.8765
------Result------
Miss_rate(tra)	:54.8765
Miss_rate(tst)	:33.3333
ARL				:11.8605

------Generation 8------
Rule  1: 0000000e00000, Class:  1, CF:0.914576, Len:  1, Fitness_tra: 181
Rule  2: 080ccc0d00000, Class:  0, CF:0.99791, Len:  5, Fitness_tra: 73
Rule  3: 13a1151111811, Class:  0, CF:0.651293, Len: 13, Fitness_tra: 65
Rule  4: 3660311151221, Class:  1, CF:0.311581, Len: 12, Fitness_tra: 68
Rule  5: 0e00400000000, Class:  0, CF:0.34141, Len:  2, Fitness_tra: 33
Rule  6: 253dc281cc121, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule  7: 0800403d0510c, Class:  0, CF:  1, Len:  7, Fitness_tra: 26
Rule  8: 3a61311131221, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 21
Rule  9: 16321d1d11223, Class:  1, CF:0.870841, Len: 13, Fitness_tra: 14
Rule 10: 13a1118193818, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 11: 36ac211651253, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 12: 2df1d11175131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 1c15111111171, Class:  1, CF:  1, Len: 13, Fitness_tra: 10
Rule 14: 22a253131518c, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 15: 13f1499311715, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 16: 25f2131131213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 11f1c1e51c821, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 18: 22f819e311119, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 19: 3635311158225, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 20: 11f811e311283, Class:  0, CF:0.983428, Len: 13, Fitness_tra: 4
Rule 21: 4806118d10105, Class:  1, CF:  1, Len: 10, Fitness_tra: 4
Rule 22: 0801cb3d00300, Class:  0, CF:  1, Len:  7, Fitness_tra: 2
Rule 23: 4452111119125, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 24: 7c41421131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 25: 33ac2e1631855, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 26: 3611c45d1d1b1, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 27: 2211103311311, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 28: a3f1111215119, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 29: 4221441d35322, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: a1b1328591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 31: 253d2151517c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 32: 12f13181215c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 33: 363e281631812, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 34: 367e711151218, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 35: 253db281911c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 36: 253d111111b71, Class:  0, CF:0.906948, Len: 13, Fitness_tra: 1
Rule 37: 18a12996991d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b11341dd69e28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3a31121c591de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 71bed1e231311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e7d1155159c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 281dcd3535c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f5188dad31112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1b88d1983121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21197cd963318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 123841ef93259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b17f7412a1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 39191155e1951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1175211182dea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: bc11413313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f1411122883e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1175ee8151631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aa15d51151121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f37e725139518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1661c93151121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 63792c1d11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 181125569d415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f628e2115e11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2138551551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 71a2299133155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18a541135512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 78217c3331ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 78a1111631443, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d1d369e221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 221188985d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: fe72215153118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7111131e98c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 74217b1daee75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f541181115511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 137511c51115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71bd21681793a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b41c2d1138181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4bbcc351395c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 45143a12721ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2473c411f51bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1921811311d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e11315d1d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 18f5dd5181815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b831491351115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1635191158151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 81: 45a111521d314, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 82: 751c51151518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 17ba11e563122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 223513153222e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: a92c1dd195181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4ca87395e2281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: f1782d1519d14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 33497111ee1c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 16a8413311219, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 751219199c1de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 36e0000e01250, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 767e714311871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1906c13518e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4451111111125, Class:  1, CF:  1, Len: 13, Fitness_tra: 24
Rule 95: 4459115e19151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2801c11110840, Class:  0, CF:0.998138, Len: 10, Fitness_tra: 94
Rule 97: 211d112298321, Class:  1, CF:0.570482, Len: 13, Fitness_tra: 6
Rule 98: 1fad8f369e221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0a01123150310, Class:  0, CF:0.915654, Len:  9, Fitness_tra: 7
Rule100: 1c11c1e111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:53.0864
------Result------
Miss_rate(tra)	:53.0864
Miss_rate(tst)	:31.3131
ARL				:11.7778

------Generation 9------
Rule  1: 0000000e00000, Class:  1, CF:0.914576, Len:  1, Fitness_tra: 144
Rule  2: 2801c11110840, Class:  0, CF:0.998138, Len: 10, Fitness_tra: 17
Rule  3: 080ccc0d00000, Class:  0, CF:0.99791, Len:  5, Fitness_tra: 32
Rule  4: 3660311151221, Class:  1, CF:0.311581, Len: 12, Fitness_tra: 15
Rule  5: 13a1151111811, Class:  0, CF:0.651293, Len: 13, Fitness_tra: 12
Rule  6: 0e00400000000, Class:  0, CF:0.34141, Len:  2, Fitness_tra: 27
Rule  7: 0800403d0510c, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 4451111111125, Class:  1, CF:  1, Len: 13, Fitness_tra: 14
Rule  9: 3a61311131221, Class:  0, CF:0.999994, Len: 13, Fitness_tra: 0
Rule 10: 16321d1d11223, Class:  1, CF:0.870841, Len: 13, Fitness_tra: 0
Rule 11: 13a1118193818, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 36ac211651253, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 1c15111111171, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 13f1499311715, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 15: 0a01123150310, Class:  0, CF:0.915654, Len:  9, Fitness_tra: 0
Rule 16: 211d112298321, Class:  1, CF:0.570482, Len: 13, Fitness_tra: 2
Rule 17: 11f1c1e51c821, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 18: 3635311158225, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 22a253131518c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 11f811e311283, Class:  0, CF:0.983428, Len: 13, Fitness_tra: 0
Rule 21: 4806118d10105, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule 22: 22f819e311119, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 23: 33ac2e1631855, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 24: 0801cb3d00300, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 25: 3611c45d1d1b1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a3f1111215119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 27: 4452111119125, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: a1b1328591111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 253d2151517c5, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 30: 45a111521d314, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 7c41421131312, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: 4221441d35322, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 253db281911c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 253d111111b71, Class:  0, CF:0.906948, Len: 13, Fitness_tra: 0
Rule 35: 12f13181215c5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 363e281631812, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 253dc281cc121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 367e711151218, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 2df1d11175131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 71bed1e231311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6e7d1155159c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 281dcd3535c29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f5188dad31112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: a1b88d1983121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21197cd963318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 123841ef93259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b17f7412a1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 39191155e1951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1175211182dea, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: bc11413313311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f1411122883e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1175ee8151631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: aa15d51151121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: f37e725139518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1661c93151121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 63792c1d11118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 181125569d415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: f628e2115e11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2138551551551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 71a2299133155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18a541135512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 78217c3331ed8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 78a1111631443, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 211d1d369e221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 221188985d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: fe72215153118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7111131e98c89, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 74217b1daee75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f541181115511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 137511c51115c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 71bd21681793a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b41c2d1138181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 4bbcc351395c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 45143a12721ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2473c411f51bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1921811311d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3e11315d1d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 18f5dd5181815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
