------Generation 0------
Rule  1: 15f18a6312851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: f3a1211112c1e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: 0000500000e50, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 28115a1011d5c, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 14: 11a1351213d48, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 31a2216351c83, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 36a8d31322c15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 7115311285e28, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1da15121c9945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21be418dee198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6e73459519512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15b955111155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2c3d451938c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 33498525111d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 78a3111d135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 71292c2525d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 43f2133942111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75f21151de141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1511111513158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6a92391ec421, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 3521951851112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 75f111595518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a1216152c226, Class:  0, CF:0.975816, Len: 13, Fitness_tra: 0
Rule 38: 2ca2c5318e71d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3a119d9921281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7162d11575899, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7231433915215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 351155dc81135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11f216611c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f1434815e9118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 71b153e281119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1b75c199e3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 114181d258515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 151d13e155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 117322353e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3a18411ed2c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7216211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e1c1565e981c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 12282d619d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 483c352951d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b128d11111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7b12cd3595511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b818119333181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1172e15151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11ad915816dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4271553281e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 692318691d5cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b5f57551334d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: fe7935c21195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 213d233e18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 12b1cc1535128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 21f513e96818e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 14be7411e3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2422e918d3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a623481569d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a328328513911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 75f1493153723, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 31111199e1c23, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 74122399edd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6321289d15d48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: ae15c839615c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 421111e952815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1d2a111111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4517531355853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4361859122821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7111321111811, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: 19d885119d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 12272d61cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule 93: f623281361d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 94: 230144350e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 15be118de3158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000500000ed0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule 97: 3d3c352a51c52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ba21917161241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6e73459519512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a3222235d9240, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.5926
------Result------
Miss_rate(tra)	:52.5926
Miss_rate(tst)	:29.2929
ARL				:10.3333

------Generation 8------
Rule  1: 0000305000000, Class:  1, CF:0.838756, Len:  2, Fitness_tra: 603
Rule  2: 0008000000000, Class:  0, CF:0.170644, Len:  1, Fitness_tra: 321
Rule  3: 000000000c050, Class:  0, CF:0.907714, Len:  2, Fitness_tra: 157
Rule  4: 0000503000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 13
Rule  5: 0e0dc00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule  6: 12272d61cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  7: 0000500000ed0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  8: 1131711198211, Class:  1, CF:0.822348, Len: 13, Fitness_tra: 3
Rule  9: 1921851d13341, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 10: 25671321c1378, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: f3a1211112c1e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: 0010105105b59, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 13: 1131811298211, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: f623281361d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 0000500000e50, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 16: 36a8d31322c15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 7115311285e28, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1da15121c9945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21be418dee198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6e73459519512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15b955111155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2c3d451938c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 33498525111d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 78a3111d135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 71292c2525d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 43f2133942111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75f21151de141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1511111513158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6a92391ec421, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 3521951851112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 75f111595518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a1216152c226, Class:  0, CF:0.975816, Len: 13, Fitness_tra: 0
Rule 38: 2ca2c5318e71d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3a119d9921281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7162d11575899, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7231433915215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 351155dc81135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11f216611c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f1434815e9118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 71b153e281119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1b75c199e3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 114181d258515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 151d13e155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 117322353e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3a18411ed2c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7216211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e1c1565e981c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 12282d619d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 483c352951d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b128d11111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7b12cd3595511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b818119333181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1172e15151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11ad915816dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4271553281e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 692318691d5cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b5f57551334d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: fe7935c21195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 213d233e18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 12b1cc1535128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 21f513e96818e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 14be7411e3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2422e918d3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a623481569d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a328328513911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 247c11119d28c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7118433113115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42721382815d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 7426215d61e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0e0dc00000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: aa328135c8851, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 22137899e9135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f1158899a3522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bb21111131912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19bdcc936114c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 312d151989111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000503000050, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 39b2291351c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 011d301080000, Class:  1, CF:0.327712, Len:  6, Fitness_tra: 0
Rule 95: 3a18741193151, Class:  0, CF:0.935141, Len: 13, Fitness_tra: 0
Rule 96: 18b15c1511d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0e00500000e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 98: 421135e952b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a3497535192d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0015315205e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.5309
------Result------
Miss_rate(tra)	:52.5309
Miss_rate(tst)	:29.2929
ARL				:9.68966

------Generation 9------
Rule  1: 0000305000000, Class:  1, CF:0.838756, Len:  2, Fitness_tra: 603
Rule  2: 0008000000000, Class:  0, CF:0.170644, Len:  1, Fitness_tra: 321
Rule  3: 000000000c050, Class:  0, CF:0.907714, Len:  2, Fitness_tra: 157
Rule  4: 0000503000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 13
Rule  5: 0e0dc00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule  6: 12272d61cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  7: 0000500000ed0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  8: 1131711198211, Class:  1, CF:0.822348, Len: 13, Fitness_tra: 3
Rule  9: 1921851d13341, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 10: 25671321c1378, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: f3a1211112c1e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: 0010105105b59, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 13: 1131811298211, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: f623281361d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 0000500000e50, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 16: 36a8d31322c15, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: 7115311285e28, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1da15121c9945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21be418dee198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6e73459519512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 15b955111155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2c3d451938c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 33498525111d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 78a3111d135c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 71292c2525d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 43f2133942111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 75f21151de141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 1511111513158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6a92391ec421, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 3521951851112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 75f111595518c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1a1216152c226, Class:  0, CF:0.975816, Len: 13, Fitness_tra: 0
Rule 38: 2ca2c5318e71d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3a119d9921281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7162d11575899, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7231433915215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 351155dc81135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11f216611c813, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: f1434815e9118, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 71b153e281119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1b75c199e3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 114181d258515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 151d13e155159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 117322353e915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3a18411ed2c81, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7216211211115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6e1c1565e981c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 12282d619d51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 483c352951d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b128d11111951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7b12cd3595511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b818119333181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1172e15151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11ad915816dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 4271553281e5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 692318691d5cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b5f57551334d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: fe7935c21195c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 213d233e18111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 12b1cc1535128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 22455118153d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 21f513e96818e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 14be7411e3658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2422e918d3151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a623481569d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: a328328513911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1d3152d1d5823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1b42556d1d915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a14d1139a19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: f941223311511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 411d191989121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4429911881e53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2df2157355175, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1b22233ed9242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e781d5251935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 247c11119d28c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7118433113115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 42721382815d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 7426215d61e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0e0dc00000000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: aa328135c8851, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 22137899e9135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f1158899a3522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: bb21111131912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19bdcc936114c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 312d151989111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000503000050, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: 39b2291351c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 011d301080000, Class:  1, CF:0.327712, Len:  6, Fitness_tra: 0
Rule 95: 3a18741193151, Class:  0, CF:0.935141, Len: 13, Fitness_tra: 0
Rule 96: 18b15c1511d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0e00500000e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 98: 421135e952b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: a3497535192d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0015315205e59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.5309
------Result------
Miss_rate(tra)	:52.5309
Miss_rate(tst)	:29.2929
ARL				:9.68966

------Generation 10------
Rule  1: 0000305000000, Class:  1, CF:0.838756, Len:  2, Fitness_tra: 603
Rule  2: 0008000000000, Class:  0, CF:0.170644, Len:  1, Fitness_tra: 321
Rule  3: 000000000c050, Class:  0, CF:0.907714, Len:  2, Fitness_tra: 157
Rule  4: 0000503000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 13
Rule  5: 0e0dc00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule  6: 12272d61cdd18, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  7: 0000500000ed0, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  8: 1131711198211, Class:  1, CF:0.822348, Len: 13, Fitness_tra: 3
Rule  9: 1921851d13341, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 10: 25671321c1378, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: f3a1211112c1e, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: 0010105105b59, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 13: 1131811298211, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: f623281361d18, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 0e00500000e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 0000500000e50, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 17: 7115311285e28, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 1da15121c9945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21be418dee198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 6e73459519512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3a18ceee91151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 714c811193815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 69b2111831315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 22f1259e11473, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: bcf579e391121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
