------Generation 0------
Rule  1: b2131525cd51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 3131219199111, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3615d3c151218, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b243cb91a9148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3661935511815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000043000d400, Class:  0, CF:0.0651181, Len:  4, Fitness_tra: 27
Rule 71: bc218e58d1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 742225939111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 44b88162e1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4121c11113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000e00000, Class:  1, CF:0.914744, Len:  1, Fitness_tra: 187
Rule 76: 31f78631c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 75f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113213d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fe35122593158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2749529251258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1118119113112, Class:  0, CF:0.882714, Len: 13, Fitness_tra: -17
Rule 82: 23fca22551525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4211235119281, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: b2325a154c2d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 07008d8000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 105
Rule 86: 33b18c99151c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 241d3d21c5531, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 88: a14983511d132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b331a541d512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1918491158121, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 91: b171115295519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2218295e5e411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6949155d8d215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1af829611811a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f631161121283, Class:  0, CF:0.375079, Len: 13, Fitness_tra: 15
Rule 96: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule 97: 2811235c55931, Class:  1, CF:0.84894, Len: 13, Fitness_tra: 0
Rule 98: 39b11c19e1325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2781a9939222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b13515315d189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.037
------Result------
Miss_rate(tra)	:52.037
Miss_rate(tst)	:41.4141
ARL				:11.4333

------Generation 7------
Rule  1: b2131525cd51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 61351511d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 637515125913d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 41a4d1a848195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 11b1152cd1d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 715c431391111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 13154de31245e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 3321429333311, Class:  1, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 71b9d1158d835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 114d115111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 727e182115181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: b7182a3119221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4215113111135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1511219111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a1111e3111181, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 724cd1385e539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: bc451514c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4149183215212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b1b185159591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: aaf11139c8251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 27235c9851d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28f1499112223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a341d11c11513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7779525292515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b81172331121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: aff158ddd1883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6aa535c85e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f111c81115342, Class:  0, CF:0.997654, Len: 13, Fitness_tra: 22
Rule 30: 6eb12511a93b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a171111c85391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2422c1e838d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b8a1151e1e141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 24bc13de1e11c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1319111131528, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a115811d25851, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2726279269978, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11f4d6114c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f3f8123115111, Class:  0, CF:0.938287, Len: 13, Fitness_tra: 3
Rule 40: 1312336145d1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: ffa11e3ed1243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0e0d200030000, Class:  0, CF:0.993147, Len:  4, Fitness_tra: 55
Rule 43: 1149551885131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a31112511e318, Class:  1, CF:0.865986, Len: 13, Fitness_tra: 3
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b8111595281d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b84a42d1e3998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4cfc719e1c213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 31a4863942153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2835113d15111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 3131219199111, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3615d3c151218, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b243cb91a9148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3661935511815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000043000d400, Class:  0, CF:0.0651181, Len:  4, Fitness_tra: 27
Rule 71: bc218e58d1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 742225939111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 44b88162e1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4121c11113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000e00000, Class:  1, CF:0.914744, Len:  1, Fitness_tra: 187
Rule 76: 31f78631c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 75f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113213d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fe35122593158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2749529251258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1118119113112, Class:  0, CF:0.882714, Len: 13, Fitness_tra: -17
Rule 82: 23fca22551525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4211235119281, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: b2325a154c2d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 07008d8000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 105
Rule 86: 33b18c99151c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 241d3d21c5531, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 88: a14983511d132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b331a541d512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1918491158121, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 91: b171115295519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2218295e5e411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6949155d8d215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1af829611811a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f631161121283, Class:  0, CF:0.375079, Len: 13, Fitness_tra: 15
Rule 96: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule 97: 2811235c55931, Class:  1, CF:0.84894, Len: 13, Fitness_tra: 0
Rule 98: 39b11c19e1325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2781a9939222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b13515315d189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.037
------Result------
Miss_rate(tra)	:52.037
Miss_rate(tst)	:41.4141
ARL				:11.4333

------Generation 8------
Rule  1: b2131525cd51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 61351511d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 637515125913d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 41a4d1a848195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 11b1152cd1d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 715c431391111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 13154de31245e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 3321429333311, Class:  1, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 71b9d1158d835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 114d115111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 727e182115181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: b7182a3119221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4215113111135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1511219111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a1111e3111181, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 724cd1385e539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: bc451514c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4149183215212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b1b185159591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: aaf11139c8251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 27235c9851d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28f1499112223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a341d11c11513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7779525292515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b81172331121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: aff158ddd1883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6aa535c85e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f111c81115342, Class:  0, CF:0.997654, Len: 13, Fitness_tra: 22
Rule 30: 6eb12511a93b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a171111c85391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2422c1e838d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b8a1151e1e141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 24bc13de1e11c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1319111131528, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a115811d25851, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2726279269978, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11f4d6114c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f3f8123115111, Class:  0, CF:0.938287, Len: 13, Fitness_tra: 3
Rule 40: 1312336145d1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: ffa11e3ed1243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0e0d200030000, Class:  0, CF:0.993147, Len:  4, Fitness_tra: 55
Rule 43: 1149551885131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a31112511e318, Class:  1, CF:0.865986, Len: 13, Fitness_tra: 3
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b8111595281d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b84a42d1e3998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4cfc719e1c213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 31a4863942153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2835113d15111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 3131219199111, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3615d3c151218, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b243cb91a9148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 3661935511815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000043000d400, Class:  0, CF:0.0651181, Len:  4, Fitness_tra: 27
Rule 71: bc218e58d1193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 742225939111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 44b88162e1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4121c11113511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000e00000, Class:  1, CF:0.914744, Len:  1, Fitness_tra: 187
Rule 76: 31f78631c8151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 75f5dd151128d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113213d13315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fe35122593158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2749529251258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1118119113112, Class:  0, CF:0.882714, Len: 13, Fitness_tra: -17
Rule 82: 23fca22551525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4211235119281, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: b2325a154c2d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 07008d8000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 105
Rule 86: 33b18c99151c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 241d3d21c5531, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 88: a14983511d132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b331a541d512d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1918491158121, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 91: b171115295519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2218295e5e411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6949155d8d215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1af829611811a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f631161121283, Class:  0, CF:0.375079, Len: 13, Fitness_tra: 15
Rule 96: 000d0050a000d, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule 97: 2811235c55931, Class:  1, CF:0.84894, Len: 13, Fitness_tra: 0
Rule 98: 39b11c19e1325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b2781a9939222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b13515315d189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:52.037
------Result------
Miss_rate(tra)	:52.037
Miss_rate(tst)	:41.4141
ARL				:11.4333

------Generation 9------
Rule  1: b2131525cd51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 61351511d5581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 637515125913d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 41a4d1a848195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 11b1152cd1d91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 715c431391111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 394345e515d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 13154de31245e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 3321429333311, Class:  1, CF:  1, Len: 13, Fitness_tra: 8
Rule 10: 71b9d1158d835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 114d115111115, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 727e182115181, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: b7182a3119221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4215113111135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1511219111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a1111e3111181, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 724cd1385e539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: bc451514c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4149183215212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b1b185159591d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: aaf11139c8251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 27235c9851d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 28f1499112223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a341d11c11513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7779525292515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b81172331121d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: aff158ddd1883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 6aa535c85e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f111c81115342, Class:  0, CF:0.997654, Len: 13, Fitness_tra: 22
Rule 30: 6eb12511a93b8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: a171111c85391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2422c1e838d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b8a1151e1e141, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 24bc13de1e11c, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 35: 1319111131528, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: a115811d25851, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2726279269978, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11f4d6114c819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f3f8123115111, Class:  0, CF:0.938287, Len: 13, Fitness_tra: 3
Rule 40: 1312336145d1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: ffa11e3ed1243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0e0d200030000, Class:  0, CF:0.993147, Len:  4, Fitness_tra: 55
Rule 43: 1149551885131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: bc382d5e1e441, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 41a2131919b75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a31112511e318, Class:  1, CF:0.865986, Len: 13, Fitness_tra: 3
Rule 47: a341d22321918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: b8111595281d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b84a42d1e3998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4cfc719e1c213, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 31a4863942153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2835113d15111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 53: 3131219199111, Class:  1, CF:  1, Len: 13, Fitness_tra: 5
Rule 54: 11fdc5919372d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b5f515521d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b8622e1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 224381116911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1d31231331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 212dc8e865d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 151c31115333d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4da1115325513, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 62: 5511211915c53, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 63: a111e125195dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 786d51881351c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 78a5c1e9118d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3615d3c151218, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 67: 1561213619111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
