------Generation 0------
Rule  1: 000000090f000000000a00000000000060f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3313393e363311196331e31131136e11133e9e319111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 111111151131191111193e9155311113115111111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13111111311a11123311311521911191511111311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 333315331913e115113511111515111e31ee11311151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.440193, Len:  0, Fitness_tra: 0
Rule 91: 0005000e000000000000000000920000350000f00060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0101950063000100011011103910111330f00e301110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000000a0000000000000000000000000000f00060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 10001100130000010015011d1101001110000030f001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 009119000001000106e01010003310601030330e0009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1131951363131131111111b131191133113313151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000000000000a00006000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11d111111211135e6299311311111111536111121393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000930000e000000a00000000d000500008000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000046055f000000300005000a005000600000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70
------Result------
Miss_rate(tra)	:70
Miss_rate(tst)	:74.0741
ARL				:4.35714

------Generation 6------
Rule  1: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.440193, Len:  5, Fitness_tra: 3
Rule  2: 00050000000000000000000500000000000060000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule  3: 0000000000000000000000a000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  4: 000000000000005000000000000000000000000a0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: 00000600550000005d05000000005000000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 2
Rule  6: 00000000900000000500000000500a00000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 1
Rule  7: 13311111913111111511311121111113111111511142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 000046055f000000300005000a005000600000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 9e111d3113339111333331111511113311a311e13133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e000006000000000f600006000000909500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1111e11331111131331e111515333133911313135521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13311111111a11111319115112913111191111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000e0000590090000000900000550000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11111111113111511553119111311113311191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 60e000006e0f0000000000000d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 6000000000000000000500000000000000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1393151339333911313135311515113e351313313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000000000000000000fa6000e050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 36331516f116111e3331133951931e115e1333131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000000000000500000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 500e0060000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 133133311113e1131e1311e531e51133136616163913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31315513f13ae1111e1e1195131531631113333e11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000000000000e060ee000000050000000e050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000005000e050000a0000000000e050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 19131d1ee1f619511915e19111911131313111311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000e000000f6e000e050005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 9131911111111133361939319511363e536633e39311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11311511136111113313331111913113193111135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 331335e33363e11366311113991116615e11316161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 32: 33111211313111111151111121311111111113111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 139119136131133116e11111153311611e36331e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000500ef0000000a600000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 111111111131315111111e3113311113118811111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e11113113113311333e3113113391111913191e11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 31111113111111131353339991313636391153135911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111151111111515111e333515111111111113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000090f000000000a00000000000060f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000060e000000000e000099000000500009000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 13113511133111e11613311135631161113133e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 13511113131111113111111311311111111111311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0a0000050f0000000000050dfa00000060a000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000e0000000000000000a6e009500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11111133313a111111d9331112519131133611335511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000d0000090000a0000003000060000500e0090050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3133113139319911111e111151311131993111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1511111311111111611131115133313191611133155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3116113131133e11e311113111111113331313511551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050005600000000f0000000000000000550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11131111311111211183111111111193111113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0e000000a600000000e0600505000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000000000000000000000000a00000a000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1111111111113113111111111191c211115111111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000500efe00005900e0000000920000050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 311155e1113131113113136115111133313131131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 06000000950000a0000600000000000000000000000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11111133e13351113111111112111131511111131121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 91d11311111111316699313331111111536111111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000e000000000e000000006000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000f0090000000000000f0000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 1111951363131131111111113919111331331e311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0e09000000000000a000e00000000000006000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0009000000000000a000000000000530000b0b090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000000a0000000000000000000e00e0900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0060000000000000000000000a000000000000000060, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13311311111a19551111113151311131113133151211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000930000e000000a00000000d000500008000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000d0500000000000000000000000000a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113d1131331311611131331131111131661311335e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 50500000000900a0000e0000000000990000d5000000, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 3995316333111311111e13115511e13a3e1331111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e000006000000000a600006000000909500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 133395111111311113111351151511111e1111113113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000000000000000000000000000000000000600, Class:  1, CF:  1, Len:  1, Fitness_tra: 15
Rule 84: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 113e1131a1a131e911961391e11e1311111e9391e511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000000000000500a00e00000000050500000950, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 87: 09000000000000000000000000000000000000000000, Class:  0, CF:0.162251, Len:  1, Fitness_tra: -84
Rule 88: 000000000000000005e6000000000000000000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11119131133633311351135111131631313111115121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000000000a0000000000000e000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000600350000005d05003000005000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000046055f000000300005000a0050006b0000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00050080000000000500000500500a00000060000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3991316063110a011c1011103910e13a30103e101911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: e00000080000000000000060000000000000000a0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000000000000008005000000000030000e0900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3003390e060001196330e31a31000e11030e90009001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 133311119116111e13113339511311135e1311511142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 19331311e1f619551915e13151311131313111351111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000000000500090000000000000050060000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70
------Result------
Miss_rate(tra)	:70
Miss_rate(tst)	:77.7778
ARL				:3.71429

------Generation 7------
Rule  1: 00000000000000000000000000000000000000000600, Class:  1, CF:  1, Len:  1, Fitness_tra: 14
Rule  2: 000000000000005000000000000000000000000a0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  3: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.440193, Len:  5, Fitness_tra: 0
Rule  4: 0000000000000000000000a000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  5: 00050000000000000000000500000000000060000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  6: 00000600550000005d05000000005000000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule  7: 00000000900000000500000000500a00000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule  8: 000046055f000000300005000a005000600000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 9e111d3113339111333331111511113311a311e13133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e000006000000000f600006000000909500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1111e11331111131331e111515333133911313135521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13311111111a11111319115112913111191111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000e0000590090000000900000550000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11111111113111511553119111311113311191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 60e000006e0f0000000000000d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 6000000000000000000500000000000000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1393151339333911313135311515113e351313313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000000000000000000fa6000e050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 36331516f116111e3331133951931e115e1333131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000000000000500000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 500e0060000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 133133311113e1131e1311e531e51133136616163913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31315513f13ae1111e1e1195131531631113333e11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000000000000e060ee000000050000000e050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000005000e050000a0000000000e050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 19131d1ee1f619511915e19111911131313111311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000e000000f6e000e050005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 9131911111111133361939319511363e536633e39311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11311511136111113313331111913113193111135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 331335e33363e11366311113991116615e11316161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 32: 33111211313111111151111121311111111113111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 139119136131133116e11111153311611e36331e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000500ef0000000a600000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 111111111131315111111e3113311113118811111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e11113113113311333e3113113391111913191e11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 31111113111111131353339991313636391153135911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111151111111515111e333515111111111113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000090f000000000a00000000000060f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000060e000000000e000099000000500009000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 13113511133111e11613311135631161113133e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 13511113131111113111111311311111111111311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0a0000050f0000000000050dfa00000060a000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000e0000000000000000a6e009500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11111133313a111111d9331112519131133611335511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000d0000090000a0000003000060000500e0090050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 3133113139319911111e111151311131993111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1511111311111111611131115133313191611133155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3116113131133e11e311113111111113331313511551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 050005600000000f0000000000000000550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11131111311111211183111111111193111113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0e000000a600000000e0600505000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000000000000000000000000a00000a000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 00090000000e900000000000006005000000e0090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1111111111113113111111111191c211115111111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000500efe00005900e0000000920000050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 311155e1113131113113136115111133313131131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 06000000950000a0000600000000000000000000000a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11111133e13351113111111112111131511111131121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 91d11311111111316699313331111111536111111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000e000000000e000000006000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000f0090000000000000f0000000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 67: 1111951363131131111111113919111331331e311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0e09000000000000a000e00000000000006000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0009000000000000a000000000000530000b0b090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000000a0000000000000000000e00e0900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0060000000000000000000000a000000000000000060, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 73: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13311311111a19551111113151311131113133151211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000930000e000000a00000000d000500008000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000d0500000000000000000000000000a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 31113d1131331311611131331131111131661311335e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 50500000000900a0000e0000000000990000d5000000, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 80: 3995316333111311111e13115511e13a3e1331111911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000090f000000000a00000000000060f000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000005000000000000000000000000000000000000, Class:  0, CF:0.0818336, Len:  1, Fitness_tra: -93
Rule 84: 33111533131111113311111911911151193311111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000000000000000500000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 31591111366133316e11311131316313311311611311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000050000009000000500000000000000000000000, Class:  0, CF:0.28822, Len:  3, Fitness_tra: -20
Rule 89: e11515133131193363111111131111e111331e11131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000000000000000000000000000000000a000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 91: 03330000001030101311035005150100051110010000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 13300001001a0001000e015e12913010500111011511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 11339561116111113313335115911111193111113113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 10301111001601101000303951130013001311500102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 101300000e1110001003101101111190110003101001, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 500e0008000000000000000000000e000000000a0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 311155311136e1311e511395131316333111314e51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11111511131111e5161e3335356311611a3113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 131395e33313e133163111139911116334111e6161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0a3300010f10000007000551f500010060a1111e3113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:68.75
------Result------
Miss_rate(tra)	:68.75
Miss_rate(tst)	:70.3704
ARL				:3.21429

------Generation 8------
Rule  1: 00000000000000000000000000000000000000000600, Class:  1, CF:  1, Len:  1, Fitness_tra: 14
Rule  2: 000000000000005000000000000000000000000a0000, Class:  1, CF:  1, Len:  2, Fitness_tra: 4
Rule  3: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.440193, Len:  5, Fitness_tra: 0
Rule  4: 0000000000000000000000a000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  5: 00050000000000000000000500000000000060000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 1
Rule  6: 00000600550000005d05000000005000000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule  7: 00000000900000000500000000500a00000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule  8: 000046055f000000300005000a005000600000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 9e111d3113339111333331111511113311a311e13133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e000006000000000f600006000000909500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1111e11331111131331e111515333133911313135521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13311111111a11111319115112913111191111111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000e0000590090000000900000550000006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11111111113111511553119111311113311191111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 60e000006e0f0000000000000d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 6000000000000000000500000000000000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1393151339333911313135311515113e351313313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000000000000000000fa6000e050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 36331516f116111e3331133951931e115e1333131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000000000000500000000000f000a00500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 500e0060000000000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 133133311113e1131e1311e531e51133136616163913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31315513f13ae1111e1e1195131531631113333e11d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000000000000e060ee000000050000000e050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000005000e050000a0000000000e050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 19131d1ee1f619511915e19111911131313111311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000e000000f6e000e050005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 9131911111111133361939319511363e536633e39311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11311511136111113313331111913113193111135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 331335e33363e11366311113991116615e11316161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 32: 33111211313111111151111121311111111113111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 139119136131133116e11111153311611e36331e1159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000500ef0000000a600000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 111111111131315111111e3113311113118811111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: e11113113113311333e3113113391111913191e11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 31111113111111131353339991313636391153135911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111151111111515111e333515111111111113111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
