------Generation 0------
Rule  1: b118, Class:  1, CF:0.265701, Len:  4, Fitness_tra: 7
Rule 46: 6395, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 47: 1516, Class:  0, CF:0.605622, Len:  4, Fitness_tra: 1
Rule 48: 0530, Class:  0, CF:0.276098, Len:  2, Fitness_tra: -8
Rule 49: 211b, Class:  1, CF:0.10908, Len:  4, Fitness_tra: 0
Rule 50: 0520, Class:  0, CF:0.0457288, Len:  2, Fitness_tra: 0
Rule 51: 0040, Class:  1, CF:0.0265776, Len:  1, Fitness_tra: 0
Rule 52: 1112, Class:  1, CF:0.0133008, Len:  4, Fitness_tra: 0
Rule 53: 1911, Class:  0, CF:0.5265, Len:  4, Fitness_tra: 0
Rule 54: 5122, Class:  0, CF:0.0220941, Len:  4, Fitness_tra: 0
Rule 55: 1231, Class:  0, CF:0.0446122, Len:  4, Fitness_tra: 0
Rule 56: 6c12, Class:  0, CF:0.110154, Len:  4, Fitness_tra: 0
Rule 57: 4045, Class:  1, CF:0.0566605, Len:  3, Fitness_tra: 0
Rule 58: 6211, Class:  1, CF:0.190905, Len:  4, Fitness_tra: 0
Rule 59: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 0
Rule 61: d191, Class:  1, CF:0.0482695, Len:  4, Fitness_tra: 0
Rule 62: 0403, Class:  0, CF:0.0617883, Len:  2, Fitness_tra: 0
Rule 63: f950, Class:  0, CF:0.132946, Len:  3, Fitness_tra: 0
Rule 64: b211, Class:  0, CF:0.0734114, Len:  4, Fitness_tra: 0
Rule 65: 1121, Class:  0, CF:0.0245678, Len:  4, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a511, Class:  0, CF:0.0530852, Len:  4, Fitness_tra: 0
Rule 68: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a000, Class:  1, CF:0.0502067, Len:  1, Fitness_tra: 0
Rule 70: d421, Class:  1, CF:0.103428, Len:  4, Fitness_tra: 0
Rule 71: 7241, Class:  1, CF:0.0191361, Len:  4, Fitness_tra: 0
Rule 72: 6000, Class:  1, CF:0.0385055, Len:  1, Fitness_tra: 0
Rule 73: 1144, Class:  0, CF:0.00644545, Len:  4, Fitness_tra: 0
Rule 74: 6440, Class:  1, CF:0.0311223, Len:  3, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00c0, Class:  1, CF:0.00278175, Len:  1, Fitness_tra: 0
Rule 77: 2122, Class:  0, CF:0.130624, Len:  4, Fitness_tra: 1
Rule 78: 3241, Class:  1, CF:0.0903126, Len:  4, Fitness_tra: 0
Rule 79: 2533, Class:  0, CF:0.997451, Len:  4, Fitness_tra: 0
Rule 80: 19f9, Class:  1, CF:0.402332, Len:  4, Fitness_tra: 0
Rule 81: b050, Class:  0, CF:0.605362, Len:  2, Fitness_tra: 21
Rule 82: 1911, Class:  0, CF:0.5265, Len:  0, Fitness_tra: 0
Rule 83: 4755, Class:  0, CF:0.917101, Len:  4, Fitness_tra: 12
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0503, Class:  0, CF:0.559251, Len:  2, Fitness_tra: 16
Rule 86: f1fe, Class:  0, CF:0.499021, Len:  4, Fitness_tra: 2
Rule 87: 0004, Class:  1, CF:0.0047878, Len:  1, Fitness_tra: 0
Rule 88: a531, Class:  0, CF:0.0670402, Len:  4, Fitness_tra: 0
Rule 89: 4540, Class:  0, CF:0.00577565, Len:  3, Fitness_tra: 0
Rule 90: c200, Class:  0, CF:0.154296, Len:  2, Fitness_tra: -20
Rule 91: 7b17, Class:  1, CF:0.536869, Len:  4, Fitness_tra: 1
Rule 92: b124, Class:  0, CF:0.274975, Len:  4, Fitness_tra: 2
Rule 93: 1142, Class:  0, CF:0.287877, Len:  4, Fitness_tra: 1
Rule 94: 7117, Class:  1, CF:0.555896, Len:  4, Fitness_tra: 19
Rule 95: 1651, Class:  0, CF:0.497846, Len:  4, Fitness_tra: 1
Rule 96: 1b19, Class:  0, CF:0.600082, Len:  4, Fitness_tra: 8
Rule 97: 132d, Class:  0, CF:0.877825, Len:  4, Fitness_tra: 16
Rule 98: 3131, Class:  1, CF:0.624727, Len:  0, Fitness_tra: 0
Rule 99: 0201, Class:  0, CF:0.177352, Len:  2, Fitness_tra: -8
Rule100: 5446, Class:  0, CF:0.798579, Len:  4, Fitness_tra: 6
------Current------
Miss_rate(tra)	:37.7176
------Result------
Miss_rate(tra)	:37.7176
Miss_rate(tst)	:22.2222
ARL				:3.26804

------Generation 8------
Rule  1: 7171, Class:  1, CF:0.551557, Len:  4, Fitness_tra: 23
Rule  2: 0800, Class:  1, CF:0.0739847, Len:  1, Fitness_tra: 20
Rule  3: 6020, Class:  0, CF:0.308559, Len:  2, Fitness_tra: 26
Rule  4: 5211, Class:  0, CF:0.765218, Len:  4, Fitness_tra: 23
Rule  5: 3131, Class:  1, CF:0.624727, Len:  4, Fitness_tra: 24
Rule  6: 5585, Class:  1, CF:0.569572, Len:  4, Fitness_tra: 23
Rule  7: 5406, Class:  0, CF:0.681301, Len:  3, Fitness_tra: 12
Rule  8: 0e06, Class:  0, CF:0.78138, Len:  2, Fitness_tra: 17
Rule  9: 115e, Class:  0, CF:0.971349, Len:  4, Fitness_tra: 7
Rule 10: 5250, Class:  1, CF:0.269536, Len:  3, Fitness_tra: 20
Rule 11: a116, Class:  1, CF:0.680361, Len:  4, Fitness_tra: 15
Rule 12: 0305, Class:  0, CF:0.320769, Len:  2, Fitness_tra: -5
Rule 13: 1131, Class:  1, CF:0.517597, Len:  4, Fitness_tra: 7
Rule 14: 1191, Class:  0, CF:0.58807, Len:  4, Fitness_tra: 10
Rule 15: 5153, Class:  1, CF:0.398766, Len:  4, Fitness_tra: 18
Rule 16: 5504, Class:  0, CF:0.427126, Len:  3, Fitness_tra: 13
Rule 17: 1111, Class:  1, CF:0.440357, Len:  4, Fitness_tra: 6
Rule 18: 3969, Class:  1, CF:0.647321, Len:  4, Fitness_tra: 11
Rule 19: 4211, Class:  0, CF:0.343731, Len:  4, Fitness_tra: 4
Rule 20: 134a, Class:  1, CF:0.560408, Len:  4, Fitness_tra: 7
Rule 21: 5512, Class:  0, CF:0.405699, Len:  4, Fitness_tra: 8
Rule 22: b118, Class:  1, CF:0.265701, Len:  4, Fitness_tra: 7
Rule 23: 9331, Class:  0, CF:0.635263, Len:  4, Fitness_tra: 7
Rule 24: 6461, Class:  1, CF:0.53537, Len:  4, Fitness_tra: 7
Rule 25: 5333, Class:  0, CF:0.698837, Len:  4, Fitness_tra: 6
Rule 26: 141c, Class:  1, CF:0.260609, Len:  4, Fitness_tra: 4
Rule 27: 4255, Class:  0, CF:0.313858, Len:  4, Fitness_tra: 6
Rule 28: 1e11, Class:  0, CF:0.651037, Len:  4, Fitness_tra: 6
Rule 29: 1415, Class:  0, CF:0.133186, Len:  4, Fitness_tra: 2
Rule 30: 9395, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 31: 4923, Class:  0, CF:0.807355, Len:  4, Fitness_tra: 3
Rule 32: 3b51, Class:  0, CF:0.652278, Len:  4, Fitness_tra: 5
Rule 33: e921, Class:  0, CF:0.779072, Len:  4, Fitness_tra: 2
Rule 34: 0506, Class:  0, CF:0.58536, Len:  2, Fitness_tra: 1
Rule 35: 7124, Class:  0, CF:0.204614, Len:  4, Fitness_tra: 1
Rule 36: 1151, Class:  0, CF:0.381904, Len:  4, Fitness_tra: 2
Rule 37: 5042, Class:  1, CF:0.0657624, Len:  3, Fitness_tra: 3
Rule 38: 5a23, Class:  1, CF:0.40005, Len:  4, Fitness_tra: 2
Rule 39: 1616, Class:  1, CF:0.602105, Len:  4, Fitness_tra: 2
Rule 40: 2533, Class:  0, CF:0.997451, Len:  4, Fitness_tra: 2
Rule 41: 5311, Class:  0, CF:0.342995, Len:  4, Fitness_tra: 2
Rule 42: 5000, Class:  0, CF:0.0551006, Len:  1, Fitness_tra: 3
Rule 43: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 2
Rule 44: 3313, Class:  1, CF:0.685845, Len:  4, Fitness_tra: 1
Rule 45: 1116, Class:  1, CF:0.487337, Len:  4, Fitness_tra: 1
Rule 46: 6395, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 47: 1516, Class:  0, CF:0.605622, Len:  4, Fitness_tra: 1
Rule 48: 0530, Class:  0, CF:0.276098, Len:  2, Fitness_tra: -8
Rule 49: 211b, Class:  1, CF:0.10908, Len:  4, Fitness_tra: 0
Rule 50: 0520, Class:  0, CF:0.0457288, Len:  2, Fitness_tra: 0
Rule 51: 0040, Class:  1, CF:0.0265776, Len:  1, Fitness_tra: 0
Rule 52: 1112, Class:  1, CF:0.0133008, Len:  4, Fitness_tra: 0
Rule 53: 1911, Class:  0, CF:0.5265, Len:  4, Fitness_tra: 0
Rule 54: 5122, Class:  0, CF:0.0220941, Len:  4, Fitness_tra: 0
Rule 55: 1231, Class:  0, CF:0.0446122, Len:  4, Fitness_tra: 0
Rule 56: 6c12, Class:  0, CF:0.110154, Len:  4, Fitness_tra: 0
Rule 57: 4045, Class:  1, CF:0.0566605, Len:  3, Fitness_tra: 0
Rule 58: 6211, Class:  1, CF:0.190905, Len:  4, Fitness_tra: 0
Rule 59: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 0
Rule 61: d191, Class:  1, CF:0.0482695, Len:  4, Fitness_tra: 0
Rule 62: 0403, Class:  0, CF:0.0617883, Len:  2, Fitness_tra: 0
Rule 63: f950, Class:  0, CF:0.132946, Len:  3, Fitness_tra: 0
Rule 64: b211, Class:  0, CF:0.0734114, Len:  4, Fitness_tra: 0
Rule 65: 1121, Class:  0, CF:0.0245678, Len:  4, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a511, Class:  0, CF:0.0530852, Len:  4, Fitness_tra: 0
Rule 68: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a000, Class:  1, CF:0.0502067, Len:  1, Fitness_tra: 0
Rule 70: d421, Class:  1, CF:0.103428, Len:  4, Fitness_tra: 0
Rule 71: 7241, Class:  1, CF:0.0191361, Len:  4, Fitness_tra: 0
Rule 72: 6000, Class:  1, CF:0.0385055, Len:  1, Fitness_tra: 0
Rule 73: 1144, Class:  0, CF:0.00644545, Len:  4, Fitness_tra: 0
Rule 74: 6440, Class:  1, CF:0.0311223, Len:  3, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00c0, Class:  1, CF:0.00278175, Len:  1, Fitness_tra: 0
Rule 77: 2122, Class:  0, CF:0.130624, Len:  4, Fitness_tra: 1
Rule 78: 3241, Class:  1, CF:0.0903126, Len:  4, Fitness_tra: 0
Rule 79: 2533, Class:  0, CF:0.997451, Len:  4, Fitness_tra: 0
Rule 80: 19f9, Class:  1, CF:0.402332, Len:  4, Fitness_tra: 0
Rule 81: b050, Class:  0, CF:0.605362, Len:  2, Fitness_tra: 21
Rule 82: 1911, Class:  0, CF:0.5265, Len:  0, Fitness_tra: 0
Rule 83: 4755, Class:  0, CF:0.917101, Len:  4, Fitness_tra: 12
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0503, Class:  0, CF:0.559251, Len:  2, Fitness_tra: 16
Rule 86: f1fe, Class:  0, CF:0.499021, Len:  4, Fitness_tra: 2
Rule 87: 0004, Class:  1, CF:0.0047878, Len:  1, Fitness_tra: 0
Rule 88: a531, Class:  0, CF:0.0670402, Len:  4, Fitness_tra: 0
Rule 89: 4540, Class:  0, CF:0.00577565, Len:  3, Fitness_tra: 0
Rule 90: c200, Class:  0, CF:0.154296, Len:  2, Fitness_tra: -20
Rule 91: 7b17, Class:  1, CF:0.536869, Len:  4, Fitness_tra: 1
Rule 92: b124, Class:  0, CF:0.274975, Len:  4, Fitness_tra: 2
Rule 93: 1142, Class:  0, CF:0.287877, Len:  4, Fitness_tra: 1
Rule 94: 7117, Class:  1, CF:0.555896, Len:  4, Fitness_tra: 19
Rule 95: 1651, Class:  0, CF:0.497846, Len:  4, Fitness_tra: 1
Rule 96: 1b19, Class:  0, CF:0.600082, Len:  4, Fitness_tra: 8
Rule 97: 132d, Class:  0, CF:0.877825, Len:  4, Fitness_tra: 16
Rule 98: 3131, Class:  1, CF:0.624727, Len:  0, Fitness_tra: 0
Rule 99: 0201, Class:  0, CF:0.177352, Len:  2, Fitness_tra: -8
Rule100: 5446, Class:  0, CF:0.798579, Len:  4, Fitness_tra: 6
------Current------
Miss_rate(tra)	:37.7176
------Result------
Miss_rate(tra)	:37.7176
Miss_rate(tst)	:22.2222
ARL				:3.26804

------Generation 9------
Rule  1: 7171, Class:  1, CF:0.551557, Len:  4, Fitness_tra: 23
Rule  2: 0800, Class:  1, CF:0.0739847, Len:  1, Fitness_tra: 20
Rule  3: 6020, Class:  0, CF:0.308559, Len:  2, Fitness_tra: 26
Rule  4: 5211, Class:  0, CF:0.765218, Len:  4, Fitness_tra: 23
Rule  5: 3131, Class:  1, CF:0.624727, Len:  4, Fitness_tra: 24
Rule  6: 5585, Class:  1, CF:0.569572, Len:  4, Fitness_tra: 23
Rule  7: 5406, Class:  0, CF:0.681301, Len:  3, Fitness_tra: 12
Rule  8: 0e06, Class:  0, CF:0.78138, Len:  2, Fitness_tra: 17
Rule  9: 115e, Class:  0, CF:0.971349, Len:  4, Fitness_tra: 7
Rule 10: 5250, Class:  1, CF:0.269536, Len:  3, Fitness_tra: 20
Rule 11: a116, Class:  1, CF:0.680361, Len:  4, Fitness_tra: 15
Rule 12: 0305, Class:  0, CF:0.320769, Len:  2, Fitness_tra: -5
Rule 13: 1131, Class:  1, CF:0.517597, Len:  4, Fitness_tra: 7
Rule 14: 1191, Class:  0, CF:0.58807, Len:  4, Fitness_tra: 10
Rule 15: 5153, Class:  1, CF:0.398766, Len:  4, Fitness_tra: 18
Rule 16: 5504, Class:  0, CF:0.427126, Len:  3, Fitness_tra: 13
Rule 17: 1111, Class:  1, CF:0.440357, Len:  4, Fitness_tra: 6
Rule 18: 3969, Class:  1, CF:0.647321, Len:  4, Fitness_tra: 11
Rule 19: 4211, Class:  0, CF:0.343731, Len:  4, Fitness_tra: 4
Rule 20: 134a, Class:  1, CF:0.560408, Len:  4, Fitness_tra: 7
Rule 21: 5512, Class:  0, CF:0.405699, Len:  4, Fitness_tra: 8
Rule 22: b118, Class:  1, CF:0.265701, Len:  4, Fitness_tra: 7
Rule 23: 9331, Class:  0, CF:0.635263, Len:  4, Fitness_tra: 7
Rule 24: 6461, Class:  1, CF:0.53537, Len:  4, Fitness_tra: 7
Rule 25: 5333, Class:  0, CF:0.698837, Len:  4, Fitness_tra: 6
Rule 26: 141c, Class:  1, CF:0.260609, Len:  4, Fitness_tra: 4
Rule 27: 4255, Class:  0, CF:0.313858, Len:  4, Fitness_tra: 6
Rule 28: 1e11, Class:  0, CF:0.651037, Len:  4, Fitness_tra: 6
Rule 29: 1415, Class:  0, CF:0.133186, Len:  4, Fitness_tra: 2
Rule 30: 9395, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 31: 4923, Class:  0, CF:0.807355, Len:  4, Fitness_tra: 3
Rule 32: 3b51, Class:  0, CF:0.652278, Len:  4, Fitness_tra: 5
Rule 33: e921, Class:  0, CF:0.779072, Len:  4, Fitness_tra: 2
Rule 34: 0506, Class:  0, CF:0.58536, Len:  2, Fitness_tra: 1
Rule 35: 7124, Class:  0, CF:0.204614, Len:  4, Fitness_tra: 1
Rule 36: 1151, Class:  0, CF:0.381904, Len:  4, Fitness_tra: 2
Rule 37: 5042, Class:  1, CF:0.0657624, Len:  3, Fitness_tra: 3
Rule 38: 5a23, Class:  1, CF:0.40005, Len:  4, Fitness_tra: 2
Rule 39: 1616, Class:  1, CF:0.602105, Len:  4, Fitness_tra: 2
Rule 40: 2533, Class:  0, CF:0.997451, Len:  4, Fitness_tra: 2
Rule 41: 5311, Class:  0, CF:0.342995, Len:  4, Fitness_tra: 2
Rule 42: 5000, Class:  0, CF:0.0551006, Len:  1, Fitness_tra: 3
Rule 43: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 2
Rule 44: 3313, Class:  1, CF:0.685845, Len:  4, Fitness_tra: 1
Rule 45: 1116, Class:  1, CF:0.487337, Len:  4, Fitness_tra: 1
Rule 46: 6395, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 47: 1516, Class:  0, CF:0.605622, Len:  4, Fitness_tra: 1
Rule 48: 0530, Class:  0, CF:0.276098, Len:  2, Fitness_tra: -8
Rule 49: 211b, Class:  1, CF:0.10908, Len:  4, Fitness_tra: 0
Rule 50: 0520, Class:  0, CF:0.0457288, Len:  2, Fitness_tra: 0
Rule 51: 0040, Class:  1, CF:0.0265776, Len:  1, Fitness_tra: 0
Rule 52: 1112, Class:  1, CF:0.0133008, Len:  4, Fitness_tra: 0
Rule 53: 1911, Class:  0, CF:0.5265, Len:  4, Fitness_tra: 0
Rule 54: 5122, Class:  0, CF:0.0220941, Len:  4, Fitness_tra: 0
Rule 55: 1231, Class:  0, CF:0.0446122, Len:  4, Fitness_tra: 0
Rule 56: 6c12, Class:  0, CF:0.110154, Len:  4, Fitness_tra: 0
Rule 57: 4045, Class:  1, CF:0.0566605, Len:  3, Fitness_tra: 0
Rule 58: 6211, Class:  1, CF:0.190905, Len:  4, Fitness_tra: 0
Rule 59: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 0
Rule 61: d191, Class:  1, CF:0.0482695, Len:  4, Fitness_tra: 0
Rule 62: 0403, Class:  0, CF:0.0617883, Len:  2, Fitness_tra: 0
Rule 63: f950, Class:  0, CF:0.132946, Len:  3, Fitness_tra: 0
Rule 64: b211, Class:  0, CF:0.0734114, Len:  4, Fitness_tra: 0
Rule 65: 1121, Class:  0, CF:0.0245678, Len:  4, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a511, Class:  0, CF:0.0530852, Len:  4, Fitness_tra: 0
Rule 68: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a000, Class:  1, CF:0.0502067, Len:  1, Fitness_tra: 0
Rule 70: d421, Class:  1, CF:0.103428, Len:  4, Fitness_tra: 0
Rule 71: 7241, Class:  1, CF:0.0191361, Len:  4, Fitness_tra: 0
Rule 72: 6000, Class:  1, CF:0.0385055, Len:  1, Fitness_tra: 0
Rule 73: 1144, Class:  0, CF:0.00644545, Len:  4, Fitness_tra: 0
Rule 74: 6440, Class:  1, CF:0.0311223, Len:  3, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00c0, Class:  1, CF:0.00278175, Len:  1, Fitness_tra: 0
Rule 77: 2122, Class:  0, CF:0.130624, Len:  4, Fitness_tra: 1
Rule 78: 3241, Class:  1, CF:0.0903126, Len:  4, Fitness_tra: 0
Rule 79: 2533, Class:  0, CF:0.997451, Len:  4, Fitness_tra: 0
Rule 80: 19f9, Class:  1, CF:0.402332, Len:  4, Fitness_tra: 0
Rule 81: b050, Class:  0, CF:0.605362, Len:  2, Fitness_tra: 21
Rule 82: 1911, Class:  0, CF:0.5265, Len:  0, Fitness_tra: 0
Rule 83: 4755, Class:  0, CF:0.917101, Len:  4, Fitness_tra: 12
Rule 84: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0503, Class:  0, CF:0.559251, Len:  2, Fitness_tra: 16
Rule 86: f1fe, Class:  0, CF:0.499021, Len:  4, Fitness_tra: 2
Rule 87: 0004, Class:  1, CF:0.0047878, Len:  1, Fitness_tra: 0
Rule 88: a531, Class:  0, CF:0.0670402, Len:  4, Fitness_tra: 0
Rule 89: 4540, Class:  0, CF:0.00577565, Len:  3, Fitness_tra: 0
Rule 90: c200, Class:  0, CF:0.154296, Len:  2, Fitness_tra: -20
Rule 91: 7b17, Class:  1, CF:0.536869, Len:  4, Fitness_tra: 1
Rule 92: b124, Class:  0, CF:0.274975, Len:  4, Fitness_tra: 2
Rule 93: 1142, Class:  0, CF:0.287877, Len:  4, Fitness_tra: 1
Rule 94: 7117, Class:  1, CF:0.555896, Len:  4, Fitness_tra: 19
Rule 95: 1651, Class:  0, CF:0.497846, Len:  4, Fitness_tra: 1
Rule 96: 1b19, Class:  0, CF:0.600082, Len:  4, Fitness_tra: 8
Rule 97: 132d, Class:  0, CF:0.877825, Len:  4, Fitness_tra: 16
Rule 98: 3131, Class:  1, CF:0.624727, Len:  0, Fitness_tra: 0
Rule 99: 0201, Class:  0, CF:0.177352, Len:  2, Fitness_tra: -8
Rule100: 5446, Class:  0, CF:0.798579, Len:  4, Fitness_tra: 6
------Current------
Miss_rate(tra)	:37.7176
------Result------
Miss_rate(tra)	:37.7176
Miss_rate(tst)	:22.2222
ARL				:3.26804

------Generation 10------
Rule  1: 7171, Class:  1, CF:0.551557, Len:  4, Fitness_tra: 23
Rule  2: 0800, Class:  1, CF:0.0739847, Len:  1, Fitness_tra: 20
Rule  3: 6020, Class:  0, CF:0.308559, Len:  2, Fitness_tra: 26
Rule  4: 5211, Class:  0, CF:0.765218, Len:  4, Fitness_tra: 23
Rule  5: 3131, Class:  1, CF:0.624727, Len:  4, Fitness_tra: 24
Rule  6: 5585, Class:  1, CF:0.569572, Len:  4, Fitness_tra: 23
Rule  7: 5406, Class:  0, CF:0.681301, Len:  3, Fitness_tra: 12
Rule  8: 0e06, Class:  0, CF:0.78138, Len:  2, Fitness_tra: 17
Rule  9: 115e, Class:  0, CF:0.971349, Len:  4, Fitness_tra: 7
Rule 10: 5250, Class:  1, CF:0.269536, Len:  3, Fitness_tra: 20
Rule 11: a116, Class:  1, CF:0.680361, Len:  4, Fitness_tra: 15
Rule 12: 0305, Class:  0, CF:0.320769, Len:  2, Fitness_tra: -5
Rule 13: 1131, Class:  1, CF:0.517597, Len:  4, Fitness_tra: 7
Rule 14: 1191, Class:  0, CF:0.58807, Len:  4, Fitness_tra: 10
Rule 15: 5153, Class:  1, CF:0.398766, Len:  4, Fitness_tra: 18
Rule 16: 5504, Class:  0, CF:0.427126, Len:  3, Fitness_tra: 13
Rule 17: 1111, Class:  1, CF:0.440357, Len:  4, Fitness_tra: 6
Rule 18: 3969, Class:  1, CF:0.647321, Len:  4, Fitness_tra: 11
Rule 19: 4211, Class:  0, CF:0.343731, Len:  4, Fitness_tra: 4
Rule 20: 134a, Class:  1, CF:0.560408, Len:  4, Fitness_tra: 7
Rule 21: 5512, Class:  0, CF:0.405699, Len:  4, Fitness_tra: 8
Rule 22: b118, Class:  1, CF:0.265701, Len:  4, Fitness_tra: 7
Rule 23: 9331, Class:  0, CF:0.635263, Len:  4, Fitness_tra: 7
Rule 24: 6461, Class:  1, CF:0.53537, Len:  4, Fitness_tra: 7
Rule 25: 5333, Class:  0, CF:0.698837, Len:  4, Fitness_tra: 6
Rule 26: 141c, Class:  1, CF:0.260609, Len:  4, Fitness_tra: 4
Rule 27: 4255, Class:  0, CF:0.313858, Len:  4, Fitness_tra: 6
Rule 28: 1e11, Class:  0, CF:0.651037, Len:  4, Fitness_tra: 6
Rule 29: 1415, Class:  0, CF:0.133186, Len:  4, Fitness_tra: 2
Rule 30: 9395, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 31: 4923, Class:  0, CF:0.807355, Len:  4, Fitness_tra: 3
Rule 32: 3b51, Class:  0, CF:0.652278, Len:  4, Fitness_tra: 5
Rule 33: e921, Class:  0, CF:0.779072, Len:  4, Fitness_tra: 2
Rule 34: 0506, Class:  0, CF:0.58536, Len:  2, Fitness_tra: 1
Rule 35: 7124, Class:  0, CF:0.204614, Len:  4, Fitness_tra: 1
Rule 36: 1151, Class:  0, CF:0.381904, Len:  4, Fitness_tra: 2
Rule 37: 5042, Class:  1, CF:0.0657624, Len:  3, Fitness_tra: 3
Rule 38: 5a23, Class:  1, CF:0.40005, Len:  4, Fitness_tra: 2
Rule 39: 1616, Class:  1, CF:0.602105, Len:  4, Fitness_tra: 2
Rule 40: 2533, Class:  0, CF:0.997451, Len:  4, Fitness_tra: 2
Rule 41: 5311, Class:  0, CF:0.342995, Len:  4, Fitness_tra: 2
Rule 42: 5000, Class:  0, CF:0.0551006, Len:  1, Fitness_tra: 3
Rule 43: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 2
Rule 44: 3313, Class:  1, CF:0.685845, Len:  4, Fitness_tra: 1
Rule 45: 1116, Class:  1, CF:0.487337, Len:  4, Fitness_tra: 1
Rule 46: 6395, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 47: 1516, Class:  0, CF:0.605622, Len:  4, Fitness_tra: 1
Rule 48: 0530, Class:  0, CF:0.276098, Len:  2, Fitness_tra: -8
Rule 49: 211b, Class:  1, CF:0.10908, Len:  4, Fitness_tra: 0
Rule 50: 0520, Class:  0, CF:0.0457288, Len:  2, Fitness_tra: 0
Rule 51: 0040, Class:  1, CF:0.0265776, Len:  1, Fitness_tra: 0
Rule 52: 1112, Class:  1, CF:0.0133008, Len:  4, Fitness_tra: 0
Rule 53: 1911, Class:  0, CF:0.5265, Len:  4, Fitness_tra: 0
Rule 54: 5122, Class:  0, CF:0.0220941, Len:  4, Fitness_tra: 0
Rule 55: 1231, Class:  0, CF:0.0446122, Len:  4, Fitness_tra: 0
Rule 56: 6c12, Class:  0, CF:0.110154, Len:  4, Fitness_tra: 0
Rule 57: 4045, Class:  1, CF:0.0566605, Len:  3, Fitness_tra: 0
Rule 58: 6211, Class:  1, CF:0.190905, Len:  4, Fitness_tra: 0
Rule 59: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0024, Class:  0, CF:0.0589339, Len:  2, Fitness_tra: 0
Rule 61: d191, Class:  1, CF:0.0482695, Len:  4, Fitness_tra: 0
Rule 62: 0403, Class:  0, CF:0.0617883, Len:  2, Fitness_tra: 0
Rule 63: f950, Class:  0, CF:0.132946, Len:  3, Fitness_tra: 0
Rule 64: b211, Class:  0, CF:0.0734114, Len:  4, Fitness_tra: 0
Rule 65: 1121, Class:  0, CF:0.0245678, Len:  4, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: a511, Class:  0, CF:0.0530852, Len:  4, Fitness_tra: 0
Rule 68: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: a000, Class:  1, CF:0.0502067, Len:  1, Fitness_tra: 0
Rule 70: d421, Class:  1, CF:0.103428, Len:  4, Fitness_tra: 0
Rule 71: 7241, Class:  1, CF:0.0191361, Len:  4, Fitness_tra: 0
Rule 72: 6000, Class:  1, CF:0.0385055, Len:  1, Fitness_tra: 0
Rule 73: 1144, Class:  0, CF:0.00644545, Len:  4, Fitness_tra: 0
Rule 74: 6440, Class:  1, CF:0.0311223, Len:  3, Fitness_tra: 0
Rule 75: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00c0, Class:  1, CF:0.00278175, Len:  1, Fitness_tra: 0
Rule 77: 2122, Class:  0, CF:0.130624, Len:  4, Fitness_tra: 1
Rule 78: 3241, Class:  1, CF:0.0903126, Len:  4, Fitness_tra: 0
