------Generation 0------
Rule  1: c212284, Class:  0, CF:0.818697, Len:  7, Fitness_tra: 0
Rule 33: 2171b51, Class:  0, CF:0.315251, Len:  7, Fitness_tra: 0
Rule 34: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 457211b, Class:  0, CF:0.610721, Len:  7, Fitness_tra: 0
Rule 36: 2512414, Class:  0, CF:0.829089, Len:  7, Fitness_tra: 0
Rule 37: 21d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c2b414, Class:  0, CF:0.666749, Len:  7, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a11138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111112, Class:  0, CF:0.00246962, Len:  7, Fitness_tra: 0
Rule 42: 1111131, Class:  1, CF:0.8147, Len:  7, Fitness_tra: 0
Rule 43: 422bb14, Class:  0, CF:0.695595, Len:  7, Fitness_tra: 0
Rule 44: 4944197, Class:  0, CF:0.957122, Len:  7, Fitness_tra: 0
Rule 45: 4541717, Class:  0, CF:0.678919, Len:  7, Fitness_tra: 0
Rule 46: 4114211, Class:  0, CF:0.300891, Len:  7, Fitness_tra: 0
Rule 47: 4c17411, Class:  0, CF:0.384901, Len:  7, Fitness_tra: 0
Rule 48: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5312b15, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 1471244, Class:  0, CF:0.373774, Len:  7, Fitness_tra: 0
Rule 52: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 53: 1c77b12, Class:  0, CF:0.292526, Len:  7, Fitness_tra: 0
Rule 54: 127b714, Class:  0, CF:0.370235, Len:  7, Fitness_tra: 0
Rule 55: 000050d, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 56: 2227b47, Class:  0, CF:0.531864, Len:  7, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 060050d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000d0, Class:  0, CF:0.393454, Len:  1, Fitness_tra: -5
Rule 60: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 61: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26d14e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1118135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0030000, Class:  1, CF:0.584281, Len:  1, Fitness_tra: 30
Rule 65: 4172451, Class:  0, CF:0.541451, Len:  7, Fitness_tra: 0
Rule 66: 5312835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 515bb11, Class:  0, CF:0.0969204, Len:  7, Fitness_tra: 0
Rule 71: 0604700, Class:  1, CF:0.678841, Len:  3, Fitness_tra: 0
Rule 72: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 73: 2272bc7, Class:  0, CF:0.638814, Len:  7, Fitness_tra: 0
Rule 74: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c14bbcb, Class:  0, CF:0.647107, Len:  7, Fitness_tra: 0
Rule 76: 12444c4, Class:  0, CF:0.7169, Len:  7, Fitness_tra: 0
Rule 77: 0080000, Class:  0, CF:0.800533, Len:  1, Fitness_tra: 27
Rule 78: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 139b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 81d111d, Class:  0, CF:0.764765, Len:  7, Fitness_tra: 0
Rule 82: 411141b, Class:  0, CF:0.185381, Len:  7, Fitness_tra: 0
Rule 83: 2277222, Class:  0, CF:0.676958, Len:  7, Fitness_tra: 0
Rule 84: 7000000, Class:  0, CF:0.091148, Len:  1, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000c000, Class:  0, CF:0.608944, Len:  1, Fitness_tra: 3
Rule 87: 3312231, Class:  1, CF:0.743419, Len:  7, Fitness_tra: 0
Rule 88: 21142c7, Class:  0, CF:0.716423, Len:  7, Fitness_tra: 0
Rule 89: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 90: 3312211, Class:  1, CF:0.688256, Len:  7, Fitness_tra: 0
Rule 91: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 92: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1652761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 9e54115, Class:  0, CF:0.758808, Len:  7, Fitness_tra: 0
Rule 98: 1c1b181, Class:  1, CF:0.470976, Len:  7, Fitness_tra: 0
Rule 99: 7070000, Class:  0, CF:0.225056, Len:  2, Fitness_tra: 2
Rule100: 7c14bc1, Class:  0, CF:0.483957, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.961
------Result------
Miss_rate(tra)	:38.961
Miss_rate(tst)	:20
ARL				:4.03448

------Generation 9------
Rule  1: c212284, Class:  0, CF:0.818697, Len:  7, Fitness_tra: 0
Rule  2: 4544254, Class:  0, CF:0.933853, Len:  7, Fitness_tra: 0
Rule  3: 1242221, Class:  0, CF:0.768126, Len:  7, Fitness_tra: 0
Rule  4: d3d7132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 4212147, Class:  0, CF:0.51649, Len:  7, Fitness_tra: 0
Rule  7: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: c12b414, Class:  0, CF:0.748942, Len:  7, Fitness_tra: 0
Rule  9: 2c1b7c4, Class:  0, CF:0.747066, Len:  7, Fitness_tra: 0
Rule 10: 0070000, Class:  0, CF:0.13003, Len:  1, Fitness_tra: 0
Rule 11: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8311711, Class:  0, CF:0.746727, Len:  7, Fitness_tra: 0
Rule 14: 21bc1c7, Class:  0, CF:0.816261, Len:  7, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1814b44, Class:  0, CF:0.197428, Len:  7, Fitness_tra: 0
Rule 17: 12b1112, Class:  1, CF:0.135136, Len:  7, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1542734, Class:  0, CF:0.995621, Len:  7, Fitness_tra: 0
Rule 20: 0000060, Class:  1, CF:0.799449, Len:  1, Fitness_tra: 2
Rule 21: 13d1112, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 1847b21, Class:  0, CF:0.271714, Len:  7, Fitness_tra: 0
Rule 23: 1357131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 135c235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21181c7, Class:  0, CF:0.888347, Len:  7, Fitness_tra: 0
Rule 26: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 22
Rule 27: 1157b95, Class:  0, CF:0.802386, Len:  7, Fitness_tra: 0
Rule 28: 0b000b0, Class:  1, CF:0.888416, Len:  2, Fitness_tra: 17
Rule 29: 22b1142, Class:  0, CF:0.221145, Len:  7, Fitness_tra: 0
Rule 30: 5352732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4c1b411, Class:  0, CF:0.183883, Len:  7, Fitness_tra: 0
Rule 33: 2171b51, Class:  0, CF:0.315251, Len:  7, Fitness_tra: 0
Rule 34: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 457211b, Class:  0, CF:0.610721, Len:  7, Fitness_tra: 0
Rule 36: 2512414, Class:  0, CF:0.829089, Len:  7, Fitness_tra: 0
Rule 37: 21d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c2b414, Class:  0, CF:0.666749, Len:  7, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a11138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111112, Class:  0, CF:0.00246962, Len:  7, Fitness_tra: 0
Rule 42: 1111131, Class:  1, CF:0.8147, Len:  7, Fitness_tra: 0
Rule 43: 422bb14, Class:  0, CF:0.695595, Len:  7, Fitness_tra: 0
Rule 44: 4944197, Class:  0, CF:0.957122, Len:  7, Fitness_tra: 0
Rule 45: 4541717, Class:  0, CF:0.678919, Len:  7, Fitness_tra: 0
Rule 46: 4114211, Class:  0, CF:0.300891, Len:  7, Fitness_tra: 0
Rule 47: 4c17411, Class:  0, CF:0.384901, Len:  7, Fitness_tra: 0
Rule 48: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5312b15, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 1471244, Class:  0, CF:0.373774, Len:  7, Fitness_tra: 0
Rule 52: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 53: 1c77b12, Class:  0, CF:0.292526, Len:  7, Fitness_tra: 0
Rule 54: 127b714, Class:  0, CF:0.370235, Len:  7, Fitness_tra: 0
Rule 55: 000050d, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 56: 2227b47, Class:  0, CF:0.531864, Len:  7, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 060050d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00000d0, Class:  0, CF:0.393454, Len:  1, Fitness_tra: -5
Rule 60: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 61: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26d14e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1118135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0030000, Class:  1, CF:0.584281, Len:  1, Fitness_tra: 30
Rule 65: 4172451, Class:  0, CF:0.541451, Len:  7, Fitness_tra: 0
Rule 66: 5312835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 515bb11, Class:  0, CF:0.0969204, Len:  7, Fitness_tra: 0
Rule 71: 0604700, Class:  1, CF:0.678841, Len:  3, Fitness_tra: 0
Rule 72: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 73: 2272bc7, Class:  0, CF:0.638814, Len:  7, Fitness_tra: 0
Rule 74: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c14bbcb, Class:  0, CF:0.647107, Len:  7, Fitness_tra: 0
Rule 76: 12444c4, Class:  0, CF:0.7169, Len:  7, Fitness_tra: 0
Rule 77: 0080000, Class:  0, CF:0.800533, Len:  1, Fitness_tra: 27
Rule 78: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 139b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 81d111d, Class:  0, CF:0.764765, Len:  7, Fitness_tra: 0
Rule 82: 411141b, Class:  0, CF:0.185381, Len:  7, Fitness_tra: 0
Rule 83: 2277222, Class:  0, CF:0.676958, Len:  7, Fitness_tra: 0
Rule 84: 7000000, Class:  0, CF:0.091148, Len:  1, Fitness_tra: 0
Rule 85: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000c000, Class:  0, CF:0.608944, Len:  1, Fitness_tra: 3
Rule 87: 3312231, Class:  1, CF:0.743419, Len:  7, Fitness_tra: 0
Rule 88: 21142c7, Class:  0, CF:0.716423, Len:  7, Fitness_tra: 0
Rule 89: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 90: 3312211, Class:  1, CF:0.688256, Len:  7, Fitness_tra: 0
Rule 91: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 92: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1652761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 9e54115, Class:  0, CF:0.758808, Len:  7, Fitness_tra: 0
Rule 98: 1c1b181, Class:  1, CF:0.470976, Len:  7, Fitness_tra: 0
Rule 99: 7070000, Class:  0, CF:0.225056, Len:  2, Fitness_tra: 2
Rule100: 7c14bc1, Class:  0, CF:0.483957, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.961
------Result------
Miss_rate(tra)	:38.961
Miss_rate(tst)	:20
ARL				:4.03448

------Generation 10------
Rule  1: 0030000, Class:  1, CF:0.584281, Len:  1, Fitness_tra: 33
Rule  2: 0080000, Class:  0, CF:0.800533, Len:  1, Fitness_tra: 25
Rule  3: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 22
Rule  4: 0b000b0, Class:  1, CF:0.888416, Len:  2, Fitness_tra: 17
Rule  5: 000c000, Class:  0, CF:0.608944, Len:  1, Fitness_tra: 3
Rule  6: 7070000, Class:  0, CF:0.225056, Len:  2, Fitness_tra: 2
Rule  7: 0000060, Class:  1, CF:0.799449, Len:  1, Fitness_tra: 2
Rule  8: c212284, Class:  0, CF:0.818697, Len:  7, Fitness_tra: 0
Rule  9: 2c1b7c4, Class:  0, CF:0.747066, Len:  7, Fitness_tra: 0
Rule 10: 0070000, Class:  0, CF:0.13003, Len:  1, Fitness_tra: 0
Rule 11: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8311711, Class:  0, CF:0.746727, Len:  7, Fitness_tra: 0
Rule 14: 21bc1c7, Class:  0, CF:0.816261, Len:  7, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1814b44, Class:  0, CF:0.197428, Len:  7, Fitness_tra: 0
Rule 17: 12b1112, Class:  1, CF:0.135136, Len:  7, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1542734, Class:  0, CF:0.995621, Len:  7, Fitness_tra: 0
Rule 20: 4544254, Class:  0, CF:0.933853, Len:  7, Fitness_tra: 0
Rule 21: 13d1112, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 1847b21, Class:  0, CF:0.271714, Len:  7, Fitness_tra: 0
Rule 23: 1357131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 135c235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21181c7, Class:  0, CF:0.888347, Len:  7, Fitness_tra: 0
Rule 26: 1242221, Class:  0, CF:0.768126, Len:  7, Fitness_tra: 0
Rule 27: 1157b95, Class:  0, CF:0.802386, Len:  7, Fitness_tra: 0
Rule 28: d3d7132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 22b1142, Class:  0, CF:0.221145, Len:  7, Fitness_tra: 0
Rule 30: 5352732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4c1b411, Class:  0, CF:0.183883, Len:  7, Fitness_tra: 0
Rule 33: 2171b51, Class:  0, CF:0.315251, Len:  7, Fitness_tra: 0
Rule 34: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 457211b, Class:  0, CF:0.610721, Len:  7, Fitness_tra: 0
Rule 36: 2512414, Class:  0, CF:0.829089, Len:  7, Fitness_tra: 0
Rule 37: 21d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c2b414, Class:  0, CF:0.666749, Len:  7, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a11138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111112, Class:  0, CF:0.00246962, Len:  7, Fitness_tra: 0
Rule 42: 1111131, Class:  1, CF:0.8147, Len:  7, Fitness_tra: 0
Rule 43: 422bb14, Class:  0, CF:0.695595, Len:  7, Fitness_tra: 0
Rule 44: 4944197, Class:  0, CF:0.957122, Len:  7, Fitness_tra: 0
Rule 45: 4541717, Class:  0, CF:0.678919, Len:  7, Fitness_tra: 0
Rule 46: 4114211, Class:  0, CF:0.300891, Len:  7, Fitness_tra: 0
Rule 47: 4c17411, Class:  0, CF:0.384901, Len:  7, Fitness_tra: 0
Rule 48: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5312b15, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 1471244, Class:  0, CF:0.373774, Len:  7, Fitness_tra: 0
Rule 52: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 53: 1c77b12, Class:  0, CF:0.292526, Len:  7, Fitness_tra: 0
Rule 54: 127b714, Class:  0, CF:0.370235, Len:  7, Fitness_tra: 0
Rule 55: 000050d, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 56: 2227b47, Class:  0, CF:0.531864, Len:  7, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 060050d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7c14bc1, Class:  0, CF:0.483957, Len:  7, Fitness_tra: 0
Rule 60: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 61: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 26d14e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1118135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4172451, Class:  0, CF:0.541451, Len:  7, Fitness_tra: 0
Rule 66: 5312835, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 9311131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 515bb11, Class:  0, CF:0.0969204, Len:  7, Fitness_tra: 0
Rule 71: 0604700, Class:  1, CF:0.678841, Len:  3, Fitness_tra: 0
Rule 72: 0600000, Class:  1, CF:0.782633, Len:  1, Fitness_tra: 0
Rule 73: 2272bc7, Class:  0, CF:0.638814, Len:  7, Fitness_tra: 0
Rule 74: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: c14bbcb, Class:  0, CF:0.647107, Len:  7, Fitness_tra: 0
Rule 76: 12444c4, Class:  0, CF:0.7169, Len:  7, Fitness_tra: 0
Rule 77: 4212147, Class:  0, CF:0.51649, Len:  7, Fitness_tra: 0
Rule 78: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 139b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8841b17, Class:  0, CF:0.768317, Len:  7, Fitness_tra: 0
Rule 82: 4241427, Class:  0, CF:0.720267, Len:  7, Fitness_tra: 0
Rule 83: 2d72211, Class:  0, CF:0.682215, Len:  7, Fitness_tra: 0
Rule 84: 2122451, Class:  0, CF:0.768862, Len:  7, Fitness_tra: 0
Rule 85: 00b0000, Class:  1, CF:0.229636, Len:  1, Fitness_tra: 0
Rule 86: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2471214, Class:  0, CF:0.606252, Len:  7, Fitness_tra: 0
Rule 88: 7c141c7, Class:  0, CF:0.431603, Len:  7, Fitness_tra: 0
Rule 89: 7174227, Class:  0, CF:0.397152, Len:  7, Fitness_tra: 0
Rule 90: 4cbb41b, Class:  0, CF:0.397319, Len:  7, Fitness_tra: 0
Rule 91: 211301c, Class:  0, CF:0.754063, Len:  6, Fitness_tra: 0
Rule 92: 1084b00, Class:  0, CF:0.798623, Len:  4, Fitness_tra: 0
Rule 93: 1000058, Class:  0, CF:0.904837, Len:  3, Fitness_tra: 0
Rule 94: 065e060, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 12ed223, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 21d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: c17bac7, Class:  0, CF:0.635386, Len:  7, Fitness_tra: 0
Rule 98: 6c04bc2, Class:  1, CF:0.245745, Len:  6, Fitness_tra: 0
Rule 99: 0000050, Class:  0, CF:0.559937, Len:  1, Fitness_tra: 0
Rule100: 3004211, Class:  1, CF:0.165137, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.3117
------Result------
Miss_rate(tra)	:38.3117
Miss_rate(tst)	:20
ARL				:4.44048

------Generation 20------
Rule  1: 0030000, Class:  1, CF:0.584281, Len:  1, Fitness_tra: 34
Rule  2: 0080000, Class:  0, CF:0.800533, Len:  1, Fitness_tra: 10
Rule  3: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 10
Rule  4: 0b000b0, Class:  1, CF:0.888416, Len:  2, Fitness_tra: 17
Rule  5: 0d00000, Class:  0, CF:0.487598, Len:  1, Fitness_tra: -3
Rule  6: 000c000, Class:  0, CF:0.608944, Len:  1, Fitness_tra: 1
Rule  7: 0000060, Class:  1, CF:0.799449, Len:  1, Fitness_tra: 2
Rule  8: 7070000, Class:  0, CF:0.225056, Len:  2, Fitness_tra: -1
Rule  9: c212284, Class:  0, CF:0.818697, Len:  7, Fitness_tra: 0
Rule 10: 0070000, Class:  0, CF:0.13003, Len:  1, Fitness_tra: 0
Rule 11: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8311711, Class:  0, CF:0.746727, Len:  7, Fitness_tra: 0
Rule 14: 21bc1c7, Class:  0, CF:0.816261, Len:  7, Fitness_tra: 0
Rule 15: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1814b44, Class:  0, CF:0.197428, Len:  7, Fitness_tra: 0
Rule 17: 12b1112, Class:  1, CF:0.135136, Len:  7, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1542734, Class:  0, CF:0.995621, Len:  7, Fitness_tra: 0
Rule 20: 4544254, Class:  0, CF:0.933853, Len:  7, Fitness_tra: 0
Rule 21: 13d1112, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 1847b21, Class:  0, CF:0.271714, Len:  7, Fitness_tra: 0
Rule 23: 1357131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 135c235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21181c7, Class:  0, CF:0.888347, Len:  7, Fitness_tra: 0
Rule 26: 1242221, Class:  0, CF:0.768126, Len:  7, Fitness_tra: 0
Rule 27: 1157b95, Class:  0, CF:0.802386, Len:  7, Fitness_tra: 0
Rule 28: d3d7132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 22b1142, Class:  0, CF:0.221145, Len:  7, Fitness_tra: 0
Rule 30: 5352732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4c1b411, Class:  0, CF:0.183883, Len:  7, Fitness_tra: 0
Rule 33: 2171b51, Class:  0, CF:0.315251, Len:  7, Fitness_tra: 0
Rule 34: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 457211b, Class:  0, CF:0.610721, Len:  7, Fitness_tra: 0
Rule 36: 2512414, Class:  0, CF:0.829089, Len:  7, Fitness_tra: 0
Rule 37: 21d1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c2b414, Class:  0, CF:0.666749, Len:  7, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1a11138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111112, Class:  0, CF:0.00246962, Len:  7, Fitness_tra: 0
Rule 42: 1111131, Class:  1, CF:0.8147, Len:  7, Fitness_tra: 0
Rule 43: 422bb14, Class:  0, CF:0.695595, Len:  7, Fitness_tra: 0
Rule 44: 4944197, Class:  0, CF:0.957122, Len:  7, Fitness_tra: 0
Rule 45: 4541717, Class:  0, CF:0.678919, Len:  7, Fitness_tra: 0
Rule 46: 4114211, Class:  0, CF:0.300891, Len:  7, Fitness_tra: 0
Rule 47: 4c17411, Class:  0, CF:0.384901, Len:  7, Fitness_tra: 0
Rule 48: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5312b15, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 1471244, Class:  0, CF:0.373774, Len:  7, Fitness_tra: 0
Rule 52: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
Rule 53: 1c77b12, Class:  0, CF:0.292526, Len:  7, Fitness_tra: 0
Rule 54: 127b714, Class:  0, CF:0.370235, Len:  7, Fitness_tra: 0
Rule 55: 000050d, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 56: 2227b47, Class:  0, CF:0.531864, Len:  7, Fitness_tra: 0
Rule 57: 0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 060050d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7c14bc1, Class:  0, CF:0.483957, Len:  7, Fitness_tra: 0
Rule 60: 0500000, Class:  0, CF:0.640538, Len:  1, Fitness_tra: 0
