------Generation 0------
Rule  1: 838bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 32cb4, Class:  1, CF:0.99969, Len:  5, Fitness_tra: 0
Rule 17: 37b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12211, Class:  1, CF:0.784992, Len:  5, Fitness_tra: 15
Rule 19: 12144, Class:  0, CF:0.736958, Len:  5, Fitness_tra: 0
Rule 20: d47b4, Class:  0, CF:0.816894, Len:  5, Fitness_tra: 0
Rule 21: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 1
Rule 22: e1111, Class:  0, CF:0.717877, Len:  5, Fitness_tra: 8
Rule 23: 34711, Class:  1, CF:0.866034, Len:  5, Fitness_tra: 23
Rule 24: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 43144, Class:  0, CF:0.967614, Len:  5, Fitness_tra: 10
Rule 26: 8512b, Class:  1, CF:0.259263, Len:  5, Fitness_tra: 0
Rule 27: 3c221, Class:  1, CF:0.913515, Len:  5, Fitness_tra: 0
Rule 28: 52171, Class:  0, CF:0.469693, Len:  5, Fitness_tra: 0
Rule 29: 11212, Class:  0, CF:0.33049, Len:  5, Fitness_tra: 0
Rule 30: d2222, Class:  0, CF:0.909827, Len:  5, Fitness_tra: 0
Rule 31: 3728c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12122, Class:  0, CF:0.838964, Len:  5, Fitness_tra: 0
Rule 33: 11877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: c1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: e27cb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 11a42, Class:  0, CF:0.972588, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 51
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: d0000, Class:  0, CF:0.231885, Len:  1, Fitness_tra: -39
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 46
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: c114b, Class:  0, CF:0.703329, Len:  5, Fitness_tra: 2
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 8
Rule 82: 5d171, Class:  1, CF:0.792906, Len:  5, Fitness_tra: 0
Rule 83: 1d127, Class:  1, CF:0.816371, Len:  5, Fitness_tra: 0
Rule 84: 63122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 18c7b, Class:  1, CF:0.969346, Len:  5, Fitness_tra: 0
Rule 86: 53547, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5511b, Class:  1, CF:0.793954, Len:  5, Fitness_tra: 0
Rule 88: 8d221, Class:  1, CF:0.855423, Len:  5, Fitness_tra: 0
Rule 89: 5c1b1, Class:  2, CF:0.754696, Len:  5, Fitness_tra: 0
Rule 90: 1d272, Class:  1, CF:0.959447, Len:  5, Fitness_tra: 0
Rule 91: a2411, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 21971, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 32412, Class:  1, CF:0.8834, Len:  5, Fitness_tra: 0
Rule 94: 14413, Class:  1, CF:0.416272, Len:  5, Fitness_tra: 4
Rule 95: e4721, Class:  0, CF:0.41363, Len:  5, Fitness_tra: 0
Rule 96: d512b, Class:  1, CF:0.0105546, Len:  5, Fitness_tra: 0
Rule 97: 3112c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: e47c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.7654
------Result------
Miss_rate(tra)	:58.7654
Miss_rate(tst)	:77.2727
ARL				:4.90805

------Generation 8------
Rule  1: 838bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 12111, Class:  1, CF:0.264811, Len:  5, Fitness_tra: -21
Rule  3: e2211, Class:  1, CF:0.713511, Len:  5, Fitness_tra: 1
Rule  4: 13217, Class:  0, CF:0.255871, Len:  5, Fitness_tra: 0
Rule  5: 1d147, Class:  1, CF:0.816371, Len:  5, Fitness_tra: 0
Rule  6: e122a, Class:  0, CF:0.721152, Len:  5, Fitness_tra: 0
Rule  7: 13c17, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule  8: 83ebb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e1117, Class:  0, CF:0.928405, Len:  5, Fitness_tra: 4
Rule 11: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 12: 11124, Class:  0, CF:0.941769, Len:  5, Fitness_tra: 0
Rule 13: 62151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 98441, Class:  1, CF:0.771176, Len:  5, Fitness_tra: 0
Rule 16: 32cb4, Class:  1, CF:0.99969, Len:  5, Fitness_tra: 0
Rule 17: 37b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12211, Class:  1, CF:0.784992, Len:  5, Fitness_tra: 15
Rule 19: 12144, Class:  0, CF:0.736958, Len:  5, Fitness_tra: 0
Rule 20: d47b4, Class:  0, CF:0.816894, Len:  5, Fitness_tra: 0
Rule 21: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 1
Rule 22: e1111, Class:  0, CF:0.717877, Len:  5, Fitness_tra: 8
Rule 23: 34711, Class:  1, CF:0.866034, Len:  5, Fitness_tra: 23
Rule 24: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 43144, Class:  0, CF:0.967614, Len:  5, Fitness_tra: 10
Rule 26: 8512b, Class:  1, CF:0.259263, Len:  5, Fitness_tra: 0
Rule 27: 3c221, Class:  1, CF:0.913515, Len:  5, Fitness_tra: 0
Rule 28: 52171, Class:  0, CF:0.469693, Len:  5, Fitness_tra: 0
Rule 29: 11212, Class:  0, CF:0.33049, Len:  5, Fitness_tra: 0
Rule 30: d2222, Class:  0, CF:0.909827, Len:  5, Fitness_tra: 0
Rule 31: 3728c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12122, Class:  0, CF:0.838964, Len:  5, Fitness_tra: 0
Rule 33: 11877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: c1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: e27cb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 11a42, Class:  0, CF:0.972588, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 51
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: d0000, Class:  0, CF:0.231885, Len:  1, Fitness_tra: -39
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 46
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: c114b, Class:  0, CF:0.703329, Len:  5, Fitness_tra: 2
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 8
Rule 82: 5d171, Class:  1, CF:0.792906, Len:  5, Fitness_tra: 0
Rule 83: 1d127, Class:  1, CF:0.816371, Len:  5, Fitness_tra: 0
Rule 84: 63122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 18c7b, Class:  1, CF:0.969346, Len:  5, Fitness_tra: 0
Rule 86: 53547, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5511b, Class:  1, CF:0.793954, Len:  5, Fitness_tra: 0
Rule 88: 8d221, Class:  1, CF:0.855423, Len:  5, Fitness_tra: 0
Rule 89: 5c1b1, Class:  2, CF:0.754696, Len:  5, Fitness_tra: 0
Rule 90: 1d272, Class:  1, CF:0.959447, Len:  5, Fitness_tra: 0
Rule 91: a2411, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 21971, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 32412, Class:  1, CF:0.8834, Len:  5, Fitness_tra: 0
Rule 94: 14413, Class:  1, CF:0.416272, Len:  5, Fitness_tra: 4
Rule 95: e4721, Class:  0, CF:0.41363, Len:  5, Fitness_tra: 0
Rule 96: d512b, Class:  1, CF:0.0105546, Len:  5, Fitness_tra: 0
Rule 97: 3112c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: e47c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.7654
------Result------
Miss_rate(tra)	:58.7654
Miss_rate(tst)	:77.2727
ARL				:4.90805

------Generation 9------
Rule  1: 838bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 12111, Class:  1, CF:0.264811, Len:  5, Fitness_tra: -21
Rule  3: e2211, Class:  1, CF:0.713511, Len:  5, Fitness_tra: 1
Rule  4: 13217, Class:  0, CF:0.255871, Len:  5, Fitness_tra: 0
Rule  5: 1d147, Class:  1, CF:0.816371, Len:  5, Fitness_tra: 0
Rule  6: e122a, Class:  0, CF:0.721152, Len:  5, Fitness_tra: 0
Rule  7: 13c17, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule  8: 83ebb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e1117, Class:  0, CF:0.928405, Len:  5, Fitness_tra: 4
Rule 11: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 12: 11124, Class:  0, CF:0.941769, Len:  5, Fitness_tra: 0
Rule 13: 62151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 98441, Class:  1, CF:0.771176, Len:  5, Fitness_tra: 0
Rule 16: 32cb4, Class:  1, CF:0.99969, Len:  5, Fitness_tra: 0
Rule 17: 37b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12211, Class:  1, CF:0.784992, Len:  5, Fitness_tra: 15
Rule 19: 12144, Class:  0, CF:0.736958, Len:  5, Fitness_tra: 0
Rule 20: d47b4, Class:  0, CF:0.816894, Len:  5, Fitness_tra: 0
Rule 21: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 1
Rule 22: e1111, Class:  0, CF:0.717877, Len:  5, Fitness_tra: 8
Rule 23: 34711, Class:  1, CF:0.866034, Len:  5, Fitness_tra: 23
Rule 24: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 43144, Class:  0, CF:0.967614, Len:  5, Fitness_tra: 10
Rule 26: 8512b, Class:  1, CF:0.259263, Len:  5, Fitness_tra: 0
Rule 27: 3c221, Class:  1, CF:0.913515, Len:  5, Fitness_tra: 0
Rule 28: 52171, Class:  0, CF:0.469693, Len:  5, Fitness_tra: 0
Rule 29: 11212, Class:  0, CF:0.33049, Len:  5, Fitness_tra: 0
Rule 30: d2222, Class:  0, CF:0.909827, Len:  5, Fitness_tra: 0
Rule 31: 3728c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12122, Class:  0, CF:0.838964, Len:  5, Fitness_tra: 0
Rule 33: 11877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: c1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: e27cb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 11a42, Class:  0, CF:0.972588, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 51
Rule 51: 19c44, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: 14148, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 0
Rule 54: c1814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 58442, Class:  2, CF:0.249025, Len:  5, Fitness_tra: 0
Rule 56: 1172d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 57: 151b1, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 58: 114b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 94242, Class:  0, CF:0.951468, Len:  5, Fitness_tra: 0
Rule 60: 1c172, Class:  2, CF:0.715402, Len:  5, Fitness_tra: 0
Rule 61: d0000, Class:  0, CF:0.231885, Len:  1, Fitness_tra: -39
Rule 62: 8ec1b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 31221, Class:  1, CF:0.850426, Len:  5, Fitness_tra: 0
Rule 64: 59527, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 34427, Class:  1, CF:0.553705, Len:  5, Fitness_tra: 0
Rule 66: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c17, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 51221, Class:  0, CF:0.761105, Len:  5, Fitness_tra: 0
Rule 69: 92171, Class:  0, CF:0.63455, Len:  5, Fitness_tra: 0
Rule 70: 522b7, Class:  0, CF:0.685193, Len:  5, Fitness_tra: 0
Rule 71: 98c77, Class:  1, CF:0.952979, Len:  5, Fitness_tra: 0
Rule 72: 55147, Class:  1, CF:0.686675, Len:  5, Fitness_tra: 0
Rule 73: 287b1, Class:  1, CF:0.49675, Len:  5, Fitness_tra: 0
Rule 74: d11b1, Class:  0, CF:0.864705, Len:  5, Fitness_tra: 46
Rule 75: 2652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11144, Class:  0, CF:0.937364, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 52812, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: c114b, Class:  0, CF:0.703329, Len:  5, Fitness_tra: 2
Rule 80: 354b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 53114, Class:  0, CF:0.913947, Len:  5, Fitness_tra: 8
Rule 82: 5d171, Class:  1, CF:0.792906, Len:  5, Fitness_tra: 0
Rule 83: 1d127, Class:  1, CF:0.816371, Len:  5, Fitness_tra: 0
Rule 84: 63122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 18c7b, Class:  1, CF:0.969346, Len:  5, Fitness_tra: 0
Rule 86: 53547, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5511b, Class:  1, CF:0.793954, Len:  5, Fitness_tra: 0
Rule 88: 8d221, Class:  1, CF:0.855423, Len:  5, Fitness_tra: 0
Rule 89: 5c1b1, Class:  2, CF:0.754696, Len:  5, Fitness_tra: 0
Rule 90: 1d272, Class:  1, CF:0.959447, Len:  5, Fitness_tra: 0
Rule 91: a2411, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 21971, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 32412, Class:  1, CF:0.8834, Len:  5, Fitness_tra: 0
Rule 94: 14413, Class:  1, CF:0.416272, Len:  5, Fitness_tra: 4
Rule 95: e4721, Class:  0, CF:0.41363, Len:  5, Fitness_tra: 0
Rule 96: d512b, Class:  1, CF:0.0105546, Len:  5, Fitness_tra: 0
Rule 97: 3112c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: e47c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1412c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: 67252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:58.7654
------Result------
Miss_rate(tra)	:58.7654
Miss_rate(tst)	:77.2727
ARL				:4.90805

------Generation 10------
Rule  1: 838bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 12111, Class:  1, CF:0.264811, Len:  5, Fitness_tra: -21
Rule  3: e2211, Class:  1, CF:0.713511, Len:  5, Fitness_tra: 1
Rule  4: 13217, Class:  0, CF:0.255871, Len:  5, Fitness_tra: 0
Rule  5: 1d147, Class:  1, CF:0.816371, Len:  5, Fitness_tra: 0
Rule  6: e122a, Class:  0, CF:0.721152, Len:  5, Fitness_tra: 0
Rule  7: 13c17, Class:  2, CF:0.758698, Len:  5, Fitness_tra: 0
Rule  8: 83ebb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: e1117, Class:  0, CF:0.928405, Len:  5, Fitness_tra: 4
Rule 11: d1c24, Class:  2, CF:0.024755, Len:  5, Fitness_tra: 0
Rule 12: 11124, Class:  0, CF:0.941769, Len:  5, Fitness_tra: 0
Rule 13: 62151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 11145, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 98441, Class:  1, CF:0.771176, Len:  5, Fitness_tra: 0
Rule 16: 32cb4, Class:  1, CF:0.99969, Len:  5, Fitness_tra: 0
Rule 17: 37b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 12211, Class:  1, CF:0.784992, Len:  5, Fitness_tra: 15
Rule 19: 12144, Class:  0, CF:0.736958, Len:  5, Fitness_tra: 0
Rule 20: d47b4, Class:  0, CF:0.816894, Len:  5, Fitness_tra: 0
Rule 21: 11171, Class:  0, CF:0.534823, Len:  5, Fitness_tra: 1
Rule 22: e1111, Class:  0, CF:0.717877, Len:  5, Fitness_tra: 8
Rule 23: 34711, Class:  1, CF:0.866034, Len:  5, Fitness_tra: 23
Rule 24: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 43144, Class:  0, CF:0.967614, Len:  5, Fitness_tra: 10
Rule 26: 8512b, Class:  1, CF:0.259263, Len:  5, Fitness_tra: 0
Rule 27: 3c221, Class:  1, CF:0.913515, Len:  5, Fitness_tra: 0
Rule 28: 52171, Class:  0, CF:0.469693, Len:  5, Fitness_tra: 0
Rule 29: 11212, Class:  0, CF:0.33049, Len:  5, Fitness_tra: 0
Rule 30: d2222, Class:  0, CF:0.909827, Len:  5, Fitness_tra: 0
Rule 31: 3728c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12122, Class:  0, CF:0.838964, Len:  5, Fitness_tra: 0
Rule 33: 11877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: c1841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: e27cb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: 11a42, Class:  0, CF:0.972588, Len:  5, Fitness_tra: 0
Rule 37: 15224, Class:  1, CF:0.978407, Len:  5, Fitness_tra: 0
Rule 38: 51274, Class:  0, CF:0.959564, Len:  5, Fitness_tra: 0
Rule 39: 14142, Class:  0, CF:0.855476, Len:  5, Fitness_tra: 0
Rule 40: 5d2bb, Class:  1, CF:0.814149, Len:  5, Fitness_tra: 0
Rule 41: 151b2, Class:  1, CF:0.881234, Len:  5, Fitness_tra: 0
Rule 42: 12142, Class:  0, CF:0.835107, Len:  5, Fitness_tra: 0
Rule 43: abb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9c221, Class:  2, CF:0.0140241, Len:  5, Fitness_tra: 0
Rule 45: 184b1, Class:  1, CF:0.807656, Len:  5, Fitness_tra: 0
Rule 46: d1442, Class:  0, CF:0.972386, Len:  5, Fitness_tra: 0
Rule 47: 1b2cc, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 94143, Class:  0, CF:0.717989, Len:  5, Fitness_tra: 0
Rule 49: 15141, Class:  1, CF:0.966876, Len:  5, Fitness_tra: 0
Rule 50: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 51
