------Generation 0------
Rule  1: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 11377, Class:  0, CF:0.908612, Len:  5, Fitness_tra: 1
Rule 13: 91127, Class:  0, CF:0.993518, Len:  5, Fitness_tra: 0
Rule 14: 91124, Class:  0, CF:0.99431, Len:  5, Fitness_tra: 0
Rule 15: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 1652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12221, Class:  1, CF:0.602669, Len:  5, Fitness_tra: 0
Rule 18: 1d172, Class:  1, CF:0.805249, Len:  5, Fitness_tra: 0
Rule 19: d144b, Class:  0, CF:0.898788, Len:  5, Fitness_tra: 0
Rule 20: 62787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51441, Class:  0, CF:0.789103, Len:  5, Fitness_tra: 0
Rule 24: 5e2b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 95222, Class:  1, CF:0.997323, Len:  5, Fitness_tra: 0
Rule 26: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 13441, Class:  0, CF:0.600581, Len:  5, Fitness_tra: 0
Rule 28: 18122, Class:  2, CF:0.081092, Len:  5, Fitness_tra: 0
Rule 29: 91241, Class:  0, CF:0.880456, Len:  5, Fitness_tra: 0
Rule 30: 95114, Class:  1, CF:0.992901, Len:  5, Fitness_tra: 0
Rule 31: e1743, Class:  0, CF:0.894829, Len:  5, Fitness_tra: 0
Rule 32: 1c22b, Class:  2, CF:0.395905, Len:  5, Fitness_tra: 0
Rule 33: 18777, Class:  1, CF:0.196712, Len:  5, Fitness_tra: 0
Rule 34: 91721, Class:  0, CF:0.906429, Len:  5, Fitness_tra: 0
Rule 35: 1c721, Class:  1, CF:0.15296, Len:  5, Fitness_tra: 0
Rule 36: 31225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3512b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 29571, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 94121, Class:  0, CF:0.817987, Len:  5, Fitness_tra: 0
Rule 41: 114c5, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 239bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 584b2, Class:  2, CF:0.183961, Len:  5, Fitness_tra: 0
Rule 44: ec141, Class:  1, CF:0.144404, Len:  5, Fitness_tra: 0
Rule 45: 94412, Class:  0, CF:0.490034, Len:  5, Fitness_tra: 0
Rule 46: e4241, Class:  0, CF:0.41265, Len:  5, Fitness_tra: 0
Rule 47: 8e1b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 1321b, Class:  0, CF:0.200516, Len:  5, Fitness_tra: 0
Rule 49: 122d1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 11142, Class:  0, CF:0.951575, Len:  5, Fitness_tra: 0
Rule 51: 912b7, Class:  0, CF:0.974485, Len:  5, Fitness_tra: 0
Rule 52: e1442, Class:  0, CF:0.985819, Len:  5, Fitness_tra: 0
Rule 53: d5274, Class:  1, CF:0.763972, Len:  5, Fitness_tra: 0
Rule 54: 62148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11171, Class:  0, CF:0.54252, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9c4bb, Class:  2, CF:0.749927, Len:  5, Fitness_tra: 0
Rule 58: 55777, Class:  1, CF:0.872967, Len:  5, Fitness_tra: 0
Rule 59: 512b7, Class:  0, CF:0.93372, Len:  5, Fitness_tra: 0
Rule 60: a1122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 23544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 92122, Class:  0, CF:0.966994, Len:  5, Fitness_tra: 0
Rule 63: e2121, Class:  0, CF:0.66198, Len:  5, Fitness_tra: 0
Rule 64: d21b1, Class:  0, CF:0.317446, Len:  5, Fitness_tra: 0
Rule 65: 25871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 15727, Class:  1, CF:0.924566, Len:  5, Fitness_tra: 0
Rule 67: 12124, Class:  0, CF:0.741075, Len:  5, Fitness_tra: 0
Rule 68: f3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2187b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 70: 3c121, Class:  1, CF:0.592962, Len:  5, Fitness_tra: 0
Rule 71: 51424, Class:  0, CF:0.96565, Len:  5, Fitness_tra: 0
Rule 72: d5222, Class:  1, CF:0.763972, Len:  5, Fitness_tra: 0
Rule 73: 1cbb2, Class:  2, CF:0.596228, Len:  5, Fitness_tra: 0
Rule 74: 92113, Class:  1, CF:0.0836729, Len:  5, Fitness_tra: 0
Rule 75: 37481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 15171, Class:  1, CF:0.967662, Len:  5, Fitness_tra: 0
Rule 77: 1c427, Class:  2, CF:0.442069, Len:  5, Fitness_tra: 0
Rule 78: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 54248, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 32717, Class:  1, CF:0.592948, Len:  5, Fitness_tra: 0
Rule 81: 58241, Class:  1, CF:0.582147, Len:  5, Fitness_tra: 0
Rule 82: 1e517, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 31222, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 21411, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 182b2, Class:  1, CF:0.53583, Len:  5, Fitness_tra: 0
Rule 87: 51212, Class:  0, CF:0.726081, Len:  5, Fitness_tra: 0
Rule 88: 1c117, Class:  2, CF:0.606818, Len:  5, Fitness_tra: 11
Rule 89: e8147, Class:  1, CF:0.43221, Len:  5, Fitness_tra: 0
Rule 90: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 51824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: e1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 95111, Class:  1, CF:0.994767, Len:  5, Fitness_tra: 9
Rule 94: 11521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 09129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 911bb, Class:  0, CF:0.988582, Len:  5, Fitness_tra: 0
Rule 97: 992b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 111b4, Class:  0, CF:0.906414, Len:  0, Fitness_tra: 0
Rule 99: 93100, Class:  0, CF:0.926539, Len:  3, Fitness_tra: 35
Rule100: 141d7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:56.0494
------Result------
Miss_rate(tra)	:56.0494
Miss_rate(tst)	:66.6667
ARL				:4.925

------Generation 7------
Rule  1: 21141, Class:  0, CF:0.826699, Len:  5, Fitness_tra: 33
Rule  2: 531bb, Class:  0, CF:0.980081, Len:  5, Fitness_tra: 9
Rule  3: 111b4, Class:  0, CF:0.906414, Len:  5, Fitness_tra: 13
Rule  4: 11172, Class:  0, CF:0.943861, Len:  5, Fitness_tra: 8
Rule  5: 31211, Class:  1, CF:0.835977, Len:  5, Fitness_tra: 7
Rule  6: 11114, Class:  0, CF:0.477772, Len:  5, Fitness_tra: 5
Rule  7: d1742, Class:  0, CF:0.970427, Len:  5, Fitness_tra: 4
Rule  8: f4411, Class:  1, CF:  1, Len:  5, Fitness_tra: 4
Rule  9: 51141, Class:  0, CF:0.926045, Len:  5, Fitness_tra: 0
Rule 10: 11117, Class:  0, CF:0.36123, Len:  5, Fitness_tra: 4
Rule 11: 00400, Class:  1, CF:0.0945801, Len:  1, Fitness_tra: 14
Rule 12: 11377, Class:  0, CF:0.908612, Len:  5, Fitness_tra: 1
Rule 13: 91127, Class:  0, CF:0.993518, Len:  5, Fitness_tra: 0
Rule 14: 91124, Class:  0, CF:0.99431, Len:  5, Fitness_tra: 0
Rule 15: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 1652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12221, Class:  1, CF:0.602669, Len:  5, Fitness_tra: 0
Rule 18: 1d172, Class:  1, CF:0.805249, Len:  5, Fitness_tra: 0
Rule 19: d144b, Class:  0, CF:0.898788, Len:  5, Fitness_tra: 0
Rule 20: 62787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51441, Class:  0, CF:0.789103, Len:  5, Fitness_tra: 0
Rule 24: 5e2b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 95222, Class:  1, CF:0.997323, Len:  5, Fitness_tra: 0
Rule 26: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 13441, Class:  0, CF:0.600581, Len:  5, Fitness_tra: 0
Rule 28: 18122, Class:  2, CF:0.081092, Len:  5, Fitness_tra: 0
Rule 29: 91241, Class:  0, CF:0.880456, Len:  5, Fitness_tra: 0
Rule 30: 95114, Class:  1, CF:0.992901, Len:  5, Fitness_tra: 0
Rule 31: e1743, Class:  0, CF:0.894829, Len:  5, Fitness_tra: 0
Rule 32: 1c22b, Class:  2, CF:0.395905, Len:  5, Fitness_tra: 0
Rule 33: 18777, Class:  1, CF:0.196712, Len:  5, Fitness_tra: 0
Rule 34: 91721, Class:  0, CF:0.906429, Len:  5, Fitness_tra: 0
Rule 35: 1c721, Class:  1, CF:0.15296, Len:  5, Fitness_tra: 0
Rule 36: 31225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3512b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 29571, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 94121, Class:  0, CF:0.817987, Len:  5, Fitness_tra: 0
Rule 41: 114c5, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 239bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 584b2, Class:  2, CF:0.183961, Len:  5, Fitness_tra: 0
Rule 44: ec141, Class:  1, CF:0.144404, Len:  5, Fitness_tra: 0
Rule 45: 94412, Class:  0, CF:0.490034, Len:  5, Fitness_tra: 0
Rule 46: e4241, Class:  0, CF:0.41265, Len:  5, Fitness_tra: 0
Rule 47: 8e1b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 1321b, Class:  0, CF:0.200516, Len:  5, Fitness_tra: 0
Rule 49: 122d1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 11142, Class:  0, CF:0.951575, Len:  5, Fitness_tra: 0
Rule 51: 912b7, Class:  0, CF:0.974485, Len:  5, Fitness_tra: 0
Rule 52: e1442, Class:  0, CF:0.985819, Len:  5, Fitness_tra: 0
Rule 53: d5274, Class:  1, CF:0.763972, Len:  5, Fitness_tra: 0
Rule 54: 62148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11171, Class:  0, CF:0.54252, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9c4bb, Class:  2, CF:0.749927, Len:  5, Fitness_tra: 0
Rule 58: 55777, Class:  1, CF:0.872967, Len:  5, Fitness_tra: 0
Rule 59: 512b7, Class:  0, CF:0.93372, Len:  5, Fitness_tra: 0
Rule 60: a1122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 23544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 92122, Class:  0, CF:0.966994, Len:  5, Fitness_tra: 0
Rule 63: e2121, Class:  0, CF:0.66198, Len:  5, Fitness_tra: 0
Rule 64: d21b1, Class:  0, CF:0.317446, Len:  5, Fitness_tra: 0
Rule 65: 25871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 15727, Class:  1, CF:0.924566, Len:  5, Fitness_tra: 0
Rule 67: 12124, Class:  0, CF:0.741075, Len:  5, Fitness_tra: 0
Rule 68: f3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2187b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 70: 3c121, Class:  1, CF:0.592962, Len:  5, Fitness_tra: 0
Rule 71: 51424, Class:  0, CF:0.96565, Len:  5, Fitness_tra: 0
Rule 72: d5222, Class:  1, CF:0.763972, Len:  5, Fitness_tra: 0
Rule 73: 1cbb2, Class:  2, CF:0.596228, Len:  5, Fitness_tra: 0
Rule 74: 92113, Class:  1, CF:0.0836729, Len:  5, Fitness_tra: 0
Rule 75: 37481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 15171, Class:  1, CF:0.967662, Len:  5, Fitness_tra: 0
Rule 77: 1c427, Class:  2, CF:0.442069, Len:  5, Fitness_tra: 0
Rule 78: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 54248, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 32717, Class:  1, CF:0.592948, Len:  5, Fitness_tra: 0
Rule 81: 58241, Class:  1, CF:0.582147, Len:  5, Fitness_tra: 0
Rule 82: 1e517, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 31222, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 21411, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 182b2, Class:  1, CF:0.53583, Len:  5, Fitness_tra: 0
Rule 87: 51212, Class:  0, CF:0.726081, Len:  5, Fitness_tra: 0
Rule 88: 1c117, Class:  2, CF:0.606818, Len:  5, Fitness_tra: 11
Rule 89: e8147, Class:  1, CF:0.43221, Len:  5, Fitness_tra: 0
Rule 90: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 51824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: e1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 95111, Class:  1, CF:0.994767, Len:  5, Fitness_tra: 9
Rule 94: 11521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 09129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 911bb, Class:  0, CF:0.988582, Len:  5, Fitness_tra: 0
Rule 97: 992b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 111b4, Class:  0, CF:0.906414, Len:  0, Fitness_tra: 0
Rule 99: 93100, Class:  0, CF:0.926539, Len:  3, Fitness_tra: 35
Rule100: 141d7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:56.0494
------Result------
Miss_rate(tra)	:56.0494
Miss_rate(tst)	:66.6667
ARL				:4.925

------Generation 8------
Rule  1: 21141, Class:  0, CF:0.826699, Len:  5, Fitness_tra: 33
Rule  2: 531bb, Class:  0, CF:0.980081, Len:  5, Fitness_tra: 9
Rule  3: 111b4, Class:  0, CF:0.906414, Len:  5, Fitness_tra: 13
Rule  4: 11172, Class:  0, CF:0.943861, Len:  5, Fitness_tra: 8
Rule  5: 31211, Class:  1, CF:0.835977, Len:  5, Fitness_tra: 7
Rule  6: 11114, Class:  0, CF:0.477772, Len:  5, Fitness_tra: 5
Rule  7: d1742, Class:  0, CF:0.970427, Len:  5, Fitness_tra: 4
Rule  8: f4411, Class:  1, CF:  1, Len:  5, Fitness_tra: 4
Rule  9: 51141, Class:  0, CF:0.926045, Len:  5, Fitness_tra: 0
Rule 10: 11117, Class:  0, CF:0.36123, Len:  5, Fitness_tra: 4
Rule 11: 00400, Class:  1, CF:0.0945801, Len:  1, Fitness_tra: 14
Rule 12: 11377, Class:  0, CF:0.908612, Len:  5, Fitness_tra: 1
Rule 13: 91127, Class:  0, CF:0.993518, Len:  5, Fitness_tra: 0
Rule 14: 91124, Class:  0, CF:0.99431, Len:  5, Fitness_tra: 0
Rule 15: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 1652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12221, Class:  1, CF:0.602669, Len:  5, Fitness_tra: 0
Rule 18: 1d172, Class:  1, CF:0.805249, Len:  5, Fitness_tra: 0
Rule 19: d144b, Class:  0, CF:0.898788, Len:  5, Fitness_tra: 0
Rule 20: 62787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51441, Class:  0, CF:0.789103, Len:  5, Fitness_tra: 0
Rule 24: 5e2b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 95222, Class:  1, CF:0.997323, Len:  5, Fitness_tra: 0
Rule 26: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 13441, Class:  0, CF:0.600581, Len:  5, Fitness_tra: 0
Rule 28: 18122, Class:  2, CF:0.081092, Len:  5, Fitness_tra: 0
Rule 29: 91241, Class:  0, CF:0.880456, Len:  5, Fitness_tra: 0
Rule 30: 95114, Class:  1, CF:0.992901, Len:  5, Fitness_tra: 0
Rule 31: e1743, Class:  0, CF:0.894829, Len:  5, Fitness_tra: 0
Rule 32: 1c22b, Class:  2, CF:0.395905, Len:  5, Fitness_tra: 0
Rule 33: 18777, Class:  1, CF:0.196712, Len:  5, Fitness_tra: 0
Rule 34: 91721, Class:  0, CF:0.906429, Len:  5, Fitness_tra: 0
Rule 35: 1c721, Class:  1, CF:0.15296, Len:  5, Fitness_tra: 0
Rule 36: 31225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3512b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 29571, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 94121, Class:  0, CF:0.817987, Len:  5, Fitness_tra: 0
Rule 41: 114c5, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 239bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 584b2, Class:  2, CF:0.183961, Len:  5, Fitness_tra: 0
Rule 44: ec141, Class:  1, CF:0.144404, Len:  5, Fitness_tra: 0
Rule 45: 94412, Class:  0, CF:0.490034, Len:  5, Fitness_tra: 0
Rule 46: e4241, Class:  0, CF:0.41265, Len:  5, Fitness_tra: 0
Rule 47: 8e1b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 1321b, Class:  0, CF:0.200516, Len:  5, Fitness_tra: 0
Rule 49: 122d1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: 11142, Class:  0, CF:0.951575, Len:  5, Fitness_tra: 0
Rule 51: 912b7, Class:  0, CF:0.974485, Len:  5, Fitness_tra: 0
Rule 52: e1442, Class:  0, CF:0.985819, Len:  5, Fitness_tra: 0
Rule 53: d5274, Class:  1, CF:0.763972, Len:  5, Fitness_tra: 0
Rule 54: 62148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11171, Class:  0, CF:0.54252, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9c4bb, Class:  2, CF:0.749927, Len:  5, Fitness_tra: 0
Rule 58: 55777, Class:  1, CF:0.872967, Len:  5, Fitness_tra: 0
Rule 59: 512b7, Class:  0, CF:0.93372, Len:  5, Fitness_tra: 0
Rule 60: a1122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 23544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 92122, Class:  0, CF:0.966994, Len:  5, Fitness_tra: 0
Rule 63: e2121, Class:  0, CF:0.66198, Len:  5, Fitness_tra: 0
Rule 64: d21b1, Class:  0, CF:0.317446, Len:  5, Fitness_tra: 0
Rule 65: 25871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 15727, Class:  1, CF:0.924566, Len:  5, Fitness_tra: 0
Rule 67: 12124, Class:  0, CF:0.741075, Len:  5, Fitness_tra: 0
Rule 68: f3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2187b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 70: 3c121, Class:  1, CF:0.592962, Len:  5, Fitness_tra: 0
Rule 71: 51424, Class:  0, CF:0.96565, Len:  5, Fitness_tra: 0
Rule 72: d5222, Class:  1, CF:0.763972, Len:  5, Fitness_tra: 0
Rule 73: 1cbb2, Class:  2, CF:0.596228, Len:  5, Fitness_tra: 0
Rule 74: 92113, Class:  1, CF:0.0836729, Len:  5, Fitness_tra: 0
Rule 75: 37481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 15171, Class:  1, CF:0.967662, Len:  5, Fitness_tra: 0
Rule 77: 1c427, Class:  2, CF:0.442069, Len:  5, Fitness_tra: 0
Rule 78: 12412, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 54248, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 32717, Class:  1, CF:0.592948, Len:  5, Fitness_tra: 0
Rule 81: 58241, Class:  1, CF:0.582147, Len:  5, Fitness_tra: 0
Rule 82: 1e517, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 31222, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 21411, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 182b2, Class:  1, CF:0.53583, Len:  5, Fitness_tra: 0
Rule 87: 51212, Class:  0, CF:0.726081, Len:  5, Fitness_tra: 0
Rule 88: 1c117, Class:  2, CF:0.606818, Len:  5, Fitness_tra: 11
Rule 89: e8147, Class:  1, CF:0.43221, Len:  5, Fitness_tra: 0
Rule 90: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 51824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: e1231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 95111, Class:  1, CF:0.994767, Len:  5, Fitness_tra: 9
Rule 94: 11521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 09129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 911bb, Class:  0, CF:0.988582, Len:  5, Fitness_tra: 0
Rule 97: 992b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 111b4, Class:  0, CF:0.906414, Len:  0, Fitness_tra: 0
Rule 99: 93100, Class:  0, CF:0.926539, Len:  3, Fitness_tra: 35
Rule100: 141d7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:56.0494
------Result------
Miss_rate(tra)	:56.0494
Miss_rate(tst)	:66.6667
ARL				:4.925

------Generation 9------
Rule  1: 21141, Class:  0, CF:0.826699, Len:  5, Fitness_tra: 33
Rule  2: 531bb, Class:  0, CF:0.980081, Len:  5, Fitness_tra: 9
Rule  3: 111b4, Class:  0, CF:0.906414, Len:  5, Fitness_tra: 13
Rule  4: 11172, Class:  0, CF:0.943861, Len:  5, Fitness_tra: 8
Rule  5: 31211, Class:  1, CF:0.835977, Len:  5, Fitness_tra: 7
Rule  6: 11114, Class:  0, CF:0.477772, Len:  5, Fitness_tra: 5
Rule  7: d1742, Class:  0, CF:0.970427, Len:  5, Fitness_tra: 4
Rule  8: f4411, Class:  1, CF:  1, Len:  5, Fitness_tra: 4
Rule  9: 51141, Class:  0, CF:0.926045, Len:  5, Fitness_tra: 0
Rule 10: 11117, Class:  0, CF:0.36123, Len:  5, Fitness_tra: 4
Rule 11: 00400, Class:  1, CF:0.0945801, Len:  1, Fitness_tra: 14
Rule 12: 11377, Class:  0, CF:0.908612, Len:  5, Fitness_tra: 1
Rule 13: 91127, Class:  0, CF:0.993518, Len:  5, Fitness_tra: 0
Rule 14: 91124, Class:  0, CF:0.99431, Len:  5, Fitness_tra: 0
Rule 15: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 1652b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12221, Class:  1, CF:0.602669, Len:  5, Fitness_tra: 0
Rule 18: 1d172, Class:  1, CF:0.805249, Len:  5, Fitness_tra: 0
Rule 19: d144b, Class:  0, CF:0.898788, Len:  5, Fitness_tra: 0
Rule 20: 62787, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 31447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51441, Class:  0, CF:0.789103, Len:  5, Fitness_tra: 0
Rule 24: 5e2b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 95222, Class:  1, CF:0.997323, Len:  5, Fitness_tra: 0
Rule 26: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 13441, Class:  0, CF:0.600581, Len:  5, Fitness_tra: 0
Rule 28: 18122, Class:  2, CF:0.081092, Len:  5, Fitness_tra: 0
Rule 29: 91241, Class:  0, CF:0.880456, Len:  5, Fitness_tra: 0
Rule 30: 95114, Class:  1, CF:0.992901, Len:  5, Fitness_tra: 0
Rule 31: e1743, Class:  0, CF:0.894829, Len:  5, Fitness_tra: 0
Rule 32: 1c22b, Class:  2, CF:0.395905, Len:  5, Fitness_tra: 0
Rule 33: 18777, Class:  1, CF:0.196712, Len:  5, Fitness_tra: 0
Rule 34: 91721, Class:  0, CF:0.906429, Len:  5, Fitness_tra: 0
Rule 35: 1c721, Class:  1, CF:0.15296, Len:  5, Fitness_tra: 0
Rule 36: 31225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3512b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 29571, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 94121, Class:  0, CF:0.817987, Len:  5, Fitness_tra: 0
Rule 41: 114c5, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 239bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 584b2, Class:  2, CF:0.183961, Len:  5, Fitness_tra: 0
Rule 44: ec141, Class:  1, CF:0.144404, Len:  5, Fitness_tra: 0
Rule 45: 94412, Class:  0, CF:0.490034, Len:  5, Fitness_tra: 0
Rule 46: e4241, Class:  0, CF:0.41265, Len:  5, Fitness_tra: 0
Rule 47: 8e1b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 1321b, Class:  0, CF:0.200516, Len:  5, Fitness_tra: 0
