------Generation 0------
Rule  1: b5122544bb, Class:  0, CF:0.00844691, Len: 10, Fitness_tra: 0
Rule 66: b277c1b441, Class:  0, CF:0.176511, Len: 10, Fitness_tra: 0
Rule 67: 4174231717, Class:  1, CF:0.722182, Len: 10, Fitness_tra: 0
Rule 68: b7472171b7, Class:  1, CF:0.0737941, Len: 10, Fitness_tra: 0
Rule 69: 12b41f7241, Class:  1, CF:0.886744, Len: 10, Fitness_tra: 0
Rule 70: 724451b4bb, Class:  1, CF:0.402483, Len: 10, Fitness_tra: 0
Rule 71: b1218974b1, Class:  1, CF:0.781667, Len: 10, Fitness_tra: 0
Rule 72: 74b75a74b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b27785bbb7, Class:  0, CF:0.378989, Len: 10, Fitness_tra: 0
Rule 74: 17b1c31421, Class:  0, CF:0.736735, Len: 10, Fitness_tra: 0
Rule 75: 7874494224, Class:  0, CF:0.804899, Len: 10, Fitness_tra: 0
Rule 76: 4172c114b1, Class:  0, CF:0.60274, Len: 10, Fitness_tra: 0
Rule 77: 7241834224, Class:  1, CF:0.842201, Len: 10, Fitness_tra: 0
Rule 78: b1b783111b, Class:  0, CF:0.671241, Len: 10, Fitness_tra: 0
Rule 79: bb4719272b, Class:  1, CF:0.589167, Len: 10, Fitness_tra: 0
Rule 80: b2b7367217, Class:  1, CF:0.985484, Len: 10, Fitness_tra: 0
Rule 81: 2271337b14, Class:  1, CF:0.972476, Len: 10, Fitness_tra: 0
Rule 82: 0000000005, Class:  1, CF:0.963162, Len:  1, Fitness_tra: 1
Rule 83: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 85: 14121a2471, Class:  1, CF:0.918282, Len: 10, Fitness_tra: 0
Rule 86: 1128361714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 89: b72133b744, Class:  1, CF:0.981971, Len: 10, Fitness_tra: 0
Rule 90: c000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4324737b48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 41221642b2, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 0
Rule 93: 1177b54b47, Class:  1, CF:0.107958, Len: 10, Fitness_tra: 0
Rule 94: 7774e3bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 271b862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7200834220, Class:  0, CF:0.493116, Len:  7, Fitness_tra: 0
Rule 97: 0147854bb7, Class:  0, CF:0.746906, Len:  9, Fitness_tra: 0
Rule 98: 0203261de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11b1c3b427, Class:  0, CF:0.83673, Len: 10, Fitness_tra: 0
Rule100: 7411ca4417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1929
------Result------
Miss_rate(tra)	:10.1929
Miss_rate(tst)	:10.2377
ARL				:8.625

------Generation 8------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3920
Rule  2: b5122544bb, Class:  0, CF:0.00844691, Len: 10, Fitness_tra: 0
Rule  3: 0000500000, Class:  1, CF:0.337123, Len:  1, Fitness_tra: 0
Rule  4: b47b162741, Class:  1, CF:0.997916, Len: 10, Fitness_tra: 0
Rule  5: 4177714b41, Class:  1, CF:0.280318, Len: 10, Fitness_tra: 0
Rule  6: 72b4137224, Class:  1, CF:0.880947, Len: 10, Fitness_tra: 0
Rule  7: 74b1ca7417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 10: 412b1142bb, Class:  1, CF:0.588281, Len: 10, Fitness_tra: 0
Rule 11: 1c71817b77, Class:  0, CF:0.989084, Len: 10, Fitness_tra: 0
Rule 12: 22b1132244, Class:  1, CF:0.940788, Len: 10, Fitness_tra: 0
Rule 13: 274b817b22, Class:  0, CF:0.436916, Len: 10, Fitness_tra: 0
Rule 14: 11178eb212, Class:  0, CF:0.565639, Len: 10, Fitness_tra: 0
Rule 15: 72b221174b, Class:  1, CF:0.0708348, Len: 10, Fitness_tra: 0
Rule 16: 24441171b7, Class:  1, CF:0.461329, Len: 10, Fitness_tra: 0
Rule 17: b1248ab471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 24b2192424, Class:  1, CF:0.414258, Len: 10, Fitness_tra: 0
Rule 19: 27748e1b41, Class:  0, CF:0.572681, Len: 10, Fitness_tra: 0
Rule 20: 172b1e7174, Class:  0, CF:0.806599, Len: 10, Fitness_tra: 0
Rule 21: b221d34144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1722d14417, Class:  0, CF:0.250848, Len: 10, Fitness_tra: 0
Rule 23: b2b4161b12, Class:  1, CF:0.954472, Len: 10, Fitness_tra: 0
Rule 24: 147481121b, Class:  0, CF:0.847094, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 26: 2111161744, Class:  1, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 27: bc17c9b72b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: bb471927b1, Class:  0, CF:0.350978, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 30: 1424167174, Class:  1, CF:0.982291, Len: 10, Fitness_tra: 0
Rule 31: 217236b1b1, Class:  1, CF:0.971978, Len: 10, Fitness_tra: 0
Rule 32: 7814c372b7, Class:  0, CF:0.996299, Len: 10, Fitness_tra: 0
Rule 33: 7b2216bb72, Class:  1, CF:0.992105, Len: 10, Fitness_tra: 0
Rule 34: 4324137b78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 36: 71b2c3bb14, Class:  0, CF:0.794505, Len: 10, Fitness_tra: 0
Rule 37: b412292472, Class:  0, CF:0.333019, Len: 10, Fitness_tra: 0
Rule 38: 41742f1741, Class:  1, CF:0.998352, Len: 10, Fitness_tra: 0
Rule 39: 4877c54444, Class:  0, CF:0.252888, Len: 10, Fitness_tra: 0
Rule 40: 2427cf22b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4b22c1b7bb, Class:  0, CF:0.010551, Len: 10, Fitness_tra: 0
Rule 42: 27bbce2477, Class:  1, CF:0.271461, Len: 10, Fitness_tra: 0
Rule 43: 4c772abb7b, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 0
Rule 44: b72b111b71, Class:  1, CF:0.438069, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 46: 1142c64bb2, Class:  0, CF:0.752755, Len: 10, Fitness_tra: 0
Rule 47: 4411862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 272153b744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41242371b7, Class:  1, CF:0.745935, Len: 10, Fitness_tra: 0
Rule 50: 27b1ce7711, Class:  1, CF:0.236679, Len: 10, Fitness_tra: 0
Rule 51: 71b1c17127, Class:  1, CF:0.403655, Len: 10, Fitness_tra: 0
Rule 52: b714ff1b21, Class:  1, CF:0.979907, Len: 10, Fitness_tra: 0
Rule 53: b121812414, Class:  1, CF:0.68197, Len: 10, Fitness_tra: 0
Rule 54: 0000b000c0, Class:  1, CF:0.869508, Len:  2, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 56: 497219712c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4874137272, Class:  1, CF:0.925951, Len: 10, Fitness_tra: 0
Rule 58: 7b24c97711, Class:  0, CF:0.408131, Len: 10, Fitness_tra: 0
Rule 59: b4b4117b71, Class:  1, CF:0.444151, Len: 10, Fitness_tra: 0
Rule 60: 7b4bc14212, Class:  1, CF:0.369366, Len: 10, Fitness_tra: 0
Rule 61: 4122161222, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 62: 71b4c1bbb7, Class:  0, CF:0.763316, Len: 10, Fitness_tra: 0
Rule 63: 11b4ce2242, Class:  0, CF:0.156622, Len: 10, Fitness_tra: 0
Rule 64: bb24114b47, Class:  1, CF:0.603548, Len: 10, Fitness_tra: 0
Rule 65: 1c42252bb2, Class:  0, CF:0.751446, Len: 10, Fitness_tra: 0
Rule 66: b277c1b441, Class:  0, CF:0.176511, Len: 10, Fitness_tra: 0
Rule 67: 4174231717, Class:  1, CF:0.722182, Len: 10, Fitness_tra: 0
Rule 68: b7472171b7, Class:  1, CF:0.0737941, Len: 10, Fitness_tra: 0
Rule 69: 12b41f7241, Class:  1, CF:0.886744, Len: 10, Fitness_tra: 0
Rule 70: 724451b4bb, Class:  1, CF:0.402483, Len: 10, Fitness_tra: 0
Rule 71: b1218974b1, Class:  1, CF:0.781667, Len: 10, Fitness_tra: 0
Rule 72: 74b75a74b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b27785bbb7, Class:  0, CF:0.378989, Len: 10, Fitness_tra: 0
Rule 74: 17b1c31421, Class:  0, CF:0.736735, Len: 10, Fitness_tra: 0
Rule 75: 7874494224, Class:  0, CF:0.804899, Len: 10, Fitness_tra: 0
Rule 76: 4172c114b1, Class:  0, CF:0.60274, Len: 10, Fitness_tra: 0
Rule 77: 7241834224, Class:  1, CF:0.842201, Len: 10, Fitness_tra: 0
Rule 78: b1b783111b, Class:  0, CF:0.671241, Len: 10, Fitness_tra: 0
Rule 79: bb4719272b, Class:  1, CF:0.589167, Len: 10, Fitness_tra: 0
Rule 80: b2b7367217, Class:  1, CF:0.985484, Len: 10, Fitness_tra: 0
Rule 81: 2271337b14, Class:  1, CF:0.972476, Len: 10, Fitness_tra: 0
Rule 82: 0000000005, Class:  1, CF:0.963162, Len:  1, Fitness_tra: 1
Rule 83: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 85: 14121a2471, Class:  1, CF:0.918282, Len: 10, Fitness_tra: 0
Rule 86: 1128361714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 89: b72133b744, Class:  1, CF:0.981971, Len: 10, Fitness_tra: 0
Rule 90: c000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4324737b48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 41221642b2, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 0
Rule 93: 1177b54b47, Class:  1, CF:0.107958, Len: 10, Fitness_tra: 0
Rule 94: 7774e3bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 271b862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7200834220, Class:  0, CF:0.493116, Len:  7, Fitness_tra: 0
Rule 97: 0147854bb7, Class:  0, CF:0.746906, Len:  9, Fitness_tra: 0
Rule 98: 0203261de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11b1c3b427, Class:  0, CF:0.83673, Len: 10, Fitness_tra: 0
Rule100: 7411ca4417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1929
------Result------
Miss_rate(tra)	:10.1929
Miss_rate(tst)	:10.2377
ARL				:8.625

------Generation 9------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3920
Rule  2: b5122544bb, Class:  0, CF:0.00844691, Len: 10, Fitness_tra: 0
Rule  3: 0000500000, Class:  1, CF:0.337123, Len:  1, Fitness_tra: 0
Rule  4: b47b162741, Class:  1, CF:0.997916, Len: 10, Fitness_tra: 0
Rule  5: 4177714b41, Class:  1, CF:0.280318, Len: 10, Fitness_tra: 0
Rule  6: 72b4137224, Class:  1, CF:0.880947, Len: 10, Fitness_tra: 0
Rule  7: 74b1ca7417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 10: 412b1142bb, Class:  1, CF:0.588281, Len: 10, Fitness_tra: 0
Rule 11: 1c71817b77, Class:  0, CF:0.989084, Len: 10, Fitness_tra: 0
Rule 12: 22b1132244, Class:  1, CF:0.940788, Len: 10, Fitness_tra: 0
Rule 13: 274b817b22, Class:  0, CF:0.436916, Len: 10, Fitness_tra: 0
Rule 14: 11178eb212, Class:  0, CF:0.565639, Len: 10, Fitness_tra: 0
Rule 15: 72b221174b, Class:  1, CF:0.0708348, Len: 10, Fitness_tra: 0
Rule 16: 24441171b7, Class:  1, CF:0.461329, Len: 10, Fitness_tra: 0
Rule 17: b1248ab471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 24b2192424, Class:  1, CF:0.414258, Len: 10, Fitness_tra: 0
Rule 19: 27748e1b41, Class:  0, CF:0.572681, Len: 10, Fitness_tra: 0
Rule 20: 172b1e7174, Class:  0, CF:0.806599, Len: 10, Fitness_tra: 0
Rule 21: b221d34144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1722d14417, Class:  0, CF:0.250848, Len: 10, Fitness_tra: 0
Rule 23: b2b4161b12, Class:  1, CF:0.954472, Len: 10, Fitness_tra: 0
Rule 24: 147481121b, Class:  0, CF:0.847094, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 26: 2111161744, Class:  1, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 27: bc17c9b72b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: bb471927b1, Class:  0, CF:0.350978, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 30: 1424167174, Class:  1, CF:0.982291, Len: 10, Fitness_tra: 0
Rule 31: 217236b1b1, Class:  1, CF:0.971978, Len: 10, Fitness_tra: 0
Rule 32: 7814c372b7, Class:  0, CF:0.996299, Len: 10, Fitness_tra: 0
Rule 33: 7b2216bb72, Class:  1, CF:0.992105, Len: 10, Fitness_tra: 0
Rule 34: 4324137b78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 36: 71b2c3bb14, Class:  0, CF:0.794505, Len: 10, Fitness_tra: 0
Rule 37: b412292472, Class:  0, CF:0.333019, Len: 10, Fitness_tra: 0
Rule 38: 41742f1741, Class:  1, CF:0.998352, Len: 10, Fitness_tra: 0
Rule 39: 4877c54444, Class:  0, CF:0.252888, Len: 10, Fitness_tra: 0
Rule 40: 2427cf22b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4b22c1b7bb, Class:  0, CF:0.010551, Len: 10, Fitness_tra: 0
Rule 42: 27bbce2477, Class:  1, CF:0.271461, Len: 10, Fitness_tra: 0
Rule 43: 4c772abb7b, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 0
Rule 44: b72b111b71, Class:  1, CF:0.438069, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 46: 1142c64bb2, Class:  0, CF:0.752755, Len: 10, Fitness_tra: 0
Rule 47: 4411862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 272153b744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41242371b7, Class:  1, CF:0.745935, Len: 10, Fitness_tra: 0
Rule 50: 27b1ce7711, Class:  1, CF:0.236679, Len: 10, Fitness_tra: 0
Rule 51: 71b1c17127, Class:  1, CF:0.403655, Len: 10, Fitness_tra: 0
Rule 52: b714ff1b21, Class:  1, CF:0.979907, Len: 10, Fitness_tra: 0
Rule 53: b121812414, Class:  1, CF:0.68197, Len: 10, Fitness_tra: 0
Rule 54: 0000b000c0, Class:  1, CF:0.869508, Len:  2, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 56: 497219712c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4874137272, Class:  1, CF:0.925951, Len: 10, Fitness_tra: 0
Rule 58: 7b24c97711, Class:  0, CF:0.408131, Len: 10, Fitness_tra: 0
Rule 59: b4b4117b71, Class:  1, CF:0.444151, Len: 10, Fitness_tra: 0
Rule 60: 7b4bc14212, Class:  1, CF:0.369366, Len: 10, Fitness_tra: 0
Rule 61: 4122161222, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 62: 71b4c1bbb7, Class:  0, CF:0.763316, Len: 10, Fitness_tra: 0
Rule 63: 11b4ce2242, Class:  0, CF:0.156622, Len: 10, Fitness_tra: 0
Rule 64: bb24114b47, Class:  1, CF:0.603548, Len: 10, Fitness_tra: 0
Rule 65: 1c42252bb2, Class:  0, CF:0.751446, Len: 10, Fitness_tra: 0
Rule 66: b277c1b441, Class:  0, CF:0.176511, Len: 10, Fitness_tra: 0
Rule 67: 4174231717, Class:  1, CF:0.722182, Len: 10, Fitness_tra: 0
Rule 68: b7472171b7, Class:  1, CF:0.0737941, Len: 10, Fitness_tra: 0
Rule 69: 12b41f7241, Class:  1, CF:0.886744, Len: 10, Fitness_tra: 0
Rule 70: 724451b4bb, Class:  1, CF:0.402483, Len: 10, Fitness_tra: 0
Rule 71: b1218974b1, Class:  1, CF:0.781667, Len: 10, Fitness_tra: 0
Rule 72: 74b75a74b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b27785bbb7, Class:  0, CF:0.378989, Len: 10, Fitness_tra: 0
Rule 74: 17b1c31421, Class:  0, CF:0.736735, Len: 10, Fitness_tra: 0
Rule 75: 7874494224, Class:  0, CF:0.804899, Len: 10, Fitness_tra: 0
Rule 76: 4172c114b1, Class:  0, CF:0.60274, Len: 10, Fitness_tra: 0
Rule 77: 7241834224, Class:  1, CF:0.842201, Len: 10, Fitness_tra: 0
Rule 78: b1b783111b, Class:  0, CF:0.671241, Len: 10, Fitness_tra: 0
Rule 79: bb4719272b, Class:  1, CF:0.589167, Len: 10, Fitness_tra: 0
Rule 80: b2b7367217, Class:  1, CF:0.985484, Len: 10, Fitness_tra: 0
Rule 81: 2271337b14, Class:  1, CF:0.972476, Len: 10, Fitness_tra: 0
Rule 82: 0000000005, Class:  1, CF:0.963162, Len:  1, Fitness_tra: 1
Rule 83: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 85: 14121a2471, Class:  1, CF:0.918282, Len: 10, Fitness_tra: 0
Rule 86: 1128361714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 89: b72133b744, Class:  1, CF:0.981971, Len: 10, Fitness_tra: 0
Rule 90: c000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4324737b48, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 41221642b2, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 0
Rule 93: 1177b54b47, Class:  1, CF:0.107958, Len: 10, Fitness_tra: 0
Rule 94: 7774e3bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 271b862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 7200834220, Class:  0, CF:0.493116, Len:  7, Fitness_tra: 0
Rule 97: 0147854bb7, Class:  0, CF:0.746906, Len:  9, Fitness_tra: 0
Rule 98: 0203261de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11b1c3b427, Class:  0, CF:0.83673, Len: 10, Fitness_tra: 0
Rule100: 7411ca4417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1929
------Result------
Miss_rate(tra)	:10.1929
Miss_rate(tst)	:10.2377
ARL				:8.625

------Generation 10------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3920
Rule  2: b5122544bb, Class:  0, CF:0.00844691, Len: 10, Fitness_tra: 0
Rule  3: 0000500000, Class:  1, CF:0.337123, Len:  1, Fitness_tra: 0
Rule  4: b47b162741, Class:  1, CF:0.997916, Len: 10, Fitness_tra: 0
Rule  5: 4177714b41, Class:  1, CF:0.280318, Len: 10, Fitness_tra: 0
Rule  6: 72b4137224, Class:  1, CF:0.880947, Len: 10, Fitness_tra: 0
Rule  7: 74b1ca7417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 10: 412b1142bb, Class:  1, CF:0.588281, Len: 10, Fitness_tra: 0
Rule 11: 1c71817b77, Class:  0, CF:0.989084, Len: 10, Fitness_tra: 0
Rule 12: 22b1132244, Class:  1, CF:0.940788, Len: 10, Fitness_tra: 0
Rule 13: 274b817b22, Class:  0, CF:0.436916, Len: 10, Fitness_tra: 0
Rule 14: 11178eb212, Class:  0, CF:0.565639, Len: 10, Fitness_tra: 0
Rule 15: 72b221174b, Class:  1, CF:0.0708348, Len: 10, Fitness_tra: 0
Rule 16: 24441171b7, Class:  1, CF:0.461329, Len: 10, Fitness_tra: 0
Rule 17: b1248ab471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 24b2192424, Class:  1, CF:0.414258, Len: 10, Fitness_tra: 0
Rule 19: 27748e1b41, Class:  0, CF:0.572681, Len: 10, Fitness_tra: 0
Rule 20: 172b1e7174, Class:  0, CF:0.806599, Len: 10, Fitness_tra: 0
Rule 21: b221d34144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1722d14417, Class:  0, CF:0.250848, Len: 10, Fitness_tra: 0
Rule 23: b2b4161b12, Class:  1, CF:0.954472, Len: 10, Fitness_tra: 0
Rule 24: 147481121b, Class:  0, CF:0.847094, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 26: 2111161744, Class:  1, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 27: bc17c9b72b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: bb471927b1, Class:  0, CF:0.350978, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 30: 1424167174, Class:  1, CF:0.982291, Len: 10, Fitness_tra: 0
Rule 31: 217236b1b1, Class:  1, CF:0.971978, Len: 10, Fitness_tra: 0
Rule 32: 7814c372b7, Class:  0, CF:0.996299, Len: 10, Fitness_tra: 0
Rule 33: 7b2216bb72, Class:  1, CF:0.992105, Len: 10, Fitness_tra: 0
Rule 34: 4324137b78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 36: 71b2c3bb14, Class:  0, CF:0.794505, Len: 10, Fitness_tra: 0
Rule 37: b412292472, Class:  0, CF:0.333019, Len: 10, Fitness_tra: 0
Rule 38: 41742f1741, Class:  1, CF:0.998352, Len: 10, Fitness_tra: 0
Rule 39: 4877c54444, Class:  0, CF:0.252888, Len: 10, Fitness_tra: 0
Rule 40: 2427cf22b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4b22c1b7bb, Class:  0, CF:0.010551, Len: 10, Fitness_tra: 0
Rule 42: 27bbce2477, Class:  1, CF:0.271461, Len: 10, Fitness_tra: 0
Rule 43: 4c772abb7b, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 0
Rule 44: b72b111b71, Class:  1, CF:0.438069, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 46: 1142c64bb2, Class:  0, CF:0.752755, Len: 10, Fitness_tra: 0
Rule 47: 4411862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 272153b744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41242371b7, Class:  1, CF:0.745935, Len: 10, Fitness_tra: 0
Rule 50: 27b1ce7711, Class:  1, CF:0.236679, Len: 10, Fitness_tra: 0
Rule 51: 71b1c17127, Class:  1, CF:0.403655, Len: 10, Fitness_tra: 0
Rule 52: b714ff1b21, Class:  1, CF:0.979907, Len: 10, Fitness_tra: 0
Rule 53: b121812414, Class:  1, CF:0.68197, Len: 10, Fitness_tra: 0
Rule 54: 0000b000c0, Class:  1, CF:0.869508, Len:  2, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 56: 497219712c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4874137272, Class:  1, CF:0.925951, Len: 10, Fitness_tra: 0
Rule 58: 7b24c97711, Class:  0, CF:0.408131, Len: 10, Fitness_tra: 0
Rule 59: b4b4117b71, Class:  1, CF:0.444151, Len: 10, Fitness_tra: 0
Rule 60: 7b4bc14212, Class:  1, CF:0.369366, Len: 10, Fitness_tra: 0
Rule 61: 4122161222, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 62: 71b4c1bbb7, Class:  0, CF:0.763316, Len: 10, Fitness_tra: 0
Rule 63: 11b4ce2242, Class:  0, CF:0.156622, Len: 10, Fitness_tra: 0
Rule 64: bb24114b47, Class:  1, CF:0.603548, Len: 10, Fitness_tra: 0
Rule 65: 1c42252bb2, Class:  0, CF:0.751446, Len: 10, Fitness_tra: 0
Rule 66: b277c1b441, Class:  0, CF:0.176511, Len: 10, Fitness_tra: 0
Rule 67: 4174231717, Class:  1, CF:0.722182, Len: 10, Fitness_tra: 0
Rule 68: b7472171b7, Class:  1, CF:0.0737941, Len: 10, Fitness_tra: 0
Rule 69: 12b41f7241, Class:  1, CF:0.886744, Len: 10, Fitness_tra: 0
Rule 70: 724451b4bb, Class:  1, CF:0.402483, Len: 10, Fitness_tra: 0
Rule 71: b1218974b1, Class:  1, CF:0.781667, Len: 10, Fitness_tra: 0
Rule 72: 74b75a74b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b27785bbb7, Class:  0, CF:0.378989, Len: 10, Fitness_tra: 0
Rule 74: 17b1c31421, Class:  0, CF:0.736735, Len: 10, Fitness_tra: 0
Rule 75: 7874494224, Class:  0, CF:0.804899, Len: 10, Fitness_tra: 0
Rule 76: 4172c114b1, Class:  0, CF:0.60274, Len: 10, Fitness_tra: 0
