------Generation 0------
Rule  1: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 72b7114422, Class:  1, CF:0.72308, Len: 10, Fitness_tra: 0
Rule 95: 4712c977b4, Class:  0, CF:0.999988, Len: 10, Fitness_tra: 0
Rule 96: b227131421, Class:  1, CF:0.973469, Len: 10, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 98: 4274114b44, Class:  1, CF:0.640781, Len: 10, Fitness_tra: 0
Rule 99: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule100: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.14118

------Generation 6------
Rule  1: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 22b11344b1, Class:  1, CF:0.934649, Len: 10, Fitness_tra: 0
Rule  3: 14b211b74b, Class:  1, CF:0.176515, Len: 10, Fitness_tra: 0
Rule  4: 27bb514744, Class:  1, CF:0.774355, Len: 10, Fitness_tra: 0
Rule  5: 71b4412222, Class:  1, CF:0.729416, Len: 10, Fitness_tra: 0
Rule  6: 242bc6442b, Class:  0, CF:0.919273, Len: 10, Fitness_tra: 0
Rule  7: 17222e4111, Class:  1, CF:0.790184, Len: 10, Fitness_tra: 0
Rule  8: 42b7262b12, Class:  1, CF:0.992141, Len: 10, Fitness_tra: 0
Rule  9: 44722a27b7, Class:  1, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 10: 15b1111744, Class:  1, CF:0.171157, Len: 10, Fitness_tra: 0
Rule 11: 217416b222, Class:  1, CF:0.996894, Len: 10, Fitness_tra: 0
Rule 12: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b141132241, Class:  1, CF:0.9438, Len: 10, Fitness_tra: 0
Rule 14: 4c7481b2b4, Class:  0, CF:0.734605, Len: 10, Fitness_tra: 0
Rule 15: 7c22c57144, Class:  0, CF:0.295362, Len: 10, Fitness_tra: 0
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72b1817bb1, Class:  0, CF:0.632068, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3200
Rule 19: 714183b1b2, Class:  0, CF:0.846373, Len: 10, Fitness_tra: 0
Rule 20: 1b11ca7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 72228f2477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b341191721, Class:  1, CF:0.951353, Len: 10, Fitness_tra: 0
Rule 23: 111115b111, Class:  0, CF:0.724792, Len: 10, Fitness_tra: 0
Rule 24: 4427492774, Class:  0, CF:0.174305, Len: 10, Fitness_tra: 0
Rule 25: 417b814144, Class:  1, CF:0.406245, Len: 10, Fitness_tra: 0
Rule 26: b12216427b, Class:  1, CF:0.998474, Len: 10, Fitness_tra: 0
Rule 27: 2171514224, Class:  1, CF:0.989068, Len: 10, Fitness_tra: 0
Rule 28: 17171eb474, Class:  0, CF:0.673042, Len: 10, Fitness_tra: 0
Rule 29: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 414b1a217b, Class:  1, CF:0.996253, Len: 10, Fitness_tra: 0
Rule 31: 727111421b, Class:  1, CF:0.795645, Len: 10, Fitness_tra: 0
Rule 32: 42427f24bb, Class:  1, CF:0.999629, Len: 10, Fitness_tra: 0
Rule 33: b1b2132277, Class:  1, CF:0.875785, Len: 10, Fitness_tra: 0
Rule 34: 7177c371b7, Class:  0, CF:0.796793, Len: 10, Fitness_tra: 0
Rule 35: bb14362241, Class:  1, CF:0.917193, Len: 10, Fitness_tra: 0
Rule 36: 214d59111b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b6144d1742, Class:  1, CF:0.85568, Len: 10, Fitness_tra: 0
Rule 38: b417214bb1, Class:  0, CF:0.351607, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 41: 117256bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b7716a241b, Class:  1, CF:0.999538, Len: 10, Fitness_tra: 0
Rule 43: 734bc3bc88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 17723f7b74, Class:  1, CF:0.999241, Len: 10, Fitness_tra: 0
Rule 45: 411b23211b, Class:  1, CF:0.290629, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 48: 2bb43f77b1, Class:  1, CF:0.099542, Len: 10, Fitness_tra: 0
Rule 49: 14242ab222, Class:  1, CF:0.999332, Len: 10, Fitness_tra: 0
Rule 50: 77715fb47b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 24726a4247, Class:  1, CF:0.998754, Len: 10, Fitness_tra: 0
Rule 52: 4274412b14, Class:  1, CF:0.0242373, Len: 10, Fitness_tra: 0
Rule 53: 121bce1417, Class:  0, CF:0.992726, Len: 10, Fitness_tra: 0
Rule 54: 4c2b114b42, Class:  1, CF:0.58538, Len: 10, Fitness_tra: 0
Rule 55: 7247117b27, Class:  1, CF:0.742856, Len: 10, Fitness_tra: 0
Rule 56: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 714753b477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2bb4c34177, Class:  0, CF:0.507959, Len: 10, Fitness_tra: 0
Rule 59: 1444132b4b, Class:  1, CF:0.807184, Len: 10, Fitness_tra: 0
Rule 60: b12241b221, Class:  1, CF:0.709922, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 64: 4b72562147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 67: 4c2161111b, Class:  1, CF:0.223187, Len: 10, Fitness_tra: 0
Rule 68: 422226b174, Class:  1, CF:0.996357, Len: 10, Fitness_tra: 0
Rule 69: 78bb11b242, Class:  1, CF:0.739407, Len: 10, Fitness_tra: 0
Rule 70: 472b1541b2, Class:  0, CF:0.314013, Len: 10, Fitness_tra: 0
Rule 71: b724c9227b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 73: 4b47567221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000400000, Class:  0, CF:0.849719, Len:  1, Fitness_tra: 125
Rule 75: 12b2c3bbb4, Class:  0, CF:0.914217, Len: 10, Fitness_tra: 0
Rule 76: 1114da727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1b4121b2b2, Class:  1, CF:0.751136, Len: 10, Fitness_tra: 0
Rule 78: 11422317b1, Class:  1, CF:0.50173, Len: 10, Fitness_tra: 0
Rule 79: b1475912b4, Class:  0, CF:0.615797, Len: 10, Fitness_tra: 0
Rule 80: 4712134144, Class:  1, CF:0.711846, Len: 10, Fitness_tra: 0
Rule 81: 117b517717, Class:  0, CF:0.29655, Len: 10, Fitness_tra: 0
Rule 82: 2147834141, Class:  0, CF:0.906059, Len: 10, Fitness_tra: 0
Rule 83: 2471567427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2272254117, Class:  0, CF:0.338877, Len: 10, Fitness_tra: 0
Rule 85: 15b781171b, Class:  0, CF:0.345824, Len: 10, Fitness_tra: 0
Rule 86: 22472e1714, Class:  0, CF:0.560867, Len: 10, Fitness_tra: 0
Rule 87: 28bb167471, Class:  1, CF:0.994724, Len: 10, Fitness_tra: 0
Rule 88: 487211bb41, Class:  1, CF:0.626219, Len: 10, Fitness_tra: 0
Rule 89: 2b74c6b4b2, Class:  0, CF:0.894078, Len: 10, Fitness_tra: 0
Rule 90: 0000080000, Class:  0, CF:0.908067, Len:  1, Fitness_tra: 594
Rule 91: 7377114424, Class:  1, CF:0.859509, Len: 10, Fitness_tra: 0
Rule 92: 4d424d17b1, Class:  0, CF:0.446685, Len: 10, Fitness_tra: 0
Rule 93: 1412231741, Class:  1, CF:0.162525, Len: 10, Fitness_tra: 0
Rule 94: 72b7114422, Class:  1, CF:0.72308, Len: 10, Fitness_tra: 0
Rule 95: 4712c977b4, Class:  0, CF:0.999988, Len: 10, Fitness_tra: 0
Rule 96: b227131421, Class:  1, CF:0.973469, Len: 10, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 98: 4274114b44, Class:  1, CF:0.640781, Len: 10, Fitness_tra: 0
Rule 99: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule100: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.14118

------Generation 7------
Rule  1: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 22b11344b1, Class:  1, CF:0.934649, Len: 10, Fitness_tra: 0
Rule  3: 14b211b74b, Class:  1, CF:0.176515, Len: 10, Fitness_tra: 0
Rule  4: 27bb514744, Class:  1, CF:0.774355, Len: 10, Fitness_tra: 0
Rule  5: 71b4412222, Class:  1, CF:0.729416, Len: 10, Fitness_tra: 0
Rule  6: 242bc6442b, Class:  0, CF:0.919273, Len: 10, Fitness_tra: 0
Rule  7: 17222e4111, Class:  1, CF:0.790184, Len: 10, Fitness_tra: 0
Rule  8: 42b7262b12, Class:  1, CF:0.992141, Len: 10, Fitness_tra: 0
Rule  9: 44722a27b7, Class:  1, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 10: 15b1111744, Class:  1, CF:0.171157, Len: 10, Fitness_tra: 0
Rule 11: 217416b222, Class:  1, CF:0.996894, Len: 10, Fitness_tra: 0
Rule 12: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b141132241, Class:  1, CF:0.9438, Len: 10, Fitness_tra: 0
Rule 14: 4c7481b2b4, Class:  0, CF:0.734605, Len: 10, Fitness_tra: 0
Rule 15: 7c22c57144, Class:  0, CF:0.295362, Len: 10, Fitness_tra: 0
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72b1817bb1, Class:  0, CF:0.632068, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3200
Rule 19: 714183b1b2, Class:  0, CF:0.846373, Len: 10, Fitness_tra: 0
Rule 20: 1b11ca7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 72228f2477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b341191721, Class:  1, CF:0.951353, Len: 10, Fitness_tra: 0
Rule 23: 111115b111, Class:  0, CF:0.724792, Len: 10, Fitness_tra: 0
Rule 24: 4427492774, Class:  0, CF:0.174305, Len: 10, Fitness_tra: 0
Rule 25: 417b814144, Class:  1, CF:0.406245, Len: 10, Fitness_tra: 0
Rule 26: b12216427b, Class:  1, CF:0.998474, Len: 10, Fitness_tra: 0
Rule 27: 2171514224, Class:  1, CF:0.989068, Len: 10, Fitness_tra: 0
Rule 28: 17171eb474, Class:  0, CF:0.673042, Len: 10, Fitness_tra: 0
Rule 29: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 414b1a217b, Class:  1, CF:0.996253, Len: 10, Fitness_tra: 0
Rule 31: 727111421b, Class:  1, CF:0.795645, Len: 10, Fitness_tra: 0
Rule 32: 42427f24bb, Class:  1, CF:0.999629, Len: 10, Fitness_tra: 0
Rule 33: b1b2132277, Class:  1, CF:0.875785, Len: 10, Fitness_tra: 0
Rule 34: 7177c371b7, Class:  0, CF:0.796793, Len: 10, Fitness_tra: 0
Rule 35: bb14362241, Class:  1, CF:0.917193, Len: 10, Fitness_tra: 0
Rule 36: 214d59111b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b6144d1742, Class:  1, CF:0.85568, Len: 10, Fitness_tra: 0
Rule 38: b417214bb1, Class:  0, CF:0.351607, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 41: 117256bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b7716a241b, Class:  1, CF:0.999538, Len: 10, Fitness_tra: 0
Rule 43: 734bc3bc88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 17723f7b74, Class:  1, CF:0.999241, Len: 10, Fitness_tra: 0
Rule 45: 411b23211b, Class:  1, CF:0.290629, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 48: 2bb43f77b1, Class:  1, CF:0.099542, Len: 10, Fitness_tra: 0
Rule 49: 14242ab222, Class:  1, CF:0.999332, Len: 10, Fitness_tra: 0
Rule 50: 77715fb47b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 24726a4247, Class:  1, CF:0.998754, Len: 10, Fitness_tra: 0
Rule 52: 4274412b14, Class:  1, CF:0.0242373, Len: 10, Fitness_tra: 0
Rule 53: 121bce1417, Class:  0, CF:0.992726, Len: 10, Fitness_tra: 0
Rule 54: 4c2b114b42, Class:  1, CF:0.58538, Len: 10, Fitness_tra: 0
Rule 55: 7247117b27, Class:  1, CF:0.742856, Len: 10, Fitness_tra: 0
Rule 56: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 714753b477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2bb4c34177, Class:  0, CF:0.507959, Len: 10, Fitness_tra: 0
Rule 59: 1444132b4b, Class:  1, CF:0.807184, Len: 10, Fitness_tra: 0
Rule 60: b12241b221, Class:  1, CF:0.709922, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 64: 4b72562147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 67: 4c2161111b, Class:  1, CF:0.223187, Len: 10, Fitness_tra: 0
Rule 68: 422226b174, Class:  1, CF:0.996357, Len: 10, Fitness_tra: 0
Rule 69: 78bb11b242, Class:  1, CF:0.739407, Len: 10, Fitness_tra: 0
Rule 70: 472b1541b2, Class:  0, CF:0.314013, Len: 10, Fitness_tra: 0
Rule 71: b724c9227b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 73: 4b47567221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000400000, Class:  0, CF:0.849719, Len:  1, Fitness_tra: 125
Rule 75: 12b2c3bbb4, Class:  0, CF:0.914217, Len: 10, Fitness_tra: 0
Rule 76: 1114da727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1b4121b2b2, Class:  1, CF:0.751136, Len: 10, Fitness_tra: 0
Rule 78: 11422317b1, Class:  1, CF:0.50173, Len: 10, Fitness_tra: 0
Rule 79: b1475912b4, Class:  0, CF:0.615797, Len: 10, Fitness_tra: 0
Rule 80: 4712134144, Class:  1, CF:0.711846, Len: 10, Fitness_tra: 0
Rule 81: 117b517717, Class:  0, CF:0.29655, Len: 10, Fitness_tra: 0
Rule 82: 2147834141, Class:  0, CF:0.906059, Len: 10, Fitness_tra: 0
Rule 83: 2471567427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2272254117, Class:  0, CF:0.338877, Len: 10, Fitness_tra: 0
Rule 85: 15b781171b, Class:  0, CF:0.345824, Len: 10, Fitness_tra: 0
Rule 86: 22472e1714, Class:  0, CF:0.560867, Len: 10, Fitness_tra: 0
Rule 87: 28bb167471, Class:  1, CF:0.994724, Len: 10, Fitness_tra: 0
Rule 88: 487211bb41, Class:  1, CF:0.626219, Len: 10, Fitness_tra: 0
Rule 89: 2b74c6b4b2, Class:  0, CF:0.894078, Len: 10, Fitness_tra: 0
Rule 90: 0000080000, Class:  0, CF:0.908067, Len:  1, Fitness_tra: 594
Rule 91: 7377114424, Class:  1, CF:0.859509, Len: 10, Fitness_tra: 0
Rule 92: 4d424d17b1, Class:  0, CF:0.446685, Len: 10, Fitness_tra: 0
Rule 93: 1412231741, Class:  1, CF:0.162525, Len: 10, Fitness_tra: 0
Rule 94: 72b7114422, Class:  1, CF:0.72308, Len: 10, Fitness_tra: 0
Rule 95: 4712c977b4, Class:  0, CF:0.999988, Len: 10, Fitness_tra: 0
Rule 96: b227131421, Class:  1, CF:0.973469, Len: 10, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 98: 4274114b44, Class:  1, CF:0.640781, Len: 10, Fitness_tra: 0
Rule 99: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule100: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.14118

------Generation 8------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3203
Rule  2: 0000080000, Class:  0, CF:0.908067, Len:  1, Fitness_tra: 594
Rule  3: 0000400000, Class:  0, CF:0.849719, Len:  1, Fitness_tra: 125
Rule  4: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 71b4412222, Class:  1, CF:0.729416, Len: 10, Fitness_tra: 0
Rule  6: 242bc6442b, Class:  0, CF:0.919273, Len: 10, Fitness_tra: 0
Rule  7: 17222e4111, Class:  1, CF:0.790184, Len: 10, Fitness_tra: 0
Rule  8: 42b7262b12, Class:  1, CF:0.992141, Len: 10, Fitness_tra: 0
Rule  9: 44722a27b7, Class:  1, CF:0.999744, Len: 10, Fitness_tra: 0
Rule 10: 15b1111744, Class:  1, CF:0.171157, Len: 10, Fitness_tra: 0
Rule 11: 217416b222, Class:  1, CF:0.996894, Len: 10, Fitness_tra: 0
Rule 12: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b141132241, Class:  1, CF:0.9438, Len: 10, Fitness_tra: 0
Rule 14: 4c7481b2b4, Class:  0, CF:0.734605, Len: 10, Fitness_tra: 0
Rule 15: 7c22c57144, Class:  0, CF:0.295362, Len: 10, Fitness_tra: 0
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72b1817bb1, Class:  0, CF:0.632068, Len: 10, Fitness_tra: 0
Rule 18: 22b11344b1, Class:  1, CF:0.934649, Len: 10, Fitness_tra: 0
Rule 19: 714183b1b2, Class:  0, CF:0.846373, Len: 10, Fitness_tra: 0
Rule 20: 1b11ca7744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 72228f2477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b341191721, Class:  1, CF:0.951353, Len: 10, Fitness_tra: 0
Rule 23: 111115b111, Class:  0, CF:0.724792, Len: 10, Fitness_tra: 0
Rule 24: 4427492774, Class:  0, CF:0.174305, Len: 10, Fitness_tra: 0
Rule 25: 417b814144, Class:  1, CF:0.406245, Len: 10, Fitness_tra: 0
Rule 26: b12216427b, Class:  1, CF:0.998474, Len: 10, Fitness_tra: 0
Rule 27: 2171514224, Class:  1, CF:0.989068, Len: 10, Fitness_tra: 0
Rule 28: 17171eb474, Class:  0, CF:0.673042, Len: 10, Fitness_tra: 0
Rule 29: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 414b1a217b, Class:  1, CF:0.996253, Len: 10, Fitness_tra: 0
Rule 31: 727111421b, Class:  1, CF:0.795645, Len: 10, Fitness_tra: 0
Rule 32: 42427f24bb, Class:  1, CF:0.999629, Len: 10, Fitness_tra: 0
Rule 33: b1b2132277, Class:  1, CF:0.875785, Len: 10, Fitness_tra: 0
Rule 34: 7177c371b7, Class:  0, CF:0.796793, Len: 10, Fitness_tra: 0
Rule 35: bb14362241, Class:  1, CF:0.917193, Len: 10, Fitness_tra: 0
Rule 36: 214d59111b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b6144d1742, Class:  1, CF:0.85568, Len: 10, Fitness_tra: 0
Rule 38: b417214bb1, Class:  0, CF:0.351607, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 41: 117256bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b7716a241b, Class:  1, CF:0.999538, Len: 10, Fitness_tra: 0
Rule 43: 734bc3bc88, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 17723f7b74, Class:  1, CF:0.999241, Len: 10, Fitness_tra: 0
Rule 45: 411b23211b, Class:  1, CF:0.290629, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 48: 2bb43f77b1, Class:  1, CF:0.099542, Len: 10, Fitness_tra: 0
Rule 49: 14242ab222, Class:  1, CF:0.999332, Len: 10, Fitness_tra: 0
Rule 50: 77715fb47b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 24726a4247, Class:  1, CF:0.998754, Len: 10, Fitness_tra: 0
Rule 52: 4274412b14, Class:  1, CF:0.0242373, Len: 10, Fitness_tra: 0
Rule 53: 121bce1417, Class:  0, CF:0.992726, Len: 10, Fitness_tra: 0
Rule 54: 4c2b114b42, Class:  1, CF:0.58538, Len: 10, Fitness_tra: 0
Rule 55: 7247117b27, Class:  1, CF:0.742856, Len: 10, Fitness_tra: 0
Rule 56: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 714753b477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2bb4c34177, Class:  0, CF:0.507959, Len: 10, Fitness_tra: 0
Rule 59: 1444132b4b, Class:  1, CF:0.807184, Len: 10, Fitness_tra: 0
Rule 60: b12241b221, Class:  1, CF:0.709922, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 64: 4b72562147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 67: 4c2161111b, Class:  1, CF:0.223187, Len: 10, Fitness_tra: 0
Rule 68: 422226b174, Class:  1, CF:0.996357, Len: 10, Fitness_tra: 0
Rule 69: 78bb11b242, Class:  1, CF:0.739407, Len: 10, Fitness_tra: 0
Rule 70: 472b1541b2, Class:  0, CF:0.314013, Len: 10, Fitness_tra: 0
Rule 71: b724c9227b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 73: 4b47567221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 14b211b74b, Class:  1, CF:0.176515, Len: 10, Fitness_tra: 0
Rule 75: 12b2c3bbb4, Class:  0, CF:0.914217, Len: 10, Fitness_tra: 0
Rule 76: 1114da727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1b4121b2b2, Class:  1, CF:0.751136, Len: 10, Fitness_tra: 0
Rule 78: 11422317b1, Class:  1, CF:0.50173, Len: 10, Fitness_tra: 0
Rule 79: b1475912b4, Class:  0, CF:0.615797, Len: 10, Fitness_tra: 0
Rule 80: 4712134144, Class:  1, CF:0.711846, Len: 10, Fitness_tra: 0
Rule 81: 1444f61242, Class:  1, CF:0.90305, Len: 10, Fitness_tra: 0
Rule 82: 45bc1f7722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: c8c7112111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 85: b84c334bb7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 86: 117b334b41, Class:  1, CF:0.879505, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 88: 2c21151b22, Class:  1, CF:0.855827, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 91: 444b132184, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 0070410b14, Class:  0, CF:0.136133, Len:  6, Fitness_tra: 0
Rule 93: 271b23b47b, Class:  1, CF:0.615936, Len: 10, Fitness_tra: 0
Rule 94: 4172c37197, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 1b1736b244, Class:  1, CF:0.955336, Len: 10, Fitness_tra: 0
Rule 96: 17b7cf7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0b04034073, Class:  1, CF:0.153396, Len:  6, Fitness_tra: 0
Rule 98: b12416b221, Class:  1, CF:0.997006, Len: 10, Fitness_tra: 0
Rule 99: 00c0000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule100: 4b421621bb, Class:  1, CF:0.984365, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.1523
------Result------
Miss_rate(tra)	:10.1523
Miss_rate(tst)	:10.2377
ARL				:8.1875

------Generation 9------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3203
Rule  2: 0000080000, Class:  0, CF:0.908067, Len:  1, Fitness_tra: 594
Rule  3: 0000400000, Class:  0, CF:0.849719, Len:  1, Fitness_tra: 125
Rule  4: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
