------Generation 0------
Rule  1: 1212b2b, Class:  0, CF:0.81631, Len:  7, Fitness_tra: 0
Rule 76: 1a54261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55521e5, Class:  0, CF:0.473321, Len:  7, Fitness_tra: 0
Rule 78: 1112111, Class:  0, CF:0.110341, Len:  7, Fitness_tra: 0
Rule 79: 3131233, Class:  1, CF:0.399344, Len:  7, Fitness_tra: 0
Rule 80: 8514115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1351831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 83: 1111192, Class:  0, CF:0.819574, Len:  7, Fitness_tra: 0
Rule 84: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 85: 5111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1312111, Class:  1, CF:0.401052, Len:  7, Fitness_tra: 0
Rule 87: 5a51211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911431, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: 00000e0, Class:  0, CF:0.931528, Len:  1, Fitness_tra: 3
Rule 90: 193c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131156d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5000005, Class:  0, CF:0.349982, Len:  2, Fitness_tra: 0
Rule 93: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 94: 26121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: da12115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1394235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2351861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 99: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 0
Rule100: 2144712, Class:  0, CF:0.886967, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20
------Result------
Miss_rate(tra)	:20
Miss_rate(tst)	:18.1818
ARL				:4.09459

------Generation 7------
Rule  1: 1212b2b, Class:  0, CF:0.81631, Len:  7, Fitness_tra: 0
Rule  2: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 28
Rule  3: d111768, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule  5: 1551411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  6: 115476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d121211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 21512e2, Class:  0, CF:0.705501, Len:  7, Fitness_tra: 0
Rule  9: 1111112, Class:  0, CF:0.170369, Len:  7, Fitness_tra: 0
Rule 10: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 11: 3131111, Class:  1, CF:0.444242, Len:  7, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 13: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 14: 51d4235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000007, Class:  0, CF:0.700006, Len:  1, Fitness_tra: 6
Rule 16: 19d1491, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 19: 1e11131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 20: 1217b2b, Class:  0, CF:0.711086, Len:  7, Fitness_tra: 0
Rule 21: 5152215, Class:  0, CF:0.99275, Len:  7, Fitness_tra: 0
Rule 22: 1134b31, Class:  1, CF:0.0789287, Len:  7, Fitness_tra: 0
Rule 23: 0604700, Class:  1, CF:0.229645, Len:  3, Fitness_tra: 0
Rule 24: 939b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c600000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 26: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 27: d1d419d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 1114215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 1957131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1121112, Class:  0, CF:0.668776, Len:  7, Fitness_tra: 0
Rule 31: 112741b, Class:  0, CF:0.674276, Len:  7, Fitness_tra: 0
Rule 32: de12295, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 0004000, Class:  0, CF:0.790766, Len:  1, Fitness_tra: 5
Rule 34: 5191535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21174e2, Class:  0, CF:0.999617, Len:  7, Fitness_tra: 0
Rule 36: 00b0000, Class:  0, CF:0.365262, Len:  1, Fitness_tra: 0
Rule 37: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 38: 5158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 40: ded2231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 42: d1d411d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 43: 56814e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1121132, Class:  1, CF:0.155721, Len:  7, Fitness_tra: 0
Rule 45: 1152131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 47: d1dc81d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 060000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 50: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 51: 2111114, Class:  0, CF:0.580933, Len:  7, Fitness_tra: 0
Rule 52: 1311511, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 53: 2841224, Class:  0, CF:0.916888, Len:  7, Fitness_tra: 0
Rule 54: 215111d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 55: 5e544e1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 2222712, Class:  0, CF:0.939935, Len:  7, Fitness_tra: 0
Rule 57: d314135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3111211, Class:  1, CF:0.0212963, Len:  7, Fitness_tra: 0
Rule 59: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 61: 135b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 9
Rule 63: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 64: 07000b0, Class:  1, CF:0.370703, Len:  2, Fitness_tra: 0
Rule 65: 1157411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 2ed2232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 68: 2c1171b, Class:  0, CF:0.736498, Len:  7, Fitness_tra: 0
Rule 69: 000c000, Class:  0, CF:0.88216, Len:  1, Fitness_tra: 4
Rule 70: 1114165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5311231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1142422, Class:  0, CF:0.888037, Len:  7, Fitness_tra: 0
Rule 73: 2111195, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 74: 5112215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 76: 1a54261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55521e5, Class:  0, CF:0.473321, Len:  7, Fitness_tra: 0
Rule 78: 1112111, Class:  0, CF:0.110341, Len:  7, Fitness_tra: 0
Rule 79: 3131233, Class:  1, CF:0.399344, Len:  7, Fitness_tra: 0
Rule 80: 8514115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1351831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 83: 1111192, Class:  0, CF:0.819574, Len:  7, Fitness_tra: 0
Rule 84: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 85: 5111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1312111, Class:  1, CF:0.401052, Len:  7, Fitness_tra: 0
Rule 87: 5a51211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911431, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: 00000e0, Class:  0, CF:0.931528, Len:  1, Fitness_tra: 3
Rule 90: 193c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131156d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5000005, Class:  0, CF:0.349982, Len:  2, Fitness_tra: 0
Rule 93: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 94: 26121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: da12115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1394235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2351861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 99: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 0
Rule100: 2144712, Class:  0, CF:0.886967, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20
------Result------
Miss_rate(tra)	:20
Miss_rate(tst)	:18.1818
ARL				:4.09459

------Generation 8------
Rule  1: 1212b2b, Class:  0, CF:0.81631, Len:  7, Fitness_tra: 0
Rule  2: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 28
Rule  3: d111768, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule  5: 1551411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  6: 115476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d121211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 21512e2, Class:  0, CF:0.705501, Len:  7, Fitness_tra: 0
Rule  9: 1111112, Class:  0, CF:0.170369, Len:  7, Fitness_tra: 0
Rule 10: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 11: 3131111, Class:  1, CF:0.444242, Len:  7, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 13: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 14: 51d4235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000007, Class:  0, CF:0.700006, Len:  1, Fitness_tra: 6
Rule 16: 19d1491, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 19: 1e11131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 20: 1217b2b, Class:  0, CF:0.711086, Len:  7, Fitness_tra: 0
Rule 21: 5152215, Class:  0, CF:0.99275, Len:  7, Fitness_tra: 0
Rule 22: 1134b31, Class:  1, CF:0.0789287, Len:  7, Fitness_tra: 0
Rule 23: 0604700, Class:  1, CF:0.229645, Len:  3, Fitness_tra: 0
Rule 24: 939b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c600000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 26: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 27: d1d419d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 1114215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 1957131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1121112, Class:  0, CF:0.668776, Len:  7, Fitness_tra: 0
Rule 31: 112741b, Class:  0, CF:0.674276, Len:  7, Fitness_tra: 0
Rule 32: de12295, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 0004000, Class:  0, CF:0.790766, Len:  1, Fitness_tra: 5
Rule 34: 5191535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21174e2, Class:  0, CF:0.999617, Len:  7, Fitness_tra: 0
Rule 36: 00b0000, Class:  0, CF:0.365262, Len:  1, Fitness_tra: 0
Rule 37: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 38: 5158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 40: ded2231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 42: d1d411d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 43: 56814e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1121132, Class:  1, CF:0.155721, Len:  7, Fitness_tra: 0
Rule 45: 1152131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 47: d1dc81d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 060000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 50: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 51: 2111114, Class:  0, CF:0.580933, Len:  7, Fitness_tra: 0
Rule 52: 1311511, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 53: 2841224, Class:  0, CF:0.916888, Len:  7, Fitness_tra: 0
Rule 54: 215111d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 55: 5e544e1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 2222712, Class:  0, CF:0.939935, Len:  7, Fitness_tra: 0
Rule 57: d314135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3111211, Class:  1, CF:0.0212963, Len:  7, Fitness_tra: 0
Rule 59: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 61: 135b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 9
Rule 63: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 64: 07000b0, Class:  1, CF:0.370703, Len:  2, Fitness_tra: 0
Rule 65: 1157411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 2ed2232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 68: 2c1171b, Class:  0, CF:0.736498, Len:  7, Fitness_tra: 0
Rule 69: 000c000, Class:  0, CF:0.88216, Len:  1, Fitness_tra: 4
Rule 70: 1114165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5311231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1142422, Class:  0, CF:0.888037, Len:  7, Fitness_tra: 0
Rule 73: 2111195, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 74: 5112215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 76: 1a54261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55521e5, Class:  0, CF:0.473321, Len:  7, Fitness_tra: 0
Rule 78: 1112111, Class:  0, CF:0.110341, Len:  7, Fitness_tra: 0
Rule 79: 3131233, Class:  1, CF:0.399344, Len:  7, Fitness_tra: 0
Rule 80: 8514115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1351831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 83: 1111192, Class:  0, CF:0.819574, Len:  7, Fitness_tra: 0
Rule 84: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 85: 5111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1312111, Class:  1, CF:0.401052, Len:  7, Fitness_tra: 0
Rule 87: 5a51211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911431, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: 00000e0, Class:  0, CF:0.931528, Len:  1, Fitness_tra: 3
Rule 90: 193c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131156d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5000005, Class:  0, CF:0.349982, Len:  2, Fitness_tra: 0
Rule 93: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 94: 26121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: da12115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1394235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2351861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 99: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 0
Rule100: 2144712, Class:  0, CF:0.886967, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20
------Result------
Miss_rate(tra)	:20
Miss_rate(tst)	:18.1818
ARL				:4.09459

------Generation 9------
Rule  1: 1212b2b, Class:  0, CF:0.81631, Len:  7, Fitness_tra: 0
Rule  2: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 28
Rule  3: d111768, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule  5: 1551411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  6: 115476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d121211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  8: 21512e2, Class:  0, CF:0.705501, Len:  7, Fitness_tra: 0
Rule  9: 1111112, Class:  0, CF:0.170369, Len:  7, Fitness_tra: 0
Rule 10: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 11: 3131111, Class:  1, CF:0.444242, Len:  7, Fitness_tra: 0
Rule 12: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 13: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 14: 51d4235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000007, Class:  0, CF:0.700006, Len:  1, Fitness_tra: 6
Rule 16: 19d1491, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 18: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 19: 1e11131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 20: 1217b2b, Class:  0, CF:0.711086, Len:  7, Fitness_tra: 0
Rule 21: 5152215, Class:  0, CF:0.99275, Len:  7, Fitness_tra: 0
Rule 22: 1134b31, Class:  1, CF:0.0789287, Len:  7, Fitness_tra: 0
Rule 23: 0604700, Class:  1, CF:0.229645, Len:  3, Fitness_tra: 0
Rule 24: 939b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c600000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 26: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 27: d1d419d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 1114215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 29: 1957131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1121112, Class:  0, CF:0.668776, Len:  7, Fitness_tra: 0
Rule 31: 112741b, Class:  0, CF:0.674276, Len:  7, Fitness_tra: 0
Rule 32: de12295, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 33: 0004000, Class:  0, CF:0.790766, Len:  1, Fitness_tra: 5
Rule 34: 5191535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21174e2, Class:  0, CF:0.999617, Len:  7, Fitness_tra: 0
Rule 36: 00b0000, Class:  0, CF:0.365262, Len:  1, Fitness_tra: 0
Rule 37: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 38: 5158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 40: ded2231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 42: d1d411d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 43: 56814e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1121132, Class:  1, CF:0.155721, Len:  7, Fitness_tra: 0
Rule 45: 1152131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 47: d1dc81d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 060000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 50: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 51: 2111114, Class:  0, CF:0.580933, Len:  7, Fitness_tra: 0
Rule 52: 1311511, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 53: 2841224, Class:  0, CF:0.916888, Len:  7, Fitness_tra: 0
Rule 54: 215111d, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 55: 5e544e1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 2222712, Class:  0, CF:0.939935, Len:  7, Fitness_tra: 0
Rule 57: d314135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3111211, Class:  1, CF:0.0212963, Len:  7, Fitness_tra: 0
Rule 59: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 60: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 61: 135b735, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 9
Rule 63: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 64: 07000b0, Class:  1, CF:0.370703, Len:  2, Fitness_tra: 0
Rule 65: 1157411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 2ed2232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 5050008, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 68: 2c1171b, Class:  0, CF:0.736498, Len:  7, Fitness_tra: 0
Rule 69: 000c000, Class:  0, CF:0.88216, Len:  1, Fitness_tra: 4
Rule 70: 1114165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5311231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1142422, Class:  0, CF:0.888037, Len:  7, Fitness_tra: 0
Rule 73: 2111195, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 74: 5112215, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 75: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 76: 1a54261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 55521e5, Class:  0, CF:0.473321, Len:  7, Fitness_tra: 0
Rule 78: 1112111, Class:  0, CF:0.110341, Len:  7, Fitness_tra: 0
Rule 79: 3131233, Class:  1, CF:0.399344, Len:  7, Fitness_tra: 0
Rule 80: 8514115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1351831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 83: 1111192, Class:  0, CF:0.819574, Len:  7, Fitness_tra: 0
Rule 84: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule 85: 5111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1312111, Class:  1, CF:0.401052, Len:  7, Fitness_tra: 0
Rule 87: 5a51211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1911431, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: 00000e0, Class:  0, CF:0.931528, Len:  1, Fitness_tra: 3
Rule 90: 193c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131156d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5000005, Class:  0, CF:0.349982, Len:  2, Fitness_tra: 0
Rule 93: d000400, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 94: 26121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: da12115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1394235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2351861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000f, Class:  1, CF:0.400749, Len:  1, Fitness_tra: 0
Rule 99: 0007000, Class:  0, CF:0.724134, Len:  1, Fitness_tra: 0
Rule100: 2144712, Class:  0, CF:0.886967, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20
------Result------
Miss_rate(tra)	:20
Miss_rate(tst)	:18.1818
ARL				:4.09459

------Generation 10------
Rule  1: 1212b2b, Class:  0, CF:0.81631, Len:  7, Fitness_tra: 0
Rule  2: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 28
Rule  3: d111768, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0000000, Class:  0, CF:0.6, Len:  0, Fitness_tra: 0
Rule  5: 1551411, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  6: 115476d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: d121211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
