------Generation 0------
Rule  1: e131ad2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 553a811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 21fa512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1163112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 41ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 15af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 1313155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 556f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: e31f5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000d0, Class:  0, CF:0.241566, Len:  1, Fitness_tra: 40
Rule 82: bd36151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 116f522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11ff521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 353111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 813f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2936133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 1511dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 14fdd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e15a192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 84cf721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21fd311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0930100, Class:  1, CF:0.957684, Len:  3, Fitness_tra: 0
Rule 96: 13a7754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 318485e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21af131, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 21fa165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0101110, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.63036
------Result------
Miss_rate(tra)	:3.63036
Miss_rate(tst)	:6.06061
ARL				:5.31034

------Generation 8------
Rule  1: 00e01b0, Class:  0, CF:0.414722, Len:  3, Fitness_tra: 144
Rule  2: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 73
Rule  3: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 16
Rule  4: 0000e00, Class:  1, CF:0.962663, Len:  1, Fitness_tra: 8
Rule  5: 21af101, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule  6: e131ad2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1da1d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 191f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 31ff11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 316a3e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 25f1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 22cd51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8516d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: adf613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11f6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 186f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 18: 116f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21af131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 126f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 113f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 156a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21fa166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5166531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31ff112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 113a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 54ffd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 193f199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 14ffd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19a6113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1136163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c561525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 8563551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91f3313, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 36: 1116121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 37: 51aa128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1bafe11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 15aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 91a3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e1a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d5f3551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1d6a151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 116fd58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 551a3c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85a1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5d33111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 11a6913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 50: 11fa581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 15ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: 13a3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 61f6351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 35131e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1daf31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81fa882, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 193a113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 84a6115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1113131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 55aad21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e16a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3122, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 1616112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51fa51e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 156f1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 0
Rule 67: 453a591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1163395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1236933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d33181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 2b6f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 113f1c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 553a811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 21fa512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1163112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 41ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 15af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 1313155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 556f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: e31f5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000d0, Class:  0, CF:0.241566, Len:  1, Fitness_tra: 40
Rule 82: bd36151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 116f522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11ff521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 353111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 813f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2936133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 1511dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 14fdd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e15a192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 84cf721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21fd311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0930100, Class:  1, CF:0.957684, Len:  3, Fitness_tra: 0
Rule 96: 13a7754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 318485e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21af131, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 21fa165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0101110, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.63036
------Result------
Miss_rate(tra)	:3.63036
Miss_rate(tst)	:6.06061
ARL				:5.31034

------Generation 9------
Rule  1: 00e01b0, Class:  0, CF:0.414722, Len:  3, Fitness_tra: 144
Rule  2: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 73
Rule  3: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 16
Rule  4: 0000e00, Class:  1, CF:0.962663, Len:  1, Fitness_tra: 8
Rule  5: 21af101, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule  6: e131ad2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1da1d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 191f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 31ff11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 316a3e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 25f1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 22cd51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8516d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: adf613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11f6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 186f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 18: 116f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21af131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 126f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 113f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 156a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21fa166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5166531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31ff112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 113a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 54ffd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 193f199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 14ffd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19a6113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1136163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c561525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 8563551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91f3313, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 36: 1116121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 37: 51aa128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1bafe11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 15aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 91a3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e1a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d5f3551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1d6a151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 116fd58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 551a3c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85a1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5d33111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 11a6913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 50: 11fa581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 15ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: 13a3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 61f6351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 35131e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1daf31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81fa882, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 193a113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 84a6115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1113131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 55aad21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e16a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3122, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 1616112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51fa51e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 156f1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 0
Rule 67: 453a591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1163395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1236933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d33181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 2b6f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 113f1c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 553a811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 21fa512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1163112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 41ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 15af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 1313155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 556f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: e31f5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000d0, Class:  0, CF:0.241566, Len:  1, Fitness_tra: 40
Rule 82: bd36151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 116f522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11ff521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 353111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 813f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2936133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 1511dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 14fdd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e15a192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 84cf721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21fd311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0930100, Class:  1, CF:0.957684, Len:  3, Fitness_tra: 0
Rule 96: 13a7754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 318485e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21af131, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 21fa165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0101110, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.63036
------Result------
Miss_rate(tra)	:3.63036
Miss_rate(tst)	:6.06061
ARL				:5.31034

------Generation 10------
Rule  1: 00e01b0, Class:  0, CF:0.414722, Len:  3, Fitness_tra: 144
Rule  2: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 73
Rule  3: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 16
Rule  4: 0000e00, Class:  1, CF:0.962663, Len:  1, Fitness_tra: 8
Rule  5: 21af101, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule  6: e131ad2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1da1d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 191f111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 31ff11e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 316a3e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 25f1d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 22cd51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8516d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: adf613e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11f6d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 186f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 18: 116f155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21af131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 21: 126f311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 22: 113f125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 156a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21fa166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5166531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31ff112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 113a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 54ffd21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 193f199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 14ffd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19a6113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1136163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c561525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 8563551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 91f3313, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 36: 1116121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 37: 51aa128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1bafe11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 15aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 91a3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e1a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d5f3551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1d6a151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 116fd58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 551a3c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85a1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 5d33111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 11a6913, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000, Class:  1, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 50: 11fa581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 15ff111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: 13a3111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 61f6351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 35131e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1daf31e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 81fa882, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 193a113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 84a6115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1113131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 60: 55aad21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: e16a152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11a3122, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 1616112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 51fa51e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 156f1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 66: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 0
Rule 67: 453a591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1163395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1236933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d33181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 2b6f115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 113f1c1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 553a811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 21fa512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1163112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 41ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 15af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 1313155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 556f112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: e31f5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000d0, Class:  0, CF:0.241566, Len:  1, Fitness_tra: 40
Rule 82: bd36151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 116f522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11ff521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 25aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 86: 353111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 813f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2936133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11a3111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 1511dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 14fdd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e15a192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 84cf721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21fd311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0930100, Class:  1, CF:0.957684, Len:  3, Fitness_tra: 0
Rule 96: 13a7754, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 318485e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21af131, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 21fa165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0101110, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.63036
------Result------
Miss_rate(tra)	:3.63036
Miss_rate(tst)	:6.06061
ARL				:5.31034

------Generation 20------
Rule  1: 00e01b0, Class:  0, CF:0.414722, Len:  3, Fitness_tra: 144
Rule  2: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 73
Rule  3: 0000600, Class:  0, CF:0.281724, Len:  1, Fitness_tra: 16
Rule  4: 0000e00, Class:  1, CF:0.962663, Len:  1, Fitness_tra: 8
