------Generation 0------
Rule  1: 95ffd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 45a1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 113fe21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 111ad22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 11f6133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 17f1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256a311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 19a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 151a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39ba191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: ddaf221, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 8113928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1131115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 451a1c2, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 1136512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11f3521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15ff511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15a3555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 21a3112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 89: 85fa182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 90: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 91: 81aadde, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 19ba191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 21a5311, Class:  0, CF:  1, Len:  7, Fitness_tra: 1
Rule 94: 2109010, Class:  0, CF:0.0449371, Len:  4, Fitness_tra: 120
Rule 95: e1f1421, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 96: 8d1a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0087d14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: e3fa124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00401dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 116c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:4.30464
------Result------
Miss_rate(tra)	:4.30464
Miss_rate(tst)	:0
ARL				:4.83784

------Generation 8------
Rule  1: 2109010, Class:  0, CF:0.0449371, Len:  4, Fitness_tra: 114
Rule  2: 000000d, Class:  0, CF:0.952475, Len:  1, Fitness_tra: 86
Rule  3: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 34
Rule  4: 0000600, Class:  0, CF:0.267449, Len:  1, Fitness_tra: 19
Rule  5: 00000d4, Class:  0, CF:0.186601, Len:  2, Fitness_tra: 8
Rule  6: 0000900, Class:  1, CF:0.892114, Len:  1, Fitness_tra: 5
Rule  7: 0000a00, Class:  0, CF:0.270298, Len:  1, Fitness_tra: 1
Rule  8: 21a5311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 1131134, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 10: 21aa131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 41ff588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e3f1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1161225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 25fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 15: 111f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 16: 211a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 1136151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 113a921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1131916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1166d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 196f311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 553a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 11af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1176191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1136215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9df1531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e1af511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7161521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1116211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 30: 81fa5d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: ed161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1216588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 34: 91fae31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11fad18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 15661e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e3aa1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 39: 1516131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 3a66151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 116ae21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9131815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 151a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 5531d2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 151f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 251fd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 283ad15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d1a15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 75ff551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1f6333, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 15aa181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: 11ff151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d1f111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 33411d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 21a6522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55fa533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 15a6dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 60: 1511919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 62: 113f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 5563912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 65: 8116d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 451a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 45a1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 113fe21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 111ad22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 11f6133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 17f1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256a311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 19a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 151a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39ba191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: ddaf221, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1116591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 83: 513a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 1b111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1116515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 87: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 88: 1133e41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19b3191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21aa152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 60401d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e10a011, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 0903928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5531d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8d1a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1a60311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61f9918, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 98: 1511701, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 051f081, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: e000000, Class:  1, CF:0.275439, Len:  1, Fitness_tra: -9
------Current------
Miss_rate(tra)	:7.28477
------Result------
Miss_rate(tra)	:7.28477
Miss_rate(tst)	:5.88235
ARL				:4.60526

------Generation 9------
Rule  1: 2109010, Class:  0, CF:0.0449371, Len:  4, Fitness_tra: 114
Rule  2: 000000d, Class:  0, CF:0.952475, Len:  1, Fitness_tra: 86
Rule  3: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 34
Rule  4: 0000600, Class:  0, CF:0.267449, Len:  1, Fitness_tra: 19
Rule  5: 00000d4, Class:  0, CF:0.186601, Len:  2, Fitness_tra: 8
Rule  6: 0000900, Class:  1, CF:0.892114, Len:  1, Fitness_tra: 5
Rule  7: 0000a00, Class:  0, CF:0.270298, Len:  1, Fitness_tra: 1
Rule  8: 21a5311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 1131134, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 10: 21aa131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 41ff588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e3f1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1161225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 25fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 15: 111f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 16: 211a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 1136151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 113a921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1131916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1166d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 196f311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 553a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 11af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1176191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1136215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9df1531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e1af511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7161521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1116211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 30: 81fa5d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: ed161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1216588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 34: 91fae31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11fad18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 15661e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e3aa1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 39: 1516131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 3a66151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 116ae21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9131815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 151a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 5531d2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 151f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 251fd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 283ad15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d1a15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 75ff551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1f6333, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 15aa181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: 11ff151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d1f111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 33411d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 21a6522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55fa533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 15a6dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 60: 1511919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 62: 113f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 5563912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 65: 8116d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 451a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 45a1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 113fe21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 111ad22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 11f6133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 17f1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256a311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 19a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 151a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39ba191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: ddaf221, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1116591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 83: 513a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 1b111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1116515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 87: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 88: 1133e41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19b3191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21aa152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 60401d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e10a011, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 0903928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5531d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8d1a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1a60311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61f9918, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 98: 1511701, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 99: 051f081, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule100: e000000, Class:  1, CF:0.275439, Len:  1, Fitness_tra: -9
------Current------
Miss_rate(tra)	:7.28477
------Result------
Miss_rate(tra)	:7.28477
Miss_rate(tst)	:5.88235
ARL				:4.60526

------Generation 10------
Rule  1: 2109010, Class:  0, CF:0.0449371, Len:  4, Fitness_tra: 114
Rule  2: 000000d, Class:  0, CF:0.952475, Len:  1, Fitness_tra: 86
Rule  3: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 34
Rule  4: 0000600, Class:  0, CF:0.267449, Len:  1, Fitness_tra: 19
Rule  5: 00000d4, Class:  0, CF:0.186601, Len:  2, Fitness_tra: 8
Rule  6: 0000900, Class:  1, CF:0.892114, Len:  1, Fitness_tra: 5
Rule  7: 0000a00, Class:  0, CF:0.270298, Len:  1, Fitness_tra: 1
Rule  8: 21a5311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 1131134, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 10: 21aa131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 11: 41ff588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: e3f1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1161225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 25fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 15: 111f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 16: 211a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 1136151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 113a921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1131916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1166d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 196f311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 553a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 11af111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1176191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1136215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 9df1531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: e1af511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7161521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1116211, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 30: 81fa5d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: ed161e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1216588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 34: 91fae31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11fad18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 15661e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e3aa1d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 39: 1516131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 3a66151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 116ae21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9131815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 151a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 5531d2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 151f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 46: 251fd15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 283ad15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d1a15d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 75ff551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: e1f6333, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 15aa181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: 11ff151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d1f111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 33411d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1131911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 21a6522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55fa533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 15a6dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 60: 1511919, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 62: 113f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 63: 5563912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 65: 8116d22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 451a111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 45a1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 113fe21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 111ad22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 11f6133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 71: 11ffd51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 17f1911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 74: 0a00a0d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 256a311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 76: 19a1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 151a511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 39ba191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 80: ddaf221, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 1116591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 83: 513a121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 84: 1b111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1116515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 87: 0000000, Class:  0, CF:1.11022e-16, Len:  0, Fitness_tra: 0
Rule 88: 1133e41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 19b3191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 21aa152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 60401d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e10a011, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 0903928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5531d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8d1a5c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1a60311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 61f9918, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 98: 1511701, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
