------Generation 0------
Rule  1: 000c60c000500, Class:  1, CF:0.178576, Len:  4, Fitness_tra: -4
Rule 97: a000038030d53, Class: 10, CF:0.441447, Len:  7, Fitness_tra: -2
Rule 98: 0300000005000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0002000400e04, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6318a104058d5, Class:  1, CF:  1, Len: 11, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.8283
------Result------
Miss_rate(tra)	:82.8283
Miss_rate(tst)	:81.8182
ARL				:6.4

------Generation 6------
Rule  1: 0000e0000800c, Class:  7, CF:0.352233, Len:  3, Fitness_tra: 18
Rule  2: 0000a0040000d, Class:  0, CF:0.831904, Len:  3, Fitness_tra: 14
Rule  3: 000d0050a000d, Class:  2, CF:0.902511, Len:  4, Fitness_tra: 6
Rule  4: 000c0e0000900, Class:  6, CF:0.997815, Len:  3, Fitness_tra: 4
Rule  5: 61125d11ad515, Class:  7, CF:  1, Len: 13, Fitness_tra: 2
Rule  6: 0205211e10020, Class:  2, CF:0.59603, Len:  8, Fitness_tra: 3
Rule  7: 000ec400000cd, Class:  3, CF:0.510168, Len:  5, Fitness_tra: 10
Rule  8: 11ad5111c52d6, Class:  4, CF:  1, Len: 13, Fitness_tra: 0
Rule  9: 000080e90000c, Class:  9, CF:0.981218, Len:  4, Fitness_tra: 1
Rule 10: 000d5000058e0, Class:  6, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: 000d000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 0800d3c980000, Class:  8, CF:  1, Len:  6, Fitness_tra: 1
Rule 13: 0002000400e0e, Class:  6, CF:0.878754, Len:  4, Fitness_tra: 1
Rule 14: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 161d11113981e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000830030570, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000080e000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000080d0d53, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 71325d1585251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0009006004000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 22b11311c5915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: f97d525181832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000400000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3979512125321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0004000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000c0e0000e00, Class:  6, CF:0.998381, Len:  3, Fitness_tra: 0
Rule 33: 000c000c80000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a663152515129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6aad5d31d5c8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000005040ed0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03070f6200539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f9bcd852151c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0004000000de0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000d00000e000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0003006004000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000e20e5d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4231552121885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0008003000024, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 77782d61e1d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000500002000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 61fdd35515851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b265211e18125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000d300800000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4228e9c12991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111d2131111d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000308000d40, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 27b839c829953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1aa2511e121c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42731222e131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3378511362d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 171118353511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000803000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 63155158118d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: fa325165128d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b1423561922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 41b1311b1111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1af5559c11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f3b115919dd2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000c00000e000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71f981c321311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000300c0000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000000a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b4734cc5e5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000809005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71119514c5e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b21c111159828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1329518c5125d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3614131d58111, Class:  1, CF:0.120691, Len: 13, Fitness_tra: -11
Rule 82: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000205, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000ec400000cd, Class:  3, CF:0.510168, Len:  0, Fitness_tra: 0
Rule 85: 3311113158123, Class:  1, CF:0.149474, Len: 13, Fitness_tra: 4
Rule 86: 124c319811861, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 42411515e9998, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000e00c050, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0002000000030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1471c2c5195d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000a0040020e, Class:  0, CF:0.891646, Len:  4, Fitness_tra: 0
Rule 93: 00090080e000d, Class:  1, CF:0.37477, Len:  4, Fitness_tra: 0
Rule 94: 0307006200020, Class:  7, CF:0.189721, Len:  5, Fitness_tra: -38
Rule 95: 100000c015851, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 61a25dddad515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0301ec002081c, Class:  7, CF:0.670171, Len:  8, Fitness_tra: 1
Rule 98: 2a005030d5c8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 100d5104c5206, Class:  4, CF:  1, Len:  9, Fitness_tra: 4
Rule100: 00b0305849ad0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.2873
------Result------
Miss_rate(tra)	:84.2873
Miss_rate(tst)	:84.8485
ARL				:6.38095

------Generation 7------
Rule  1: 0000e0000800c, Class:  7, CF:0.352233, Len:  3, Fitness_tra: 20
Rule  2: 0000a0040000d, Class:  0, CF:0.831904, Len:  3, Fitness_tra: 14
Rule  3: 000ec400000cd, Class:  3, CF:0.510168, Len:  5, Fitness_tra: 3
Rule  4: 000d0050a000d, Class:  2, CF:0.902511, Len:  4, Fitness_tra: 6
Rule  5: 100d5104c5206, Class:  4, CF:  1, Len:  9, Fitness_tra: 6
Rule  6: 3311113158123, Class:  1, CF:0.149474, Len: 13, Fitness_tra: 1
Rule  7: 000c0e0000900, Class:  6, CF:0.997815, Len:  3, Fitness_tra: 4
Rule  8: 0205211e10020, Class:  2, CF:0.59603, Len:  8, Fitness_tra: 3
Rule  9: 61125d11ad515, Class:  7, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 000d5000058e0, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 000d000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 0800d3c980000, Class:  8, CF:  1, Len:  6, Fitness_tra: 1
Rule 13: 0002000400e0e, Class:  6, CF:0.878754, Len:  4, Fitness_tra: 1
Rule 14: 000080e90000c, Class:  9, CF:0.981218, Len:  4, Fitness_tra: 5
Rule 15: 0301ec002081c, Class:  7, CF:0.670171, Len:  8, Fitness_tra: 1
Rule 16: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000830030570, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000080e000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000080d0d53, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 71325d1585251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0009006004000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 22b11311c5915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: f97d525181832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000400000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3979512125321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0004000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000c0e0000e00, Class:  6, CF:0.998381, Len:  3, Fitness_tra: 0
Rule 33: 000c000c80000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a663152515129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6aad5d31d5c8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000005040ed0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03070f6200539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f9bcd852151c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0004000000de0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000d00000e000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0003006004000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000e20e5d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4231552121885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0008003000024, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 77782d61e1d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000500002000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 61fdd35515851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b265211e18125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000d300800000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4228e9c12991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111d2131111d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000308000d40, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 27b839c829953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1aa2511e121c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42731222e131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3378511362d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 171118353511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000803000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 63155158118d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: fa325165128d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b1423561922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 41b1311b1111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1af5559c11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f3b115919dd2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000c00000e000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71f981c321311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000300c0000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000000a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b4734cc5e5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000809005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71119514c5e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b21c111159828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1329518c5125d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0d0040d600080, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d080000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b111119611259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: aa3d89112c813, Class:  4, CF:0.153318, Len: 13, Fitness_tra: -2
Rule 85: 41a59153d151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000c0e0000900, Class:  6, CF:0.997815, Len:  0, Fitness_tra: 0
Rule 87: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f112e98155631, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 24b51d1535d5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0004006000de0, Class:  7, CF:0.383512, Len:  4, Fitness_tra: -1
Rule 92: 397251dda5521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 61fdd35515851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0004030000b00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 66121111a9815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0108308029d53, Class:  0, CF:  1, Len:  9, Fitness_tra: 4
Rule 97: 0000a0049000d, Class:  0, CF:0.962652, Len:  4, Fitness_tra: 0
Rule 98: 01120d00ade15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000e080c00, Class:  0, CF:0.0586529, Len:  3, Fitness_tra: -28
Rule100: 4073c202e609d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.1549
------Result------
Miss_rate(tra)	:82.1549
Miss_rate(tst)	:82.8283
ARL				:6.09524

------Generation 8------
Rule  1: 0000e0000800c, Class:  7, CF:0.352233, Len:  3, Fitness_tra: 20
Rule  2: 0000a0040000d, Class:  0, CF:0.831904, Len:  3, Fitness_tra: 14
Rule  3: 100d5104c5206, Class:  4, CF:  1, Len:  9, Fitness_tra: 6
Rule  4: 000d0050a000d, Class:  2, CF:0.902511, Len:  4, Fitness_tra: 6
Rule  5: 000080e90000c, Class:  9, CF:0.981218, Len:  4, Fitness_tra: 2
Rule  6: 0108308029d53, Class:  0, CF:  1, Len:  9, Fitness_tra: 4
Rule  7: 61125d11ad515, Class:  7, CF:  1, Len: 13, Fitness_tra: 4
Rule  8: 000c0e0000900, Class:  6, CF:0.997815, Len:  3, Fitness_tra: 5
Rule  9: 000ec400000cd, Class:  3, CF:0.510168, Len:  5, Fitness_tra: 3
Rule 10: 0205211e10020, Class:  2, CF:0.59603, Len:  8, Fitness_tra: 3
Rule 11: 3311113158123, Class:  1, CF:0.149474, Len: 13, Fitness_tra: 1
Rule 12: 0800d3c980000, Class:  8, CF:  1, Len:  6, Fitness_tra: 1
Rule 13: 0002000400e0e, Class:  6, CF:0.878754, Len:  4, Fitness_tra: 1
Rule 14: 000d000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 1
Rule 15: 0301ec002081c, Class:  7, CF:0.670171, Len:  8, Fitness_tra: 1
Rule 16: 000d5000058e0, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 0000830030570, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000080e000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000080d0d53, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 71325d1585251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0009006004000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 22b11311c5915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: f97d525181832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0000400000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3979512125321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0004000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000c0e0000e00, Class:  6, CF:0.998381, Len:  3, Fitness_tra: 0
Rule 33: 000c000c80000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a663152515129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6aad5d31d5c8e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000900d0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000005040ed0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03070f6200539, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: f9bcd852151c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0004000000de0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000d00000e000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0003006004000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000e20e5d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4231552121885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0008003000024, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 77782d61e1d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000500002000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 61fdd35515851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b265211e18125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000d300800000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4228e9c12991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 111d2131111d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000308000d40, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 27b839c829953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1aa2511e121c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42731222e131d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000008, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 3378511362d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 171118353511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000803000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 63155158118d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: fa325165128d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11b1423561922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 41b1311b1111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1af5559c11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: f3b115919dd2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000c00000e000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71f981c321311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000300c0000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000000a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b4734cc5e5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000809005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71119514c5e15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b21c111159828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1329518c5125d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000900000000e, Class:  4, CF:  1, Len:  2, Fitness_tra: 1
Rule 82: 3a155591251d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0002049d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: a911189513571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000d00080300, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000de0000050, Class:  6, CF:0.0864953, Len:  3, Fitness_tra: -5
Rule 88: 0008e00d00004, Class:  7, CF:0.0135533, Len:  4, Fitness_tra: 0
Rule 89: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b7138118989d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 090d005090050, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule 92: 41a29e530850e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000d0050a000d, Class:  2, CF:0.902511, Len:  0, Fitness_tra: 0
Rule 94: 610d800535551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 7d084066e1d20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0800213911109, Class: 10, CF:  1, Len:  9, Fitness_tra: 1
Rule 97: b002110009015, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00734cc5e5e08, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 100d5e04c5306, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000c20ecd0000, Class:  0, CF:0.228755, Len:  5, Fitness_tra: -2
------Current------
Miss_rate(tra)	:81.5937
------Result------
Miss_rate(tra)	:81.5937
Miss_rate(tst)	:82.8283
ARL				:5.73913

------Generation 9------
Rule  1: 0000e0000800c, Class:  7, CF:0.352233, Len:  3, Fitness_tra: 20
Rule  2: 0000a0040000d, Class:  0, CF:0.831904, Len:  3, Fitness_tra: 14
Rule  3: 100d5104c5206, Class:  4, CF:  1, Len:  9, Fitness_tra: 6
Rule  4: 000d0050a000d, Class:  2, CF:0.902511, Len:  4, Fitness_tra: 6
Rule  5: 000080e90000c, Class:  9, CF:0.981218, Len:  4, Fitness_tra: 2
Rule  6: 0108308029d53, Class:  0, CF:  1, Len:  9, Fitness_tra: 4
Rule  7: 61125d11ad515, Class:  7, CF:  1, Len: 13, Fitness_tra: 4
Rule  8: 000c0e0000900, Class:  6, CF:0.997815, Len:  3, Fitness_tra: 5
Rule  9: 000ec400000cd, Class:  3, CF:0.510168, Len:  5, Fitness_tra: 3
