------Generation 0------
Rule  1: 000e00d0000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 70: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000e00800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6618982531112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 13b29518511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000d00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 84: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2b7e1185cd215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 6313311c113e5, Class:  6, CF:  1, Len: 13, Fitness_tra: 1
Rule 87: 00000000000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7248111333822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0e000500000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d0c50a000d, Class:  2, CF:0.666164, Len:  5, Fitness_tra: 5
Rule 92: 000b870905c00, Class:  8, CF:0.354534, Len:  6, Fitness_tra: 0
Rule 93: 1aa5d5302821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4001dd00d51d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 06f3805091050, Class:  9, CF:0.626706, Len:  8, Fitness_tra: 5
Rule 96: 000da0590000d, Class:  0, CF:0.569139, Len:  5, Fitness_tra: 0
Rule 97: 300d80e00c002, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00008009de600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000ca02000500, Class:  0, CF:0.889694, Len:  0, Fitness_tra: 0
Rule100: 1e06d5302021a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.3996
------Result------
Miss_rate(tra)	:84.3996
Miss_rate(tst)	:86.8687
ARL				:6.4375

------Generation 7------
Rule  1: 0000e0000200c, Class:  7, CF:0.509208, Len:  3, Fitness_tra: 22
Rule  2: 000ca02000500, Class:  0, CF:0.889694, Len:  4, Fitness_tra: 13
Rule  3: 0000a0e00c00a, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  4: 06f3805091050, Class:  9, CF:0.626706, Len:  8, Fitness_tra: 2
Rule  5: 000d0c50a000d, Class:  2, CF:0.666164, Len:  5, Fitness_tra: 5
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 4
Rule  7: 21f8c15911421, Class:  1, CF:0.988171, Len: 13, Fitness_tra: 4
Rule  8: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  9: 000d0030900d0, Class:  1, CF:0.709196, Len:  4, Fitness_tra: 3
Rule 10: 000049009000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 11: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 311a55c111521, Class:  7, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 0c000d055e0a0, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 14: 0200ed0020d09, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 15: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 16: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 17: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
Rule 18: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 19: f305170905c00, Class:  2, CF:  1, Len:  8, Fitness_tra: 1
Rule 20: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 21: 6313311c113e5, Class:  6, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 0
Rule 23: 19b1d551831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a97ce18211ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0009096004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12f595c18e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 217e825d8d5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f3bd15155d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a1213111221, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00080060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f3751ce915948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1aa5d53d2821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 71219154d9c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000ed0000060, Class:  8, CF:0.682647, Len:  3, Fitness_tra: 0
Rule 35: 000070d96e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1868115651111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03000c0030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3921e12288111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00009308000c0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0c008008c30d5, Class: 10, CF:0.201408, Len:  7, Fitness_tra: 1
Rule 44: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000500058000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000e0000c2000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4bb85d311e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0300ed0080209, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 51: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb29125295555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 54: 42f1113355111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000dcd000d000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4001dd000d040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13151315d8555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3b1513111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: fe7112528111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0008e0c0000c0, Class:  7, CF:  1, Len:  4, Fitness_tra: 0
Rule 62: f121e21531158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e39119dc8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 70: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000e00800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6618982531112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 13b29518511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4234121983154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6121811852c86, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000b40006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b1159381cd111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0200ed00802b0, Class:  8, CF:0.190846, Len:  6, Fitness_tra: 0
Rule 88: 0004060e00300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0007000030000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000de0000d0d, Class:  7, CF:0.871129, Len:  4, Fitness_tra: 3
Rule 91: 2100a1591c021, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 92: 400300000200c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f121d23030a5a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f3053b018513b, Class:  0, CF:0.113422, Len: 11, Fitness_tra: -8
Rule 95: 0000e09090009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000080e00c300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000049e00c00e, Class:  9, CF:0.706594, Len:  5, Fitness_tra: -7
Rule 98: 0008055011481, Class:  6, CF:0.0369199, Len:  8, Fitness_tra: -36
Rule 99: 000a000000d00, Class:  9, CF:0.609472, Len:  2, Fitness_tra: 13
Rule100: 50b0e16119000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.6857
------Result------
Miss_rate(tra)	:79.6857
Miss_rate(tst)	:80.8081
ARL				:6.37143

------Generation 8------
Rule  1: 0000e0000200c, Class:  7, CF:0.509208, Len:  3, Fitness_tra: 22
Rule  2: 000ca02000500, Class:  0, CF:0.889694, Len:  4, Fitness_tra: 13
Rule  3: 0000a0e00c00a, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  4: 06f3805091050, Class:  9, CF:0.626706, Len:  8, Fitness_tra: 2
Rule  5: 000d0c50a000d, Class:  2, CF:0.666164, Len:  5, Fitness_tra: 5
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 4
Rule  7: 21f8c15911421, Class:  1, CF:0.988171, Len: 13, Fitness_tra: 4
Rule  8: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  9: 000d0030900d0, Class:  1, CF:0.709196, Len:  4, Fitness_tra: 3
Rule 10: 000049009000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 11: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 311a55c111521, Class:  7, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 0c000d055e0a0, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 14: 0200ed0020d09, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 15: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 16: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 17: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
Rule 18: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 19: f305170905c00, Class:  2, CF:  1, Len:  8, Fitness_tra: 1
Rule 20: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 21: 6313311c113e5, Class:  6, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 0
Rule 23: 19b1d551831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a97ce18211ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0009096004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12f595c18e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 217e825d8d5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f3bd15155d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a1213111221, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00080060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f3751ce915948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1aa5d53d2821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 71219154d9c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000ed0000060, Class:  8, CF:0.682647, Len:  3, Fitness_tra: 0
Rule 35: 000070d96e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1868115651111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03000c0030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3921e12288111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00009308000c0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0c008008c30d5, Class: 10, CF:0.201408, Len:  7, Fitness_tra: 1
Rule 44: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000500058000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000e0000c2000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4bb85d311e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0300ed0080209, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 51: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb29125295555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 54: 42f1113355111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000dcd000d000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4001dd000d040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13151315d8555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3b1513111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: fe7112528111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0008e0c0000c0, Class:  7, CF:  1, Len:  4, Fitness_tra: 0
Rule 62: f121e21531158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e39119dc8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 70: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000e00800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6618982531112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000409900000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 13b29518511e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4234121983154, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6121811852c86, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000b40006000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b1159381cd111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0200ed00802b0, Class:  8, CF:0.190846, Len:  6, Fitness_tra: 0
Rule 88: 0004060e00300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0007000030000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000de0000d0d, Class:  7, CF:0.871129, Len:  4, Fitness_tra: 3
Rule 91: 2100a1591c021, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 92: 400300000200c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f121d23030a5a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f3053b018513b, Class:  0, CF:0.113422, Len: 11, Fitness_tra: -8
Rule 95: 0000e09090009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000080e00c300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000049e00c00e, Class:  9, CF:0.706594, Len:  5, Fitness_tra: -7
Rule 98: 0008055011481, Class:  6, CF:0.0369199, Len:  8, Fitness_tra: -36
Rule 99: 000a000000d00, Class:  9, CF:0.609472, Len:  2, Fitness_tra: 13
Rule100: 50b0e16119000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.6857
------Result------
Miss_rate(tra)	:79.6857
Miss_rate(tst)	:80.8081
ARL				:6.37143

------Generation 9------
Rule  1: 0000e0000200c, Class:  7, CF:0.509208, Len:  3, Fitness_tra: 22
Rule  2: 000ca02000500, Class:  0, CF:0.889694, Len:  4, Fitness_tra: 13
Rule  3: 0000a0e00c00a, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule  4: 06f3805091050, Class:  9, CF:0.626706, Len:  8, Fitness_tra: 2
Rule  5: 000d0c50a000d, Class:  2, CF:0.666164, Len:  5, Fitness_tra: 5
Rule  6: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 4
Rule  7: 21f8c15911421, Class:  1, CF:0.988171, Len: 13, Fitness_tra: 4
Rule  8: 06080000a8d0d, Class:  4, CF:0.682033, Len:  6, Fitness_tra: 3
Rule  9: 000d0030900d0, Class:  1, CF:0.709196, Len:  4, Fitness_tra: 3
Rule 10: 000049009000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 11: 000d0090900d0, Class: 10, CF:  1, Len:  4, Fitness_tra: 2
Rule 12: 311a55c111521, Class:  7, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 0c000d055e0a0, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 14: 0200ed0020d09, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 15: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 2
Rule 16: 633d151511251, Class:  3, CF:0.234891, Len: 13, Fitness_tra: 1
Rule 17: 3313551121555, Class:  7, CF:0.96479, Len: 13, Fitness_tra: 1
Rule 18: 0e04000820e04, Class:  9, CF:  1, Len:  6, Fitness_tra: 0
Rule 19: f305170905c00, Class:  2, CF:  1, Len:  8, Fitness_tra: 1
Rule 20: 000000cd2009d, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 21: 6313311c113e5, Class:  6, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 000080e00c00a, Class:  9, CF:  1, Len:  4, Fitness_tra: 0
Rule 23: 19b1d551831d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a97ce18211ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0009096004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 12f595c18e121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 217e825d8d5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f3bd15155d12c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f6a1213111221, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00080060e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: f3751ce915948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1aa5d53d2821a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 71219154d9c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000ed0000060, Class:  8, CF:0.682647, Len:  3, Fitness_tra: 0
Rule 35: 000070d96e600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000d00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1868115651111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 03000c0030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000c000000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3921e12288111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00009308000c0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0c008008c30d5, Class: 10, CF:0.201408, Len:  7, Fitness_tra: 1
Rule 44: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000500058000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000d000000006, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000e0000c2000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4bb85d311e595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0300ed0080209, Class:  7, CF:  1, Len:  6, Fitness_tra: 0
Rule 51: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bb29125295555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: 0
Rule 54: 42f1113355111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000dcd000d000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4001dd000d040, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13151315d8555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3b1513111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: fe7112528111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000d00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0008e0c0000c0, Class:  7, CF:  1, Len:  4, Fitness_tra: 0
Rule 62: f121e21531158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e39119dc8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000050d0, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0f000c000000d, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2c115d55d51d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000d000000d00, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e00c0c000d, Class:  3, CF:0.648536, Len:  4, Fitness_tra: 0
Rule 70: 7da1259e1812e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22f1338915d81, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 6371318181135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000930000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
