------Generation 0------
Rule  1: 6fa12a69c8113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25f855551518e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7532332313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 221311155d958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f3115555c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e291d191515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f975111881191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 181385dc51999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a1a5e21511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b4215955c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4211151111525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11a1522881551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: f66115181e5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4231181113911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2141258159d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fe15355dd518d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d1dd1155d549, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4511859dd5952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 423181631114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 24158538e151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3a1d31111855, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1165a22155581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 19b5191551138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 634141e933111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b515d111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a1f59d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a65e45531c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a2de3528881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6d7d55d155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ffa1d1952d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1aa918151dc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 21b3511225115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a97d181131918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 247513881991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1361151381116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f92321cd1159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3178311115391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7b713117d11e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1553212d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1929912295815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4cf53589d5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1972116935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 42a3158529559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22f8151119515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f3321e5952111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 63f21a3dcc2d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0004060e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000da0000cd, Class:  0, CF:0.848071, Len:  4, Fitness_tra: 0
Rule 86: 020b080020000, Class:  1, CF:0.53444, Len:  4, Fitness_tra: -23
Rule 87: 7262a1155152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000005e0000, Class:  1, CF:0.20786, Len:  2, Fitness_tra: 0
Rule 89: 2217113141119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 00000da00000d, Class:  0, CF:0.411306, Len:  3, Fitness_tra: 0
Rule 91: f6711118111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1058d00208d10, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 7665e11511615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00215b05c5d10, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: f125883811515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 11a1873127819, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 7c71d15561215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 317511111111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6ab15d5553d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11a8211181551, Class:  0, CF:0.754703, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.2334
------Result------
Miss_rate(tra)	:12.2334
Miss_rate(tst)	:12.1212
ARL				:8.71429

------Generation 7------
Rule  1: 0008000000000, Class:  0, CF:0.971629, Len:  1, Fitness_tra: 520
Rule  2: 000c000020000, Class:  0, CF:0.717498, Len:  2, Fitness_tra: 140
Rule  3: 0207080080000, Class:  1, CF:0.158612, Len:  4, Fitness_tra: 0
Rule  4: 000700300000d, Class:  0, CF:0.385084, Len:  3, Fitness_tra: 18
Rule  5: 0004e00000d00, Class:  0, CF:  1, Len:  3, Fitness_tra: 22
Rule  6: f127359813115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: a1115d1312113, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  8: 1161111125829, Class:  1, CF:0.62005, Len: 13, Fitness_tra: 0
Rule  9: 000c000c20000, Class:  0, CF:0.616862, Len:  3, Fitness_tra: 0
Rule 10: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0008000c80000, Class:  0, CF:0.897568, Len:  3, Fitness_tra: 0
Rule 12: 4115c11e2c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 424e581d11d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b16d211311881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6112e12113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 61b91d1911158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: f679152185de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 41fc151119991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4423288d151d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31713c1211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 69b851d511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7171d11111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a33cd15518823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: aa11118d11511, Class:  1, CF:0.969347, Len: 13, Fitness_tra: 0
Rule 25: f921955525355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 18f95d8151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 16a55c9d15c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a129e151229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a5819d25859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6aa15d5551d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911145c3d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b421d13c181dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3a351c51138ce, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 2d6131251111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1145d9328811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f3a111151182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 314511252e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5fc5d1152811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25f855551518e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7532332313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 221311155d958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f3115555c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e291d191515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f975111881191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 181385dc51999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a1a5e21511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b4215955c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4211151111525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11a1522881551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: f66115181e5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4231181113911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2141258159d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fe15355dd518d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d1dd1155d549, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4511859dd5952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 423181631114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 24158538e151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3a1d31111855, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1165a22155581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 19b5191551138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 634141e933111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b515d111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a1f59d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a65e45531c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a2de3528881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6d7d55d155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ffa1d1952d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1aa918151dc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 21b3511225115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a97d181131918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 247513881991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1361151381116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f92321cd1159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3178311115391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7b713117d11e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1553212d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1929912295815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4cf53589d5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1972116935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 42a3158529559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22f8151119515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f3321e5952111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 63f21a3dcc2d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0004060e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000da0000cd, Class:  0, CF:0.848071, Len:  4, Fitness_tra: 0
Rule 86: 020b080020000, Class:  1, CF:0.53444, Len:  4, Fitness_tra: -23
Rule 87: 7262a1155152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000005e0000, Class:  1, CF:0.20786, Len:  2, Fitness_tra: 0
Rule 89: 2217113141119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 00000da00000d, Class:  0, CF:0.411306, Len:  3, Fitness_tra: 0
Rule 91: f6711118111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1058d00208d10, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 7665e11511615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00215b05c5d10, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: f125883811515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 11a1873127819, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 7c71d15561215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 317511111111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6ab15d5553d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11a8211181551, Class:  0, CF:0.754703, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.2334
------Result------
Miss_rate(tra)	:12.2334
Miss_rate(tst)	:12.1212
ARL				:8.71429

------Generation 8------
Rule  1: 0008000000000, Class:  0, CF:0.971629, Len:  1, Fitness_tra: 520
Rule  2: 000c000020000, Class:  0, CF:0.717498, Len:  2, Fitness_tra: 140
Rule  3: 0207080080000, Class:  1, CF:0.158612, Len:  4, Fitness_tra: 0
Rule  4: 000700300000d, Class:  0, CF:0.385084, Len:  3, Fitness_tra: 18
Rule  5: 0004e00000d00, Class:  0, CF:  1, Len:  3, Fitness_tra: 22
Rule  6: f127359813115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: a1115d1312113, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  8: 1161111125829, Class:  1, CF:0.62005, Len: 13, Fitness_tra: 0
Rule  9: 000c000c20000, Class:  0, CF:0.616862, Len:  3, Fitness_tra: 0
Rule 10: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0008000c80000, Class:  0, CF:0.897568, Len:  3, Fitness_tra: 0
Rule 12: 4115c11e2c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 424e581d11d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b16d211311881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6112e12113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 61b91d1911158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: f679152185de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 41fc151119991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4423288d151d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31713c1211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 69b851d511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7171d11111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a33cd15518823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: aa11118d11511, Class:  1, CF:0.969347, Len: 13, Fitness_tra: 0
Rule 25: f921955525355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 18f95d8151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 16a55c9d15c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a129e151229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a5819d25859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6aa15d5551d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911145c3d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b421d13c181dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3a351c51138ce, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 2d6131251111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1145d9328811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f3a111151182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 314511252e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5fc5d1152811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25f855551518e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7532332313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 221311155d958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f3115555c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e291d191515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f975111881191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 181385dc51999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a1a5e21511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b4215955c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4211151111525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11a1522881551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: f66115181e5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4231181113911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2141258159d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: fe15355dd518d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d1dd1155d549, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4511859dd5952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 423181631114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 24158538e151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a3a1d31111855, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 59: 1165a22155581, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 60: 19b5191551138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 634141e933111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 31b515d111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: a1f59d1511119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3a65e45531c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f3a2de3528881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6d7d55d155111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: ffa1d1952d551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1aa918151dc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 21b3511225115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a97d181131918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 247513881991e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1361151381116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: f92321cd1159d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3178311115391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7b713117d11e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1c1553212d331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1929912295815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4cf53589d5158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1972116935121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 42a3158529559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 22f8151119515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: f3321e5952111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 63f21a3dcc2d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0004060e00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000da0000cd, Class:  0, CF:0.848071, Len:  4, Fitness_tra: 0
Rule 86: 020b080020000, Class:  1, CF:0.53444, Len:  4, Fitness_tra: -23
Rule 87: 7262a1155152d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000005e0000, Class:  1, CF:0.20786, Len:  2, Fitness_tra: 0
Rule 89: 2217113141119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 00000da00000d, Class:  0, CF:0.411306, Len:  3, Fitness_tra: 0
Rule 91: f6711118111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1058d00208d10, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 7665e11511615, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00215b05c5d10, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: f125883811515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 11a1873127819, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 7c71d15561215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 317511111111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6ab15d5553d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11a8211181551, Class:  0, CF:0.754703, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.2334
------Result------
Miss_rate(tra)	:12.2334
Miss_rate(tst)	:12.1212
ARL				:8.71429

------Generation 9------
Rule  1: 0008000000000, Class:  0, CF:0.971629, Len:  1, Fitness_tra: 520
Rule  2: 000c000020000, Class:  0, CF:0.717498, Len:  2, Fitness_tra: 140
Rule  3: 0207080080000, Class:  1, CF:0.158612, Len:  4, Fitness_tra: 0
Rule  4: 000700300000d, Class:  0, CF:0.385084, Len:  3, Fitness_tra: 18
Rule  5: 0004e00000d00, Class:  0, CF:  1, Len:  3, Fitness_tra: 22
Rule  6: f127359813115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  7: a1115d1312113, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  8: 1161111125829, Class:  1, CF:0.62005, Len: 13, Fitness_tra: 0
Rule  9: 000c000c20000, Class:  0, CF:0.616862, Len:  3, Fitness_tra: 0
Rule 10: 2176851155151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0008000c80000, Class:  0, CF:0.897568, Len:  3, Fitness_tra: 0
Rule 12: 4115c11e2c115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 424e581d11d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b16d211311881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 6112e12113911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 61b91d1911158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: f679152185de2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 41fc151119991, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 4423288d151d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 31713c1211512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 69b851d511121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7171d11111215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a33cd15518823, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: aa11118d11511, Class:  1, CF:0.969347, Len: 13, Fitness_tra: 0
Rule 25: f921955525355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 18f95d8151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 16a55c9d15c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 78a129e151229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11a5819d25859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 6aa15d5551d2e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 3911145c3d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b421d13c181dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3a351c51138ce, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 2d6131251111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1145d9328811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: f3a111151182d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 314511252e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b5fc5d1152811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 25f855551518e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 7532332313511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 221311155d958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: f3115555c1251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3e291d191515c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f975111881191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 181385dc51999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a1a5e21511859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b4215955c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4211151111525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11a1522881551, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 50: f66115181e5d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 4231181113911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2141258159d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
