------Generation 0------
Rule  1: 1d518c7315811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 32581191d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1159111382512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 9111151821139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51d1111389b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111111182151, Class:  0, CF:0.536259, Len: 13, Fitness_tra: 0
Rule 42: 9151111252535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11511c58d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11551c21c5122, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1112111881519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1155121311241, Class:  1, CF:0.884391, Len: 13, Fitness_tra: 0
Rule 47: 11515952155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 511111131c25c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1151d1c129242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1511155112235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1151811121588, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 115111114114c, Class:  0, CF:0.695888, Len: 13, Fitness_tra: 0
Rule 53: 1511d11123111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1151c11812511, Class:  1, CF:0.526775, Len: 13, Fitness_tra: 0
Rule 55: 5111c27315221, Class:  0, CF:0.114638, Len: 13, Fitness_tra: 0
Rule 56: 1111151111415, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 511121b121211, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000c0b0500, Class:  1, CF:0.145645, Len:  3, Fitness_tra: 0
Rule 59: 1511c11141111, Class:  2, CF:0.893421, Len: 13, Fitness_tra: 0
Rule 60: 1c518d125c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5111c81511212, Class:  1, CF:0.383404, Len: 13, Fitness_tra: 0
Rule 62: 31511171c2812, Class:  1, CF:0.977474, Len: 13, Fitness_tra: 0
Rule 63: 1115117341284, Class:  1, CF:0.981933, Len: 13, Fitness_tra: 0
Rule 64: 2291218112512, Class:  0, CF:0.969041, Len: 13, Fitness_tra: 0
Rule 65: 1259211112151, Class:  1, CF:0.644053, Len: 13, Fitness_tra: 0
Rule 66: d5e521111111c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 15dd8c2519411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5111111211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1155151111191, Class:  1, CF:0.854006, Len: 13, Fitness_tra: 0
Rule 70: 11d5127181111, Class:  1, CF:0.526351, Len: 13, Fitness_tra: 0
Rule 71: 1115c12511421, Class:  1, CF:0.0855077, Len: 13, Fitness_tra: 0
Rule 72: 51d1114111171, Class:  0, CF:0.470938, Len: 13, Fitness_tra: 0
Rule 73: 1c311951d1dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3cd2211111551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 1c31555111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1452151821155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 1212c15811533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 91118111c1141, Class:  0, CF:0.999142, Len: 13, Fitness_tra: 0
Rule 79: 91515121c3142, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1c1cd15212811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0700400000d50, Class:  0, CF:0.165636, Len:  4, Fitness_tra: 0
Rule 82: 1121158111112, Class:  0, CF:0.604185, Len: 13, Fitness_tra: 0
Rule 83: 1115151124112, Class:  1, CF:0.242866, Len: 13, Fitness_tra: 0
Rule 84: 0000060700000, Class:  2, CF:0.560178, Len:  2, Fitness_tra: 3
Rule 85: 21d5115114151, Class:  1, CF:0.844681, Len: 13, Fitness_tra: 0
Rule 86: 1111c12122112, Class:  0, CF:0.188468, Len: 13, Fitness_tra: 0
Rule 87: 111112c181811, Class:  1, CF:0.629155, Len: 13, Fitness_tra: 0
Rule 88: 0000030004004, Class:  2, CF:0.74712, Len:  3, Fitness_tra: 24
Rule 89: 1515814142112, Class:  2, CF:0.994917, Len: 13, Fitness_tra: 0
Rule 90: 1353814311212, Class:  0, CF:0.888467, Len: 13, Fitness_tra: 0
Rule 91: 0101122001901, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: 92e8c11848115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 229121811210d, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 94: 5119111712012, Class:  2, CF:0.829759, Len: 12, Fitness_tra: 0
Rule 95: 100eca0402010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2119211141511, Class:  1, CF:0.999031, Len: 13, Fitness_tra: 0
Rule 97: 11311951d1dd1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 3058107015408, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 0115047531401, Class:  1, CF:0.654315, Len: 10, Fitness_tra: 0
Rule100: 9291218113521, Class:  0, CF:0.688269, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.5238
------Result------
Miss_rate(tra)	:34.5238
Miss_rate(tst)	:37.1429
ARL				:10.96

------Generation 9------
Rule  1: 0000060400000, Class:  2, CF:0.565669, Len:  2, Fitness_tra: 9
Rule  2: 000000c000002, Class:  0, CF:0.732145, Len:  2, Fitness_tra: 23
Rule  3: 0000000000500, Class:  1, CF:0.390308, Len:  1, Fitness_tra: 15
Rule  4: 200d000004000, Class:  2, CF:0.518982, Len:  3, Fitness_tra: 6
Rule  5: 0003000007004, Class:  0, CF:0.719443, Len:  3, Fitness_tra: 3
Rule  6: 000080c0b0000, Class:  0, CF:0.910102, Len:  3, Fitness_tra: 1
Rule  7: 00000070c0408, Class:  0, CF:0.899339, Len:  4, Fitness_tra: 1
Rule  8: 0009000007004, Class:  1, CF:0.391571, Len:  3, Fitness_tra: 1
Rule  9: 1d518c7315811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9212115158593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5121112821112, Class:  0, CF:0.820561, Len: 13, Fitness_tra: 0
Rule 12: 1112111111512, Class:  1, CF:0.801972, Len: 13, Fitness_tra: 0
Rule 13: 911851d211511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 91528d5158119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 9111124111112, Class:  0, CF:0.980439, Len: 13, Fitness_tra: 0
Rule 16: 1111c275c1421, Class:  1, CF:0.387959, Len: 13, Fitness_tra: 0
Rule 17: 115115d558113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 115c5132d5235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 92e8111858115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e4d1115111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 9513812111241, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 51911221c1121, Class:  0, CF:0.652151, Len: 13, Fitness_tra: 0
Rule 23: 1118211121552, Class:  1, CF:0.570767, Len: 13, Fitness_tra: 0
Rule 24: 9131121113221, Class:  0, CF:0.607512, Len: 13, Fitness_tra: 0
Rule 25: 11d5112121211, Class:  1, CF:0.817066, Len: 13, Fitness_tra: 0
Rule 26: 0000008084500, Class:  0, CF:0.61579, Len:  4, Fitness_tra: 0
Rule 27: 11511c1111411, Class:  1, CF:0.172748, Len: 13, Fitness_tra: 0
Rule 28: 14181112d5831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1119221112111, Class:  2, CF:0.782987, Len: 13, Fitness_tra: 0
Rule 30: 2159212124551, Class:  1, CF:0.90723, Len: 13, Fitness_tra: 0
Rule 31: 9111824581121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: c000008084dd0, Class:  1, CF:0.343037, Len:  6, Fitness_tra: 0
Rule 33: 3111155815d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11d5122183111, Class:  1, CF:0.810997, Len: 13, Fitness_tra: 0
Rule 35: 511511122142c, Class:  2, CF:0.293058, Len: 13, Fitness_tra: 0
Rule 36: 121211111113d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 32581191d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1159111382512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 9111151821139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51d1111389b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111111182151, Class:  0, CF:0.536259, Len: 13, Fitness_tra: 0
Rule 42: 9151111252535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11511c58d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11551c21c5122, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1112111881519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1155121311241, Class:  1, CF:0.884391, Len: 13, Fitness_tra: 0
Rule 47: 11515952155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 511111131c25c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1151d1c129242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1511155112235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1151811121588, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 115111114114c, Class:  0, CF:0.695888, Len: 13, Fitness_tra: 0
Rule 53: 1511d11123111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1151c11812511, Class:  1, CF:0.526775, Len: 13, Fitness_tra: 0
Rule 55: 5111c27315221, Class:  0, CF:0.114638, Len: 13, Fitness_tra: 0
Rule 56: 1111151111415, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 511121b121211, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000c0b0500, Class:  1, CF:0.145645, Len:  3, Fitness_tra: 0
Rule 59: 1511c11141111, Class:  2, CF:0.893421, Len: 13, Fitness_tra: 0
Rule 60: 1c518d125c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5111c81511212, Class:  1, CF:0.383404, Len: 13, Fitness_tra: 0
Rule 62: 31511171c2812, Class:  1, CF:0.977474, Len: 13, Fitness_tra: 0
Rule 63: 1115117341284, Class:  1, CF:0.981933, Len: 13, Fitness_tra: 0
Rule 64: 2291218112512, Class:  0, CF:0.969041, Len: 13, Fitness_tra: 0
Rule 65: 1259211112151, Class:  1, CF:0.644053, Len: 13, Fitness_tra: 0
Rule 66: d5e521111111c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 15dd8c2519411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5111111211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1155151111191, Class:  1, CF:0.854006, Len: 13, Fitness_tra: 0
Rule 70: 11d5127181111, Class:  1, CF:0.526351, Len: 13, Fitness_tra: 0
Rule 71: 1115c12511421, Class:  1, CF:0.0855077, Len: 13, Fitness_tra: 0
Rule 72: 51d1114111171, Class:  0, CF:0.470938, Len: 13, Fitness_tra: 0
Rule 73: 1c311951d1dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3cd2211111551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 1c31555111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1452151821155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 1212c15811533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 91118111c1141, Class:  0, CF:0.999142, Len: 13, Fitness_tra: 0
Rule 79: 91515121c3142, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1c1cd15212811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0700400000d50, Class:  0, CF:0.165636, Len:  4, Fitness_tra: 0
Rule 82: 1121158111112, Class:  0, CF:0.604185, Len: 13, Fitness_tra: 0
Rule 83: 1115151124112, Class:  1, CF:0.242866, Len: 13, Fitness_tra: 0
Rule 84: 0000060700000, Class:  2, CF:0.560178, Len:  2, Fitness_tra: 3
Rule 85: 21d5115114151, Class:  1, CF:0.844681, Len: 13, Fitness_tra: 0
Rule 86: 1111c12122112, Class:  0, CF:0.188468, Len: 13, Fitness_tra: 0
Rule 87: 111112c181811, Class:  1, CF:0.629155, Len: 13, Fitness_tra: 0
Rule 88: 0000030004004, Class:  2, CF:0.74712, Len:  3, Fitness_tra: 24
Rule 89: 1515814142112, Class:  2, CF:0.994917, Len: 13, Fitness_tra: 0
Rule 90: 1353814311212, Class:  0, CF:0.888467, Len: 13, Fitness_tra: 0
Rule 91: 0101122001901, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: 92e8c11848115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 229121811210d, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 94: 5119111712012, Class:  2, CF:0.829759, Len: 12, Fitness_tra: 0
Rule 95: 100eca0402010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2119211141511, Class:  1, CF:0.999031, Len: 13, Fitness_tra: 0
Rule 97: 11311951d1dd1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 3058107015408, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 0115047531401, Class:  1, CF:0.654315, Len: 10, Fitness_tra: 0
Rule100: 9291218113521, Class:  0, CF:0.688269, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.5238
------Result------
Miss_rate(tra)	:34.5238
Miss_rate(tst)	:37.1429
ARL				:10.96

------Generation 10------
Rule  1: 0000060400000, Class:  2, CF:0.565669, Len:  2, Fitness_tra: 9
Rule  2: 000000c000002, Class:  0, CF:0.732145, Len:  2, Fitness_tra: 23
Rule  3: 0000000000500, Class:  1, CF:0.390308, Len:  1, Fitness_tra: 15
Rule  4: 200d000004000, Class:  2, CF:0.518982, Len:  3, Fitness_tra: 6
Rule  5: 0003000007004, Class:  0, CF:0.719443, Len:  3, Fitness_tra: 3
Rule  6: 000080c0b0000, Class:  0, CF:0.910102, Len:  3, Fitness_tra: 1
Rule  7: 00000070c0408, Class:  0, CF:0.899339, Len:  4, Fitness_tra: 1
Rule  8: 0009000007004, Class:  1, CF:0.391571, Len:  3, Fitness_tra: 1
Rule  9: 1d518c7315811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 9212115158593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 5121112821112, Class:  0, CF:0.820561, Len: 13, Fitness_tra: 0
Rule 12: 1112111111512, Class:  1, CF:0.801972, Len: 13, Fitness_tra: 0
Rule 13: 911851d211511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 91528d5158119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 9111124111112, Class:  0, CF:0.980439, Len: 13, Fitness_tra: 0
Rule 16: 1111c275c1421, Class:  1, CF:0.387959, Len: 13, Fitness_tra: 0
Rule 17: 115115d558113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 115c5132d5235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 92e8111858115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e4d1115111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 9513812111241, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 51911221c1121, Class:  0, CF:0.652151, Len: 13, Fitness_tra: 0
Rule 23: 1118211121552, Class:  1, CF:0.570767, Len: 13, Fitness_tra: 0
Rule 24: 9131121113221, Class:  0, CF:0.607512, Len: 13, Fitness_tra: 0
Rule 25: 11d5112121211, Class:  1, CF:0.817066, Len: 13, Fitness_tra: 0
Rule 26: 0000008084500, Class:  0, CF:0.61579, Len:  4, Fitness_tra: 0
Rule 27: 11511c1111411, Class:  1, CF:0.172748, Len: 13, Fitness_tra: 0
Rule 28: 14181112d5831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1119221112111, Class:  2, CF:0.782987, Len: 13, Fitness_tra: 0
Rule 30: 2159212124551, Class:  1, CF:0.90723, Len: 13, Fitness_tra: 0
Rule 31: 9111824581121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: c000008084dd0, Class:  1, CF:0.343037, Len:  6, Fitness_tra: 0
Rule 33: 3111155815d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11d5122183111, Class:  1, CF:0.810997, Len: 13, Fitness_tra: 0
Rule 35: 511511122142c, Class:  2, CF:0.293058, Len: 13, Fitness_tra: 0
Rule 36: 121211111113d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 32581191d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1159111382512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 9111151821139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51d1111389b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111111182151, Class:  0, CF:0.536259, Len: 13, Fitness_tra: 0
Rule 42: 9151111252535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11511c58d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11551c21c5122, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1112111881519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1155121311241, Class:  1, CF:0.884391, Len: 13, Fitness_tra: 0
Rule 47: 11515952155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 511111131c25c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1151d1c129242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1511155112235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1151811121588, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 52: 115111114114c, Class:  0, CF:0.695888, Len: 13, Fitness_tra: 0
Rule 53: 1511d11123111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 1151c11812511, Class:  1, CF:0.526775, Len: 13, Fitness_tra: 0
Rule 55: 5111c27315221, Class:  0, CF:0.114638, Len: 13, Fitness_tra: 0
Rule 56: 1111151111415, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 511121b121211, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000c0b0500, Class:  1, CF:0.145645, Len:  3, Fitness_tra: 0
Rule 59: 1511c11141111, Class:  2, CF:0.893421, Len: 13, Fitness_tra: 0
Rule 60: 1c518d125c535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5111c81511212, Class:  1, CF:0.383404, Len: 13, Fitness_tra: 0
Rule 62: 31511171c2812, Class:  1, CF:0.977474, Len: 13, Fitness_tra: 0
Rule 63: 1115117341284, Class:  1, CF:0.981933, Len: 13, Fitness_tra: 0
Rule 64: 2291218112512, Class:  0, CF:0.969041, Len: 13, Fitness_tra: 0
Rule 65: 1259211112151, Class:  1, CF:0.644053, Len: 13, Fitness_tra: 0
Rule 66: d5e521111111c, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 15dd8c2519411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 5111111211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1155151111191, Class:  1, CF:0.854006, Len: 13, Fitness_tra: 0
Rule 70: 11d5127181111, Class:  1, CF:0.526351, Len: 13, Fitness_tra: 0
Rule 71: 1115c12511421, Class:  1, CF:0.0855077, Len: 13, Fitness_tra: 0
Rule 72: 51d1114111171, Class:  0, CF:0.470938, Len: 13, Fitness_tra: 0
Rule 73: 1c311951d1dd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3cd2211111551, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 1c31555111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1452151821155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: 1212c15811533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 91118111c1141, Class:  0, CF:0.999142, Len: 13, Fitness_tra: 0
Rule 79: 91515121c3142, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1c1cd15212811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0700400000d50, Class:  0, CF:0.165636, Len:  4, Fitness_tra: 0
Rule 82: 1121158111112, Class:  0, CF:0.604185, Len: 13, Fitness_tra: 0
Rule 83: 1115151124112, Class:  1, CF:0.242866, Len: 13, Fitness_tra: 0
Rule 84: 0000060700000, Class:  2, CF:0.560178, Len:  2, Fitness_tra: 3
Rule 85: 21d5115114151, Class:  1, CF:0.844681, Len: 13, Fitness_tra: 0
Rule 86: 1111c12122112, Class:  0, CF:0.188468, Len: 13, Fitness_tra: 0
Rule 87: 111112c181811, Class:  1, CF:0.629155, Len: 13, Fitness_tra: 0
Rule 88: 0000030004004, Class:  2, CF:0.74712, Len:  3, Fitness_tra: 24
Rule 89: 1515814142112, Class:  2, CF:0.994917, Len: 13, Fitness_tra: 0
Rule 90: 1353814311212, Class:  0, CF:0.888467, Len: 13, Fitness_tra: 0
Rule 91: 0101122001901, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: 92e8c11848115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 229121811210d, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 94: 5119111712012, Class:  2, CF:0.829759, Len: 12, Fitness_tra: 0
Rule 95: 100eca0402010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2119211141511, Class:  1, CF:0.999031, Len: 13, Fitness_tra: 0
Rule 97: 11311951d1dd1, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 3058107015408, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 99: 0115047531401, Class:  1, CF:0.654315, Len: 10, Fitness_tra: 0
Rule100: 9291218113521, Class:  0, CF:0.688269, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:34.5238
------Result------
Miss_rate(tra)	:34.5238
Miss_rate(tst)	:37.1429
ARL				:10.96

------Generation 20------
Rule  1: 000000c000002, Class:  0, CF:0.732145, Len:  2, Fitness_tra: 27
Rule  2: 0000030004004, Class:  2, CF:0.74712, Len:  3, Fitness_tra: 2
Rule  3: 0000000000500, Class:  1, CF:0.390308, Len:  1, Fitness_tra: 14
Rule  4: 0000060400000, Class:  2, CF:0.565669, Len:  2, Fitness_tra: 2
Rule  5: 200d000004000, Class:  2, CF:0.518982, Len:  3, Fitness_tra: 4
Rule  6: 30d001c010001, Class:  1, CF:0.991014, Len:  6, Fitness_tra: 4
Rule  7: 0003000007004, Class:  0, CF:0.719443, Len:  3, Fitness_tra: 5
Rule  8: 0000060700000, Class:  2, CF:0.560178, Len:  2, Fitness_tra: 2
Rule  9: 00000070c0408, Class:  0, CF:0.899339, Len:  4, Fitness_tra: 1
Rule 10: 0009000007004, Class:  1, CF:0.391571, Len:  3, Fitness_tra: 1
Rule 11: 011100b081200, Class:  1, CF:0.850305, Len:  7, Fitness_tra: 1
Rule 12: 000080c0b0000, Class:  0, CF:0.910102, Len:  3, Fitness_tra: 1
Rule 13: 1d518c7315811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 91528d5158119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 9111124111112, Class:  0, CF:0.980439, Len: 13, Fitness_tra: 0
Rule 16: 1111c275c1421, Class:  1, CF:0.387959, Len: 13, Fitness_tra: 0
Rule 17: 115115d558113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 115c5132d5235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 92e8111858115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: e4d1115111211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 9513812111241, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 22: 51911221c1121, Class:  0, CF:0.652151, Len: 13, Fitness_tra: 0
Rule 23: 1118211121552, Class:  1, CF:0.570767, Len: 13, Fitness_tra: 0
Rule 24: 9131121113221, Class:  0, CF:0.607512, Len: 13, Fitness_tra: 0
Rule 25: 11d5112121211, Class:  1, CF:0.817066, Len: 13, Fitness_tra: 0
Rule 26: 0000008084500, Class:  0, CF:0.61579, Len:  4, Fitness_tra: 0
Rule 27: 11511c1111411, Class:  1, CF:0.172748, Len: 13, Fitness_tra: 0
Rule 28: 14181112d5831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1119221112111, Class:  2, CF:0.782987, Len: 13, Fitness_tra: 0
Rule 30: 2159212124551, Class:  1, CF:0.90723, Len: 13, Fitness_tra: 0
Rule 31: 9111824581121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 32: c000008084dd0, Class:  1, CF:0.343037, Len:  6, Fitness_tra: 0
Rule 33: 3111155815d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11d5122183111, Class:  1, CF:0.810997, Len: 13, Fitness_tra: 0
Rule 35: 511511122142c, Class:  2, CF:0.293058, Len: 13, Fitness_tra: 0
Rule 36: 121211111113d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 32581191d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1159111382512, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 9111151821139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51d1111389b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2111111182151, Class:  0, CF:0.536259, Len: 13, Fitness_tra: 0
Rule 42: 9151111252535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1c11511c58d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 11551c21c5122, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1112111881519, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1155121311241, Class:  1, CF:0.884391, Len: 13, Fitness_tra: 0
Rule 47: 11515952155e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 511111131c25c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 49: 1151d1c129242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
