------Generation 0------
Rule  1: 1115111111b2c, Class:  1, CF:0.00873402, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 2251411122511, Class:  0, CF:0.516921, Len: 13, Fitness_tra: 0
Rule 82: 1d1d111181221, Class:  1, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: d551114521448, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 2
Rule 85: 51152d1c12111, Class:  2, CF:0.566157, Len: 13, Fitness_tra: 0
Rule 86: 115d111111221, Class:  1, CF:0.933472, Len: 13, Fitness_tra: 1
Rule 87: 1125215212111, Class:  1, CF:0.99218, Len: 13, Fitness_tra: 1
Rule 88: 1111111111131, Class:  2, CF:0.10364, Len: 13, Fitness_tra: 0
Rule 89: 21d92d1112132, Class:  2, CF:  1, Len: 13, Fitness_tra: 2
Rule 90: 1115d4181327c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: c211211522111, Class:  2, CF:0.93152, Len: 13, Fitness_tra: 1
Rule 92: 215581111b412, Class:  1, CF:0.60216, Len: 13, Fitness_tra: 0
Rule 93: 111d321311161, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 5151814123442, Class:  0, CF:0.999863, Len:  0, Fitness_tra: 0
Rule 95: 115518d3c1211, Class:  1, CF:0.768427, Len: 13, Fitness_tra: 0
Rule 96: 2211218184111, Class:  0, CF:0.858513, Len:  0, Fitness_tra: 0
Rule 97: 2253418121111, Class:  0, CF:0.968695, Len: 13, Fitness_tra: 0
Rule 98: 3b11235915511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 070110c20c106, Class:  1, CF:0.856146, Len:  8, Fitness_tra: 0
Rule100: e00c708000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:38.5965
------Result------
Miss_rate(tra)	:38.5965
Miss_rate(tst)	:37.1429
ARL				:12.3714

------Generation 6------
Rule  1: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 45
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 17
Rule  3: 2111112984111, Class:  2, CF:0.229413, Len: 13, Fitness_tra: 0
Rule  4: 151d117111411, Class:  1, CF:0.465372, Len: 13, Fitness_tra: 2
Rule  5: 1111111111551, Class:  1, CF:0.906274, Len: 13, Fitness_tra: 1
Rule  6: 00cc70800405b, Class:  1, CF:0.0650934, Len:  7, Fitness_tra: 1
Rule  7: 5111255112112, Class:  0, CF:0.999193, Len: 13, Fitness_tra: 0
Rule  8: 15551141c1141, Class:  1, CF:0.994988, Len: 13, Fitness_tra: 1
Rule  9: 1151811111113, Class:  1, CF:0.170592, Len: 13, Fitness_tra: 0
Rule 10: 115d155d12812, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1115111111b2c, Class:  1, CF:0.00873402, Len: 13, Fitness_tra: 0
Rule 12: e451531111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1211533212131, Class:  2, CF:0.99499, Len: 13, Fitness_tra: 0
Rule 14: 3832131815133, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1c1115511216d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9218511558555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 221d811112112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 18: 1251c11c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1811191c1c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 2251411122511, Class:  0, CF:0.516921, Len: 13, Fitness_tra: 0
Rule 82: 1d1d111181221, Class:  1, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: d551114521448, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 2
Rule 85: 51152d1c12111, Class:  2, CF:0.566157, Len: 13, Fitness_tra: 0
Rule 86: 115d111111221, Class:  1, CF:0.933472, Len: 13, Fitness_tra: 1
Rule 87: 1125215212111, Class:  1, CF:0.99218, Len: 13, Fitness_tra: 1
Rule 88: 1111111111131, Class:  2, CF:0.10364, Len: 13, Fitness_tra: 0
Rule 89: 21d92d1112132, Class:  2, CF:  1, Len: 13, Fitness_tra: 2
Rule 90: 1115d4181327c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: c211211522111, Class:  2, CF:0.93152, Len: 13, Fitness_tra: 1
Rule 92: 215581111b412, Class:  1, CF:0.60216, Len: 13, Fitness_tra: 0
Rule 93: 111d321311161, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 5151814123442, Class:  0, CF:0.999863, Len:  0, Fitness_tra: 0
Rule 95: 115518d3c1211, Class:  1, CF:0.768427, Len: 13, Fitness_tra: 0
Rule 96: 2211218184111, Class:  0, CF:0.858513, Len:  0, Fitness_tra: 0
Rule 97: 2253418121111, Class:  0, CF:0.968695, Len: 13, Fitness_tra: 0
Rule 98: 3b11235915511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 070110c20c106, Class:  1, CF:0.856146, Len:  8, Fitness_tra: 0
Rule100: e00c708000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:38.5965
------Result------
Miss_rate(tra)	:38.5965
Miss_rate(tst)	:37.1429
ARL				:12.3714

------Generation 7------
Rule  1: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 45
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 17
Rule  3: 2111112984111, Class:  2, CF:0.229413, Len: 13, Fitness_tra: 0
Rule  4: 151d117111411, Class:  1, CF:0.465372, Len: 13, Fitness_tra: 2
Rule  5: 1111111111551, Class:  1, CF:0.906274, Len: 13, Fitness_tra: 1
Rule  6: 00cc70800405b, Class:  1, CF:0.0650934, Len:  7, Fitness_tra: 1
Rule  7: 5111255112112, Class:  0, CF:0.999193, Len: 13, Fitness_tra: 0
Rule  8: 15551141c1141, Class:  1, CF:0.994988, Len: 13, Fitness_tra: 1
Rule  9: 1151811111113, Class:  1, CF:0.170592, Len: 13, Fitness_tra: 0
Rule 10: 115d155d12812, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1115111111b2c, Class:  1, CF:0.00873402, Len: 13, Fitness_tra: 0
Rule 12: e451531111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1211533212131, Class:  2, CF:0.99499, Len: 13, Fitness_tra: 0
Rule 14: 3832131815133, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1c1115511216d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9218511558555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 221d811112112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 18: 1251c11c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1811191c1c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 2251411122511, Class:  0, CF:0.516921, Len: 13, Fitness_tra: 0
Rule 82: 1d1d111181221, Class:  1, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: d551114521448, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 2
Rule 85: 51152d1c12111, Class:  2, CF:0.566157, Len: 13, Fitness_tra: 0
Rule 86: 115d111111221, Class:  1, CF:0.933472, Len: 13, Fitness_tra: 1
Rule 87: 1125215212111, Class:  1, CF:0.99218, Len: 13, Fitness_tra: 1
Rule 88: 1111111111131, Class:  2, CF:0.10364, Len: 13, Fitness_tra: 0
Rule 89: 21d92d1112132, Class:  2, CF:  1, Len: 13, Fitness_tra: 2
Rule 90: 1115d4181327c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: c211211522111, Class:  2, CF:0.93152, Len: 13, Fitness_tra: 1
Rule 92: 215581111b412, Class:  1, CF:0.60216, Len: 13, Fitness_tra: 0
Rule 93: 111d321311161, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 5151814123442, Class:  0, CF:0.999863, Len:  0, Fitness_tra: 0
Rule 95: 115518d3c1211, Class:  1, CF:0.768427, Len: 13, Fitness_tra: 0
Rule 96: 2211218184111, Class:  0, CF:0.858513, Len:  0, Fitness_tra: 0
Rule 97: 2253418121111, Class:  0, CF:0.968695, Len: 13, Fitness_tra: 0
Rule 98: 3b11235915511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 070110c20c106, Class:  1, CF:0.856146, Len:  8, Fitness_tra: 0
Rule100: e00c708000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:38.5965
------Result------
Miss_rate(tra)	:38.5965
Miss_rate(tst)	:37.1429
ARL				:12.3714

------Generation 8------
Rule  1: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 45
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 17
Rule  3: 2111112984111, Class:  2, CF:0.229413, Len: 13, Fitness_tra: 0
Rule  4: 151d117111411, Class:  1, CF:0.465372, Len: 13, Fitness_tra: 2
Rule  5: 1111111111551, Class:  1, CF:0.906274, Len: 13, Fitness_tra: 1
Rule  6: 00cc70800405b, Class:  1, CF:0.0650934, Len:  7, Fitness_tra: 1
Rule  7: 5111255112112, Class:  0, CF:0.999193, Len: 13, Fitness_tra: 0
Rule  8: 15551141c1141, Class:  1, CF:0.994988, Len: 13, Fitness_tra: 1
Rule  9: 1151811111113, Class:  1, CF:0.170592, Len: 13, Fitness_tra: 0
Rule 10: 115d155d12812, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 1115111111b2c, Class:  1, CF:0.00873402, Len: 13, Fitness_tra: 0
Rule 12: e451531111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1211533212131, Class:  2, CF:0.99499, Len: 13, Fitness_tra: 0
Rule 14: 3832131815133, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 1c1115511216d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9218511558555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 221d811112112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 18: 1251c11c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1811191c1c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 2251411122511, Class:  0, CF:0.516921, Len: 13, Fitness_tra: 0
Rule 82: 1d1d111181221, Class:  1, CF:0.999598, Len: 13, Fitness_tra: 0
Rule 83: d551114521448, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 2
