------Generation 0------
Rule  1: dc444, Class:  0, CF:0.898652, Len:  5, Fitness_tra: 0
Rule 89: e2154, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 191b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: a4200, Class:  1, CF:  1, Len:  3, Fitness_tra: 2
Rule 92: 25891, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e5c11, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: e2b22, Class:  2, CF:0.760249, Len:  5, Fitness_tra: 0
Rule 95: 037c7, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 96: d23b2, Class:  2, CF:0.927962, Len:  5, Fitness_tra: 4
Rule 97: 18758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 12247, Class:  2, CF:0.0842082, Len:  5, Fitness_tra: 0
Rule 99: 01207, Class:  2, CF:0.280406, Len:  3, Fitness_tra: 0
Rule100: 8244b, Class:  2, CF:0.409996, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.5556
------Result------
Miss_rate(tra)	:80.5556
Miss_rate(tst)	:67.4419
ARL				:4.75862

------Generation 7------
Rule  1: 05000, Class:  1, CF:0.982182, Len:  1, Fitness_tra: 50
Rule  2: 00c00, Class:  1, CF:0.978809, Len:  1, Fitness_tra: 41
Rule  3: 511b1, Class:  2, CF:0.902177, Len:  5, Fitness_tra: 31
Rule  4: dc112, Class:  0, CF:0.934034, Len:  5, Fitness_tra: 20
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 13372, Class:  2, CF:0.971025, Len:  5, Fitness_tra: 5
Rule  7: 23141, Class:  2, CF:0.926124, Len:  5, Fitness_tra: -1
Rule  8: d23b2, Class:  2, CF:0.927962, Len:  5, Fitness_tra: 4
Rule  9: 54111, Class:  0, CF:0.0611237, Len:  5, Fitness_tra: 7
Rule 10: 1411b, Class:  0, CF:0.197317, Len:  5, Fitness_tra: 37
Rule 11: 32b0a, Class:  1, CF:0.796635, Len:  4, Fitness_tra: -5
Rule 12: a4200, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 11344, Class:  2, CF:0.945025, Len:  5, Fitness_tra: 1
Rule 14: 21147, Class:  2, CF:0.957924, Len:  5, Fitness_tra: 3
Rule 15: 8244b, Class:  2, CF:0.409996, Len:  5, Fitness_tra: 0
Rule 16: d5242, Class:  1, CF:0.915856, Len:  5, Fitness_tra: 0
Rule 17: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11428, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 32714, Class:  1, CF:0.554522, Len:  5, Fitness_tra: 0
Rule 20: 9817b, Class:  1, CF:0.219004, Len:  5, Fitness_tra: 0
Rule 21: 21c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 94112, Class:  2, CF:0.572455, Len:  5, Fitness_tra: 0
Rule 23: 55824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 13e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 25c01, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 26: 14451, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dc7b2, Class:  0, CF:0.913329, Len:  5, Fitness_tra: 0
Rule 29: e1411, Class:  1, CF:0.0840912, Len:  5, Fitness_tra: 0
Rule 30: 5d547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 1d1b4, Class:  1, CF:0.86576, Len:  5, Fitness_tra: 0
Rule 32: dc127, Class:  0, CF:0.95262, Len:  5, Fitness_tra: 0
Rule 33: 55144, Class:  1, CF:0.842796, Len:  5, Fitness_tra: 0
Rule 34: 15871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 31844, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: e2b12, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 14bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3c1b2, Class:  1, CF:0.119843, Len:  5, Fitness_tra: 0
Rule 39: 1911b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 85544, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 19821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 81277, Class:  2, CF:0.876707, Len:  5, Fitness_tra: 0
Rule 43: d2212, Class:  2, CF:0.0958326, Len:  5, Fitness_tra: 0
Rule 44: 61521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 1914b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 85144, Class:  1, CF:0.596111, Len:  5, Fitness_tra: 0
Rule 48: 927c5, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 32121, Class:  1, CF:0.792311, Len:  5, Fitness_tra: 0
Rule 50: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 51: 147c8, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 13227, Class:  2, CF:0.926442, Len:  5, Fitness_tra: 0
Rule 55: e1171, Class:  2, CF:0.962222, Len:  5, Fitness_tra: 0
Rule 56: 51222, Class:  2, CF:0.971373, Len:  5, Fitness_tra: 0
Rule 57: 51417, Class:  2, CF:0.49739, Len:  5, Fitness_tra: 0
Rule 58: 1c448, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51c7b, Class:  1, CF:0.354971, Len:  5, Fitness_tra: 0
Rule 60: 32241, Class:  1, CF:0.974841, Len:  5, Fitness_tra: 0
Rule 61: 4314b, Class:  2, CF:0.935622, Len:  5, Fitness_tra: 2
Rule 62: 12119, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: d5271, Class:  1, CF:0.96573, Len:  5, Fitness_tra: 0
Rule 64: 11221, Class:  2, CF:0.185879, Len:  5, Fitness_tra: 0
Rule 65: d3244, Class:  2, CF:0.979521, Len:  5, Fitness_tra: 0
Rule 66: c614b, Class:  2, CF:0.920912, Len:  5, Fitness_tra: 0
Rule 67: d81b1, Class:  0, CF:0.203934, Len:  5, Fitness_tra: 0
Rule 68: 12218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: d8177, Class:  0, CF:0.749915, Len:  5, Fitness_tra: 0
Rule 70: e2414, Class:  1, CF:0.311804, Len:  5, Fitness_tra: 0
Rule 71: 58c14, Class:  1, CF:0.945541, Len:  5, Fitness_tra: 0
Rule 72: 35124, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 12118, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 29111, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: de214, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: 8e177, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 5c217, Class:  0, CF:0.733017, Len:  5, Fitness_tra: 0
Rule 78: 31248, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132b7, Class:  2, CF:0.864584, Len:  5, Fitness_tra: 0
Rule 80: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 121c8, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 17bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 91442, Class:  2, CF:0.979663, Len:  5, Fitness_tra: 0
Rule 85: 9114c, Class:  2, CF:0.999994, Len:  5, Fitness_tra: 0
Rule 86: 23c42, Class:  0, CF:0.861932, Len:  5, Fitness_tra: 0
Rule 87: 1b212, Class:  2, CF:0.229913, Len:  5, Fitness_tra: 0
Rule 88: d1177, Class:  2, CF:0.969523, Len:  5, Fitness_tra: 40
Rule 89: 21124, Class:  2, CF:0.976406, Len:  5, Fitness_tra: 6
Rule 90: 64000, Class:  1, CF:0.987445, Len:  2, Fitness_tra: 1
Rule 91: 555b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 23141, Class:  2, CF:0.926124, Len:  0, Fitness_tra: 0
Rule 93: 54c75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1264b, Class:  2, CF:0.545111, Len:  5, Fitness_tra: 0
Rule 95: 5a51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 93171, Class:  2, CF:0.991927, Len:  5, Fitness_tra: 1
Rule 97: 11141, Class:  2, CF:0.594502, Len:  5, Fitness_tra: -11
Rule 98: 14247, Class:  2, CF:0.280885, Len:  5, Fitness_tra: 0
Rule 99: 37797, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 10d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 8
------Current------
Miss_rate(tra)	:65.5556
------Result------
Miss_rate(tra)	:65.5556
Miss_rate(tst)	:34.8837
ARL				:4.7381

------Generation 8------
Rule  1: 05000, Class:  1, CF:0.982182, Len:  1, Fitness_tra: 50
Rule  2: 00c00, Class:  1, CF:0.978809, Len:  1, Fitness_tra: 41
Rule  3: 511b1, Class:  2, CF:0.902177, Len:  5, Fitness_tra: 31
Rule  4: dc112, Class:  0, CF:0.934034, Len:  5, Fitness_tra: 20
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 13372, Class:  2, CF:0.971025, Len:  5, Fitness_tra: 5
Rule  7: 23141, Class:  2, CF:0.926124, Len:  5, Fitness_tra: -1
Rule  8: d23b2, Class:  2, CF:0.927962, Len:  5, Fitness_tra: 4
Rule  9: 54111, Class:  0, CF:0.0611237, Len:  5, Fitness_tra: 7
Rule 10: 1411b, Class:  0, CF:0.197317, Len:  5, Fitness_tra: 37
Rule 11: 32b0a, Class:  1, CF:0.796635, Len:  4, Fitness_tra: -5
Rule 12: a4200, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 11344, Class:  2, CF:0.945025, Len:  5, Fitness_tra: 1
Rule 14: 21147, Class:  2, CF:0.957924, Len:  5, Fitness_tra: 3
Rule 15: 8244b, Class:  2, CF:0.409996, Len:  5, Fitness_tra: 0
Rule 16: d5242, Class:  1, CF:0.915856, Len:  5, Fitness_tra: 0
Rule 17: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11428, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 32714, Class:  1, CF:0.554522, Len:  5, Fitness_tra: 0
Rule 20: 9817b, Class:  1, CF:0.219004, Len:  5, Fitness_tra: 0
Rule 21: 21c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 94112, Class:  2, CF:0.572455, Len:  5, Fitness_tra: 0
Rule 23: 55824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 13e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 25c01, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 26: 14451, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dc7b2, Class:  0, CF:0.913329, Len:  5, Fitness_tra: 0
Rule 29: e1411, Class:  1, CF:0.0840912, Len:  5, Fitness_tra: 0
Rule 30: 5d547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 1d1b4, Class:  1, CF:0.86576, Len:  5, Fitness_tra: 0
Rule 32: dc127, Class:  0, CF:0.95262, Len:  5, Fitness_tra: 0
Rule 33: 55144, Class:  1, CF:0.842796, Len:  5, Fitness_tra: 0
Rule 34: 15871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 31844, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: e2b12, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 14bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3c1b2, Class:  1, CF:0.119843, Len:  5, Fitness_tra: 0
Rule 39: 1911b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 85544, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 19821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 81277, Class:  2, CF:0.876707, Len:  5, Fitness_tra: 0
Rule 43: d2212, Class:  2, CF:0.0958326, Len:  5, Fitness_tra: 0
Rule 44: 61521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 1914b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 85144, Class:  1, CF:0.596111, Len:  5, Fitness_tra: 0
Rule 48: 927c5, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 32121, Class:  1, CF:0.792311, Len:  5, Fitness_tra: 0
Rule 50: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 51: 147c8, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 13227, Class:  2, CF:0.926442, Len:  5, Fitness_tra: 0
Rule 55: e1171, Class:  2, CF:0.962222, Len:  5, Fitness_tra: 0
Rule 56: 51222, Class:  2, CF:0.971373, Len:  5, Fitness_tra: 0
Rule 57: 51417, Class:  2, CF:0.49739, Len:  5, Fitness_tra: 0
Rule 58: 1c448, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51c7b, Class:  1, CF:0.354971, Len:  5, Fitness_tra: 0
Rule 60: 32241, Class:  1, CF:0.974841, Len:  5, Fitness_tra: 0
Rule 61: 4314b, Class:  2, CF:0.935622, Len:  5, Fitness_tra: 2
Rule 62: 12119, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: d5271, Class:  1, CF:0.96573, Len:  5, Fitness_tra: 0
Rule 64: 11221, Class:  2, CF:0.185879, Len:  5, Fitness_tra: 0
Rule 65: d3244, Class:  2, CF:0.979521, Len:  5, Fitness_tra: 0
Rule 66: c614b, Class:  2, CF:0.920912, Len:  5, Fitness_tra: 0
Rule 67: d81b1, Class:  0, CF:0.203934, Len:  5, Fitness_tra: 0
Rule 68: 12218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: d8177, Class:  0, CF:0.749915, Len:  5, Fitness_tra: 0
Rule 70: e2414, Class:  1, CF:0.311804, Len:  5, Fitness_tra: 0
Rule 71: 58c14, Class:  1, CF:0.945541, Len:  5, Fitness_tra: 0
Rule 72: 35124, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 12118, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 29111, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: de214, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: 8e177, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 5c217, Class:  0, CF:0.733017, Len:  5, Fitness_tra: 0
Rule 78: 31248, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132b7, Class:  2, CF:0.864584, Len:  5, Fitness_tra: 0
Rule 80: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 121c8, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 17bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 91442, Class:  2, CF:0.979663, Len:  5, Fitness_tra: 0
Rule 85: 9114c, Class:  2, CF:0.999994, Len:  5, Fitness_tra: 0
Rule 86: 23c42, Class:  0, CF:0.861932, Len:  5, Fitness_tra: 0
Rule 87: 1b212, Class:  2, CF:0.229913, Len:  5, Fitness_tra: 0
Rule 88: d1177, Class:  2, CF:0.969523, Len:  5, Fitness_tra: 40
Rule 89: 21124, Class:  2, CF:0.976406, Len:  5, Fitness_tra: 6
Rule 90: 64000, Class:  1, CF:0.987445, Len:  2, Fitness_tra: 1
Rule 91: 555b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 23141, Class:  2, CF:0.926124, Len:  0, Fitness_tra: 0
Rule 93: 54c75, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1264b, Class:  2, CF:0.545111, Len:  5, Fitness_tra: 0
Rule 95: 5a51c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 93171, Class:  2, CF:0.991927, Len:  5, Fitness_tra: 1
Rule 97: 11141, Class:  2, CF:0.594502, Len:  5, Fitness_tra: -11
Rule 98: 14247, Class:  2, CF:0.280885, Len:  5, Fitness_tra: 0
Rule 99: 37797, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 10d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 8
------Current------
Miss_rate(tra)	:65.5556
------Result------
Miss_rate(tra)	:65.5556
Miss_rate(tst)	:34.8837
ARL				:4.7381

------Generation 9------
Rule  1: 05000, Class:  1, CF:0.982182, Len:  1, Fitness_tra: 50
Rule  2: 00c00, Class:  1, CF:0.978809, Len:  1, Fitness_tra: 41
Rule  3: d1177, Class:  2, CF:0.969523, Len:  5, Fitness_tra: 40
Rule  4: 1411b, Class:  0, CF:0.197317, Len:  5, Fitness_tra: 42
Rule  5: 511b1, Class:  2, CF:0.902177, Len:  5, Fitness_tra: 27
Rule  6: dc112, Class:  0, CF:0.934034, Len:  5, Fitness_tra: 20
Rule  7: 10d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 8
Rule  8: 54111, Class:  0, CF:0.0611237, Len:  5, Fitness_tra: 7
Rule  9: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule 10: 21124, Class:  2, CF:0.976406, Len:  5, Fitness_tra: 6
Rule 11: 13372, Class:  2, CF:0.971025, Len:  5, Fitness_tra: 5
Rule 12: d23b2, Class:  2, CF:0.927962, Len:  5, Fitness_tra: 4
Rule 13: 21147, Class:  2, CF:0.957924, Len:  5, Fitness_tra: 4
Rule 14: 4314b, Class:  2, CF:0.935622, Len:  5, Fitness_tra: 4
Rule 15: 93171, Class:  2, CF:0.991927, Len:  5, Fitness_tra: 2
Rule 16: 11344, Class:  2, CF:0.945025, Len:  5, Fitness_tra: 1
Rule 17: 64000, Class:  1, CF:0.987445, Len:  2, Fitness_tra: 2
Rule 18: a4200, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: 32714, Class:  1, CF:0.554522, Len:  5, Fitness_tra: 0
Rule 20: 9817b, Class:  1, CF:0.219004, Len:  5, Fitness_tra: 0
Rule 21: 21c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 94112, Class:  2, CF:0.572455, Len:  5, Fitness_tra: 0
Rule 23: 55824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 13e22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 25c01, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 26: 14451, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dc7b2, Class:  0, CF:0.913329, Len:  5, Fitness_tra: 0
Rule 29: e1411, Class:  1, CF:0.0840912, Len:  5, Fitness_tra: 0
Rule 30: 5d547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 1d1b4, Class:  1, CF:0.86576, Len:  5, Fitness_tra: 0
Rule 32: dc127, Class:  0, CF:0.95262, Len:  5, Fitness_tra: 0
Rule 33: 55144, Class:  1, CF:0.842796, Len:  5, Fitness_tra: 0
Rule 34: 15871, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 31844, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 36: e2b12, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 14bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 3c1b2, Class:  1, CF:0.119843, Len:  5, Fitness_tra: 0
Rule 39: 1911b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 40: 85544, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 41: 19821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 81277, Class:  2, CF:0.876707, Len:  5, Fitness_tra: 0
Rule 43: d2212, Class:  2, CF:0.0958326, Len:  5, Fitness_tra: 0
Rule 44: 61521, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 1914b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 85144, Class:  1, CF:0.596111, Len:  5, Fitness_tra: 0
Rule 48: 927c5, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 32121, Class:  1, CF:0.792311, Len:  5, Fitness_tra: 0
Rule 50: 15872, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 51: 147c8, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 52: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 29122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 13227, Class:  2, CF:0.926442, Len:  5, Fitness_tra: 0
Rule 55: e1171, Class:  2, CF:0.962222, Len:  5, Fitness_tra: 0
Rule 56: 51222, Class:  2, CF:0.971373, Len:  5, Fitness_tra: 0
Rule 57: 51417, Class:  2, CF:0.49739, Len:  5, Fitness_tra: 0
Rule 58: 1c448, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51c7b, Class:  1, CF:0.354971, Len:  5, Fitness_tra: 0
Rule 60: 32241, Class:  1, CF:0.974841, Len:  5, Fitness_tra: 0
Rule 61: 8244b, Class:  2, CF:0.409996, Len:  5, Fitness_tra: 0
Rule 62: 12119, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: d5271, Class:  1, CF:0.96573, Len:  5, Fitness_tra: 0
Rule 64: 11221, Class:  2, CF:0.185879, Len:  5, Fitness_tra: 0
Rule 65: d3244, Class:  2, CF:0.979521, Len:  5, Fitness_tra: 0
Rule 66: c614b, Class:  2, CF:0.920912, Len:  5, Fitness_tra: 0
Rule 67: d81b1, Class:  0, CF:0.203934, Len:  5, Fitness_tra: 0
Rule 68: 12218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: d8177, Class:  0, CF:0.749915, Len:  5, Fitness_tra: 0
Rule 70: e2414, Class:  1, CF:0.311804, Len:  5, Fitness_tra: 0
Rule 71: 58c14, Class:  1, CF:0.945541, Len:  5, Fitness_tra: 0
Rule 72: 35124, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 12118, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 29111, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: de214, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: 8e177, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 5c217, Class:  0, CF:0.733017, Len:  5, Fitness_tra: 0
Rule 78: 31248, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132b7, Class:  2, CF:0.864584, Len:  5, Fitness_tra: 0
Rule 80: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 15721, Class:  1, CF:0.988466, Len:  5, Fitness_tra: 0
Rule 82: 1e121, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: d22b7, Class:  2, CF:0.591439, Len:  5, Fitness_tra: 0
Rule 84: d8242, Class:  0, CF:0.409126, Len:  5, Fitness_tra: 0
Rule 85: 29121, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: c6917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 81974, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 13347, Class:  2, CF:0.957652, Len:  5, Fitness_tra: 0
Rule 89: 11122, Class:  2, CF:0.961523, Len:  5, Fitness_tra: 0
Rule 90: 31b11, Class:  1, CF:0.422933, Len:  5, Fitness_tra: -11
Rule 91: 54802, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 70124, Class:  2, CF:0.552558, Len:  4, Fitness_tra: 0
Rule 93: 51c72, Class:  1, CF:0.354971, Len:  5, Fitness_tra: 0
Rule 94: a0c42, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 95: d23b2, Class:  2, CF:0.927962, Len:  0, Fitness_tra: 0
Rule 96: d0cce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00c7b, Class:  1, CF:0.731321, Len:  3, Fitness_tra: 0
Rule 98: 13248, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: 111a7, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 85518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.0556
------Result------
Miss_rate(tra)	:63.0556
Miss_rate(tst)	:30.2326
ARL				:4.69412

------Generation 10------
Rule  1: 05000, Class:  1, CF:0.982182, Len:  1, Fitness_tra: 50
Rule  2: 1411b, Class:  0, CF:0.197317, Len:  5, Fitness_tra: 54
Rule  3: 00c00, Class:  1, CF:0.978809, Len:  1, Fitness_tra: 42
Rule  4: d1177, Class:  2, CF:0.969523, Len:  5, Fitness_tra: 40
Rule  5: 511b1, Class:  2, CF:0.902177, Len:  5, Fitness_tra: 27
Rule  6: dc112, Class:  0, CF:0.934034, Len:  5, Fitness_tra: 20
Rule  7: 10d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 8
Rule  8: 54111, Class:  0, CF:0.0611237, Len:  5, Fitness_tra: 7
Rule  9: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule 10: 21124, Class:  2, CF:0.976406, Len:  5, Fitness_tra: 6
Rule 11: 13372, Class:  2, CF:0.971025, Len:  5, Fitness_tra: 4
Rule 12: d23b2, Class:  2, CF:0.927962, Len:  5, Fitness_tra: 4
Rule 13: 21147, Class:  2, CF:0.957924, Len:  5, Fitness_tra: 3
Rule 14: 4314b, Class:  2, CF:0.935622, Len:  5, Fitness_tra: 4
Rule 15: 93171, Class:  2, CF:0.991927, Len:  5, Fitness_tra: 2
Rule 16: 64000, Class:  1, CF:0.987445, Len:  2, Fitness_tra: 3
Rule 17: 11344, Class:  2, CF:0.945025, Len:  5, Fitness_tra: 1
Rule 18: a4200, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: 32714, Class:  1, CF:0.554522, Len:  5, Fitness_tra: 0
Rule 20: 9817b, Class:  1, CF:0.219004, Len:  5, Fitness_tra: 0
Rule 21: 21c91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 94112, Class:  2, CF:0.572455, Len:  5, Fitness_tra: 0
Rule 23: 55824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
