------Generation 0------
Rule  1: e00000000020e00000, Class:  2, CF:0.917782, Len:  3, Fitness_tra: -3
Rule 11: 0080c18100c0d00011, Class:  3, CF:0.358489, Len:  9, Fitness_tra: 3
Rule 12: 5c14271328271c1824, Class:  2, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 85117c112124521112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2512b28581c4181217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 009000000d00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000000000c0d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2cdc2bc141c2c11593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51112111221b222c12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21dc4149481724c233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d00070000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 133214cdc941141212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1117272545c2121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d88c18521c8d21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000b0400000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 151287c112c2511136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 002000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000c70000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000004044000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 851c11114224842b11, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 82c144417147821111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c55211c58581151811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: ee1512519353141153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c21447891114112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 59e241913111311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1811141588c2122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 151cc421252c111511, Class:  1, CF:0.719902, Len: 18, Fitness_tra: 0
Rule 69: 51d811188182114491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31357b3b33ea122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 030050005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000007eb07b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 12d811881c18241211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00e00c500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00258b000c00d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 28212b211242121271, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000000000c000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 158241c92182d57224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51984cc1c1c181111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: c51c11211121d12218, Class:  3, CF:0.139844, Len: 18, Fitness_tra: -3
Rule 90: d22224c11821221411, Class:  1, CF:0.0360735, Len: 18, Fitness_tra: -3
Rule 91: e010005b00001001d0, Class:  1, CF:0.879665, Len:  7, Fitness_tra: 5
Rule 92: 0c1027130007500704, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000d04000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 85dc111d4c14842c11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 95: 81c2d24d1187181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 22980c951c13441251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 50002101201b200312, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 030050000d000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: 001440004100807011, Class:  2, CF:0.0337765, Len:  9, Fitness_tra: -126
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.1286
------Result------
Miss_rate(tra)	:71.1286
Miss_rate(tst)	:72.619
ARL				:9.15

------Generation 7------
Rule  1: 0000000e0000000000, Class:  0, CF:0.330536, Len:  1, Fitness_tra: 17
Rule  2: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule  3: 121772252124821811, Class:  2, CF:0.641777, Len: 18, Fitness_tra: -2
Rule  4: 00d0000009000c0000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule  5: 181147cd2124181114, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 0e0800000000e70003, Class:  2, CF:0.949924, Len:  5, Fitness_tra: 3
Rule  7: 0000c0000000000800, Class:  2, CF:0.0293512, Len:  2, Fitness_tra: 2
Rule  8: 00000c000040000000, Class:  2, CF:0.431639, Len:  2, Fitness_tra: 2
Rule  9: 000808000000000000, Class:  0, CF:0.6964, Len:  2, Fitness_tra: 2
Rule 10: 0010000d2000080108, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 11: 0080c18100c0d00011, Class:  3, CF:0.358489, Len:  9, Fitness_tra: 3
Rule 12: 5c14271328271c1824, Class:  2, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 85117c112124521112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2512b28581c4181217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 009000000d00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000000000c0d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2cdc2bc141c2c11593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51112111221b222c12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21dc4149481724c233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d00070000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 133214cdc941141212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1117272545c2121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d88c18521c8d21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000b0400000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 151287c112c2511136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 002000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000c70000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000004044000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 851c11114224842b11, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 82c144417147821111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c55211c58581151811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: ee1512519353141153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c21447891114112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 59e241913111311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1811141588c2122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 151cc421252c111511, Class:  1, CF:0.719902, Len: 18, Fitness_tra: 0
Rule 69: 51d811188182114491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31357b3b33ea122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 030050005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000007eb07b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 12d811881c18241211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00e00c500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00258b000c00d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 28212b211242121271, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000000000c000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 158241c92182d57224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51984cc1c1c181111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: c51c11211121d12218, Class:  3, CF:0.139844, Len: 18, Fitness_tra: -3
Rule 90: d22224c11821221411, Class:  1, CF:0.0360735, Len: 18, Fitness_tra: -3
Rule 91: e010005b00001001d0, Class:  1, CF:0.879665, Len:  7, Fitness_tra: 5
Rule 92: 0c1027130007500704, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000d04000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 85dc111d4c14842c11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 95: 81c2d24d1187181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 22980c951c13441251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 50002101201b200312, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 030050000d000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: 001440004100807011, Class:  2, CF:0.0337765, Len:  9, Fitness_tra: -126
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.1286
------Result------
Miss_rate(tra)	:71.1286
Miss_rate(tst)	:72.619
ARL				:9.15

------Generation 8------
Rule  1: 0000000e0000000000, Class:  0, CF:0.330536, Len:  1, Fitness_tra: 17
Rule  2: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule  3: 121772252124821811, Class:  2, CF:0.641777, Len: 18, Fitness_tra: -2
Rule  4: 00d0000009000c0000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule  5: 181147cd2124181114, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 0e0800000000e70003, Class:  2, CF:0.949924, Len:  5, Fitness_tra: 3
Rule  7: 0000c0000000000800, Class:  2, CF:0.0293512, Len:  2, Fitness_tra: 2
Rule  8: 00000c000040000000, Class:  2, CF:0.431639, Len:  2, Fitness_tra: 2
Rule  9: 000808000000000000, Class:  0, CF:0.6964, Len:  2, Fitness_tra: 2
Rule 10: 0010000d2000080108, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 11: 0080c18100c0d00011, Class:  3, CF:0.358489, Len:  9, Fitness_tra: 3
Rule 12: 5c14271328271c1824, Class:  2, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000440000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: c00000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5a15221731d1925151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 85117c112124521112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2512b28581c4181217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 009000000d00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000000000c0d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2cdc2bc141c2c11593, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51112111221b222c12, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21dc4149481724c233, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: d00070000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 133214cdc941141212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000d00007000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1117272545c2121221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1d88c18521c8d21111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000b0400000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000000000003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 151287c112c2511136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 002000000000000008, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000c70000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000004044000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 851c11114224842b11, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 82c144417147821111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c55211c58581151811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: ee1512519353141153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c21447891114112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 59e241913111311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1811141588c2122251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 151cc421252c111511, Class:  1, CF:0.719902, Len: 18, Fitness_tra: 0
Rule 69: 51d811188182114491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000d00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000600000002, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31357b3b33ea122112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 030050005000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000007eb07b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 12d811881c18241211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00e00c500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7000000000000000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00258b000c00d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 28212b211242121271, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000000000c000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 158241c92182d57224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51984cc1c1c181111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: c51c11211121d12218, Class:  3, CF:0.139844, Len: 18, Fitness_tra: -3
Rule 90: d22224c11821221411, Class:  1, CF:0.0360735, Len: 18, Fitness_tra: -3
Rule 91: e010005b00001001d0, Class:  1, CF:0.879665, Len:  7, Fitness_tra: 5
Rule 92: 0c1027130007500704, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000d04000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 85dc111d4c14842c11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 95: 81c2d24d1187181511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 22980c951c13441251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 50002101201b200312, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 030050000d000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 99: 001440004100807011, Class:  2, CF:0.0337765, Len:  9, Fitness_tra: -126
Rule100: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:71.1286
------Result------
Miss_rate(tra)	:71.1286
Miss_rate(tst)	:72.619
ARL				:9.15

------Generation 9------
Rule  1: 0000000e0000000000, Class:  0, CF:0.330536, Len:  1, Fitness_tra: 17
Rule  2: 00000000e00e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 12
Rule  3: 121772252124821811, Class:  2, CF:0.641777, Len: 18, Fitness_tra: -2
Rule  4: 00d0000009000c0000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule  5: 181147cd2124181114, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule  6: 0e0800000000e70003, Class:  2, CF:0.949924, Len:  5, Fitness_tra: 3
Rule  7: 0000c0000000000800, Class:  2, CF:0.0293512, Len:  2, Fitness_tra: 2
Rule  8: 00000c000040000000, Class:  2, CF:0.431639, Len:  2, Fitness_tra: 2
Rule  9: 000808000000000000, Class:  0, CF:0.6964, Len:  2, Fitness_tra: 2
Rule 10: 0010000d2000080108, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 11: 0080c18100c0d00011, Class:  3, CF:0.358489, Len:  9, Fitness_tra: 3
Rule 12: 5c14271328271c1824, Class:  2, CF:  1, Len: 18, Fitness_tra: 1
Rule 13: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 931847915555121158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 3e35241213d5311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000007e0c7b000000, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
