------Generation 0------
Rule  1: 1265132d11541, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 4b43121255c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: fe3585e911581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 17451985c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 713c3119d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 63f1111193113, Class:  0, CF:0.704286, Len: 13, Fitness_tra: 0
Rule 34: 2362612111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113111e118186, Class:  0, CF:0.961768, Len: 13, Fitness_tra: 0
Rule 36: 1511115913411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4171118139931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 28139581511d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 6911315539911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a31d8d3115111, Class:  0, CF:0.425982, Len: 13, Fitness_tra: 0
Rule 41: 75a198115e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: ae75153d15375, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11ad189d153dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 33fc912191118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1129821481851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6e42ddd831522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: bc31812d19583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1132111113112, Class:  0, CF:0.80153, Len: 13, Fitness_tra: 0
Rule 50: a1a1911112585, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 18a8151151225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6529552d15131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c32151115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15b111d558558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b14151d515d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1cf9152111521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a6f1193924125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a171e81512515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0002c00e00002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: af61591215131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 442612323d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3318e81119515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b225129c32951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3635351193111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b75185111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18615551113ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 72f5251991145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 44b5855151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f6689129d1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b5f8118125115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11b15932111e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b3a8115558851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: fe755d1555128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 756181d118581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f365511d2d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 197d315c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42a81511d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31b3252511951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b81d53531932d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ff18551518816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 614885dd15521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000902000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 0000d0000d000, Class:  0, CF:0.995811, Len:  2, Fitness_tra: 116
Rule 86: 0000000000d00, Class:  0, CF:0.793453, Len:  0, Fitness_tra: 0
Rule 87: 41a31d2555523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 691c151111d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f3255d118158c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000cd009000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 91: 75b0000018d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 36b1122598828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31f8e51111140, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 19fd315c1112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 6009c570d5100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00fc012801110, Class:  0, CF:0.738127, Len:  8, Fitness_tra: -3
Rule 97: f1f1911d11155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 117d18955512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: d11c51d515de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000a0000, Class:  0, CF:0.988942, Len:  1, Fitness_tra: 34
------Current------
Miss_rate(tra)	:9.09091
------Result------
Miss_rate(tra)	:9.09091
Miss_rate(tst)	:9.09091
ARL				:6.07692

------Generation 7------
Rule  1: 00000000000b0, Class:  0, CF:0.799611, Len:  1, Fitness_tra: 265
Rule  2: 0000000000d00, Class:  0, CF:0.793453, Len:  1, Fitness_tra: 160
Rule  3: 0002c00300002, Class:  0, CF:0.904182, Len:  4, Fitness_tra: 32
Rule  4: 0009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 62
Rule  5: 000dcd0000000, Class:  0, CF:0.905499, Len:  3, Fitness_tra: 23
Rule  6: 0800300000040, Class:  0, CF:0.903069, Len:  3, Fitness_tra: 23
Rule  7: 00000308000c0, Class:  0, CF:0.935368, Len:  3, Fitness_tra: 12
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  9: 0808000000090, Class:  0, CF:0.590181, Len:  3, Fitness_tra: 0
Rule 10: 00000000d0053, Class:  0, CF:0.687919, Len:  3, Fitness_tra: 1
Rule 11: 0002000d00900, Class:  0, CF:0.951194, Len:  3, Fitness_tra: 0
Rule 12: a3f55515c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 65b321811d955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff63922139821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: f1252de111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b27c311125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 75fd291111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 272831e7cd111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: feb9212e15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0008000000690, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: f1b5163182133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13a5ec8113c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 287115112155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4b43121255c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: fe3585e911581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 17451985c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 713c3119d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 63f1111193113, Class:  0, CF:0.704286, Len: 13, Fitness_tra: 0
Rule 34: 2362612111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113111e118186, Class:  0, CF:0.961768, Len: 13, Fitness_tra: 0
Rule 36: 1511115913411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4171118139931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 28139581511d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 6911315539911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a31d8d3115111, Class:  0, CF:0.425982, Len: 13, Fitness_tra: 0
Rule 41: 75a198115e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: ae75153d15375, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11ad189d153dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 33fc912191118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1129821481851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6e42ddd831522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: bc31812d19583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1132111113112, Class:  0, CF:0.80153, Len: 13, Fitness_tra: 0
Rule 50: a1a1911112585, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 18a8151151225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6529552d15131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c32151115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15b111d558558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b14151d515d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1cf9152111521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a6f1193924125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a171e81512515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0002c00e00002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: af61591215131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 442612323d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3318e81119515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b225129c32951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3635351193111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b75185111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18615551113ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 72f5251991145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 44b5855151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f6689129d1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b5f8118125115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11b15932111e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b3a8115558851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: fe755d1555128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 756181d118581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f365511d2d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 197d315c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42a81511d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31b3252511951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b81d53531932d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ff18551518816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 614885dd15521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000902000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 0000d0000d000, Class:  0, CF:0.995811, Len:  2, Fitness_tra: 116
Rule 86: 0000000000d00, Class:  0, CF:0.793453, Len:  0, Fitness_tra: 0
Rule 87: 41a31d2555523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 691c151111d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f3255d118158c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000cd009000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 91: 75b0000018d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 36b1122598828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31f8e51111140, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 19fd315c1112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 6009c570d5100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00fc012801110, Class:  0, CF:0.738127, Len:  8, Fitness_tra: -3
Rule 97: f1f1911d11155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 117d18955512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: d11c51d515de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000a0000, Class:  0, CF:0.988942, Len:  1, Fitness_tra: 34
------Current------
Miss_rate(tra)	:9.09091
------Result------
Miss_rate(tra)	:9.09091
Miss_rate(tst)	:9.09091
ARL				:6.07692

------Generation 8------
Rule  1: 00000000000b0, Class:  0, CF:0.799611, Len:  1, Fitness_tra: 265
Rule  2: 0000000000d00, Class:  0, CF:0.793453, Len:  1, Fitness_tra: 160
Rule  3: 0002c00300002, Class:  0, CF:0.904182, Len:  4, Fitness_tra: 32
Rule  4: 0009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 62
Rule  5: 000dcd0000000, Class:  0, CF:0.905499, Len:  3, Fitness_tra: 23
Rule  6: 0800300000040, Class:  0, CF:0.903069, Len:  3, Fitness_tra: 23
Rule  7: 00000308000c0, Class:  0, CF:0.935368, Len:  3, Fitness_tra: 12
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  9: 0808000000090, Class:  0, CF:0.590181, Len:  3, Fitness_tra: 0
Rule 10: 00000000d0053, Class:  0, CF:0.687919, Len:  3, Fitness_tra: 1
Rule 11: 0002000d00900, Class:  0, CF:0.951194, Len:  3, Fitness_tra: 0
Rule 12: a3f55515c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 65b321811d955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff63922139821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: f1252de111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b27c311125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 75fd291111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 272831e7cd111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: feb9212e15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0008000000690, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: f1b5163182133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13a5ec8113c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 287115112155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4b43121255c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: fe3585e911581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 17451985c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 713c3119d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 63f1111193113, Class:  0, CF:0.704286, Len: 13, Fitness_tra: 0
Rule 34: 2362612111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113111e118186, Class:  0, CF:0.961768, Len: 13, Fitness_tra: 0
Rule 36: 1511115913411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4171118139931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 28139581511d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 6911315539911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a31d8d3115111, Class:  0, CF:0.425982, Len: 13, Fitness_tra: 0
Rule 41: 75a198115e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: ae75153d15375, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11ad189d153dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 33fc912191118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1129821481851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 31f5e11111d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 6e42ddd831522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: bc31812d19583, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1132111113112, Class:  0, CF:0.80153, Len: 13, Fitness_tra: 0
Rule 50: a1a1911112585, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 18a8151151225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 6529552d15131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c32151115151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15b111d558558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b14151d515d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1cf9152111521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a6f1193924125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a171e81512515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0002c00e00002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 60: af61591215131, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: 442612323d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: aa1551151d213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3318e81119515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b225129c32951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3635351193111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b75185111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18615551113ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 72f5251991145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 44b5855151115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: f6689129d1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b5f8118125115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11b15932111e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b3a8115558851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: fe755d1555128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 756181d118581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: f365511d2d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6e65352dd91c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 197d315c15111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 42a81511d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 31b3252511951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b81d53531932d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: ff18551518816, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 614885dd15521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000902000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 85: 0000d0000d000, Class:  0, CF:0.995811, Len:  2, Fitness_tra: 116
Rule 86: 0000000000d00, Class:  0, CF:0.793453, Len:  0, Fitness_tra: 0
Rule 87: 41a31d2555523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 691c151111d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f3255d118158c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000cd009000e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 91: 75b0000018d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 36b1122598828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 31f8e51111140, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 19fd315c1112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 6009c570d5100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00fc012801110, Class:  0, CF:0.738127, Len:  8, Fitness_tra: -3
Rule 97: f1f1911d11155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 117d18955512c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: d11c51d515de8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000a0000, Class:  0, CF:0.988942, Len:  1, Fitness_tra: 34
------Current------
Miss_rate(tra)	:9.09091
------Result------
Miss_rate(tra)	:9.09091
Miss_rate(tst)	:9.09091
ARL				:6.07692

------Generation 9------
Rule  1: 00000000000b0, Class:  0, CF:0.799611, Len:  1, Fitness_tra: 265
Rule  2: 0000000000d00, Class:  0, CF:0.793453, Len:  1, Fitness_tra: 160
Rule  3: 0002c00300002, Class:  0, CF:0.904182, Len:  4, Fitness_tra: 32
Rule  4: 0009000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 62
Rule  5: 000dcd0000000, Class:  0, CF:0.905499, Len:  3, Fitness_tra: 23
Rule  6: 0800300000040, Class:  0, CF:0.903069, Len:  3, Fitness_tra: 23
Rule  7: 00000308000c0, Class:  0, CF:0.935368, Len:  3, Fitness_tra: 12
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 4
Rule  9: 0808000000090, Class:  0, CF:0.590181, Len:  3, Fitness_tra: 0
Rule 10: 00000000d0053, Class:  0, CF:0.687919, Len:  3, Fitness_tra: 1
Rule 11: 0002000d00900, Class:  0, CF:0.951194, Len:  3, Fitness_tra: 0
Rule 12: a3f55515c1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 65b321811d955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: ff63922139821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: f1252de111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b27c311125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 75fd291111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 272831e7cd111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: feb9212e15518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 651111d58d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: a361156e91259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: fef1951d115c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 6362388d59518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6147edd511111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0008000000690, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 26: f1b5163182133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13a5ec8113c53, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 287115112155c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4b43121255c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: fe3585e911581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 17451985c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 713c3119d1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 63f1111193113, Class:  0, CF:0.704286, Len: 13, Fitness_tra: 0
Rule 34: 2362612111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113111e118186, Class:  0, CF:0.961768, Len: 13, Fitness_tra: 0
Rule 36: 1511115913411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 4171118139931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 28139581511d8, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 39: 6911315539911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a31d8d3115111, Class:  0, CF:0.425982, Len: 13, Fitness_tra: 0
Rule 41: 75a198115e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: ae75153d15375, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 11ad189d153dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
