------Generation 0------
Rule  1: 1dd1ba9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 1
Rule 14: 8d811f91, Class:  0, CF:0.926382, Len:  8, Fitness_tra: 1
Rule 15: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 0
Rule 16: 5514429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1221b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 152113e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 5129b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 25257a54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11217192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 555c73e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 8111b612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 25227b1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 133
Rule 90: 12222498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 134e0115, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 1cd27131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d8912212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21382b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: dd8224dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 58842a11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 97: 01202698, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 98: 13c11a98, Class:  0, CF:  1, Len:  8, Fitness_tra: 4
Rule 99: e1d21090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 122a7618, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.2868
------Result------
Miss_rate(tra)	:79.2868
Miss_rate(tst)	:64.8649
ARL				:4.675

------Generation 7------
Rule  1: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 532
Rule  2: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 30
Rule  3: 8b010181, Class:  0, CF:0.349911, Len:  6, Fitness_tra: 65
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 66
Rule  5: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 44
Rule  6: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 43
Rule  7: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 29
Rule  8: 01440712, Class:  1, CF:0.995662, Len:  6, Fitness_tra: 6
Rule  9: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 10: 13c11a98, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 21121a91, Class:  0, CF:0.786891, Len:  8, Fitness_tra: 0
Rule 12: 1a212658, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 13: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 0
Rule 14: 8d811f91, Class:  0, CF:0.926382, Len:  8, Fitness_tra: 0
Rule 15: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 16: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5d141f32, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 211774e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1d1871e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 29111692, Class:  0, CF:0.941939, Len:  8, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1184b95c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5d117791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10c21000, Class:  1, CF:0.00426919, Len:  4, Fitness_tra: 0
Rule 92: 0421753c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 85512192, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 94: 12220008, Class:  0, CF:0.904724, Len:  5, Fitness_tra: 1
Rule 95: 00000001, Class:  1, CF:0.0260975, Len:  1, Fitness_tra: 135
Rule 96: 012d0501, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 88b1e498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 01000690, Class:  0, CF:0.815876, Len:  3, Fitness_tra: 477
Rule 99: 50e40002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: e002101d, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.3642
------Result------
Miss_rate(tra)	:65.3642
Miss_rate(tst)	:44.5946
ARL				:4.46512

------Generation 8------
Rule  1: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 532
Rule  2: 01000690, Class:  0, CF:0.815876, Len:  3, Fitness_tra: 473
Rule  3: 00000001, Class:  1, CF:0.0260975, Len:  1, Fitness_tra: 135
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 66
Rule  5: 8b010181, Class:  0, CF:0.349911, Len:  6, Fitness_tra: 65
Rule  6: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 46
Rule  7: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 43
Rule  8: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 30
Rule  9: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 29
Rule 10: 01440712, Class:  1, CF:0.995662, Len:  6, Fitness_tra: 6
Rule 11: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 12: 12220008, Class:  0, CF:0.904724, Len:  5, Fitness_tra: 1
Rule 13: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 1a212658, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 0
Rule 16: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11282698, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11d2241c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11c1249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11442712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 128d7731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 21d8b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 9321729c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 52214bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 851142e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 18817235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 285846e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 252c4232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 85512391, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 18211798, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: d5c17131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1121413c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 55842291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 821243e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 81117498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 18c123e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 185117e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d1411ec, Class:  0, CF:0.999968, Len:  8, Fitness_tra: 0
Rule 71: 9d214a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1522175c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 38842f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 74: 511c79ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1228b3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1cd12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1521751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 25144218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 82214118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 25582aec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 852221ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 02000000, Class:  0, CF:0.00308299, Len:  1, Fitness_tra: 0
Rule 87: 81587715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 552522e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: c521b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: bdd0b1e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 08c02305, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 9d010610, Class:  0, CF:0.694558, Len:  5, Fitness_tra: 2
Rule 94: 95224718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2c12070c, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 96: 51100000, Class:  0, CF:0.0485166, Len:  3, Fitness_tra: 0
Rule 97: 11282791, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 85542291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 500000e0, Class:  0, CF:0.998691, Len:  2, Fitness_tra: 4
Rule100: 51bd2198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.2883
------Result------
Miss_rate(tra)	:65.2883
Miss_rate(tst)	:43.9189
ARL				:4

------Generation 9------
Rule  1: 0c000000, Class:  1, CF:0.0737418, Len:  1, Fitness_tra: 532
Rule  2: 01000690, Class:  0, CF:0.815876, Len:  3, Fitness_tra: 473
Rule  3: 00000001, Class:  1, CF:0.0260975, Len:  1, Fitness_tra: 135
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 66
Rule  5: 8b010181, Class:  0, CF:0.349911, Len:  6, Fitness_tra: 65
Rule  6: 80000000, Class:  1, CF:0.0552485, Len:  1, Fitness_tra: 46
Rule  7: e0000000, Class:  0, CF:0.829162, Len:  1, Fitness_tra: 43
Rule  8: 11111112, Class:  0, CF:0.60024, Len:  8, Fitness_tra: 30
Rule  9: 18011008, Class:  0, CF:0.820548, Len:  5, Fitness_tra: 29
Rule 10: 01440712, Class:  1, CF:0.995662, Len:  6, Fitness_tra: 6
Rule 11: 00000060, Class:  0, CF:  1, Len:  1, Fitness_tra: 5
Rule 12: 12220008, Class:  0, CF:0.904724, Len:  5, Fitness_tra: 1
Rule 13: 020021e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 14: 1a212658, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 2212139c, Class:  0, CF:0.987851, Len:  8, Fitness_tra: 0
Rule 16: 51010004, Class:  0, CF:0.0536217, Len:  4, Fitness_tra: 0
Rule 17: 5d5c4612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 13422235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2118163c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 15527711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2d14441c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51d1779c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 818521ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11214692, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 588db112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11527138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 528c1b91, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 30: 51217b94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2c284b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3dc14258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 812db591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21511132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 36: 1d514b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 518cb39c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 99187498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 295441e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 111217ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 9d212718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2c12271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 58154592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
