------Generation 0------
Rule  1: 1211b4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1d817238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 8d524232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 9d5c1111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 511112e2, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 9312b25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 558c22e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 522c1391, Class:  0, CF:0.593126, Len:  8, Fitness_tra: 1
Rule 91: 1d247352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: dd517c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1561e192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 29
Rule 95: 145d2858, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 55122210, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b5114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a2012205, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 15841512, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule100: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
------Current------
Miss_rate(tra)	:71.4882
------Result------
Miss_rate(tra)	:71.4882
Miss_rate(tst)	:59.0604
ARL				:4.15385

------Generation 7------
Rule  1: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 509
Rule  2: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 228
Rule  3: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 80
Rule  4: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 55
Rule  5: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  6: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  7: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  8: 0700141c, Class:  1, CF:  1, Len:  5, Fitness_tra: 6
Rule  9: 15111f91, Class:  0, CF:0.838999, Len:  8, Fitness_tra: 2
Rule 10: 200e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 11: 522c1391, Class:  0, CF:0.593126, Len:  8, Fitness_tra: 1
Rule 12: 10020f12, Class:  0, CF:0.626577, Len:  5, Fitness_tra: 1
Rule 13: 00000022, Class:  0, CF:0.0898315, Len:  2, Fitness_tra: 0
Rule 14: dd5127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d811249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1d817b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15524192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d18121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 115213e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d8c243c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 8d81b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5554141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd857298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8511baec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2588229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15812251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 588cb351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 282cba18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 188c4614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1814f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24512752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12214838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 58cc2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1d117738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15881212, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 12d14298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 55112334, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 85114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 252c4f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1182bf12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 181474e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 15512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 0
Rule 51: 52212411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 82117412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d2c4912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5851b652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 18114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15841512, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 998cb1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 91112a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25521295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 95d1b352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 118c161c, Class:  0, CF:0.997597, Len:  8, Fitness_tra: 2
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 58512132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 93
Rule 87: 111c72e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 125122ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 88511191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: d2254191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10204828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a514b512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 195
Rule 94: 210125e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d552229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 10008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 906000bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d011e49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 186abb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d1b221e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.9317
------Result------
Miss_rate(tra)	:69.9317
Miss_rate(tst)	:49.6644
ARL				:4.33333

------Generation 8------
Rule  1: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 509
Rule  2: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 228
Rule  3: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 80
Rule  4: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 55
Rule  5: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 18
Rule  6: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  7: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule  8: 0700141c, Class:  1, CF:  1, Len:  5, Fitness_tra: 6
Rule  9: 15111f91, Class:  0, CF:0.838999, Len:  8, Fitness_tra: 2
Rule 10: 200e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 11: 522c1391, Class:  0, CF:0.593126, Len:  8, Fitness_tra: 1
Rule 12: 10020f12, Class:  0, CF:0.626577, Len:  5, Fitness_tra: 1
Rule 13: 00000022, Class:  0, CF:0.0898315, Len:  2, Fitness_tra: 0
Rule 14: dd5127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d811249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1d817b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15524192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d18121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 115213e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d8c243c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 8d81b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5554141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd857298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8511baec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2588229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15812251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 588cb351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 282cba18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 188c4614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1814f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24512752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12214838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 58cc2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1d117738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15881212, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 12d14298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 55112334, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 85114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 252c4f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1182bf12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 181474e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 15512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 0
Rule 51: 52212411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 82117412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d2c4912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5851b652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 18114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15841512, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 998cb1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 91112a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25521295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 95d1b352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 118c161c, Class:  0, CF:0.997597, Len:  8, Fitness_tra: 2
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 58512132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 93
Rule 87: 111c72e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 125122ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 88511191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 90: d2254191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 10204828, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a514b512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 195
Rule 94: 210125e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: d552229c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 10008005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 906000bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d011e49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 186abb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d1b221e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.9317
------Result------
Miss_rate(tra)	:69.9317
Miss_rate(tst)	:49.6644
ARL				:4.33333

------Generation 9------
Rule  1: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 477
Rule  2: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 166
Rule  3: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 188
Rule  4: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 45
Rule  5: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule  6: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 18
Rule  7: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 13
Rule  8: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  9: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 10: 0700141c, Class:  1, CF:  1, Len:  5, Fitness_tra: 6
Rule 11: 15111f91, Class:  0, CF:0.838999, Len:  8, Fitness_tra: 2
Rule 12: 118c161c, Class:  0, CF:0.997597, Len:  8, Fitness_tra: 0
Rule 13: 10020f12, Class:  0, CF:0.626577, Len:  5, Fitness_tra: 0
Rule 14: 522c1391, Class:  0, CF:0.593126, Len:  8, Fitness_tra: 1
Rule 15: 200e0000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: dd5127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15524192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: d18121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 115213e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1d8c243c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 8d81b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: c511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5554141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd857298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8511baec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2588229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15812251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 588cb351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 282cba18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 188c4614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1814f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24512752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12214838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 58cc2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1d117738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15881212, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 12d14298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 55112334, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 85114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 252c4f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1182bf12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 181474e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 15512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 0
Rule 51: 52212411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 82117412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d2c4912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5851b652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 18114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15841512, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 998cb1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 91112a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25521295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11127434, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: dd8121e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 52c14191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5821bf38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2918b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 112c18e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 12247314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 818c411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 25512c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1182b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 80507751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0800000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 6
Rule 94: 17700019, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 00050020, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 96: 52211281, Class:  1, CF:0.98809, Len:  8, Fitness_tra: 0
Rule 97: 555221e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 98: 55112332, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 95010002, Class:  0, CF:0.798292, Len:  4, Fitness_tra: 22
Rule100: 03000000, Class:  0, CF:0.106601, Len:  1, Fitness_tra: 6
------Current------
Miss_rate(tra)	:66.287
------Result------
Miss_rate(tra)	:66.287
Miss_rate(tst)	:48.9933
ARL				:4.29545

------Generation 10------
Rule  1: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 481
Rule  2: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 188
Rule  3: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 161
Rule  4: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule  5: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 45
Rule  6: 95010002, Class:  0, CF:0.798292, Len:  4, Fitness_tra: 22
Rule  7: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 18
Rule  8: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  9: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 13
