------Generation 0------
Rule  1: cc88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 31
Rule  7: 00001110, Class:  0, CF:0.0547064, Len:  3, Fitness_tra: 2
Rule  8: 31281111, Class:  0, CF:0.963146, Len:  8, Fitness_tra: 2
Rule  9: 050c0050, Class:  0, CF:0.349926, Len:  3, Fitness_tra: 0
Rule 10: e1827232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 582c1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 20000000, Class:  1, CF:0.0502417, Len:  1, Fitness_tra: 0
Rule 14: 8811143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8251b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5922726c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1124179c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e1822498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 281
Rule 84: d1847751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: c1241451, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1218b792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 18827258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00d03000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 92: 7020bb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d5000000, Class:  1, CF:0.305996, Len:  0, Fitness_tra: 0
Rule 94: 00000808, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31081120, Class:  0, CF:0.900803, Len:  6, Fitness_tra: 2
Rule 96: 55080008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 97: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 6
Rule 98: ca51d1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00d00000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule100: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 22
------Current------
Miss_rate(tra)	:55.1566
------Result------
Miss_rate(tra)	:55.1566
Miss_rate(tst)	:41.8919
ARL				:1.83673

------Generation 7------
Rule  1: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 265
Rule  2: 00040000, Class:  0, CF:0.100424, Len:  1, Fitness_tra: 0
Rule  3: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 91
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  5: 0c000000, Class:  0, CF:0.0745621, Len:  1, Fitness_tra: 15
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 31
Rule  7: 00001110, Class:  0, CF:0.0547064, Len:  3, Fitness_tra: 2
Rule  8: 31281111, Class:  0, CF:0.963146, Len:  8, Fitness_tra: 2
Rule  9: 050c0050, Class:  0, CF:0.349926, Len:  3, Fitness_tra: 0
Rule 10: e1827232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 582c1712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 20000000, Class:  1, CF:0.0502417, Len:  1, Fitness_tra: 0
Rule 14: 8811143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8251b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5922726c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1124179c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: e1822498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 281
Rule 84: d1847751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: c1241451, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1218b792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 18827258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00d03000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 92: 7020bb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d5000000, Class:  1, CF:0.305996, Len:  0, Fitness_tra: 0
Rule 94: 00000808, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31081120, Class:  0, CF:0.900803, Len:  6, Fitness_tra: 2
Rule 96: 55080008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 97: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 6
Rule 98: ca51d1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00d00000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule100: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 22
------Current------
Miss_rate(tra)	:55.1566
------Result------
Miss_rate(tra)	:55.1566
Miss_rate(tst)	:41.8919
ARL				:1.83673

------Generation 8------
Rule  1: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 281
Rule  2: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 269
Rule  3: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 91
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  5: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 31
Rule  6: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 22
Rule  7: 0c000000, Class:  0, CF:0.0745621, Len:  1, Fitness_tra: 14
Rule  8: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 6
Rule  9: 31281111, Class:  0, CF:0.963146, Len:  8, Fitness_tra: 2
Rule 10: 00001110, Class:  0, CF:0.0547064, Len:  3, Fitness_tra: 2
Rule 11: 31081120, Class:  0, CF:0.900803, Len:  6, Fitness_tra: 2
Rule 12: 55080008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: e1827232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8811143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8251b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5922726c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11112112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 83: 91522b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 888cbb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1ed141ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51217738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11c8b758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: c111b752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 18141118, Class:  0, CF:0.764672, Len:  8, Fitness_tra: 0
Rule 91: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0100b100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 94: 022b0010, Class:  0, CF:0.00766012, Len:  4, Fitness_tra: 0
Rule 95: 0004475c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 97: 51554201, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05190800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: c509d25c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:55.0038
------Result------
Miss_rate(tra)	:55.0038
Miss_rate(tst)	:40.5405
ARL				:2.125

------Generation 9------
Rule  1: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 281
Rule  2: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 269
Rule  3: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 91
Rule  4: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  5: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 31
Rule  6: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 22
Rule  7: 0c000000, Class:  0, CF:0.0745621, Len:  1, Fitness_tra: 14
Rule  8: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 6
Rule  9: 31281111, Class:  0, CF:0.963146, Len:  8, Fitness_tra: 2
Rule 10: 00001110, Class:  0, CF:0.0547064, Len:  3, Fitness_tra: 2
Rule 11: 31081120, Class:  0, CF:0.900803, Len:  6, Fitness_tra: 2
Rule 12: 55080008, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 13: e1827232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8811143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 8251b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5922726c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
