------Generation 0------
Rule  1: f3118e5515e117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5000000a00000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 9f86254254f23113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6f56114112a1d142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1913131517121161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11211b34311f2f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1321117417671111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b1d6f6335d12d711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 23115113222211a4, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 39: 1145c13ba1631f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1111321211113f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 415f1912172255f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3613131311121441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21132d91f1311832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5336f61591911117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3f16291c87121225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11497511a961181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f71b19133311887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a91211151651254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f111812c1b12924c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 837d213b61f3d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 232f1351521457ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1f734d5161113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 71165155124c113b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2a6f5f7359f5e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3321714c1b311142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1123191581123411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c15a598172c71117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1111413561331294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 415f6e35118221f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 731a311157141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5111154431a11872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1a132118311132e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3313152241121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16131d15a165e592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 131111221815111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 66511d115b623272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 315115181bb45131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1351115531115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1f4315653111521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 8331111511611772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 631f131111115124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2611415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5f134d1132f1d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3316133335629b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 21225212f5e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1f11113154211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 050900000000e05b, Class:  2, CF:0.590118, Len:  5, Fitness_tra: 0
Rule 80: fa3121721132d21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1653395112115531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 112f915d11115762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3a11891161e48474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 79113f3fa3323162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 16aa13251931e212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 16d3117127343141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 112313982b225565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1111125411111613, Class:  1, CF:0.488079, Len: 16, Fitness_tra: 2
Rule 89: 1311131111115172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000050d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 011661031e40013b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 232151132912d1a8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 115f1e55151121f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5a53151518741ce1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 4
Rule 96: 514171121d18d6f1, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 97: 5349b27c01621232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5003201831190002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 59080010000b9802, Class:  0, CF:0.896998, Len:  8, Fitness_tra: -2
Rule100: 10100603000c4110, Class:  0, CF:0.900999, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.7826
------Result------
Miss_rate(tra)	:79.7826
Miss_rate(tst)	:79.5455
ARL				:8.91667

------Generation 8------
Rule  1: 5000711611010000, Class:  6, CF:0.730303, Len:  8, Fitness_tra: 43
Rule  2: 00000f0005000000, Class:  0, CF:0.896825, Len:  2, Fitness_tra: 19
Rule  3: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 18
Rule  4: 4009004000090000, Class:  4, CF:0.242087, Len:  4, Fitness_tra: 6
Rule  5: 5000000000d50900, Class:  8, CF:0.915683, Len:  4, Fitness_tra: 7
Rule  6: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 6
Rule  7: 00000603000c4000, Class:  0, CF:0.340866, Len:  4, Fitness_tra: 6
Rule  8: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 4
Rule  9: 111121183b113031, Class:  5, CF:  1, Len: 15, Fitness_tra: 3
Rule 10: f090000000980700, Class:  5, CF:  1, Len:  5, Fitness_tra: 2
Rule 11: e000000090090c00, Class:  4, CF:0.94757, Len:  4, Fitness_tra: 2
Rule 12: 1111125411111613, Class:  1, CF:0.488079, Len: 16, Fitness_tra: 2
Rule 13: 21115518c2111262, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 14: 5e01000400a70110, Class:  1, CF:0.832572, Len:  8, Fitness_tra: 1
Rule 15: 5001020241450a66, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 16: 1f10010c04d50101, Class:  9, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: 0009600f00000000, Class:  0, CF:0.47978, Len:  3, Fitness_tra: 1
Rule 18: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 19: 1e1517e1a1112f79, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 16531366151112b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5a13154588181c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4f13311117221231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c349115bf1111371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11192437a1ae1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5349b21c61659832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5000000a00000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 9f86254254f23113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6f56114112a1d142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1913131517121161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11211b34311f2f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1321117417671111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b1d6f6335d12d711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 23115113222211a4, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 39: 1145c13ba1631f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1111321211113f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 415f1912172255f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3613131311121441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21132d91f1311832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5336f61591911117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3f16291c87121225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11497511a961181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f71b19133311887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a91211151651254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f111812c1b12924c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 837d213b61f3d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 232f1351521457ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1f734d5161113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 71165155124c113b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2a6f5f7359f5e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3321714c1b311142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1123191581123411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c15a598172c71117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1111413561331294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 415f6e35118221f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 731a311157141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5111154431a11872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1a132118311132e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3313152241121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16131d15a165e592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 131111221815111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 66511d115b623272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 315115181bb45131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1351115531115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1f4315653111521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 8331111511611772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 631f131111115124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2611415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5f134d1132f1d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3316133335629b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 21225212f5e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1f11113154211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 050900000000e05b, Class:  2, CF:0.590118, Len:  5, Fitness_tra: 0
Rule 80: fa3121721132d21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5323214154a43114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1a132514113218b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000090d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 938315111b616516, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 115a1152142157a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1321155531633137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2a5f511112b11131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1a1113211111143b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 232315124b2123a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 218f192288181ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 5049b27c07651236, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 104176130d18d110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1e01000ce4400110, Class:  4, CF:0.912189, Len:  9, Fitness_tra: 25
Rule 95: 011631031e120af6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1123915111113761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1f12413554311191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a6515218fb621272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 83bd200b00f3d009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5a1515458811121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.6304
------Result------
Miss_rate(tra)	:76.6304
Miss_rate(tst)	:75.9091
ARL				:8.33333

------Generation 9------
Rule  1: 5000711611010000, Class:  6, CF:0.730303, Len:  8, Fitness_tra: 43
Rule  2: 1e01000ce4400110, Class:  4, CF:0.912189, Len:  9, Fitness_tra: 19
Rule  3: 00000f0005000000, Class:  0, CF:0.896825, Len:  2, Fitness_tra: 19
Rule  4: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 18
Rule  5: 5000000000d50900, Class:  8, CF:0.915683, Len:  4, Fitness_tra: 7
Rule  6: 4009004000090000, Class:  4, CF:0.242087, Len:  4, Fitness_tra: 6
Rule  7: 00000603000c4000, Class:  0, CF:0.340866, Len:  4, Fitness_tra: 6
Rule  8: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 6
Rule  9: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 4
Rule 10: 111121183b113031, Class:  5, CF:  1, Len: 15, Fitness_tra: 3
Rule 11: f090000000980700, Class:  5, CF:  1, Len:  5, Fitness_tra: 2
Rule 12: 1111125411111613, Class:  1, CF:0.488079, Len: 16, Fitness_tra: 4
Rule 13: e000000090090c00, Class:  4, CF:0.94757, Len:  4, Fitness_tra: 2
Rule 14: 21115518c2111262, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 5001020241450a66, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 16: 1f10010c04d50101, Class:  9, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: 0009600f00000000, Class:  0, CF:0.47978, Len:  3, Fitness_tra: 1
Rule 18: 5e01000400a70110, Class:  1, CF:0.832572, Len:  8, Fitness_tra: 1
Rule 19: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 20: 16531366151112b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5a13154588181c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4f13311117221231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c349115bf1111371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11192437a1ae1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5349b21c61659832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5000000a00000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 9f86254254f23113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6f56114112a1d142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1913131517121161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11211b34311f2f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1321117417671111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b1d6f6335d12d711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 23115113222211a4, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 39: 1145c13ba1631f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1111321211113f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 415f1912172255f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3613131311121441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21132d91f1311832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5336f61591911117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3f16291c87121225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11497511a961181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f71b19133311887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a91211151651254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: f111812c1b12924c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 837d213b61f3d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 232f1351521457ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1f734d5161113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 71165155124c113b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2a6f5f7359f5e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3321714c1b311142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1123191581123411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: c15a598172c71117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1111413561331294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 415f6e35118221f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 731a311157141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 5111154431a11872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1a132118311132e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3313152241121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16131d15a165e592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 131111221815111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 66511d115b623272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 315115181bb45131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1351115531115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1f4315653111521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 8331111511611772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 631f131111115124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2611415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5f134d1132f1d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3316133335629b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 21225212f5e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1f11113154211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 050900000000e05b, Class:  2, CF:0.590118, Len:  5, Fitness_tra: 0
Rule 80: fa3121721132d21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 090000000e050000, Class:  4, CF:0.255448, Len:  3, Fitness_tra: -8
Rule 82: 7656161311143714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0e00000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 21511336ae611111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 3153731111311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a61311782b1232c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 134151124155aa13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0509000f0e3d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d31a199531348711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 31d321b121e49221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1b09301000013010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: ea00054580591c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 800d91d26100d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: d1110157613e1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 511521188811103b, Class:  9, CF:0.798153, Len: 15, Fitness_tra: 2
Rule 96: 400906400d090005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 231112541124161b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2610415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2156331ea1121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: ff71b19c1311188c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.087
------Result------
Miss_rate(tra)	:76.087
Miss_rate(tst)	:74.5455
ARL				:8.3913

------Generation 10------
Rule  1: 5000711611010000, Class:  6, CF:0.730303, Len:  8, Fitness_tra: 43
Rule  2: 1e01000ce4400110, Class:  4, CF:0.912189, Len:  9, Fitness_tra: 25
Rule  3: 00000f0005000000, Class:  0, CF:0.896825, Len:  2, Fitness_tra: 13
Rule  4: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 18
Rule  5: 5000000000d50900, Class:  8, CF:0.915683, Len:  4, Fitness_tra: 7
Rule  6: 4009004000090000, Class:  4, CF:0.242087, Len:  4, Fitness_tra: 6
Rule  7: 00000603000c4000, Class:  0, CF:0.340866, Len:  4, Fitness_tra: 6
Rule  8: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 6
Rule  9: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 4
Rule 10: 1111125411111613, Class:  1, CF:0.488079, Len: 16, Fitness_tra: 3
Rule 11: 111121183b113031, Class:  5, CF:  1, Len: 15, Fitness_tra: 3
Rule 12: f090000000980700, Class:  5, CF:  1, Len:  5, Fitness_tra: 2
Rule 13: e000000090090c00, Class:  4, CF:0.94757, Len:  4, Fitness_tra: 2
Rule 14: 511521188811103b, Class:  9, CF:0.798153, Len: 15, Fitness_tra: 2
Rule 15: 21115518c2111262, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 16: 1f10010c04d50101, Class:  9, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 0009600f00000000, Class:  0, CF:0.47978, Len:  3, Fitness_tra: 1
Rule 18: 5e01000400a70110, Class:  1, CF:0.832572, Len:  8, Fitness_tra: 1
Rule 19: 5001020241450a66, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 20: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 21: 5a13154588181c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4f13311117221231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: c349115bf1111371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11192437a1ae1313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5349b21c61659832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5000000a00000000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
