------Generation 0------
Rule  1: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 211a53d12b125511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1f16c12552a11c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 59
Rule 84: 71cf53558277d734, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2311561d11241b62, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0a000a035008000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b1191313ae31111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1113f12a13391214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 060f000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11214558a1339591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2118611555111619, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 33513151bc111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1a11151115f63111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 131815a155111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4a5113312d2b1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2621178211a31221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4e23113d2c155117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 19c31615316531f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 33111451a1111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 311311311e15c117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:78.913
------Result------
Miss_rate(tra)	:78.913
Miss_rate(tst)	:77.7273
ARL				:12.9286

------Generation 9------
Rule  1: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 59
Rule  2: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 40
Rule  3: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 28
Rule  4: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 21
Rule  5: 1918117155111621, Class:  4, CF:0.999101, Len: 16, Fitness_tra: 4
Rule  6: 000a800000d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 5
Rule  7: 49111432619a1f71, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 11221411113a2e22, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 1e111434a2311121, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 2511111581471714, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 7123141111612221, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 13: 511a111112212114, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 14: 090e0000600d0c00, Class:  9, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 11d6ee1511115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b18a16594811d7f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1311131911623214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 231a1a51151c9bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4559963fe1d1182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 43516ff639515214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9aca7111126cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 234315116311585b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000e000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 26261951171155fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 133f1558b7115731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0509000f0e0d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2313319115111bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 16153f1111153212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11232491616e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111f3151a8141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 791f511212111412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5a11151157f13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6511315245b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 133311159132117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a195124b15163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 112f1a3e153c911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e0000060000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1319211c11356214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 215613311c4254f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6351297224149121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c31114341233112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a1e21113165185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 8121b5d831115514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 213af1113811d42b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00005060090204a0, Class:  9, CF:0.967178, Len:  6, Fitness_tra: 6
Rule 84: 1a1171b211a21512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 165611111d315411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 21136119d2272111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1115131319353244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 131f13d81b212d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: c5f500d60c00700c, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 90: 1121111212151623, Class:  1, CF:  1, Len: 16, Fitness_tra: 0
Rule 91: 21cf53d52b125511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 835355223131146f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0001110022d51100, Class:  0, CF:0.433387, Len:  9, Fitness_tra: -61
Rule 94: 15006103190000b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4211241261945122, Class:  6, CF:  1, Len: 16, Fitness_tra: 3
Rule 96: 13121491111a2eb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2111611555f13612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d11915111121111f, Class:  9, CF:0.700265, Len: 16, Fitness_tra: 0
Rule 99: 491916133395d1f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d11f53152227d31f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:78.4783
------Result------
Miss_rate(tra)	:78.4783
Miss_rate(tst)	:78.1818
ARL				:12.65

------Generation 10------
Rule  1: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 51
Rule  2: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 40
Rule  3: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 28
Rule  4: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 21
Rule  5: 00005060090204a0, Class:  9, CF:0.967178, Len:  6, Fitness_tra: 6
Rule  6: 000a800000d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 5
Rule  7: 1918117155111621, Class:  4, CF:0.999101, Len: 16, Fitness_tra: 14
Rule  8: 4211241261945122, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 11221411113a2e22, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 10: 1e111434a2311121, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 2511111581471714, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 12: 7123141111612221, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 13: 511a111112212114, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 14: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 49111432619a1f71, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule 16: 090e0000600d0c00, Class:  9, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: b18a16594811d7f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1311131911623214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 231a1a51151c9bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4559963fe1d1182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 43516ff639515214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 9aca7111126cf316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 234315116311585b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000e000008000300, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 26261951171155fd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 133f1558b7115731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0509000f0e0d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2313319115111bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 16153f1111153212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11232491616e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111f3151a8141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 791f511212111412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5a11151157f13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6511315245b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 133311159132117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a195124b15163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 112f1a3e153c911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e0000060000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1319211c11356214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 215613311c4254f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6351297224149121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c31114341233112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a1e21113165185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5363662155621241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1611111728191f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 135a311534121118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1f164112f1a13137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 51131111e2128177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 115331151812521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2313455161a33864, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7326d31385141714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 415331112b121811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a1348cb11611111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 21cf53d52b12d311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 211396116d21db1f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4211241261945b22, Class:  6, CF:  1, Len: 16, Fitness_tra: 2
Rule 94: 21591331134ed4f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3ea343214e1511f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 712315111221221f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1311319111111eb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b10a1a694901d7f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 8
Rule100: 7118847100100201, Class:  5, CF:0.771632, Len: 11, Fitness_tra: 3
------Current------
Miss_rate(tra)	:77.5
------Result------
Miss_rate(tra)	:77.5
Miss_rate(tst)	:75.9091
ARL				:12.3158

------Generation 20------
Rule  1: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 50
Rule  2: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 41
Rule  3: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 24
Rule  4: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 21
Rule  5: 1918117155111621, Class:  4, CF:0.999101, Len: 16, Fitness_tra: 13
Rule  6: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 12
Rule  7: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 8
Rule  8: 3371210551045103, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule  9: 05112432a1940122, Class:  6, CF:0.730261, Len: 14, Fitness_tra: 6
Rule 10: 00005060090204a0, Class:  9, CF:0.967178, Len:  6, Fitness_tra: 6
Rule 11: 000a800000d00000, Class:  0, CF:  1, Len:  3, Fitness_tra: 5
Rule 12: 6301090220149121, Class:  1, CF:  1, Len: 12, Fitness_tra: 4
Rule 13: 7118847100100201, Class:  5, CF:0.771632, Len: 11, Fitness_tra: 3
Rule 14: 0600000000000023, Class:  1, CF:0.707662, Len:  3, Fitness_tra: 3
Rule 15: 05100630a2010121, Class:  5, CF:  1, Len: 10, Fitness_tra: 2
Rule 16: 11112112acf35121, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 17: 1e111434a2311121, Class:  4, CF:  1, Len: 16, Fitness_tra: 1
Rule 18: 2511111581471714, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 11221411113a2e22, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 20: 30c9011001245c63, Class:  7, CF:0.522333, Len: 12, Fitness_tra: 1
Rule 21: 311129181711111a, Class:  1, CF:0.06209, Len: 16, Fitness_tra: 1
Rule 22: d11915112221114f, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 23: 4211241261945b22, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule 24: 41291e136633525b, Class:  1, CF:  1, Len: 16, Fitness_tra: 1
Rule 25: 4000060500000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 26: 1309200000115100, Class:  0, CF:0.986583, Len:  8, Fitness_tra: 1
Rule 27: 4211241261945122, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule 28: 3311211511245163, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 29: 16153f1111153212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11232491616e1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111f3151a8141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 791f511212111412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5a11151157f13112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: a6511315245b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71131e2511615241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 133311159132117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 111a195124b15163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 112f1a3e153c911b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00e0000060000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1319211c11356214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 215613311c4254f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 6351297224149121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: c31114341233112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a1e21113165185b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
