------Generation 0------
Rule  1: 3111c3251561111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13132d12146c8822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1e16f69315611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 131a163362311222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 111a161153351771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21181bb1111e1f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.9565
------Result------
Miss_rate(tra)	:81.9565
Miss_rate(tst)	:83.6364
ARL				:8.57143

------Generation 8------
Rule  1: 3111c3251561111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 2911565352112bf4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 911f151c171211a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3113b31331311227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 162e1da511531114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: fa93135135e15474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 23631a2121113412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 161319111511181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 165a311615321444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11211434191f1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b18136631e111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6a514111173b3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 165611121ba25528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 212d911212451613, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 432ad315112432a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a351197122141c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 56111121941d9611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b913511112425161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 31131111191c1174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 113611edf8318b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: f653137817673281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1111163512111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1351412131619252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3e16111513619211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2153f6195118517b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1911211132125163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0f50005002000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 418113aa1915581b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 231552bb2811f323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1123192541121762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1311111121121121, Class:  0, CF:0.429115, Len: 16, Fitness_tra: -1
Rule 33: 1313113331121b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 131128cbe2311621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 111193318144d412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3321752111683111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11319311411217a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6611133311125b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5323b111a5133832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000e3000b0d00c00, Class:  6, CF:0.916074, Len:  5, Fitness_tra: 0
Rule 42: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000005300e000040, Class:  9, CF:  1, Len:  4, Fitness_tra: 14
Rule 44: f090c00020e20b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1636663511111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13ce455165a93511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1156812121571811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16b51214a13a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2311f62f2e6111b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 491a111185125261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11181124283e3a23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 361129b224143c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 3116257551ad1c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1e1a5558241b1bf4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 07d06c000000d0fe, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000f0000900c9740, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: f090c00020920b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5000006000000000, Class:  6, CF:0.347872, Len:  2, Fitness_tra: 14
Rule 59: 1111525747491aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1d253133a3159c54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 112931a163111114, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 62: 11c133163e552814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000600d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4121528128be1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111121b15151a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0c00000000000000, Class:  1, CF:0.00257553, Len:  1, Fitness_tra: -30
Rule 67: 5a11bddc11113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 135f333114f21118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c12511d2712113af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 53215812211353f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 513f91114221d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 61562531313254b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 04000000050c0b0c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 338615143b313113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21193ff1ee95181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 161125a81b111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a1e111511115852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115616331d15521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2611243b3d13c311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 534e1cc7311d131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 663a1351111214b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1f16134519f81771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 211936f6331d9151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 13e31e513211d724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 112f532c27151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2e1139584242d2a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2e8611d5184214a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 119613e111915b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 151111f3a11d6432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1315411161619237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 71135155214212a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 411a5a3e31113412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 111a3f5321185142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13a16e3512142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13132d12146c8822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1e16f69315611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 131a163362311222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 111a161153351771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21181bb1111e1f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.9565
------Result------
Miss_rate(tra)	:81.9565
Miss_rate(tst)	:83.6364
ARL				:8.57143

------Generation 9------
Rule  1: 3111c3251561111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 2911565352112bf4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 911f151c171211a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3113b31331311227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 162e1da511531114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: fa93135135e15474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 23631a2121113412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 161319111511181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 165a311615321444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11211434191f1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b18136631e111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6a514111173b3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 165611121ba25528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 212d911212451613, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 432ad315112432a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a351197122141c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 56111121941d9611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b913511112425161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 31131111191c1174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 113611edf8318b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: f653137817673281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1111163512111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1351412131619252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3e16111513619211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2153f6195118517b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1911211132125163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0f50005002000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 418113aa1915581b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 231552bb2811f323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1123192541121762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1311111121121121, Class:  0, CF:0.429115, Len: 16, Fitness_tra: -1
Rule 33: 1313113331121b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 131128cbe2311621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 111193318144d412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3321752111683111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11319311411217a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6611133311125b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5323b111a5133832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000e3000b0d00c00, Class:  6, CF:0.916074, Len:  5, Fitness_tra: 0
Rule 42: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000005300e000040, Class:  9, CF:  1, Len:  4, Fitness_tra: 14
Rule 44: f090c00020e20b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1636663511111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13ce455165a93511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1156812121571811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16b51214a13a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2311f62f2e6111b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 491a111185125261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11181124283e3a23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 361129b224143c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 3116257551ad1c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1e1a5558241b1bf4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 07d06c000000d0fe, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000f0000900c9740, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: f090c00020920b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5000006000000000, Class:  6, CF:0.347872, Len:  2, Fitness_tra: 14
Rule 59: 1111525747491aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1d253133a3159c54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 112931a163111114, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 62: 11c133163e552814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000600d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4121528128be1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111121b15151a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0c00000000000000, Class:  1, CF:0.00257553, Len:  1, Fitness_tra: -30
Rule 67: 5a11bddc11113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 135f333114f21118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c12511d2712113af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 53215812211353f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 513f91114221d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 61562531313254b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 04000000050c0b0c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 338615143b313113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21193ff1ee95181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 161125a81b111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a1e111511115852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115616331d15521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2611243b3d13c311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 534e1cc7311d131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 663a1351111214b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1f16134519f81771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 211936f6331d9151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 13e31e513211d724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 112f532c27151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2e1139584242d2a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2e8611d5184214a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 119613e111915b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 151111f3a11d6432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1315411161619237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 71135155214212a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 411a5a3e31113412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 111a3f5321185142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13a16e3512142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13132d12146c8822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1e16f69315611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 131a163362311222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 111a161153351771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21181bb1111e1f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.9565
------Result------
Miss_rate(tra)	:81.9565
Miss_rate(tst)	:83.6364
ARL				:8.57143

------Generation 10------
Rule  1: 3111c3251561111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 2911565352112bf4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 911f151c171211a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3113b31331311227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 162e1da511531114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: fa93135135e15474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 23631a2121113412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 161319111511181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 165a311615321444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 11211434191f1312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: b18136631e111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6a514111173b3518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 165611121ba25528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 212d911212451613, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 15: 432ad315112432a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a351197122141c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 56111121941d9611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b913511112425161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 31131111191c1174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 113611edf8318b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: f653137817673281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1111163512111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1351412131619252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 3e16111513619211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2153f6195118517b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1911211132125163, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 0f50005002000007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 418113aa1915581b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 231552bb2811f323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1123192541121762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1311111121121121, Class:  0, CF:0.429115, Len: 16, Fitness_tra: -1
Rule 33: 1313113331121b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 131128cbe2311621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 111193318144d412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3321752111683111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11319311411217a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6611133311125b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5323b111a5133832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000e3000b0d00c00, Class:  6, CF:0.916074, Len:  5, Fitness_tra: 0
Rule 42: 0000002000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000005300e000040, Class:  9, CF:  1, Len:  4, Fitness_tra: 14
Rule 44: f090c00020e20b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1636663511111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 13ce455165a93511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1156812121571811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16b51214a13a1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 2311f62f2e6111b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 491a111185125261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11181124283e3a23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 361129b224143c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 3116257551ad1c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1e1a5558241b1bf4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 07d06c000000d0fe, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000f0000900c9740, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: f090c00020920b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5000006000000000, Class:  6, CF:0.347872, Len:  2, Fitness_tra: 14
Rule 59: 1111525747491aaa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1d253133a3159c54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 112931a163111114, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 62: 11c133163e552814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000600d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4121528128be1361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1111121b15151a13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0c00000000000000, Class:  1, CF:0.00257553, Len:  1, Fitness_tra: -30
Rule 67: 5a11bddc11113c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 135f333114f21118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: c12511d2712113af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 53215812211353f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 513f91114221d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 61562531313254b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 04000000050c0b0c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 338615143b313113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 21193ff1ee95181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 161125a81b111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a1e111511115852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 115616331d15521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2611243b3d13c311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 534e1cc7311d131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 663a1351111214b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1f16134519f81771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 211936f6331d9151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 13e31e513211d724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 112f532c27151531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2e1139584242d2a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2e8611d5184214a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 119613e111915b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 151111f3a11d6432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1315411161619237, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 71135155214212a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 411a5a3e31113412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 111a3f5321185142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13a16e3512142211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13132d12146c8822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1e16f69315611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 131a163362311222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 111a161153351771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 21181bb1111e1f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.9565
------Result------
Miss_rate(tra)	:81.9565
Miss_rate(tst)	:83.6364
ARL				:8.57143

------Generation 20------
