------Generation 0------
Rule  1: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4122231721, Class:  4, CF:0.824816, Len: 10, Fitness_tra: -6
Rule 81: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7117deb2bb, Class:  2, CF:0.812832, Len: 10, Fitness_tra: -2
Rule 83: 42711372b2, Class:  4, CF:0.976197, Len: 10, Fitness_tra: 0
Rule 84: 11124547b1, Class:  1, CF:0.158898, Len: 10, Fitness_tra: -1371
Rule 85: 11b12d7721, Class:  2, CF:0.959776, Len: 10, Fitness_tra: -1973
Rule 86: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 87: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 104
Rule 88: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule 89: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 90: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 722b161b22, Class:  4, CF:0.999974, Len: 10, Fitness_tra: -5
Rule 92: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 94: 1193c19571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2742137419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1122c122c1, Class:  2, CF:0.99163, Len: 10, Fitness_tra: 0
Rule 98: b941c96912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7db4435b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7692537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.7295
------Result------
Miss_rate(tra)	:91.7295
Miss_rate(tst)	:91.7808
ARL				:9.76923

------Generation 8------
Rule  1: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 28
Rule  2: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  3: b741c97712, Class:  2, CF:0.998663, Len: 10, Fitness_tra: -1
Rule  4: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 2
Rule  5: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule  6: 421116b414, Class:  4, CF:0.990117, Len: 10, Fitness_tra: -4
Rule  7: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 0
Rule  8: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule  9: 4271312414, Class:  2, CF:0.116097, Len: 10, Fitness_tra: 1
Rule 10: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 0
Rule 11: 17b74fbbb2, Class:  4, CF:0.999006, Len: 10, Fitness_tra: 0
Rule 12: 4b7481b2b4, Class:  2, CF:0.998714, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 7622537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 7141c3b1b2, Class:  2, CF:0.959661, Len: 10, Fitness_tra: -1
Rule 19: 72228e2477, Class:  2, CF:0.750408, Len: 10, Fitness_tra: 0
Rule 20: 227416b222, Class:  4, CF:0.999206, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4227892774, Class:  2, CF:0.465061, Len: 10, Fitness_tra: 0
Rule 23: 417b814142, Class:  2, CF:0.990022, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b12216427b, Class:  4, CF:0.999406, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 17171ab474, Class:  4, CF:0.973765, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 414b16217b, Class:  4, CF:0.994441, Len: 10, Fitness_tra: 0
Rule 32: 747111421b, Class:  2, CF:0.171162, Len: 10, Fitness_tra: -35
Rule 33: 48447e24bb, Class:  0, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 34: b1b21324b7, Class:  4, CF:0.933062, Len: 10, Fitness_tra: 0
Rule 35: 7175f671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b4145a1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b417214bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24bb814744, Class:  2, CF:0.981571, Len: 10, Fitness_tra: 0
Rule 39: 71b4412212, Class:  2, CF:0.710769, Len: 10, Fitness_tra: 0
Rule 40: b47bc6bbb7, Class:  2, CF:0.762693, Len: 10, Fitness_tra: 0
Rule 41: 17725a7b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb42a77b1, Class:  4, CF:0.13715, Len: 10, Fitness_tra: 0
Rule 43: 78714db477, Class:  4, CF:0.932435, Len: 10, Fitness_tra: 0
Rule 44: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 1
Rule 45: 4274412b14, Class:  4, CF:0.285669, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4b2b114b42, Class:  2, CF:0.275937, Len: 10, Fitness_tra: 0
Rule 48: 7247137b27, Class:  4, CF:0.987214, Len: 10, Fitness_tra: 0
Rule 49: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 714726b477, Class:  4, CF:0.998533, Len: 10, Fitness_tra: 0
Rule 51: 2bb4c64177, Class:  2, CF:0.925213, Len: 10, Fitness_tra: 0
Rule 52: 1244132b4b, Class:  4, CF:0.972826, Len: 10, Fitness_tra: -13
Rule 53: 44b721477b, Class:  2, CF:0.451352, Len: 10, Fitness_tra: 0
Rule 54: 4872252144, Class:  4, CF:0.271549, Len: 10, Fitness_tra: 0
Rule 55: 442216b174, Class:  4, CF:0.998718, Len: 10, Fitness_tra: 0
Rule 56: 77bb11b272, Class:  2, CF:0.39933, Len: 10, Fitness_tra: 0
Rule 57: 44271641b2, Class:  4, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b724ca227b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4b475a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b12b194bbb, Class:  0, CF:0.0584671, Len: 10, Fitness_tra: 0
Rule 63: b47b214b57, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b1b4161b2b, Class:  4, CF:0.990127, Len: 10, Fitness_tra: -12
Rule 65: 211413217b, Class:  4, CF:0.708844, Len: 10, Fitness_tra: -72
Rule 66: 1d12457127, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 14b211b74b, Class:  4, CF:0.400708, Len: 10, Fitness_tra: -89
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1147164742, Class:  4, CF:0.996909, Len: 10, Fitness_tra: 0
Rule 70: b14b8a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 427b81477b, Class:  2, CF:0.914363, Len: 10, Fitness_tra: -1
Rule 72: 14b7212bb4, Class:  4, CF:0.228527, Len: 10, Fitness_tra: 0
Rule 73: 22b7494b4b, Class:  1, CF:0.457488, Len: 10, Fitness_tra: 0
Rule 74: 2c72492224, Class:  2, CF:0.98046, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2247337417, Class:  4, CF:0.435469, Len: 10, Fitness_tra: 0
Rule 78: 4172ca1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 224713b777, Class:  4, CF:0.988512, Len: 10, Fitness_tra: 0
Rule 80: 4122231721, Class:  4, CF:0.824816, Len: 10, Fitness_tra: -6
Rule 81: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7117deb2bb, Class:  2, CF:0.812832, Len: 10, Fitness_tra: -2
Rule 83: 42711372b2, Class:  4, CF:0.976197, Len: 10, Fitness_tra: 0
Rule 84: 11124547b1, Class:  1, CF:0.158898, Len: 10, Fitness_tra: -1371
Rule 85: 11b12d7721, Class:  2, CF:0.959776, Len: 10, Fitness_tra: -1973
Rule 86: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 87: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 104
Rule 88: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule 89: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 90: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 722b161b22, Class:  4, CF:0.999974, Len: 10, Fitness_tra: -5
Rule 92: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 94: 1193c19571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2742137419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1122c122c1, Class:  2, CF:0.99163, Len: 10, Fitness_tra: 0
Rule 98: b941c96912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7db4435b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7692537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.7295
------Result------
Miss_rate(tra)	:91.7295
Miss_rate(tst)	:91.7808
ARL				:9.76923

------Generation 9------
Rule  1: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 28
Rule  2: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  3: b741c97712, Class:  2, CF:0.998663, Len: 10, Fitness_tra: -1
Rule  4: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 2
Rule  5: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule  6: 421116b414, Class:  4, CF:0.990117, Len: 10, Fitness_tra: -4
Rule  7: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 0
Rule  8: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule  9: 4271312414, Class:  2, CF:0.116097, Len: 10, Fitness_tra: 1
Rule 10: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 0
Rule 11: 17b74fbbb2, Class:  4, CF:0.999006, Len: 10, Fitness_tra: 0
Rule 12: 4b7481b2b4, Class:  2, CF:0.998714, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 7622537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 7141c3b1b2, Class:  2, CF:0.959661, Len: 10, Fitness_tra: -1
Rule 19: 72228e2477, Class:  2, CF:0.750408, Len: 10, Fitness_tra: 0
Rule 20: 227416b222, Class:  4, CF:0.999206, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4227892774, Class:  2, CF:0.465061, Len: 10, Fitness_tra: 0
Rule 23: 417b814142, Class:  2, CF:0.990022, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b12216427b, Class:  4, CF:0.999406, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 17171ab474, Class:  4, CF:0.973765, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 414b16217b, Class:  4, CF:0.994441, Len: 10, Fitness_tra: 0
Rule 32: 747111421b, Class:  2, CF:0.171162, Len: 10, Fitness_tra: -35
Rule 33: 48447e24bb, Class:  0, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 34: b1b21324b7, Class:  4, CF:0.933062, Len: 10, Fitness_tra: 0
Rule 35: 7175f671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b4145a1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b417214bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24bb814744, Class:  2, CF:0.981571, Len: 10, Fitness_tra: 0
Rule 39: 71b4412212, Class:  2, CF:0.710769, Len: 10, Fitness_tra: 0
Rule 40: b47bc6bbb7, Class:  2, CF:0.762693, Len: 10, Fitness_tra: 0
Rule 41: 17725a7b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb42a77b1, Class:  4, CF:0.13715, Len: 10, Fitness_tra: 0
Rule 43: 78714db477, Class:  4, CF:0.932435, Len: 10, Fitness_tra: 0
Rule 44: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 1
Rule 45: 4274412b14, Class:  4, CF:0.285669, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4b2b114b42, Class:  2, CF:0.275937, Len: 10, Fitness_tra: 0
Rule 48: 7247137b27, Class:  4, CF:0.987214, Len: 10, Fitness_tra: 0
Rule 49: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 714726b477, Class:  4, CF:0.998533, Len: 10, Fitness_tra: 0
Rule 51: 2bb4c64177, Class:  2, CF:0.925213, Len: 10, Fitness_tra: 0
Rule 52: 1244132b4b, Class:  4, CF:0.972826, Len: 10, Fitness_tra: -13
Rule 53: 44b721477b, Class:  2, CF:0.451352, Len: 10, Fitness_tra: 0
Rule 54: 4872252144, Class:  4, CF:0.271549, Len: 10, Fitness_tra: 0
Rule 55: 442216b174, Class:  4, CF:0.998718, Len: 10, Fitness_tra: 0
Rule 56: 77bb11b272, Class:  2, CF:0.39933, Len: 10, Fitness_tra: 0
Rule 57: 44271641b2, Class:  4, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b724ca227b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4b475a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b12b194bbb, Class:  0, CF:0.0584671, Len: 10, Fitness_tra: 0
Rule 63: b47b214b57, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b1b4161b2b, Class:  4, CF:0.990127, Len: 10, Fitness_tra: -12
Rule 65: 211413217b, Class:  4, CF:0.708844, Len: 10, Fitness_tra: -72
Rule 66: 1d12457127, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 14b211b74b, Class:  4, CF:0.400708, Len: 10, Fitness_tra: -89
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1147164742, Class:  4, CF:0.996909, Len: 10, Fitness_tra: 0
Rule 70: b14b8a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 427b81477b, Class:  2, CF:0.914363, Len: 10, Fitness_tra: -1
Rule 72: 14b7212bb4, Class:  4, CF:0.228527, Len: 10, Fitness_tra: 0
Rule 73: 22b7494b4b, Class:  1, CF:0.457488, Len: 10, Fitness_tra: 0
Rule 74: 2c72492224, Class:  2, CF:0.98046, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2247337417, Class:  4, CF:0.435469, Len: 10, Fitness_tra: 0
Rule 78: 4172ca1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 224713b777, Class:  4, CF:0.988512, Len: 10, Fitness_tra: 0
Rule 80: 4122231721, Class:  4, CF:0.824816, Len: 10, Fitness_tra: -6
Rule 81: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7117deb2bb, Class:  2, CF:0.812832, Len: 10, Fitness_tra: -2
Rule 83: 42711372b2, Class:  4, CF:0.976197, Len: 10, Fitness_tra: 0
Rule 84: 11124547b1, Class:  1, CF:0.158898, Len: 10, Fitness_tra: -1371
Rule 85: 11b12d7721, Class:  2, CF:0.959776, Len: 10, Fitness_tra: -1973
Rule 86: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 87: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 104
Rule 88: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule 89: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 90: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 722b161b22, Class:  4, CF:0.999974, Len: 10, Fitness_tra: -5
Rule 92: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 94: 1193c19571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2742137419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1122c122c1, Class:  2, CF:0.99163, Len: 10, Fitness_tra: 0
Rule 98: b941c96912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 7db4435b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7692537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.7295
------Result------
Miss_rate(tra)	:91.7295
Miss_rate(tst)	:91.7808
ARL				:9.76923

------Generation 10------
Rule  1: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 28
Rule  2: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  3: b741c97712, Class:  2, CF:0.998663, Len: 10, Fitness_tra: -1
Rule  4: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 2
Rule  5: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule  6: 421116b414, Class:  4, CF:0.990117, Len: 10, Fitness_tra: -4
Rule  7: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 0
Rule  8: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule  9: 4271312414, Class:  2, CF:0.116097, Len: 10, Fitness_tra: 1
Rule 10: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 0
Rule 11: 17b74fbbb2, Class:  4, CF:0.999006, Len: 10, Fitness_tra: 0
Rule 12: 4b7481b2b4, Class:  2, CF:0.998714, Len: 10, Fitness_tra: 0
Rule 13: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 7622537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 7141c3b1b2, Class:  2, CF:0.959661, Len: 10, Fitness_tra: -1
Rule 19: 72228e2477, Class:  2, CF:0.750408, Len: 10, Fitness_tra: 0
Rule 20: 227416b222, Class:  4, CF:0.999206, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 4227892774, Class:  2, CF:0.465061, Len: 10, Fitness_tra: 0
Rule 23: 417b814142, Class:  2, CF:0.990022, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b12216427b, Class:  4, CF:0.999406, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 17171ab474, Class:  4, CF:0.973765, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 414b16217b, Class:  4, CF:0.994441, Len: 10, Fitness_tra: 0
Rule 32: 747111421b, Class:  2, CF:0.171162, Len: 10, Fitness_tra: -35
Rule 33: 48447e24bb, Class:  0, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 34: b1b21324b7, Class:  4, CF:0.933062, Len: 10, Fitness_tra: 0
Rule 35: 7175f671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b4145a1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b417214bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 24bb814744, Class:  2, CF:0.981571, Len: 10, Fitness_tra: 0
Rule 39: 71b4412212, Class:  2, CF:0.710769, Len: 10, Fitness_tra: 0
Rule 40: b47bc6bbb7, Class:  2, CF:0.762693, Len: 10, Fitness_tra: 0
Rule 41: 17725a7b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb42a77b1, Class:  4, CF:0.13715, Len: 10, Fitness_tra: 0
Rule 43: 78714db477, Class:  4, CF:0.932435, Len: 10, Fitness_tra: 0
Rule 44: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 1
Rule 45: 4274412b14, Class:  4, CF:0.285669, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4b2b114b42, Class:  2, CF:0.275937, Len: 10, Fitness_tra: 0
Rule 48: 7247137b27, Class:  4, CF:0.987214, Len: 10, Fitness_tra: 0
Rule 49: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 714726b477, Class:  4, CF:0.998533, Len: 10, Fitness_tra: 0
Rule 51: 2bb4c64177, Class:  2, CF:0.925213, Len: 10, Fitness_tra: 0
Rule 52: 1244132b4b, Class:  4, CF:0.972826, Len: 10, Fitness_tra: -13
Rule 53: 44b721477b, Class:  2, CF:0.451352, Len: 10, Fitness_tra: 0
Rule 54: 4872252144, Class:  4, CF:0.271549, Len: 10, Fitness_tra: 0
Rule 55: 442216b174, Class:  4, CF:0.998718, Len: 10, Fitness_tra: 0
Rule 56: 77bb11b272, Class:  2, CF:0.39933, Len: 10, Fitness_tra: 0
Rule 57: 44271641b2, Class:  4, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b724ca227b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4b475a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b12b194bbb, Class:  0, CF:0.0584671, Len: 10, Fitness_tra: 0
Rule 63: b47b214b57, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b1b4161b2b, Class:  4, CF:0.990127, Len: 10, Fitness_tra: -12
Rule 65: 211413217b, Class:  4, CF:0.708844, Len: 10, Fitness_tra: -72
Rule 66: 1d12457127, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 14b211b74b, Class:  4, CF:0.400708, Len: 10, Fitness_tra: -89
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1147164742, Class:  4, CF:0.996909, Len: 10, Fitness_tra: 0
Rule 70: b14b8a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 427b81477b, Class:  2, CF:0.914363, Len: 10, Fitness_tra: -1
Rule 72: 14b7212bb4, Class:  4, CF:0.228527, Len: 10, Fitness_tra: 0
Rule 73: 22b7494b4b, Class:  1, CF:0.457488, Len: 10, Fitness_tra: 0
Rule 74: 2c72492224, Class:  2, CF:0.98046, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2247337417, Class:  4, CF:0.435469, Len: 10, Fitness_tra: 0
Rule 78: 4172ca1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 224713b777, Class:  4, CF:0.988512, Len: 10, Fitness_tra: 0
Rule 80: 4122231721, Class:  4, CF:0.824816, Len: 10, Fitness_tra: -6
Rule 81: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 7117deb2bb, Class:  2, CF:0.812832, Len: 10, Fitness_tra: -2
Rule 83: 42711372b2, Class:  4, CF:0.976197, Len: 10, Fitness_tra: 0
Rule 84: 11124547b1, Class:  1, CF:0.158898, Len: 10, Fitness_tra: -1371
Rule 85: 11b12d7721, Class:  2, CF:0.959776, Len: 10, Fitness_tra: -1973
Rule 86: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 87: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 104
Rule 88: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule 89: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 90: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 722b161b22, Class:  4, CF:0.999974, Len: 10, Fitness_tra: -5
Rule 92: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 93: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 94: 1193c19571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
