------Generation 0------
Rule  1: 12b13e7141, Class:  2, CF:0.72487, Len: 10, Fitness_tra: -1515
Rule 96: 4b245ab7bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2142562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b8b4001007, Class:  4, CF:0.131862, Len:  6, Fitness_tra: -521
Rule 99: cb27563b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.0735
------Result------
Miss_rate(tra)	:51.0735
Miss_rate(tst)	:51.0055
ARL				:9.77778

------Generation 6------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 2033
Rule  2: 12b2412711, Class:  1, CF:0.881661, Len: 10, Fitness_tra: -129
Rule  3: 42718eb472, Class:  2, CF:0.993071, Len: 10, Fitness_tra: 2
Rule  4: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 2
Rule  6: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 2
Rule  7: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 0
Rule  8: bb421a7771, Class:  4, CF:0.994058, Len: 10, Fitness_tra: 0
Rule  9: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 1
Rule 10: 7c2721b147, Class:  2, CF:0.1424, Len: 10, Fitness_tra: 0
Rule 11: 7c4b21b7b7, Class:  4, CF:0.730323, Len: 10, Fitness_tra: -1
Rule 12: 777253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 16: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 20: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 21: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 23: 41727174b7, Class:  4, CF:0.241247, Len: 10, Fitness_tra: 0
Rule 24: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: 0
Rule 25: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2db7e12bb2, Class:  1, CF:0.933537, Len: 10, Fitness_tra: 0
Rule 28: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 42b229422b, Class:  2, CF:0.936442, Len: 10, Fitness_tra: 0
Rule 31: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72971e7db4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1222c141b4, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b14b712714, Class:  2, CF:0.0209867, Len: 10, Fitness_tra: 0
Rule 39: 214415712c, Class:  2, CF:0.907618, Len: 10, Fitness_tra: 0
Rule 40: 779219b7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b12419b744, Class:  2, CF:0.992905, Len: 10, Fitness_tra: 0
Rule 44: cb07c0440b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2b2413214b, Class:  4, CF:0.85426, Len: 10, Fitness_tra: 0
Rule 48: 2221c9bbb7, Class:  2, CF:0.303096, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 2
Rule 53: 21421f172b, Class:  4, CF:0.999628, Len: 10, Fitness_tra: -1
Rule 54: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b82229b14b, Class:  1, CF:0.733937, Len: 10, Fitness_tra: 0
Rule 57: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42271e421b, Class:  2, CF:0.725537, Len: 10, Fitness_tra: 0
Rule 59: 122783b142, Class:  2, CF:0.461381, Len: 10, Fitness_tra: 0
Rule 60: 1772212b24, Class:  2, CF:0.0570215, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b72512742, Class:  2, CF:0.999904, Len: 10, Fitness_tra: 0
Rule 65: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7427c6114b, Class:  2, CF:0.977094, Len: 10, Fitness_tra: 0
Rule 68: 227213bb72, Class:  4, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 69: 17b7c621bb, Class:  2, CF:0.999693, Len: 10, Fitness_tra: 0
Rule 70: 1b7bda4b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21b2117722, Class:  2, CF:0.261792, Len: 10, Fitness_tra: 0
Rule 72: 71178a7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b8b4c617b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 74472e7747, Class:  2, CF:0.896082, Len: 10, Fitness_tra: 0
Rule 75: 7472532121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71245ab422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4242592177, Class:  2, CF:0.397407, Len: 10, Fitness_tra: 0
Rule 78: 2127232224, Class:  2, CF:0.910164, Len: 10, Fitness_tra: 0
Rule 79: 42711eb57b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 71425a4474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1172f1b227, Class:  4, CF:0.998041, Len: 10, Fitness_tra: 0
Rule 82: 1222d61172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 76b44d2442, Class:  2, CF:0.999908, Len: 10, Fitness_tra: 0
Rule 84: 28b2c32414, Class:  0, CF:0.941854, Len: 10, Fitness_tra: 0
Rule 85: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule 86: 12b1d31221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1114197241, Class:  2, CF:0.734476, Len: 10, Fitness_tra: -1650
Rule 88: 114b11b721, Class:  4, CF:0.338239, Len: 10, Fitness_tra: 16
Rule 89: b414532171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7b7b867271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b22129714b, Class:  2, CF:0.986914, Len: 10, Fitness_tra: -15
Rule 92: 2b42da7c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 21
Rule 94: 4241197526, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 2447c57747, Class:  2, CF:0.951534, Len: 10, Fitness_tra: 0
Rule 96: bbb9d17774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2140500279, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7780020707, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4822c9bb4b, Class:  0, CF:0.999952, Len: 10, Fitness_tra: 0
Rule100: 4242362b37, Class:  4, CF:0.999507, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:48.0356
------Result------
Miss_rate(tra)	:48.0356
Miss_rate(tst)	:47.989
ARL				:9.75926

------Generation 7------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 2904
Rule  2: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule  3: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 21
Rule  4: 114b11b721, Class:  4, CF:0.338239, Len: 10, Fitness_tra: -162
Rule  5: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 2
Rule  7: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 3
Rule  8: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 1
Rule  9: 42718eb472, Class:  2, CF:0.993071, Len: 10, Fitness_tra: 4
Rule 10: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 0
Rule 11: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 12: 4242362b37, Class:  4, CF:0.999507, Len: 10, Fitness_tra: 0
Rule 13: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 16: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 20: bb421a7771, Class:  4, CF:0.994058, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 23: 41727174b7, Class:  4, CF:0.241247, Len: 10, Fitness_tra: -1
Rule 24: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: 0
Rule 25: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2db7e12bb2, Class:  1, CF:0.933537, Len: 10, Fitness_tra: 0
Rule 28: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 42b229422b, Class:  2, CF:0.936442, Len: 10, Fitness_tra: 0
Rule 31: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72971e7db4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1222c141b4, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b14b712714, Class:  2, CF:0.0209867, Len: 10, Fitness_tra: 0
Rule 39: 214415712c, Class:  2, CF:0.907618, Len: 10, Fitness_tra: 0
Rule 40: 779219b7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b12419b744, Class:  2, CF:0.992905, Len: 10, Fitness_tra: 0
Rule 44: cb07c0440b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2b2413214b, Class:  4, CF:0.85426, Len: 10, Fitness_tra: 0
Rule 48: 2221c9bbb7, Class:  2, CF:0.303096, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 2
Rule 53: 4822c9bb4b, Class:  0, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 54: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b82229b14b, Class:  1, CF:0.733937, Len: 10, Fitness_tra: 0
Rule 57: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42271e421b, Class:  2, CF:0.725537, Len: 10, Fitness_tra: 0
Rule 59: 122783b142, Class:  2, CF:0.461381, Len: 10, Fitness_tra: 0
Rule 60: 1772212b24, Class:  2, CF:0.0570215, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b72512742, Class:  2, CF:0.999904, Len: 10, Fitness_tra: 0
Rule 65: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7427c6114b, Class:  2, CF:0.977094, Len: 10, Fitness_tra: 0
Rule 68: 227213bb72, Class:  4, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 69: 17b7c621bb, Class:  2, CF:0.999693, Len: 10, Fitness_tra: 0
Rule 70: 1b7bda4b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21b2117722, Class:  2, CF:0.261792, Len: 10, Fitness_tra: 0
Rule 72: 71178a7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b8b4c617b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 74472e7747, Class:  2, CF:0.896082, Len: 10, Fitness_tra: 0
Rule 75: 7472532121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71245ab422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4242592177, Class:  2, CF:0.397407, Len: 10, Fitness_tra: 0
Rule 78: 2127232224, Class:  2, CF:0.910164, Len: 10, Fitness_tra: 0
Rule 79: 42711eb57b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 71425a4474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b12b362427, Class:  4, CF:0.999854, Len: 10, Fitness_tra: 0
Rule 82: 21778124b7, Class:  2, CF:0.992149, Len: 10, Fitness_tra: 0
Rule 83: 24715a47b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1227564b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2444137177, Class:  4, CF:0.986385, Len: 10, Fitness_tra: 1
Rule 87: 24b15ab2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b4b19124b1, Class:  2, CF:0.989518, Len: 10, Fitness_tra: 0
Rule 89: 2427d6141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 221119b726, Class:  2, CF:0.880063, Len: 10, Fitness_tra: -490
Rule 92: 7672723442, Class:  2, CF:0.998731, Len: 10, Fitness_tra: -1
Rule 93: 4121119b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2bb2da6c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 28b4c677b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 2db7812be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: ab1dc04400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 20b0e020b2, Class:  2, CF:0.933064, Len:  6, Fitness_tra: -4
Rule 99: 541b432111, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule100: 2231561221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.8666
------Result------
Miss_rate(tra)	:27.8666
Miss_rate(tst)	:29.0676
ARL				:9.67308

------Generation 8------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 2904
Rule  2: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule  3: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 21
Rule  4: 114b11b721, Class:  4, CF:0.338239, Len: 10, Fitness_tra: -162
Rule  5: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 2
Rule  7: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 3
Rule  8: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 1
Rule  9: 42718eb472, Class:  2, CF:0.993071, Len: 10, Fitness_tra: 4
Rule 10: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 0
Rule 11: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 12: 4242362b37, Class:  4, CF:0.999507, Len: 10, Fitness_tra: 0
Rule 13: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 16: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 20: bb421a7771, Class:  4, CF:0.994058, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 23: 41727174b7, Class:  4, CF:0.241247, Len: 10, Fitness_tra: -1
Rule 24: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: 0
Rule 25: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2db7e12bb2, Class:  1, CF:0.933537, Len: 10, Fitness_tra: 0
Rule 28: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 42b229422b, Class:  2, CF:0.936442, Len: 10, Fitness_tra: 0
Rule 31: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72971e7db4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1222c141b4, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b14b712714, Class:  2, CF:0.0209867, Len: 10, Fitness_tra: 0
Rule 39: 214415712c, Class:  2, CF:0.907618, Len: 10, Fitness_tra: 0
Rule 40: 779219b7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b12419b744, Class:  2, CF:0.992905, Len: 10, Fitness_tra: 0
Rule 44: cb07c0440b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2b2413214b, Class:  4, CF:0.85426, Len: 10, Fitness_tra: 0
Rule 48: 2221c9bbb7, Class:  2, CF:0.303096, Len: 10, Fitness_tra: 0
Rule 49: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 2
Rule 53: 4822c9bb4b, Class:  0, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 54: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b82229b14b, Class:  1, CF:0.733937, Len: 10, Fitness_tra: 0
Rule 57: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 42271e421b, Class:  2, CF:0.725537, Len: 10, Fitness_tra: 0
Rule 59: 122783b142, Class:  2, CF:0.461381, Len: 10, Fitness_tra: 0
Rule 60: 1772212b24, Class:  2, CF:0.0570215, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7b72512742, Class:  2, CF:0.999904, Len: 10, Fitness_tra: 0
Rule 65: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7427c6114b, Class:  2, CF:0.977094, Len: 10, Fitness_tra: 0
Rule 68: 227213bb72, Class:  4, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 69: 17b7c621bb, Class:  2, CF:0.999693, Len: 10, Fitness_tra: 0
Rule 70: 1b7bda4b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21b2117722, Class:  2, CF:0.261792, Len: 10, Fitness_tra: 0
Rule 72: 71178a7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b8b4c617b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 74472e7747, Class:  2, CF:0.896082, Len: 10, Fitness_tra: 0
Rule 75: 7472532121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 71245ab422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4242592177, Class:  2, CF:0.397407, Len: 10, Fitness_tra: 0
Rule 78: 2127232224, Class:  2, CF:0.910164, Len: 10, Fitness_tra: 0
Rule 79: 42711eb57b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 71425a4474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b12b362427, Class:  4, CF:0.999854, Len: 10, Fitness_tra: 0
Rule 82: 21778124b7, Class:  2, CF:0.992149, Len: 10, Fitness_tra: 0
Rule 83: 24715a47b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1227564b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2444137177, Class:  4, CF:0.986385, Len: 10, Fitness_tra: 1
Rule 87: 24b15ab2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b4b19124b1, Class:  2, CF:0.989518, Len: 10, Fitness_tra: 0
Rule 89: 2427d6141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 221119b726, Class:  2, CF:0.880063, Len: 10, Fitness_tra: -490
Rule 92: 7672723442, Class:  2, CF:0.998731, Len: 10, Fitness_tra: -1
Rule 93: 4121119b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2bb2da6c4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 28b4c677b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 2db7812be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: ab1dc04400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 20b0e020b2, Class:  2, CF:0.933064, Len:  6, Fitness_tra: -4
Rule 99: 541b432111, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule100: 2231561221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:27.8666
------Result------
Miss_rate(tra)	:27.8666
Miss_rate(tst)	:29.0676
ARL				:9.67308

------Generation 9------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 2904
Rule  2: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule  3: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 21
Rule  4: 114b11b721, Class:  4, CF:0.338239, Len: 10, Fitness_tra: -162
Rule  5: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 2
Rule  7: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 3
Rule  8: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 1
Rule  9: 42718eb472, Class:  2, CF:0.993071, Len: 10, Fitness_tra: 4
Rule 10: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 0
