------Generation 0------
Rule  1: 227711147b, Class:  4, CF:0.418455, Len: 10, Fitness_tra: -81
Rule 74: 2724234b1b, Class:  4, CF:0.843158, Len: 10, Fitness_tra: 0
Rule 75: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 76: 722b45b177, Class:  2, CF:0.221491, Len: 10, Fitness_tra: 0
Rule 77: 742181442b, Class:  2, CF:0.998436, Len: 10, Fitness_tra: 1
Rule 78: 7bb7817112, Class:  2, CF:0.997141, Len: 10, Fitness_tra: -4
Rule 79: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 47145eb274, Class:  2, CF:0.991346, Len: 10, Fitness_tra: -3
Rule 81: 74242e7471, Class:  2, CF:0.916561, Len: 10, Fitness_tra: -1
Rule 82: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 83: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2b77111b72, Class:  2, CF:0.696744, Len: 10, Fitness_tra: -263
Rule 85: 77b211b172, Class:  4, CF:0.00292631, Len: 10, Fitness_tra: 0
Rule 86: 144bc22227, Class:  2, CF:0.969582, Len: 10, Fitness_tra: 0
Rule 87: b12141b1bb, Class:  2, CF:0.421801, Len: 10, Fitness_tra: -1244
Rule 88: 4c741112b2, Class:  4, CF:0.926266, Len: 10, Fitness_tra: -249
Rule 89: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 20
Rule 91: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 92: b111237441, Class:  4, CF:0.507172, Len: 10, Fitness_tra: -71
Rule 93: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 94: 72b445b177, Class:  2, CF:0.197514, Len: 10, Fitness_tra: -7
Rule 95: 17bb267717, Class:  4, CF:0.989761, Len: 10, Fitness_tra: 0
Rule 96: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7bb7812144, Class:  2, CF:0.999124, Len: 10, Fitness_tra: 0
Rule 98: 2177c54424, Class:  2, CF:0.994305, Len: 10, Fitness_tra: 0
Rule 99: 7172317140, Class:  4, CF:0.684894, Len:  9, Fitness_tra: -37
Rule100: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 2
------Current------
Miss_rate(tra)	:96.6644
------Result------
Miss_rate(tra)	:96.6644
Miss_rate(tst)	:96.7123
ARL				:9.79452

------Generation 6------
Rule  1: 144b8e21b7, Class:  1, CF:0.0394052, Len: 10, Fitness_tra: 40
Rule  2: b121161b2b, Class:  4, CF:0.996949, Len: 10, Fitness_tra: -8
Rule  3: 7547414221, Class:  2, CF:0.994622, Len: 10, Fitness_tra: 3
Rule  4: 12221a4412, Class:  4, CF:0.997983, Len: 10, Fitness_tra: 1
Rule  5: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: 722bf627b4, Class:  4, CF:0.999945, Len: 10, Fitness_tra: 0
Rule  7: 4111234124, Class:  4, CF:0.318926, Len: 10, Fitness_tra: -1
Rule  8: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: bb471e7441, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 10: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 221b267241, Class:  4, CF:0.979191, Len: 10, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 14: 2b17d5b7b7, Class:  2, CF:0.979452, Len: 10, Fitness_tra: -15
Rule 15: 21221312bb, Class:  4, CF:0.977089, Len: 10, Fitness_tra: -10
Rule 16: 4b422141b7, Class:  2, CF:0.762859, Len: 10, Fitness_tra: 0
Rule 17: b547114441, Class:  2, CF:0.779858, Len: 10, Fitness_tra: -4
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1174167127, Class:  4, CF:0.986267, Len: 10, Fitness_tra: 0
Rule 20: 44144d7b24, Class:  2, CF:0.11805, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bb1441bb44, Class:  2, CF:0.833911, Len: 10, Fitness_tra: 0
Rule 25: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 26: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2477212272, Class:  2, CF:0.679516, Len: 10, Fitness_tra: 0
Rule 28: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 29711521b4, Class:  1, CF:0.263078, Len: 10, Fitness_tra: 0
Rule 32: 2b271f271b, Class:  4, CF:0.917259, Len: 10, Fitness_tra: 0
Rule 33: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 34: 4bb4ce4147, Class:  2, CF:0.996643, Len: 10, Fitness_tra: 0
Rule 35: 2c72164771, Class:  4, CF:0.999217, Len: 10, Fitness_tra: 0
Rule 36: 27bb267417, Class:  4, CF:0.996953, Len: 10, Fitness_tra: 0
Rule 37: 11bb2d71b4, Class:  2, CF:0.17371, Len: 10, Fitness_tra: -1075
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 21b2c54414, Class:  2, CF:0.985421, Len: 10, Fitness_tra: 0
Rule 41: b8441d4b44, Class:  4, CF:0.967447, Len: 10, Fitness_tra: 0
Rule 42: b22b1e2b41, Class:  1, CF:0.820186, Len: 10, Fitness_tra: 0
Rule 43: 4b41817174, Class:  2, CF:0.999712, Len: 10, Fitness_tra: 2
Rule 44: 142b13441b, Class:  4, CF:0.95118, Len: 10, Fitness_tra: -16
Rule 45: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 242245bbb2, Class:  4, CF:0.0300654, Len: 10, Fitness_tra: 0
Rule 47: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b2142fbb21, Class:  4, CF:0.997775, Len: 10, Fitness_tra: 0
Rule 50: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211115474c, Class:  2, CF:0.980661, Len: 10, Fitness_tra: 3
Rule 52: 7111237442, Class:  4, CF:0.519337, Len: 10, Fitness_tra: 0
Rule 53: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 412b817b1b, Class:  2, CF:0.94246, Len: 10, Fitness_tra: 0
Rule 55: 1b771f271b, Class:  4, CF:0.83044, Len: 10, Fitness_tra: -1
Rule 56: 78422341b2, Class:  4, CF:0.994122, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b42411b7b4, Class:  4, CF:0.776859, Len: 10, Fitness_tra: 0
Rule 59: 2444132bb2, Class:  4, CF:0.989383, Len: 10, Fitness_tra: 0
Rule 60: 17b781b744, Class:  2, CF:0.98647, Len: 10, Fitness_tra: 0
Rule 61: 2c14c172b1, Class:  2, CF:0.661978, Len: 10, Fitness_tra: -2
Rule 62: 4242c17117, Class:  2, CF:0.860089, Len: 10, Fitness_tra: -20
Rule 63: 45b7194441, Class:  1, CF:0.843581, Len: 10, Fitness_tra: 0
Rule 64: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 137115b722, Class:  2, CF:0.999783, Len: 10, Fitness_tra: -510
Rule 66: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 211229b2bc, Class:  2, CF:0.997746, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 70: 741726427b, Class:  4, CF:0.998728, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b2b12fb714, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 73: b1b78e4144, Class:  2, CF:0.990818, Len: 10, Fitness_tra: 0
Rule 74: 2724234b1b, Class:  4, CF:0.843158, Len: 10, Fitness_tra: 0
Rule 75: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 76: 722b45b177, Class:  2, CF:0.221491, Len: 10, Fitness_tra: 0
Rule 77: 742181442b, Class:  2, CF:0.998436, Len: 10, Fitness_tra: 1
Rule 78: 7bb7817112, Class:  2, CF:0.997141, Len: 10, Fitness_tra: -4
Rule 79: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 47145eb274, Class:  2, CF:0.991346, Len: 10, Fitness_tra: -3
Rule 81: 74242e7471, Class:  2, CF:0.916561, Len: 10, Fitness_tra: -1
Rule 82: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 83: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2b77111b72, Class:  2, CF:0.696744, Len: 10, Fitness_tra: -263
Rule 85: 77b211b172, Class:  4, CF:0.00292631, Len: 10, Fitness_tra: 0
Rule 86: 144bc22227, Class:  2, CF:0.969582, Len: 10, Fitness_tra: 0
Rule 87: b12141b1bb, Class:  2, CF:0.421801, Len: 10, Fitness_tra: -1244
Rule 88: 4c741112b2, Class:  4, CF:0.926266, Len: 10, Fitness_tra: -249
Rule 89: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 20
Rule 91: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 92: b111237441, Class:  4, CF:0.507172, Len: 10, Fitness_tra: -71
Rule 93: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 94: 72b445b177, Class:  2, CF:0.197514, Len: 10, Fitness_tra: -7
Rule 95: 17bb267717, Class:  4, CF:0.989761, Len: 10, Fitness_tra: 0
Rule 96: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7bb7812144, Class:  2, CF:0.999124, Len: 10, Fitness_tra: 0
Rule 98: 2177c54424, Class:  2, CF:0.994305, Len: 10, Fitness_tra: 0
Rule 99: 7172317140, Class:  4, CF:0.684894, Len:  9, Fitness_tra: -37
Rule100: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 2
------Current------
Miss_rate(tra)	:96.6644
------Result------
Miss_rate(tra)	:96.6644
Miss_rate(tst)	:96.7123
ARL				:9.79452

------Generation 7------
Rule  1: 144b8e21b7, Class:  1, CF:0.0394052, Len: 10, Fitness_tra: 40
Rule  2: b121161b2b, Class:  4, CF:0.996949, Len: 10, Fitness_tra: -8
Rule  3: 7547414221, Class:  2, CF:0.994622, Len: 10, Fitness_tra: 3
Rule  4: 12221a4412, Class:  4, CF:0.997983, Len: 10, Fitness_tra: 1
Rule  5: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: 722bf627b4, Class:  4, CF:0.999945, Len: 10, Fitness_tra: 0
Rule  7: 4111234124, Class:  4, CF:0.318926, Len: 10, Fitness_tra: -1
Rule  8: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: bb471e7441, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 10: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 221b267241, Class:  4, CF:0.979191, Len: 10, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 14: 2b17d5b7b7, Class:  2, CF:0.979452, Len: 10, Fitness_tra: -15
Rule 15: 21221312bb, Class:  4, CF:0.977089, Len: 10, Fitness_tra: -10
Rule 16: 4b422141b7, Class:  2, CF:0.762859, Len: 10, Fitness_tra: 0
Rule 17: b547114441, Class:  2, CF:0.779858, Len: 10, Fitness_tra: -4
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1174167127, Class:  4, CF:0.986267, Len: 10, Fitness_tra: 0
Rule 20: 44144d7b24, Class:  2, CF:0.11805, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bb1441bb44, Class:  2, CF:0.833911, Len: 10, Fitness_tra: 0
Rule 25: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 26: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2477212272, Class:  2, CF:0.679516, Len: 10, Fitness_tra: 0
Rule 28: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 29711521b4, Class:  1, CF:0.263078, Len: 10, Fitness_tra: 0
Rule 32: 2b271f271b, Class:  4, CF:0.917259, Len: 10, Fitness_tra: 0
Rule 33: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 34: 4bb4ce4147, Class:  2, CF:0.996643, Len: 10, Fitness_tra: 0
Rule 35: 2c72164771, Class:  4, CF:0.999217, Len: 10, Fitness_tra: 0
Rule 36: 27bb267417, Class:  4, CF:0.996953, Len: 10, Fitness_tra: 0
Rule 37: 11bb2d71b4, Class:  2, CF:0.17371, Len: 10, Fitness_tra: -1075
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 21b2c54414, Class:  2, CF:0.985421, Len: 10, Fitness_tra: 0
Rule 41: b8441d4b44, Class:  4, CF:0.967447, Len: 10, Fitness_tra: 0
Rule 42: b22b1e2b41, Class:  1, CF:0.820186, Len: 10, Fitness_tra: 0
Rule 43: 4b41817174, Class:  2, CF:0.999712, Len: 10, Fitness_tra: 2
Rule 44: 142b13441b, Class:  4, CF:0.95118, Len: 10, Fitness_tra: -16
Rule 45: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 242245bbb2, Class:  4, CF:0.0300654, Len: 10, Fitness_tra: 0
Rule 47: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b2142fbb21, Class:  4, CF:0.997775, Len: 10, Fitness_tra: 0
Rule 50: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211115474c, Class:  2, CF:0.980661, Len: 10, Fitness_tra: 3
Rule 52: 7111237442, Class:  4, CF:0.519337, Len: 10, Fitness_tra: 0
Rule 53: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 412b817b1b, Class:  2, CF:0.94246, Len: 10, Fitness_tra: 0
Rule 55: 1b771f271b, Class:  4, CF:0.83044, Len: 10, Fitness_tra: -1
Rule 56: 78422341b2, Class:  4, CF:0.994122, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b42411b7b4, Class:  4, CF:0.776859, Len: 10, Fitness_tra: 0
Rule 59: 2444132bb2, Class:  4, CF:0.989383, Len: 10, Fitness_tra: 0
Rule 60: 17b781b744, Class:  2, CF:0.98647, Len: 10, Fitness_tra: 0
Rule 61: 2c14c172b1, Class:  2, CF:0.661978, Len: 10, Fitness_tra: -2
Rule 62: 4242c17117, Class:  2, CF:0.860089, Len: 10, Fitness_tra: -20
Rule 63: 45b7194441, Class:  1, CF:0.843581, Len: 10, Fitness_tra: 0
Rule 64: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 137115b722, Class:  2, CF:0.999783, Len: 10, Fitness_tra: -510
Rule 66: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 211229b2bc, Class:  2, CF:0.997746, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 70: 741726427b, Class:  4, CF:0.998728, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b2b12fb714, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 73: b1b78e4144, Class:  2, CF:0.990818, Len: 10, Fitness_tra: 0
Rule 74: 2724234b1b, Class:  4, CF:0.843158, Len: 10, Fitness_tra: 0
Rule 75: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 76: 722b45b177, Class:  2, CF:0.221491, Len: 10, Fitness_tra: 0
Rule 77: 742181442b, Class:  2, CF:0.998436, Len: 10, Fitness_tra: 1
Rule 78: 7bb7817112, Class:  2, CF:0.997141, Len: 10, Fitness_tra: -4
Rule 79: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 47145eb274, Class:  2, CF:0.991346, Len: 10, Fitness_tra: -3
Rule 81: 74242e7471, Class:  2, CF:0.916561, Len: 10, Fitness_tra: -1
Rule 82: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 83: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2b77111b72, Class:  2, CF:0.696744, Len: 10, Fitness_tra: -263
Rule 85: 77b211b172, Class:  4, CF:0.00292631, Len: 10, Fitness_tra: 0
Rule 86: 144bc22227, Class:  2, CF:0.969582, Len: 10, Fitness_tra: 0
Rule 87: b12141b1bb, Class:  2, CF:0.421801, Len: 10, Fitness_tra: -1244
Rule 88: 4c741112b2, Class:  4, CF:0.926266, Len: 10, Fitness_tra: -249
Rule 89: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 20
Rule 91: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 92: b111237441, Class:  4, CF:0.507172, Len: 10, Fitness_tra: -71
Rule 93: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 94: 72b445b177, Class:  2, CF:0.197514, Len: 10, Fitness_tra: -7
Rule 95: 17bb267717, Class:  4, CF:0.989761, Len: 10, Fitness_tra: 0
Rule 96: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7bb7812144, Class:  2, CF:0.999124, Len: 10, Fitness_tra: 0
Rule 98: 2177c54424, Class:  2, CF:0.994305, Len: 10, Fitness_tra: 0
Rule 99: 7172317140, Class:  4, CF:0.684894, Len:  9, Fitness_tra: -37
Rule100: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 2
------Current------
Miss_rate(tra)	:96.6644
------Result------
Miss_rate(tra)	:96.6644
Miss_rate(tst)	:96.7123
ARL				:9.79452

------Generation 8------
Rule  1: 144b8e21b7, Class:  1, CF:0.0394052, Len: 10, Fitness_tra: 40
Rule  2: b121161b2b, Class:  4, CF:0.996949, Len: 10, Fitness_tra: -8
Rule  3: 7547414221, Class:  2, CF:0.994622, Len: 10, Fitness_tra: 3
Rule  4: 12221a4412, Class:  4, CF:0.997983, Len: 10, Fitness_tra: 1
Rule  5: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: 722bf627b4, Class:  4, CF:0.999945, Len: 10, Fitness_tra: 0
Rule  7: 4111234124, Class:  4, CF:0.318926, Len: 10, Fitness_tra: -1
Rule  8: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: bb471e7441, Class:  2, CF:0.999501, Len: 10, Fitness_tra: 0
Rule 10: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 221b267241, Class:  4, CF:0.979191, Len: 10, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 14: 2b17d5b7b7, Class:  2, CF:0.979452, Len: 10, Fitness_tra: -15
Rule 15: 21221312bb, Class:  4, CF:0.977089, Len: 10, Fitness_tra: -10
Rule 16: 4b422141b7, Class:  2, CF:0.762859, Len: 10, Fitness_tra: 0
Rule 17: b547114441, Class:  2, CF:0.779858, Len: 10, Fitness_tra: -4
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1174167127, Class:  4, CF:0.986267, Len: 10, Fitness_tra: 0
Rule 20: 44144d7b24, Class:  2, CF:0.11805, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: bb1441bb44, Class:  2, CF:0.833911, Len: 10, Fitness_tra: 0
Rule 25: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 26: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2477212272, Class:  2, CF:0.679516, Len: 10, Fitness_tra: 0
Rule 28: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 29711521b4, Class:  1, CF:0.263078, Len: 10, Fitness_tra: 0
Rule 32: 2b271f271b, Class:  4, CF:0.917259, Len: 10, Fitness_tra: 0
Rule 33: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 34: 4bb4ce4147, Class:  2, CF:0.996643, Len: 10, Fitness_tra: 0
Rule 35: 2c72164771, Class:  4, CF:0.999217, Len: 10, Fitness_tra: 0
Rule 36: 27bb267417, Class:  4, CF:0.996953, Len: 10, Fitness_tra: 0
Rule 37: 11bb2d71b4, Class:  2, CF:0.17371, Len: 10, Fitness_tra: -1075
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 21b2c54414, Class:  2, CF:0.985421, Len: 10, Fitness_tra: 0
Rule 41: b8441d4b44, Class:  4, CF:0.967447, Len: 10, Fitness_tra: 0
Rule 42: b22b1e2b41, Class:  1, CF:0.820186, Len: 10, Fitness_tra: 0
Rule 43: 4b41817174, Class:  2, CF:0.999712, Len: 10, Fitness_tra: 2
Rule 44: 142b13441b, Class:  4, CF:0.95118, Len: 10, Fitness_tra: -16
Rule 45: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 242245bbb2, Class:  4, CF:0.0300654, Len: 10, Fitness_tra: 0
Rule 47: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b2142fbb21, Class:  4, CF:0.997775, Len: 10, Fitness_tra: 0
Rule 50: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 211115474c, Class:  2, CF:0.980661, Len: 10, Fitness_tra: 3
Rule 52: 7111237442, Class:  4, CF:0.519337, Len: 10, Fitness_tra: 0
Rule 53: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 412b817b1b, Class:  2, CF:0.94246, Len: 10, Fitness_tra: 0
Rule 55: 1b771f271b, Class:  4, CF:0.83044, Len: 10, Fitness_tra: -1
Rule 56: 78422341b2, Class:  4, CF:0.994122, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b42411b7b4, Class:  4, CF:0.776859, Len: 10, Fitness_tra: 0
Rule 59: 2444132bb2, Class:  4, CF:0.989383, Len: 10, Fitness_tra: 0
Rule 60: 17b781b744, Class:  2, CF:0.98647, Len: 10, Fitness_tra: 0
Rule 61: 2c14c172b1, Class:  2, CF:0.661978, Len: 10, Fitness_tra: -2
Rule 62: 4242c17117, Class:  2, CF:0.860089, Len: 10, Fitness_tra: -20
Rule 63: 45b7194441, Class:  1, CF:0.843581, Len: 10, Fitness_tra: 0
Rule 64: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 137115b722, Class:  2, CF:0.999783, Len: 10, Fitness_tra: -510
Rule 66: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 211229b2bc, Class:  2, CF:0.997746, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 70: 741726427b, Class:  4, CF:0.998728, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b2b12fb714, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 73: b1b78e4144, Class:  2, CF:0.990818, Len: 10, Fitness_tra: 0
Rule 74: 2724234b1b, Class:  4, CF:0.843158, Len: 10, Fitness_tra: 0
Rule 75: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 76: 722b45b177, Class:  2, CF:0.221491, Len: 10, Fitness_tra: 0
Rule 77: 742181442b, Class:  2, CF:0.998436, Len: 10, Fitness_tra: 1
Rule 78: 7bb7817112, Class:  2, CF:0.997141, Len: 10, Fitness_tra: -4
Rule 79: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 47145eb274, Class:  2, CF:0.991346, Len: 10, Fitness_tra: -3
Rule 81: 74242e7471, Class:  2, CF:0.916561, Len: 10, Fitness_tra: -1
Rule 82: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 83: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2b77111b72, Class:  2, CF:0.696744, Len: 10, Fitness_tra: -263
Rule 85: 77b211b172, Class:  4, CF:0.00292631, Len: 10, Fitness_tra: 0
Rule 86: 144bc22227, Class:  2, CF:0.969582, Len: 10, Fitness_tra: 0
Rule 87: b12141b1bb, Class:  2, CF:0.421801, Len: 10, Fitness_tra: -1244
