------Generation 0------
Rule  1: 1412c6bb42, Class:  2, CF:0.716836, Len: 10, Fitness_tra: 0
Rule 45: 1b41867422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7b27d12117, Class:  2, CF:0.996172, Len: 10, Fitness_tra: -4
Rule 47: b714c94412, Class:  2, CF:0.978255, Len: 10, Fitness_tra: -6
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: b471194b12, Class:  2, CF:0.977253, Len: 10, Fitness_tra: -327
Rule 50: 0000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7c7713447b, Class:  4, CF:0.996161, Len: 10, Fitness_tra: 0
Rule 55: 1b171311b1, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 12b185bb7b, Class:  2, CF:0.124066, Len: 10, Fitness_tra: -71
Rule 57: 4724114172, Class:  4, CF:0.028333, Len: 10, Fitness_tra: 0
Rule 58: 487181b414, Class:  2, CF:0.990232, Len: 10, Fitness_tra: 0
Rule 59: 227bc14bb2, Class:  2, CF:0.345225, Len: 10, Fitness_tra: 0
Rule 60: 21b48eb471, Class:  2, CF:0.976278, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b27b814444, Class:  2, CF:0.981008, Len: 10, Fitness_tra: 0
Rule 63: 2212197417, Class:  2, CF:0.290764, Len: 10, Fitness_tra: 0
Rule 64: 12b22a427b, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 152223412b, Class:  2, CF:0.579473, Len: 10, Fitness_tra: -4
Rule 67: 421736b2b4, Class:  4, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 68: 727ac14bb2, Class:  2, CF:0.862435, Len: 10, Fitness_tra: -8
Rule 69: 4874314244, Class:  2, CF:0.63546, Len: 10, Fitness_tra: 0
Rule 70: 1bb2117447, Class:  2, CF:0.941644, Len: 10, Fitness_tra: -287
Rule 71: 1a7215741c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b1b1c1bb42, Class:  2, CF:0.977486, Len: 10, Fitness_tra: -90
Rule 74: b714deb414, Class:  2, CF:0.966391, Len: 10, Fitness_tra: -31
Rule 75: 2c4223224b, Class:  4, CF:0.990567, Len: 10, Fitness_tra: 0
Rule 76: b1b1112b42, Class:  4, CF:0.0881445, Len: 10, Fitness_tra: 1
Rule 77: 4c4141b412, Class:  2, CF:0.580931, Len: 10, Fitness_tra: -145
Rule 78: bd41897b44, Class:  1, CF:0.673067, Len: 10, Fitness_tra: 0
Rule 79: 4777ce1b21, Class:  2, CF:0.981284, Len:  0, Fitness_tra: 0
Rule 80: 207bc14b02, Class:  2, CF:0.753376, Len:  8, Fitness_tra: 0
Rule 81: b744cabb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 124b412244, Class:  2, CF:0.967939, Len: 10, Fitness_tra: -65
Rule 83: b8418947b2, Class:  1, CF:0.551275, Len: 10, Fitness_tra: 0
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 72725ab424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 73227d414c, Class:  2, CF:0.999759, Len: 10, Fitness_tra: 0
Rule 87: 1127234b41, Class:  4, CF:0.564007, Len: 10, Fitness_tra: -33
Rule 88: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b174c3b221, Class:  2, CF:0.975445, Len: 10, Fitness_tra: 1
Rule 90: b8742e121b, Class:  1, CF:0.343762, Len: 10, Fitness_tra: -53
Rule 91: 4142161474, Class:  4, CF:0.999167, Len: 10, Fitness_tra: 2
Rule 92: bbb2232bb4, Class:  2, CF:0.248481, Len: 10, Fitness_tra: 0
Rule 93: 127b36b2b4, Class:  4, CF:0.99924, Len: 10, Fitness_tra: -1
Rule 94: 19b119b271, Class:  1, CF:0.902524, Len: 10, Fitness_tra: -19
Rule 95: 2dabc1b242, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 16b010d440, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4bb2536471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 41141eb742, Class:  2, CF:0.969711, Len: 10, Fitness_tra: 0
Rule 99: 7241c12bbd, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 185115b142, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.5677
------Result------
Miss_rate(tra)	:95.5677
Miss_rate(tst)	:95.1598
ARL				:9.96875

------Generation 7------
Rule  1: b171232bbb, Class:  4, CF:0.868419, Len: 10, Fitness_tra: 2
Rule  2: 4142161474, Class:  4, CF:0.999167, Len: 10, Fitness_tra: 0
Rule  3: 19b7197271, Class:  1, CF:0.918561, Len: 10, Fitness_tra: -1
Rule  4: ebb12312b1, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule  5: b1b1112b42, Class:  4, CF:0.0881445, Len: 10, Fitness_tra: -4
Rule  6: b174c3b221, Class:  2, CF:0.975445, Len: 10, Fitness_tra: 1
Rule  7: 185115b142, Class:  2, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: 4271862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 7177212447, Class:  2, CF:0.863133, Len: 10, Fitness_tra: 0
Rule 11: 7241c12bbd, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 72245fb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 4b14ca4bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42241e7b17, Class:  1, CF:0.0199137, Len: 10, Fitness_tra: 0
Rule 19: 2d41ceb242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 211b5f2474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 44141ebb77, Class:  2, CF:0.0496809, Len: 10, Fitness_tra: 0
Rule 22: 71b78612b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: bc4bb8227b, Class:  4, CF:0.449729, Len: 10, Fitness_tra: -7
Rule 24: 22b12342b2, Class:  4, CF:0.9373, Len: 10, Fitness_tra: 0
Rule 25: b2415f2b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b114c62277, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 27: 414216b474, Class:  4, CF:0.999732, Len: 10, Fitness_tra: 0
Rule 28: bbb22322b1, Class:  2, CF:0.730833, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7471132247, Class:  4, CF:0.94197, Len: 10, Fitness_tra: -8
Rule 31: 4114c92274, Class:  2, CF:0.983204, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2144132724, Class:  4, CF:0.980565, Len: 10, Fitness_tra: 0
Rule 34: 4b148a41b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4227214717, Class:  2, CF:0.0825746, Len: 10, Fitness_tra: -17
Rule 36: b171c62277, Class:  2, CF:0.933968, Len: 10, Fitness_tra: 0
Rule 37: 7274534127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b41b187bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71721fb742, Class:  4, CF:0.999708, Len: 10, Fitness_tra: 0
Rule 40: 0000040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4bb2531471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1b41867422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7c7713447b, Class:  4, CF:0.996161, Len: 10, Fitness_tra: -6
Rule 49: 1b171311b1, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4724114172, Class:  4, CF:0.028333, Len: 10, Fitness_tra: 0
Rule 51: 487181b414, Class:  2, CF:0.990232, Len: 10, Fitness_tra: 1
Rule 52: 227bc14bb2, Class:  2, CF:0.345225, Len: 10, Fitness_tra: 0
Rule 53: 21b48eb471, Class:  2, CF:0.976278, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b27b814444, Class:  2, CF:0.981008, Len: 10, Fitness_tra: 0
Rule 56: 2212197417, Class:  2, CF:0.290764, Len: 10, Fitness_tra: 0
Rule 57: 12b22a427b, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 421736b2b4, Class:  4, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 60: 4874314244, Class:  2, CF:0.63546, Len: 10, Fitness_tra: -5
Rule 61: 1a7215741c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2c4223224b, Class:  4, CF:0.990567, Len: 10, Fitness_tra: 0
Rule 64: 2e17832224, Class:  2, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 65: bd41897b44, Class:  1, CF:0.673067, Len: 10, Fitness_tra: 0
Rule 66: 4777ce1b21, Class:  2, CF:0.981284, Len:  0, Fitness_tra: 0
Rule 67: 207bc14b02, Class:  2, CF:0.753376, Len:  8, Fitness_tra: 0
Rule 68: b744cabb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b8418947b2, Class:  1, CF:0.551275, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 72725ab424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 73227d414c, Class:  2, CF:0.999759, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1412c6bb42, Class:  2, CF:0.716836, Len: 10, Fitness_tra: 0
Rule 75: b1b7c94bbb, Class:  0, CF:0.99415, Len: 10, Fitness_tra: 0
Rule 76: bbb2232bb4, Class:  2, CF:0.248481, Len: 10, Fitness_tra: 0
Rule 77: 41141eb742, Class:  2, CF:0.969711, Len: 10, Fitness_tra: 0
Rule 78: 2dabc1b242, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 16b010d440, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4bb2536471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 234b4142b1, Class:  2, CF:0.975856, Len: 10, Fitness_tra: -3
Rule 82: 1114c17b21, Class:  2, CF:0.081256, Len: 10, Fitness_tra: -591
Rule 83: 1db2157214, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 214bc31727, Class:  2, CF:0.95908, Len: 10, Fitness_tra: 0
Rule 85: 122b162714, Class:  4, CF:0.996738, Len: 10, Fitness_tra: 0
Rule 86: 1127c17714, Class:  2, CF:0.835083, Len: 10, Fitness_tra: -44
Rule 87: 21218174b4, Class:  2, CF:0.997616, Len: 10, Fitness_tra: 0
Rule 88: 71b2157717, Class:  2, CF:0.463967, Len: 10, Fitness_tra: -498
Rule 89: 1141c31717, Class:  2, CF:0.982615, Len: 10, Fitness_tra: -35
Rule 90: 447b192177, Class:  2, CF:0.827809, Len: 10, Fitness_tra: -8
Rule 91: 0b02506000, Class:  1, CF:0.985274, Len:  4, Fitness_tra: -168
Rule 92: 18b019b440, Class:  1, CF:0.597091, Len:  8, Fitness_tra: -90
Rule 93: 1bb223417b, Class:  2, CF:0.49737, Len: 10, Fitness_tra: -73
Rule 94: bd4eceb242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4140160404, Class:  4, CF:0.973815, Len:  7, Fitness_tra: -17
Rule 96: 19b22a7271, Class:  4, CF:0.997314, Len: 10, Fitness_tra: 0
Rule 97: 4724c14121, Class:  2, CF:0.966457, Len: 10, Fitness_tra: 0
Rule 98: 44441e1404, Class:  2, CF:0.978851, Len:  9, Fitness_tra: -1003
Rule 99: 4a142922b2, Class:  2, CF:0.991252, Len: 10, Fitness_tra: 0
Rule100: 4071800b27, Class:  2, CF:0.986346, Len:  7, Fitness_tra: -859
------Current------
Miss_rate(tra)	:94.8595
------Result------
Miss_rate(tra)	:94.8595
Miss_rate(tst)	:94.3379
ARL				:9.72581

------Generation 8------
Rule  1: b171232bbb, Class:  4, CF:0.868419, Len: 10, Fitness_tra: 2
Rule  2: 4142161474, Class:  4, CF:0.999167, Len: 10, Fitness_tra: 0
Rule  3: 19b7197271, Class:  1, CF:0.918561, Len: 10, Fitness_tra: -1
Rule  4: ebb12312b1, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule  5: b1b1112b42, Class:  4, CF:0.0881445, Len: 10, Fitness_tra: -4
Rule  6: b174c3b221, Class:  2, CF:0.975445, Len: 10, Fitness_tra: 1
Rule  7: 185115b142, Class:  2, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: 4271862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 7177212447, Class:  2, CF:0.863133, Len: 10, Fitness_tra: 0
Rule 11: 7241c12bbd, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 72245fb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 4b14ca4bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42241e7b17, Class:  1, CF:0.0199137, Len: 10, Fitness_tra: 0
Rule 19: 2d41ceb242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 211b5f2474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 44141ebb77, Class:  2, CF:0.0496809, Len: 10, Fitness_tra: 0
Rule 22: 71b78612b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: bc4bb8227b, Class:  4, CF:0.449729, Len: 10, Fitness_tra: -7
Rule 24: 22b12342b2, Class:  4, CF:0.9373, Len: 10, Fitness_tra: 0
Rule 25: b2415f2b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b114c62277, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 27: 414216b474, Class:  4, CF:0.999732, Len: 10, Fitness_tra: 0
Rule 28: bbb22322b1, Class:  2, CF:0.730833, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7471132247, Class:  4, CF:0.94197, Len: 10, Fitness_tra: -8
Rule 31: 4114c92274, Class:  2, CF:0.983204, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2144132724, Class:  4, CF:0.980565, Len: 10, Fitness_tra: 0
Rule 34: 4b148a41b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4227214717, Class:  2, CF:0.0825746, Len: 10, Fitness_tra: -17
Rule 36: b171c62277, Class:  2, CF:0.933968, Len: 10, Fitness_tra: 0
Rule 37: 7274534127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b41b187bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71721fb742, Class:  4, CF:0.999708, Len: 10, Fitness_tra: 0
Rule 40: 0000040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4bb2531471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1b41867422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 7c7713447b, Class:  4, CF:0.996161, Len: 10, Fitness_tra: -6
Rule 49: 1b171311b1, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4724114172, Class:  4, CF:0.028333, Len: 10, Fitness_tra: 0
Rule 51: 487181b414, Class:  2, CF:0.990232, Len: 10, Fitness_tra: 1
Rule 52: 227bc14bb2, Class:  2, CF:0.345225, Len: 10, Fitness_tra: 0
Rule 53: 21b48eb471, Class:  2, CF:0.976278, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b27b814444, Class:  2, CF:0.981008, Len: 10, Fitness_tra: 0
Rule 56: 2212197417, Class:  2, CF:0.290764, Len: 10, Fitness_tra: 0
Rule 57: 12b22a427b, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 421736b2b4, Class:  4, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 60: 4874314244, Class:  2, CF:0.63546, Len: 10, Fitness_tra: -5
Rule 61: 1a7215741c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2c4223224b, Class:  4, CF:0.990567, Len: 10, Fitness_tra: 0
Rule 64: 2e17832224, Class:  2, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 65: bd41897b44, Class:  1, CF:0.673067, Len: 10, Fitness_tra: 0
Rule 66: 4777ce1b21, Class:  2, CF:0.981284, Len:  0, Fitness_tra: 0
Rule 67: 207bc14b02, Class:  2, CF:0.753376, Len:  8, Fitness_tra: 0
Rule 68: b744cabb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b8418947b2, Class:  1, CF:0.551275, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 72725ab424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 73227d414c, Class:  2, CF:0.999759, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1412c6bb42, Class:  2, CF:0.716836, Len: 10, Fitness_tra: 0
Rule 75: b1b7c94bbb, Class:  0, CF:0.99415, Len: 10, Fitness_tra: 0
Rule 76: bbb2232bb4, Class:  2, CF:0.248481, Len: 10, Fitness_tra: 0
Rule 77: 41141eb742, Class:  2, CF:0.969711, Len: 10, Fitness_tra: 0
Rule 78: 2dabc1b242, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 16b010d440, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4bb2536471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 234b4142b1, Class:  2, CF:0.975856, Len: 10, Fitness_tra: -3
Rule 82: 1114c17b21, Class:  2, CF:0.081256, Len: 10, Fitness_tra: -591
Rule 83: 1db2157214, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 214bc31727, Class:  2, CF:0.95908, Len: 10, Fitness_tra: 0
Rule 85: 122b162714, Class:  4, CF:0.996738, Len: 10, Fitness_tra: 0
Rule 86: 1127c17714, Class:  2, CF:0.835083, Len: 10, Fitness_tra: -44
Rule 87: 21218174b4, Class:  2, CF:0.997616, Len: 10, Fitness_tra: 0
Rule 88: 71b2157717, Class:  2, CF:0.463967, Len: 10, Fitness_tra: -498
Rule 89: 1141c31717, Class:  2, CF:0.982615, Len: 10, Fitness_tra: -35
Rule 90: 447b192177, Class:  2, CF:0.827809, Len: 10, Fitness_tra: -8
Rule 91: 0b02506000, Class:  1, CF:0.985274, Len:  4, Fitness_tra: -168
Rule 92: 18b019b440, Class:  1, CF:0.597091, Len:  8, Fitness_tra: -90
Rule 93: 1bb223417b, Class:  2, CF:0.49737, Len: 10, Fitness_tra: -73
Rule 94: bd4eceb242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4140160404, Class:  4, CF:0.973815, Len:  7, Fitness_tra: -17
Rule 96: 19b22a7271, Class:  4, CF:0.997314, Len: 10, Fitness_tra: 0
Rule 97: 4724c14121, Class:  2, CF:0.966457, Len: 10, Fitness_tra: 0
Rule 98: 44441e1404, Class:  2, CF:0.978851, Len:  9, Fitness_tra: -1003
Rule 99: 4a142922b2, Class:  2, CF:0.991252, Len: 10, Fitness_tra: 0
Rule100: 4071800b27, Class:  2, CF:0.986346, Len:  7, Fitness_tra: -859
------Current------
Miss_rate(tra)	:94.8595
------Result------
Miss_rate(tra)	:94.8595
Miss_rate(tst)	:94.3379
ARL				:9.72581

------Generation 9------
Rule  1: b171232bbb, Class:  4, CF:0.868419, Len: 10, Fitness_tra: 1
Rule  2: 487181b414, Class:  2, CF:0.990232, Len: 10, Fitness_tra: -2
Rule  3: ebb12312b1, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule  4: b174c3b221, Class:  2, CF:0.975445, Len: 10, Fitness_tra: 0
Rule  5: 185115b142, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule  6: 4142161474, Class:  4, CF:0.999167, Len: 10, Fitness_tra: -7
Rule  7: 4a142922b2, Class:  2, CF:0.991252, Len: 10, Fitness_tra: 0
Rule  8: 4271862bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 7177212447, Class:  2, CF:0.863133, Len: 10, Fitness_tra: 0
Rule 11: 7241c12bbd, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 72245fb412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 4b14ca4bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 42241e7b17, Class:  1, CF:0.0199137, Len: 10, Fitness_tra: 0
Rule 19: 2d41ceb242, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 211b5f2474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 44141ebb77, Class:  2, CF:0.0496809, Len: 10, Fitness_tra: 0
Rule 22: 71b78612b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 22b12342b2, Class:  4, CF:0.9373, Len: 10, Fitness_tra: 0
Rule 24: b2415f2b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b114c62277, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 26: 414216b474, Class:  4, CF:0.999732, Len: 10, Fitness_tra: 0
Rule 27: bbb22322b1, Class:  2, CF:0.730833, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4114c92274, Class:  2, CF:0.983204, Len: 10, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2144132724, Class:  4, CF:0.980565, Len: 10, Fitness_tra: 0
Rule 32: 4b148a41b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b171c62277, Class:  2, CF:0.933968, Len: 10, Fitness_tra: 0
Rule 34: 7274534127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b41b187bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 71721fb742, Class:  4, CF:0.999708, Len: 10, Fitness_tra: 0
Rule 37: 0000040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4bb2531471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1b41867422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1b171311b1, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4724114172, Class:  4, CF:0.028333, Len: 10, Fitness_tra: 0
Rule 47: 4724c14121, Class:  2, CF:0.966457, Len: 10, Fitness_tra: 0
Rule 48: 227bc14bb2, Class:  2, CF:0.345225, Len: 10, Fitness_tra: 0
Rule 49: 21b48eb471, Class:  2, CF:0.976278, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b27b814444, Class:  2, CF:0.981008, Len: 10, Fitness_tra: 0
Rule 52: 2212197417, Class:  2, CF:0.290764, Len: 10, Fitness_tra: 0
Rule 53: 12b22a427b, Class:  4, CF:0.99983, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 421736b2b4, Class:  4, CF:0.999304, Len: 10, Fitness_tra: 0
Rule 56: 1a7215741c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2c4223224b, Class:  4, CF:0.990567, Len: 10, Fitness_tra: 0
Rule 59: 2e17832224, Class:  2, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 60: bd41897b44, Class:  1, CF:0.673067, Len: 10, Fitness_tra: 0
