------Generation 0------
Rule  1: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d2251b2b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b411197bb7, Class:  0, CF:0.959239, Len: 10, Fitness_tra: 0
Rule 93: 11174b1774, Class:  0, CF:0.951217, Len: 10, Fitness_tra: 0
Rule 94: 28171341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 374421424b, Class:  0, CF:0.241809, Len: 10, Fitness_tra: 0
Rule 96: 71247f7742, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 28bb4d41b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5175a7747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b271834bbb, Class:  0, CF:0.954335, Len: 10, Fitness_tra: 0
Rule100: 2c71d9b277, Class:  1, CF:0.160296, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.507614
------Result------
Miss_rate(tra)	:0.507614
Miss_rate(tst)	:0.548446
ARL				:9.88506

------Generation 8------
Rule  1: 111149bb77, Class:  0, CF:0.951852, Len: 10, Fitness_tra: 0
Rule  2: 111118bb77, Class:  0, CF:0.732588, Len: 10, Fitness_tra: 0
Rule  3: 17724117b1, Class:  0, CF:0.877304, Len: 10, Fitness_tra: 0
Rule  4: 2c7111121b, Class:  0, CF:0.844689, Len: 10, Fitness_tra: 0
Rule  5: 7db11112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  6: 1c41ce1b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 7414161111, Class:  0, CF:0.998749, Len: 10, Fitness_tra: 0
Rule  8: 22b2117141, Class:  0, CF:0.907599, Len: 10, Fitness_tra: 0
Rule  9: b47159b174, Class:  1, CF:0.650538, Len: 10, Fitness_tra: 0
Rule 10: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 71422e141b, Class:  0, CF:0.424716, Len: 10, Fitness_tra: 0
Rule 13: 7cb71e1774, Class:  0, CF:0.960835, Len: 10, Fitness_tra: 0
Rule 14: 1121432772, Class:  0, CF:0.982301, Len: 10, Fitness_tra: 0
Rule 15: 21b21f1b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: b741261241, Class:  0, CF:0.99963, Len: 10, Fitness_tra: 0
Rule 17: 414471b442, Class:  1, CF:0.204548, Len: 10, Fitness_tra: 0
Rule 18: 421722b777, Class:  0, CF:0.921336, Len: 10, Fitness_tra: 0
Rule 19: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: b1772612b2, Class:  0, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 21: 4214252727, Class:  0, CF:0.9181, Len: 10, Fitness_tra: 0
Rule 22: 721156b21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b517da4747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 72b4212777, Class:  0, CF:0.705178, Len: 10, Fitness_tra: 0
Rule 25: 7bbb862441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 24b7132214, Class:  0, CF:0.994251, Len: 10, Fitness_tra: 0
Rule 27: 72241f77b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 41741f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: b1b453b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 41bbd34417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 744b167222, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 32: 2c1129b277, Class:  0, CF:0.802935, Len: 10, Fitness_tra: 0
Rule 33: 427b8d12bb, Class:  0, CF:0.792985, Len: 10, Fitness_tra: 0
Rule 34: 27118ebb27, Class:  0, CF:0.723023, Len: 10, Fitness_tra: 0
Rule 35: 112bb94744, Class:  0, CF:0.754257, Len: 10, Fitness_tra: 0
Rule 36: 27b756b74b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b222297447, Class:  0, CF:0.228301, Len: 10, Fitness_tra: 0
Rule 38: b412197bbb, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 39: 412789212b, Class:  1, CF:0.111088, Len: 10, Fitness_tra: 0
Rule 40: 2d14ce2271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 4217517712, Class:  0, CF:0.872557, Len: 10, Fitness_tra: 0
Rule 42: b74b83b71b, Class:  0, CF:0.920443, Len: 10, Fitness_tra: 0
Rule 43: 417b8a11b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7114484bb7, Class:  0, CF:0.810469, Len: 10, Fitness_tra: 0
Rule 45: 1b12517b74, Class:  0, CF:0.598986, Len: 10, Fitness_tra: 0
Rule 46: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b11481bbb7, Class:  0, CF:0.684678, Len: 10, Fitness_tra: 0
Rule 48: b472831142, Class:  0, CF:0.882084, Len: 10, Fitness_tra: 0
Rule 49: 79b2ce71bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7172c17144, Class:  1, CF:0.184497, Len: 10, Fitness_tra: 0
Rule 51: b7b2164177, Class:  0, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 52: b4271ebb47, Class:  0, CF:0.996686, Len: 10, Fitness_tra: 0
Rule 53: 26bb4d4174, Class:  1, CF:0.899777, Len: 10, Fitness_tra: 0
Rule 54: 74b4c31b7b, Class:  0, CF:0.843935, Len: 10, Fitness_tra: 0
Rule 55: bc7b1ab217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b2221e7bbb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 2427132772, Class:  0, CF:0.999586, Len: 10, Fitness_tra: 0
Rule 58: bb72267b14, Class:  0, CF:0.9962, Len: 10, Fitness_tra: 0
Rule 59: 27b1cf7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 722283b421, Class:  0, CF:0.704663, Len: 10, Fitness_tra: 0
Rule 61: b7122ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 77b721422b, Class:  1, CF:0.173796, Len: 10, Fitness_tra: 0
Rule 63: 18b4262214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 11411f7717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4271c5b771, Class:  1, CF:0.082238, Len: 10, Fitness_tra: 0
Rule 66: 7b72161244, Class:  0, CF:0.999978, Len: 10, Fitness_tra: 0
Rule 67: b27b834227, Class:  1, CF:0.437222, Len: 10, Fitness_tra: 0
Rule 68: 4174c51b72, Class:  0, CF:0.394713, Len: 10, Fitness_tra: 0
Rule 69: 1b2223447b, Class:  0, CF:0.92948, Len: 10, Fitness_tra: 0
Rule 70: b87b4571b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 72742a7b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 27b419b411, Class:  0, CF:0.150585, Len: 10, Fitness_tra: 0
Rule 73: 4d22c112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 71471a7271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7247812414, Class:  0, CF:0.0890604, Len: 10, Fitness_tra: 0
Rule 76: 41b75a1147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 414b492177, Class:  0, CF:0.635908, Len: 10, Fitness_tra: 0
Rule 78: 2241c9b777, Class:  0, CF:0.989829, Len: 10, Fitness_tra: 0
Rule 79: 42777d4b71, Class:  0, CF:0.94311, Len: 10, Fitness_tra: 0
Rule 80: 211b2a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 71b7af2b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: c000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1474ff4b17, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 4274951b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 12113122b7, Class:  0, CF:0.984122, Len: 10, Fitness_tra: 0
Rule 86: 44bbf31241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 7b1136b111, Class:  0, CF:0.899804, Len: 10, Fitness_tra: 0
Rule 88: 2474367277, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.989848, Len:  0, Fitness_tra: 4875
Rule 90: 7b726f2241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d2251b2b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b411197bb7, Class:  0, CF:0.959239, Len: 10, Fitness_tra: 0
Rule 93: 11174b1774, Class:  0, CF:0.951217, Len: 10, Fitness_tra: 0
Rule 94: 28171341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 374421424b, Class:  0, CF:0.241809, Len: 10, Fitness_tra: 0
Rule 96: 71247f7742, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 28bb4d41b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5175a7747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b271834bbb, Class:  0, CF:0.954335, Len: 10, Fitness_tra: 0
Rule100: 2c71d9b277, Class:  1, CF:0.160296, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.507614
------Result------
Miss_rate(tra)	:0.507614
Miss_rate(tst)	:0.548446
ARL				:9.88506

------Generation 9------
Rule  1: 111149bb77, Class:  0, CF:0.951852, Len: 10, Fitness_tra: 0
Rule  2: 111118bb77, Class:  0, CF:0.732588, Len: 10, Fitness_tra: 0
Rule  3: 17724117b1, Class:  0, CF:0.877304, Len: 10, Fitness_tra: 0
Rule  4: 2c7111121b, Class:  0, CF:0.844689, Len: 10, Fitness_tra: 0
Rule  5: 7db11112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  6: 1c41ce1b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 7414161111, Class:  0, CF:0.998749, Len: 10, Fitness_tra: 0
Rule  8: 22b2117141, Class:  0, CF:0.907599, Len: 10, Fitness_tra: 0
Rule  9: b47159b174, Class:  1, CF:0.650538, Len: 10, Fitness_tra: 0
Rule 10: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 71422e141b, Class:  0, CF:0.424716, Len: 10, Fitness_tra: 0
Rule 13: 7cb71e1774, Class:  0, CF:0.960835, Len: 10, Fitness_tra: 0
Rule 14: 1121432772, Class:  0, CF:0.982301, Len: 10, Fitness_tra: 0
Rule 15: 21b21f1b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: b741261241, Class:  0, CF:0.99963, Len: 10, Fitness_tra: 0
Rule 17: 414471b442, Class:  1, CF:0.204548, Len: 10, Fitness_tra: 0
Rule 18: 421722b777, Class:  0, CF:0.921336, Len: 10, Fitness_tra: 0
Rule 19: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: b1772612b2, Class:  0, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 21: 4214252727, Class:  0, CF:0.9181, Len: 10, Fitness_tra: 0
Rule 22: 721156b21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b517da4747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 72b4212777, Class:  0, CF:0.705178, Len: 10, Fitness_tra: 0
Rule 25: 7bbb862441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 24b7132214, Class:  0, CF:0.994251, Len: 10, Fitness_tra: 0
Rule 27: 72241f77b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 41741f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: b1b453b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 41bbd34417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 744b167222, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 32: 2c1129b277, Class:  0, CF:0.802935, Len: 10, Fitness_tra: 0
Rule 33: 427b8d12bb, Class:  0, CF:0.792985, Len: 10, Fitness_tra: 0
Rule 34: 27118ebb27, Class:  0, CF:0.723023, Len: 10, Fitness_tra: 0
Rule 35: 112bb94744, Class:  0, CF:0.754257, Len: 10, Fitness_tra: 0
Rule 36: 27b756b74b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b222297447, Class:  0, CF:0.228301, Len: 10, Fitness_tra: 0
Rule 38: b412197bbb, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 39: 412789212b, Class:  1, CF:0.111088, Len: 10, Fitness_tra: 0
Rule 40: 2d14ce2271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 4217517712, Class:  0, CF:0.872557, Len: 10, Fitness_tra: 0
Rule 42: b74b83b71b, Class:  0, CF:0.920443, Len: 10, Fitness_tra: 0
Rule 43: 417b8a11b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7114484bb7, Class:  0, CF:0.810469, Len: 10, Fitness_tra: 0
Rule 45: 1b12517b74, Class:  0, CF:0.598986, Len: 10, Fitness_tra: 0
Rule 46: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b11481bbb7, Class:  0, CF:0.684678, Len: 10, Fitness_tra: 0
Rule 48: b472831142, Class:  0, CF:0.882084, Len: 10, Fitness_tra: 0
Rule 49: 79b2ce71bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7172c17144, Class:  1, CF:0.184497, Len: 10, Fitness_tra: 0
Rule 51: b7b2164177, Class:  0, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 52: b4271ebb47, Class:  0, CF:0.996686, Len: 10, Fitness_tra: 0
Rule 53: 26bb4d4174, Class:  1, CF:0.899777, Len: 10, Fitness_tra: 0
Rule 54: 74b4c31b7b, Class:  0, CF:0.843935, Len: 10, Fitness_tra: 0
Rule 55: bc7b1ab217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b2221e7bbb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 2427132772, Class:  0, CF:0.999586, Len: 10, Fitness_tra: 0
Rule 58: bb72267b14, Class:  0, CF:0.9962, Len: 10, Fitness_tra: 0
Rule 59: 27b1cf7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 722283b421, Class:  0, CF:0.704663, Len: 10, Fitness_tra: 0
Rule 61: b7122ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 77b721422b, Class:  1, CF:0.173796, Len: 10, Fitness_tra: 0
Rule 63: 18b4262214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 11411f7717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4271c5b771, Class:  1, CF:0.082238, Len: 10, Fitness_tra: 0
Rule 66: 7b72161244, Class:  0, CF:0.999978, Len: 10, Fitness_tra: 0
Rule 67: b27b834227, Class:  1, CF:0.437222, Len: 10, Fitness_tra: 0
Rule 68: 4174c51b72, Class:  0, CF:0.394713, Len: 10, Fitness_tra: 0
Rule 69: 1b2223447b, Class:  0, CF:0.92948, Len: 10, Fitness_tra: 0
Rule 70: b87b4571b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 72742a7b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 27b419b411, Class:  0, CF:0.150585, Len: 10, Fitness_tra: 0
Rule 73: 4d22c112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 71471a7271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7247812414, Class:  0, CF:0.0890604, Len: 10, Fitness_tra: 0
Rule 76: 41b75a1147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 414b492177, Class:  0, CF:0.635908, Len: 10, Fitness_tra: 0
Rule 78: 2241c9b777, Class:  0, CF:0.989829, Len: 10, Fitness_tra: 0
Rule 79: 42777d4b71, Class:  0, CF:0.94311, Len: 10, Fitness_tra: 0
Rule 80: 211b2a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 71b7af2b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: c000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1474ff4b17, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 4274951b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 12113122b7, Class:  0, CF:0.984122, Len: 10, Fitness_tra: 0
Rule 86: 44bbf31241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 7b1136b111, Class:  0, CF:0.899804, Len: 10, Fitness_tra: 0
Rule 88: 2474367277, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.989848, Len:  0, Fitness_tra: 4875
Rule 90: 7b726f2241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d2251b2b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b411197bb7, Class:  0, CF:0.959239, Len: 10, Fitness_tra: 0
Rule 93: 11174b1774, Class:  0, CF:0.951217, Len: 10, Fitness_tra: 0
Rule 94: 28171341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 374421424b, Class:  0, CF:0.241809, Len: 10, Fitness_tra: 0
Rule 96: 71247f7742, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 28bb4d41b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5175a7747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b271834bbb, Class:  0, CF:0.954335, Len: 10, Fitness_tra: 0
Rule100: 2c71d9b277, Class:  1, CF:0.160296, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.507614
------Result------
Miss_rate(tra)	:0.507614
Miss_rate(tst)	:0.548446
ARL				:9.88506

------Generation 10------
Rule  1: 111149bb77, Class:  0, CF:0.951852, Len: 10, Fitness_tra: 0
Rule  2: 111118bb77, Class:  0, CF:0.732588, Len: 10, Fitness_tra: 0
Rule  3: 17724117b1, Class:  0, CF:0.877304, Len: 10, Fitness_tra: 0
Rule  4: 2c7111121b, Class:  0, CF:0.844689, Len: 10, Fitness_tra: 0
Rule  5: 7db11112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  6: 1c41ce1b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: 7414161111, Class:  0, CF:0.998749, Len: 10, Fitness_tra: 0
Rule  8: 22b2117141, Class:  0, CF:0.907599, Len: 10, Fitness_tra: 0
Rule  9: b47159b174, Class:  1, CF:0.650538, Len: 10, Fitness_tra: 0
Rule 10: 28171347b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 4d271112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 71422e141b, Class:  0, CF:0.424716, Len: 10, Fitness_tra: 0
Rule 13: 7cb71e1774, Class:  0, CF:0.960835, Len: 10, Fitness_tra: 0
Rule 14: 1121432772, Class:  0, CF:0.982301, Len: 10, Fitness_tra: 0
Rule 15: 21b21f1b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: b741261241, Class:  0, CF:0.99963, Len: 10, Fitness_tra: 0
Rule 17: 414471b442, Class:  1, CF:0.204548, Len: 10, Fitness_tra: 0
Rule 18: 421722b777, Class:  0, CF:0.921336, Len: 10, Fitness_tra: 0
Rule 19: 12b12f7141, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: b1772612b2, Class:  0, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 21: 4214252727, Class:  0, CF:0.9181, Len: 10, Fitness_tra: 0
Rule 22: 721156b21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b517da4747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 72b4212777, Class:  0, CF:0.705178, Len: 10, Fitness_tra: 0
Rule 25: 7bbb862441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 24b7132214, Class:  0, CF:0.994251, Len: 10, Fitness_tra: 0
Rule 27: 72241f77b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 41741f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: b1b453b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 41bbd34417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 744b167222, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 32: 2c1129b277, Class:  0, CF:0.802935, Len: 10, Fitness_tra: 0
Rule 33: 427b8d12bb, Class:  0, CF:0.792985, Len: 10, Fitness_tra: 0
Rule 34: 27118ebb27, Class:  0, CF:0.723023, Len: 10, Fitness_tra: 0
Rule 35: 112bb94744, Class:  0, CF:0.754257, Len: 10, Fitness_tra: 0
Rule 36: 27b756b74b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b222297447, Class:  0, CF:0.228301, Len: 10, Fitness_tra: 0
Rule 38: b412197bbb, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 39: 412789212b, Class:  1, CF:0.111088, Len: 10, Fitness_tra: 0
Rule 40: 2d14ce2271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 4217517712, Class:  0, CF:0.872557, Len: 10, Fitness_tra: 0
Rule 42: b74b83b71b, Class:  0, CF:0.920443, Len: 10, Fitness_tra: 0
Rule 43: 417b8a11b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7114484bb7, Class:  0, CF:0.810469, Len: 10, Fitness_tra: 0
Rule 45: 1b12517b74, Class:  0, CF:0.598986, Len: 10, Fitness_tra: 0
Rule 46: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b11481bbb7, Class:  0, CF:0.684678, Len: 10, Fitness_tra: 0
Rule 48: b472831142, Class:  0, CF:0.882084, Len: 10, Fitness_tra: 0
Rule 49: 79b2ce71bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7172c17144, Class:  1, CF:0.184497, Len: 10, Fitness_tra: 0
Rule 51: b7b2164177, Class:  0, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 52: b4271ebb47, Class:  0, CF:0.996686, Len: 10, Fitness_tra: 0
Rule 53: 26bb4d4174, Class:  1, CF:0.899777, Len: 10, Fitness_tra: 0
Rule 54: 74b4c31b7b, Class:  0, CF:0.843935, Len: 10, Fitness_tra: 0
Rule 55: bc7b1ab217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b2221e7bbb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 2427132772, Class:  0, CF:0.999586, Len: 10, Fitness_tra: 0
Rule 58: bb72267b14, Class:  0, CF:0.9962, Len: 10, Fitness_tra: 0
Rule 59: 27b1cf7112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 722283b421, Class:  0, CF:0.704663, Len: 10, Fitness_tra: 0
Rule 61: b7122ab2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 77b721422b, Class:  1, CF:0.173796, Len: 10, Fitness_tra: 0
Rule 63: 18b4262214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 11411f7717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 4271c5b771, Class:  1, CF:0.082238, Len: 10, Fitness_tra: 0
Rule 66: 7b72161244, Class:  0, CF:0.999978, Len: 10, Fitness_tra: 0
Rule 67: b27b834227, Class:  1, CF:0.437222, Len: 10, Fitness_tra: 0
Rule 68: 4174c51b72, Class:  0, CF:0.394713, Len: 10, Fitness_tra: 0
Rule 69: 1b2223447b, Class:  0, CF:0.92948, Len: 10, Fitness_tra: 0
Rule 70: b87b4571b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 72742a7b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 27b419b411, Class:  0, CF:0.150585, Len: 10, Fitness_tra: 0
Rule 73: 4d22c112b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 71471a7271, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7247812414, Class:  0, CF:0.0890604, Len: 10, Fitness_tra: 0
Rule 76: 41b75a1147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 414b492177, Class:  0, CF:0.635908, Len: 10, Fitness_tra: 0
Rule 78: 2241c9b777, Class:  0, CF:0.989829, Len: 10, Fitness_tra: 0
Rule 79: 42777d4b71, Class:  0, CF:0.94311, Len: 10, Fitness_tra: 0
Rule 80: 211b2a24bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 71b7af2b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: c000000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1474ff4b17, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: 4274951b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 12113122b7, Class:  0, CF:0.984122, Len: 10, Fitness_tra: 0
Rule 86: 44bbf31241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 7b1136b111, Class:  0, CF:0.899804, Len: 10, Fitness_tra: 0
Rule 88: 2474367277, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.989848, Len:  0, Fitness_tra: 4875
Rule 90: 7b726f2241, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 4d2251b2b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b411197bb7, Class:  0, CF:0.959239, Len: 10, Fitness_tra: 0
Rule 93: 11174b1774, Class:  0, CF:0.951217, Len: 10, Fitness_tra: 0
Rule 94: 28171341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 374421424b, Class:  0, CF:0.241809, Len: 10, Fitness_tra: 0
Rule 96: 71247f7742, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 28bb4d41b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: b5175a7747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b271834bbb, Class:  0, CF:0.954335, Len: 10, Fitness_tra: 0
Rule100: 2c71d9b277, Class:  1, CF:0.160296, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:0.507614
------Result------
Miss_rate(tra)	:0.507614
Miss_rate(tst)	:0.548446
ARL				:9.88506

------Generation 20------
Rule  1: 111149bb77, Class:  0, CF:0.951852, Len: 10, Fitness_tra: 0
